,32,33,34,35,36,37,38,39,40,41
0,0.005704,0.004801,0.005082,0.004223,0.003493,0.003221,0.004276,0.004716,0.004555,0.003740
1,0.004801,0.006695,0.005747,0.004776,0.003951,0.003643,0.004837,0.005334,0.005151,0.004231
2,0.005082,0.005747,0.006904,0.005055,0.004182,0.003857,0.005120,0.005646,0.005453,0.004478
3,0.004223,0.004776,0.005055,0.005504,0.003475,0.003205,0.004254,0.004692,0.004531,0.003721
4,0.003493,0.003951,0.004182,0.003475,0.004968,0.002651,0.003519,0.003881,0.003748,0.003078
5,0.003221,0.003643,0.003857,0.003205,0.002651,0.006168,0.003246,0.003579,0.003457,0.002839
6,0.004276,0.004837,0.005120,0.004254,0.003519,0.003246,0.005638,0.004751,0.004589,0.003768
7,0.004716,0.005334,0.005646,0.004692,0.003881,0.003579,0.004751,0.009278,0.005061,0.004156
8,0.004555,0.005151,0.005453,0.004531,0.003748,0.003457,0.004589,0.005061,0.008758,0.004014
9,0.003740,0.004231,0.004478,0.003721,0.003078,0.002839,0.003768,0.004156,0.004014,0.004207
