,32,33,34,35,36,37,38,39,40,41
0,0.005704,0.005320,0.004955,0.004004,0.003229,0.002506,0.004540,0.004008,0.003992,0.003612
1,0.005320,0.006695,0.005705,0.005013,0.004193,0.003769,0.004537,0.005797,0.005535,0.004003
2,0.004955,0.005705,0.006904,0.005044,0.004095,0.003797,0.004916,0.005579,0.005351,0.004653
3,0.004004,0.005013,0.005044,0.005504,0.004461,0.004362,0.003624,0.005972,0.005654,0.003630
4,0.003229,0.004193,0.004095,0.004461,0.004968,0.004412,0.002724,0.004818,0.004861,0.003118
5,0.002506,0.003769,0.003797,0.004362,0.004412,0.006168,0.001969,0.005877,0.005488,0.002930
6,0.004540,0.004537,0.004916,0.003624,0.002724,0.001969,0.005638,0.003260,0.003216,0.003693
7,0.004008,0.005797,0.005579,0.005972,0.004818,0.005877,0.003260,0.009278,0.008047,0.003855
8,0.003992,0.005535,0.005351,0.005654,0.004861,0.005488,0.003216,0.008047,0.008758,0.004031
9,0.003612,0.004003,0.004653,0.003630,0.003118,0.002930,0.003693,0.003855,0.004031,0.004207
