指数代码,指数名称,交易日期,开盘,最高,最低,收盘,成交量,成交金额
1,上证指数,1997/1/2,914.06,920.19,909.46,919.44,265303700,2369873910
1,上证指数,1997/1/3,921.1,922.39,896.99,899.61,342916500,2822564060
1,上证指数,1997/1/6,890.98,892.02,875.89,876.5,241608800,1894046880
1,上证指数,1997/1/7,872.81,903,871.78,898.17,251824800,1963755940
1,上证指数,1997/1/8,899.83,902.53,887.23,896.41,231369000,1880558910
1,上证指数,1997/1/9,897.99,914.33,897.94,906.98,252650100,2158647030
1,上证指数,1997/1/10,908.56,918.51,906.55,918.4,333721700,2871981880
1,上证指数,1997/1/13,923.55,931.44,922.74,929.52,388141300,3182441880
1,上证指数,1997/1/14,929.55,929.59,903.62,907.85,304393900,2603044060
1,上证指数,1997/1/15,905.48,919.42,905.06,916.72,193795700,1643736880
1,上证指数,1997/1/16,917.48,922.1,908.26,915.01,194014700,1800500940
1,上证指数,1997/1/17,916.11,921.14,912.66,919.85,223666800,2166645940
1,上证指数,1997/1/20,922.47,933.36,922.06,933.28,274933100,2444270000
1,上证指数,1997/1/21,937.04,939.02,926.09,929.11,339361800,2955960000
1,上证指数,1997/1/22,929.36,942.73,929.01,942.44,334241400,3132185000
1,上证指数,1997/1/23,945.59,947.55,940.5,945.8,396901200,3688120000
1,上证指数,1997/1/24,945.53,954.3,934.64,953.92,373787000,3272756880
1,上证指数,1997/1/27,957.25,959.87,952.4,959.06,479914900,4142264060
1,上证指数,1997/1/28,957.88,957.88,947.91,956.31,328674400,2907715000
1,上证指数,1997/1/29,955.96,964.02,955.1,962.1,413085900,3652549060
1,上证指数,1997/1/30,960.49,962.97,955.47,960.17,352383100,3034253130
1,上证指数,1997/1/31,960.26,967.9,960.08,964.74,408801600,3666237810
1,上证指数,1997/2/17,969.53,985.21,959.75,982.4,361696600,3323141880
1,上证指数,1997/2/18,980.48,999.23,893.75,894.85,727384900,6565445000
1,上证指数,1997/2/19,911.58,962.69,911.58,962.69,540728200,4977297810
1,上证指数,1997/2/20,870.18,971.51,870.18,965.08,953084600,8209138750
1,上证指数,1997/2/21,967.68,1017.32,967.49,1017.13,1380838400,10980172500
1,上证指数,1997/2/24,1028.35,1032.7,1004.62,1009.56,1112275800,9347215000
1,上证指数,1997/2/25,1009.05,1028.34,1009.03,1017.96,712574700,6621052500
1,上证指数,1997/2/26,1019.86,1031.51,1015.39,1031.51,616762100,6044225000
1,上证指数,1997/2/27,1035.32,1038.49,1020.34,1025.3,660077500,6274167500
1,上证指数,1997/2/28,1023.37,1040.33,1010.27,1040.27,669806600,6177906880
1,上证指数,1997/3/3,1044.61,1063.05,1043.93,1063.05,900594500,8614859380
1,上证指数,1997/3/4,1063.29,1070.22,1048.44,1068.16,913979100,8608841250
1,上证指数,1997/3/5,1067.58,1072.46,1051.52,1052.15,788703100,7201895630
1,上证指数,1997/3/6,1045.89,1079.13,1044.24,1079.13,870056000,7970144380
1,上证指数,1997/3/7,1083.01,1086.64,1070.86,1077.72,814057300,7992872500
1,上证指数,1997/3/10,1085.91,1100.51,1085.89,1099.68,863186800,9252891250
1,上证指数,1997/3/11,1103.43,1109.95,1092.72,1109.73,833230300,8973174380
1,上证指数,1997/3/12,1112.71,1126.42,1109.47,1126.16,962785300,9988746250
1,上证指数,1997/3/13,1128.71,1131.74,1108.89,1117.28,913994900,9098195630
1,上证指数,1997/3/14,1114.74,1125.82,1092.7,1125.8,818859400,8565825000
1,上证指数,1997/3/17,1138.28,1159.54,1138.28,1158.48,1128487000,12297497500
1,上证指数,1997/3/18,1164.96,1177.02,1148.08,1162.63,1050779400,12203328750
1,上证指数,1997/3/19,1167.04,1170.4,1156.19,1161.27,807192900,9515450000
1,上证指数,1997/3/20,1162.26,1168.49,1119.67,1120.72,757637400,8531376880
1,上证指数,1997/3/21,1116.72,1167.21,1116.59,1167.17,738373900,8601920000
1,上证指数,1997/3/24,1186.95,1196.64,1181.33,1191.73,1088861800,12614467500
1,上证指数,1997/3/25,1198.16,1201.62,1180.88,1197.84,900646900,10437847500
1,上证指数,1997/3/26,1204.21,1215.47,1201.17,1215.31,887276600,9723547500
1,上证指数,1997/3/27,1220.55,1228.24,1202.77,1214.26,968773700,10784426250
1,上证指数,1997/3/28,1213.81,1219.04,1199.53,1202.67,753268100,8466973750
1,上证指数,1997/3/31,1210.02,1234.96,1210,1234.62,850575000,9155511880
1,上证指数,1997/4/1,1243.87,1246.31,1234.25,1241.03,836788800,8533341880
1,上证指数,1997/4/2,1246.41,1249.57,1232.31,1233.85,758324100,8213510000
1,上证指数,1997/4/3,1233.82,1246.18,1222.56,1246.03,689152300,8012752500
1,上证指数,1997/4/4,1258.07,1269.74,1251.6,1260.96,1016185200,12427286250
1,上证指数,1997/4/7,1259.59,1276.57,1252.75,1276.41,1009888500,12109201250
1,上证指数,1997/4/8,1277.06,1278.3,1246.72,1247.26,805377500,9958011880
1,上证指数,1997/4/9,1251.57,1286.91,1251.56,1286.85,960450400,12103141250
1,上证指数,1997/4/10,1293.26,1299.74,1279.49,1281.89,1086132900,13191962500
1,上证指数,1997/4/11,1279.34,1283.56,1251.01,1278.53,922372300,11204022500
1,上证指数,1997/4/14,1293.98,1325.67,1293.98,1316.92,1411947400,15682830000
1,上证指数,1997/4/15,1318.57,1326.38,1298.18,1324.96,1032030300,11839345000
1,上证指数,1997/4/16,1334.31,1338.42,1318.16,1327.78,969708500,11277900000
1,上证指数,1997/4/17,1323.42,1331.18,1319.76,1323.37,780300400,8870340630
1,上证指数,1997/4/18,1325.23,1338.85,1305.96,1338.03,880109800,9996923750
1,上证指数,1997/4/21,1355.56,1365.22,1350.8,1362.08,1237789100,13608651250
1,上证指数,1997/4/22,1362.98,1368.88,1354.45,1365.5,1085772200,12255843750
1,上证指数,1997/4/23,1370.05,1380.36,1368.65,1378.84,1052266200,13673787500
1,上证指数,1997/4/24,1370.17,1386.52,1356.52,1380.28,1003540600,13312753750
1,上证指数,1997/4/25,1382.93,1386.27,1363.98,1364.98,1044457100,14033435000
1,上证指数,1997/4/28,1372.26,1381.56,1346.26,1352,922612100,12227978750
1,上证指数,1997/4/29,1354,1376.82,1335.76,1376.77,834953300,10338853750
1,上证指数,1997/4/30,1385.3,1396.48,1376.46,1393.75,833159900,10513690000
1,上证指数,1997/5/5,1398.14,1448.99,1398.05,1448.93,1028834700,13147117500
1,上证指数,1997/5/6,1462.03,1483.5,1459.68,1482.99,1158537300,16273676250
1,上证指数,1997/5/7,1495.22,1499.62,1464.86,1495.46,1144278900,15885880000
1,上证指数,1997/5/8,1496.98,1504.26,1401.59,1405.18,1144965400,16080618750
1,上证指数,1997/5/9,1412.9,1469.08,1394.42,1467.23,960198400,13491738750
1,上证指数,1997/5/12,1490.78,1510.18,1486.45,1500.4,1316287900,16737798750
1,上证指数,1997/5/13,1501.25,1501.25,1436.21,1464.28,1080846100,13592131250
1,上证指数,1997/5/14,1447.61,1447.67,1378.03,1379.22,807545900,10699538750
1,上证指数,1997/5/15,1371.19,1425.3,1360.23,1417.67,674249300,9233333750
1,上证指数,1997/5/16,1309.6,1394.21,1287.07,1315.92,976828400,12767242500
1,上证指数,1997/5/19,1330.79,1350.58,1316.13,1344.61,561368400,6967021880
1,上证指数,1997/5/20,1351.66,1386.37,1351.23,1381.12,535449900,7396831880
1,上证指数,1997/5/21,1386.85,1389.6,1340.29,1354.88,565277700,8011731880
1,上证指数,1997/5/22,1248.97,1300.98,1232.2,1235.22,667319500,8722465630
1,上证指数,1997/5/23,1238.69,1263.52,1225.8,1254.27,539099000,7688198130
1,上证指数,1997/5/26,1268.59,1275.3,1213.24,1251.55,586391800,8455271880
1,上证指数,1997/5/27,1258.38,1281.75,1253.25,1281.74,537760900,7591352500
1,上证指数,1997/5/28,1283,1288.74,1265.57,1270.35,480878200,7189935000
1,上证指数,1997/5/29,1267.52,1282.85,1262.57,1263.35,466189800,6444336880
1,上证指数,1997/5/30,1261.29,1285.39,1254.62,1285.18,393774700,5518262500
1,上证指数,1997/6/2,1302.82,1336.42,1302.16,1336.28,634405900,8674382500
1,上证指数,1997/6/3,1341.68,1344.64,1313.46,1338.76,705919600,10110176880
1,上证指数,1997/6/4,1345.38,1363.71,1344.59,1361.19,716713800,10493637500
1,上证指数,1997/6/5,1362.19,1369.51,1346.97,1360.23,602559400,9294563130
1,上证指数,1997/6/6,1271.31,1314.73,1254.27,1275.3,921891500,13177923750
1,上证指数,1997/6/9,1275.25,1282.75,1255.67,1274.92,348236600,4760842500
1,上证指数,1997/6/10,1278.99,1285.04,1239.86,1241.74,275090100,3614088750
1,上证指数,1997/6/11,1239.5,1244.01,1175.71,1220.4,367009900,4674470940
1,上证指数,1997/6/12,1224.47,1229.64,1211.8,1212.77,291234600,3480348750
1,上证指数,1997/6/13,1154.98,1244.24,1154.97,1243.98,454499700,5609830630
1,上证指数,1997/6/16,1255.77,1269.63,1255.77,1261.47,484055200,6314431880
1,上证指数,1997/6/17,1260.41,1263.9,1245.34,1245.93,360459600,4297000940
1,上证指数,1997/6/18,1252.02,1254.9,1230.3,1232.68,328471900,4022190940
1,上证指数,1997/6/19,1233.68,1250.64,1227.25,1230.74,308720700,4037393750
1,上证指数,1997/6/20,1244,1292.32,1244,1291.2,484067000,6602240000
1,上证指数,1997/6/23,1313.24,1322.98,1265.18,1283.5,621643800,9130519380
1,上证指数,1997/6/24,1287.19,1304.05,1283.72,1303.93,414551200,5756678130
1,上证指数,1997/6/25,1309.34,1311.2,1293.35,1297.59,444195700,6170923130
1,上证指数,1997/6/26,1295.11,1295.15,1280.85,1284.46,410607900,5259393130
1,上证指数,1997/6/27,1287.92,1291.98,1246.93,1250.27,563251100,8405051880
1,上证指数,1997/7/2,1255.91,1261.57,1147.33,1199.06,392386100,5690451880
1,上证指数,1997/7/3,1194.68,1194.68,1149.94,1150.62,373727100,4717140000
1,上证指数,1997/7/4,1138.92,1163.25,1124.78,1159.34,444542000,5071271880
1,上证指数,1997/7/7,1161.71,1163.45,1085.57,1096.82,352613300,4176048130
1,上证指数,1997/7/8,1092.8,1115.43,1066.04,1109.67,367520200,4324834690
1,上证指数,1997/7/9,1113.64,1122.67,1104.09,1120.84,321446600,3503334690
1,上证指数,1997/7/10,1121.26,1137.87,1115.21,1120.15,335419000,3646750940
1,上证指数,1997/7/11,1116.42,1155.06,1114.4,1154.92,396597400,4648944060
1,上证指数,1997/7/14,1163.29,1185.78,1158.45,1185.72,557316500,6576680000
1,上证指数,1997/7/15,1189.47,1201.21,1180.19,1200.11,572759600,6552998750
1,上证指数,1997/7/16,1201.6,1204.86,1184.45,1190.83,527363000,6304929380
1,上证指数,1997/7/17,1188.27,1203.5,1180.93,1197.23,457871800,5594431880
1,上证指数,1997/7/18,1199.4,1210.44,1191.29,1209.86,476596400,6012785000
1,上证指数,1997/7/21,1215.84,1218.48,1188.88,1193.53,494028000,6033871880
1,上证指数,1997/7/22,1189.12,1208.26,1163.47,1208.25,455263000,5479943130
1,上证指数,1997/7/23,1219.06,1223.82,1194.7,1198.86,480842400,5494346250
1,上证指数,1997/7/24,1194.71,1200.31,1172.37,1174.22,332595700,3854720000
1,上证指数,1997/7/25,1166.57,1177.65,1158.14,1170.86,311225300,3472985940
1,上证指数,1997/7/28,1167.81,1167.88,1138.48,1141.78,305953800,3352870940
1,上证指数,1997/7/29,1137.32,1161.2,1133.18,1153.23,303311300,3001127810
1,上证指数,1997/7/30,1157.09,1179.48,1157,1179.42,365235100,3536287810
1,上证指数,1997/7/31,1184.94,1192.2,1179.72,1189.76,376326600,3686759690
1,上证指数,1997/8/1,1191.65,1194.03,1182.22,1192.83,328647800,3152403750
1,上证指数,1997/8/4,1196.25,1201.92,1188.68,1200.33,432669100,4238153750
1,上证指数,1997/8/5,1203.36,1207.23,1193.7,1196.27,359745700,3508220940
1,上证指数,1997/8/6,1196.04,1197.45,1170.27,1171.94,297232100,2894359060
1,上证指数,1997/8/7,1167.93,1199.24,1161.63,1199.24,344869900,3156099060
1,上证指数,1997/8/8,1205.95,1216.56,1201.36,1206.05,703374100,6010073130
1,上证指数,1997/8/11,1206.46,1206.76,1182.45,1184.08,503650800,4966574060
1,上证指数,1997/8/12,1177.26,1183.44,1145.75,1146.81,393690100,3904291880
1,上证指数,1997/8/13,1139.25,1153.5,1118.2,1120.13,346081500,3283391880
1,上证指数,1997/8/14,1120.47,1168.34,1120.25,1168.11,395297100,3702321880
1,上证指数,1997/8/15,1174.18,1174.88,1133.89,1143.06,476761400,4024259060
1,上证指数,1997/8/18,1139.61,1139.61,1116.15,1134.63,335746400,3052098130
1,上证指数,1997/8/19,1134.62,1143.2,1128.11,1132.91,257198100,2372943750
1,上证指数,1997/8/20,1135.05,1144.65,1133.74,1144.64,250738300,2319731880
1,上证指数,1997/8/21,1148.39,1165.22,1147.82,1164.55,400722400,3817706880
1,上证指数,1997/8/22,1159.39,1174.49,1156.83,1171.83,433739900,4004645940
1,上证指数,1997/8/25,1175.45,1184.33,1175.38,1184.1,453960300,4356611880
1,上证指数,1997/8/26,1186.07,1194.13,1181.24,1194.04,554979200,5413198750
1,上证指数,1997/8/27,1195.43,1199.47,1188.33,1198.51,543372100,4832471880
1,上证指数,1997/8/28,1201.06,1216.08,1194.68,1213.89,694265800,6113156250
1,上证指数,1997/8/29,1214.31,1223.07,1209.48,1221.06,731864300,6340526880
1,上证指数,1997/9/1,1224.18,1230.07,1219.1,1229.87,679821600,6136525630
1,上证指数,1997/9/2,1228.48,1232.69,1215.92,1226.3,589620600,5211807190
1,上证指数,1997/9/3,1223.62,1243.33,1223.46,1240.82,575803800,5501217500
1,上证指数,1997/9/4,1245.78,1253.15,1245.64,1251.3,544704900,5457518130
1,上证指数,1997/9/5,1250.6,1253.35,1241.22,1251.55,472278000,4467573750
1,上证指数,1997/9/8,1253.15,1257.55,1245.74,1255.23,548425400,4863576880
1,上证指数,1997/9/9,1255.18,1257.93,1230.44,1231.03,454445300,4073006880
1,上证指数,1997/9/10,1230.43,1256.04,1227.64,1256.04,539072300,4469040940
1,上证指数,1997/9/11,1260.52,1264.49,1236.11,1242.71,713364100,5998593750
1,上证指数,1997/9/12,1240.5,1247.91,1207.83,1208.7,431066600,3632746880
1,上证指数,1997/9/15,1205.9,1211.68,1175.95,1179.29,357837300,3078022810
1,上证指数,1997/9/16,1182.76,1193.85,1181.17,1187.22,265195400,2149570000
1,上证指数,1997/9/17,1188.89,1191.3,1162.24,1167.56,242595300,1946434840
1,上证指数,1997/9/18,1169.67,1181.75,1164.65,1172.37,230095600,1934701880
1,上证指数,1997/9/19,1174.77,1185.09,1168.87,1184.52,201843700,1763292970
1,上证指数,1997/9/22,1184.49,1185.1,1102.62,1103.97,306264300,2514807970
1,上证指数,1997/9/23,1096.19,1105.28,1025.13,1041.97,429958900,3080963130
1,上证指数,1997/9/24,1064.66,1110.11,1064.66,1110.01,496402700,4081335940
1,上证指数,1997/9/25,1118.37,1130.13,1106.25,1117.01,433633300,3583651880
1,上证指数,1997/9/26,1118.69,1118.94,1094.42,1109.63,274170600,2232000000
1,上证指数,1997/9/29,1106.34,1106.34,1079.34,1084.07,243615400,2094958910
1,上证指数,1997/9/30,1083.41,1100.39,1083.23,1097.38,204530000,1766505940
1,上证指数,1997/10/6,1100.7,1105.41,1091.15,1098.9,156593300,1298081020
1,上证指数,1997/10/7,1098.29,1102.71,1087.02,1102.57,176238400,1319182970
1,上证指数,1997/10/8,1122.97,1140.94,1116.71,1134.87,293382300,2422899840
1,上证指数,1997/10/9,1134.59,1138.66,1120.09,1122.47,202503100,1620045000
1,上证指数,1997/10/10,1121.34,1131.57,1120.51,1130.79,195193100,1575132970
1,上证指数,1997/10/13,1136.43,1138.4,1117.39,1119.82,189929300,1528029060
1,上证指数,1997/10/14,1116.3,1118.02,1105.7,1117.93,153806000,1207753980
1,上证指数,1997/10/15,1119.11,1129.65,1116.43,1125.78,214522800,1795401880
1,上证指数,1997/10/16,1131.4,1151.39,1131.39,1150.31,338623400,3352243750
1,上证指数,1997/10/17,1155.42,1180.22,1153.9,1176.49,459994200,4862381880
1,上证指数,1997/10/20,1183.74,1191.04,1173.56,1187.37,460895600,4899696880
1,上证指数,1997/10/21,1190.5,1192.34,1179.57,1191.87,423214600,4341368750
1,上证指数,1997/10/22,1193.7,1203.02,1168.45,1177.52,608287100,6767108750
1,上证指数,1997/10/23,1178.98,1186.07,1170.23,1173.36,415478700,4342960940
1,上证指数,1997/10/24,1172.88,1179.81,1164.06,1178.31,377592200,3672967810
1,上证指数,1997/10/27,1183.65,1235.95,1183.65,1235.83,656390300,7005508750
1,上证指数,1997/10/28,1239.59,1241.83,1172.89,1177.92,524823900,5613913130
1,上证指数,1997/10/29,1168.23,1188.8,1162.98,1184.09,359100300,3636560940
1,上证指数,1997/10/30,1189.27,1207.97,1173.65,1174.85,481737800,5111090000
1,上证指数,1997/10/31,1164.91,1181.51,1158.74,1180.39,305033800,2978063130
1,上证指数,1997/11/3,1181.16,1185.07,1176.55,1180.85,256218200,2536626880
1,上证指数,1997/11/4,1180.87,1190.47,1180.87,1184.7,236232800,2239609060
1,上证指数,1997/11/5,1186.1,1194.67,1179.35,1194.04,491968000,4399058750
1,上证指数,1997/11/6,1198.66,1203.09,1179.58,1181.12,428156100,4408048130
1,上证指数,1997/11/7,1181.78,1195.74,1177.63,1195.14,362750100,3636767810
1,上证指数,1997/11/10,1199.37,1202.58,1178.63,1185.78,399657400,4250295000
1,上证指数,1997/11/11,1183.42,1187.74,1168.48,1186.63,299653700,3034650940
1,上证指数,1997/11/12,1190.01,1193.53,1171.56,1174.19,294910300,2934059060
1,上证指数,1997/11/13,1169.7,1185.28,1157.29,1185.02,298194600,2962005000
1,上证指数,1997/11/14,1187.35,1208.84,1181.69,1197.83,389376600,3890679060
1,上证指数,1997/11/17,1210.68,1213.23,1190.43,1191.33,272294300,2713800940
1,上证指数,1997/11/18,1190.26,1193.31,1182.61,1183.35,256370500,2543621090
1,上证指数,1997/11/19,1185.1,1191.96,1175.78,1181.63,265686000,2448019840
1,上证指数,1997/11/20,1182.74,1189.5,1169.1,1172.43,324575100,2903676880
1,上证指数,1997/11/21,1168.97,1169.11,1152.01,1158.56,292730100,2777039060
1,上证指数,1997/11/24,1150.42,1150.56,1122.94,1124.94,296675400,2662320940
1,上证指数,1997/11/25,1120.86,1131.13,1114.14,1125.53,358424300,3623955940
1,上证指数,1997/11/26,1126.6,1143.82,1124.48,1143.82,234727800,2116781880
1,上证指数,1997/11/27,1141.77,1141.97,1120.52,1122.52,251261900,2317381090
1,上证指数,1997/11/28,1117.57,1139.64,1114.43,1139.63,265787000,2651445940
1,上证指数,1997/12/1,1137.59,1139.29,1130.45,1133.09,231287500,2370277810
1,上证指数,1997/12/2,1133.59,1139.6,1128.5,1130.17,187537400,1793812970
1,上证指数,1997/12/3,1129.78,1130.32,1121.59,1122.55,191799300,1806175000
1,上证指数,1997/12/4,1121.8,1137.01,1119.2,1135.87,229065800,2282785000
1,上证指数,1997/12/5,1139.48,1144.22,1134.93,1136.2,239665200,2282746880
1,上证指数,1997/12/8,1140.55,1143.08,1136.58,1139.36,209640300,1946907970
1,上证指数,1997/12/9,1139.81,1148.17,1137.32,1148.17,214626700,2096909840
1,上证指数,1997/12/10,1150.48,1158.99,1149.33,1157.84,236871600,2287942810
1,上证指数,1997/12/11,1159.05,1159.75,1145.55,1159.17,231763600,2528562810
1,上证指数,1997/12/12,1160.22,1165.81,1153.43,1153.84,257110100,2878973750
1,上证指数,1997/12/15,1155.72,1168.06,1155.6,1168.03,316617600,3360075000
1,上证指数,1997/12/16,1170.46,1174.81,1165.6,1174.8,333919400,3777405940
1,上证指数,1997/12/17,1169.64,1169.74,1145.89,1146.52,332345800,3665233750
1,上证指数,1997/12/18,1142.1,1159.11,1138.4,1154.17,304900900,3201320940
1,上证指数,1997/12/19,1154.7,1161.88,1151.14,1160.77,324467000,3360396880
1,上证指数,1997/12/22,1162.68,1169.03,1153.44,1169.01,423341500,4946249060
1,上证指数,1997/12/23,1171.9,1176.92,1165.06,1171.25,331363400,3809050000
1,上证指数,1997/12/24,1171.74,1173.54,1164.86,1169.66,317898800,3367150940
1,上证指数,1997/12/25,1170.56,1181.48,1169.99,1181.28,359840100,4135429060
1,上证指数,1997/12/26,1187.75,1194.24,1186.53,1191.92,419291800,4869250000
1,上证指数,1997/12/29,1196.3,1198.97,1185.66,1186.61,367021000,3924036880
1,上证指数,1997/12/30,1186.14,1193.62,1179.56,1181.14,279294000,2967589060
1,上证指数,1997/12/31,1182.25,1195.05,1182.25,1194.1,309325000,3596670000
1,上证指数,1998/1/5,1200.95,1220.5,1200.22,1220.47,437153200,5378328750
1,上证指数,1998/1/6,1223.73,1233.64,1215.41,1233.62,514866400,6219680630
1,上证指数,1998/1/7,1233.96,1244.1,1231.15,1244.07,575655700,6327451880
1,上证指数,1998/1/8,1243.12,1250.01,1235.89,1237.16,406947200,4556315940
1,上证指数,1998/1/9,1233.7,1245,1221.3,1239.9,535709600,6414505000
1,上证指数,1998/1/12,1242.21,1246.65,1226.4,1226.97,573968900,6663008130
1,上证指数,1998/1/13,1211.88,1211.88,1110.09,1167.65,719443500,9016448750
1,上证指数,1998/1/14,1170.35,1203.25,1170.32,1202.22,570380100,6269881880
1,上证指数,1998/1/15,1210.42,1217.86,1196.15,1215.43,553925500,5729806880
1,上证指数,1998/1/16,1215.82,1220.97,1207.92,1213.96,412032600,4612944690
1,上证指数,1998/1/19,1215.41,1216.99,1205.48,1213.13,326203800,3687851880
1,上证指数,1998/1/20,1211.28,1215.57,1195.38,1203.72,312937800,3497295940
1,上证指数,1998/1/21,1201.99,1209.69,1198.23,1200.2,303297200,2908562810
1,上证指数,1998/1/22,1200.52,1207.45,1194.38,1204.43,436125400,4144231880
1,上证指数,1998/1/23,1206.5,1224.12,1206.45,1222.91,358068400,3478711880
1,上证指数,1998/2/9,1258,1262.62,1244.43,1248.04,435858400,4673690940
1,上证指数,1998/2/10,1248.6,1248.6,1233.7,1236.51,532456300,4919898130
1,上证指数,1998/2/11,1234.18,1251.45,1233.53,1250.24,481552000,4385423750
1,上证指数,1998/2/12,1253.39,1254.41,1242,1246.3,474907700,4601367810
1,上证指数,1998/2/13,1246.73,1251.91,1241.82,1245.91,409773500,4487954690
1,上证指数,1998/2/16,1246.8,1247.97,1230.92,1236.24,461535800,5023168750
1,上证指数,1998/2/17,1234.84,1240.58,1228.11,1238.5,352585900,3759615940
1,上证指数,1998/2/18,1239.63,1240.18,1225.5,1229.83,461406700,4699055000
1,上证指数,1998/2/19,1229.81,1235.49,1223.93,1232.58,330071400,3365535000
1,上证指数,1998/2/20,1234.6,1237.92,1224.58,1226.02,315923400,3230311880
1,上证指数,1998/2/23,1217.86,1217.86,1195.89,1208.6,380753300,3959645940
1,上证指数,1998/2/24,1206.93,1216.35,1206.09,1208.22,352668400,3310972810
1,上证指数,1998/2/25,1208.52,1209.49,1191.75,1194.67,342846700,3369407810
1,上证指数,1998/2/26,1193,1206.67,1189.52,1206.67,314777500,3269665000
1,上证指数,1998/2/27,1209.44,1213.73,1202.87,1206.53,358215000,3659401880
1,上证指数,1998/3/2,1196.74,1205.75,1182.61,1188.31,484315500,4866736880
1,上证指数,1998/3/3,1186.52,1201.8,1185.3,1201.79,356129700,3519230940
1,上证指数,1998/3/4,1204.95,1214,1201.25,1213.25,359514800,4080600940
1,上证指数,1998/3/5,1217.85,1219.28,1206.37,1207.54,322341900,3582636880
1,上证指数,1998/3/6,1208.75,1208.98,1202.12,1206.45,308502000,3321306880
1,上证指数,1998/3/9,1207.96,1208.62,1197.57,1200.83,309109400,3502669060
1,上证指数,1998/3/10,1199.63,1205.83,1186.55,1199.83,298064400,3299790940
1,上证指数,1998/3/11,1201.26,1210.53,1187.44,1190.04,365596600,4357494690
1,上证指数,1998/3/12,1187.54,1188.28,1175.55,1178.97,250410000,2607859840
1,上证指数,1998/3/13,1177.82,1184.96,1176.01,1184.96,233152800,2465832970
1,上证指数,1998/3/16,1186.19,1188.62,1179.44,1188.48,301891100,3379997810
1,上证指数,1998/3/17,1193.67,1202.84,1193.24,1202.84,373376000,4249329690
1,上证指数,1998/3/18,1204.1,1204.74,1191.91,1193.91,362260800,4033551880
1,上证指数,1998/3/19,1192.4,1195.83,1184.87,1188.72,335943800,3494993750
1,上证指数,1998/3/20,1188.6,1192.32,1183.25,1187.5,278982400,2949515940
1,上证指数,1998/3/23,1186.56,1186.86,1178.04,1179.87,361032200,3903354060
1,上证指数,1998/3/24,1180.09,1194.06,1179.97,1194.02,351972500,3709836880
1,上证指数,1998/3/25,1207.62,1209.77,1188.85,1191.55,412585500,4597599060
1,上证指数,1998/3/26,1191,1193.82,1186.22,1188.87,452050100,4495793130
1,上证指数,1998/3/27,1189.41,1223.93,1188.86,1223.57,682885500,7209671250
1,上证指数,1998/3/30,1230.94,1249.44,1228.3,1249.44,729618500,7909740000
1,上证指数,1998/3/31,1251.34,1252.24,1238.64,1243.02,609167600,6424953750
1,上证指数,1998/4/1,1243.37,1255.01,1240.06,1254.97,622217400,6737141880
1,上证指数,1998/4/2,1259.59,1285.03,1259.58,1269.02,1031202900,11027170000
1,上证指数,1998/4/3,1268.57,1286.11,1266.03,1286.08,791090100,8397788130
1,上证指数,1998/4/6,1291.61,1306.38,1286.43,1306.38,1020702600,10248474380
1,上证指数,1998/4/7,1308.56,1310.29,1296.54,1303.14,1627882600,9292043750
1,上证指数,1998/4/8,1303.41,1322.83,1302.41,1322.79,1413919400,11275766250
1,上证指数,1998/4/9,1326.44,1328.79,1288.89,1297.23,1511702100,12492653750
1,上证指数,1998/4/10,1294.62,1311.53,1293.59,1311.51,1462679900,10329571250
1,上证指数,1998/4/13,1319.95,1326.3,1311.83,1318.75,1214580900,10915866250
1,上证指数,1998/4/14,1318.27,1320.91,1304.38,1313.72,855311600,7158410000
1,上证指数,1998/4/15,1314.17,1324.71,1314.07,1324.71,955450300,7576216880
1,上证指数,1998/4/16,1324.04,1326.42,1312.57,1316.25,944117500,8399281250
1,上证指数,1998/4/17,1311.54,1311.73,1291.08,1298.11,878601400,7622361880
1,上证指数,1998/4/20,1292.16,1302.98,1286.59,1296.01,737714000,7014740630
1,上证指数,1998/4/21,1296.77,1307.86,1295.06,1305.22,656345500,5879213130
1,上证指数,1998/4/22,1307.83,1333.07,1307.83,1332.18,790205000,7477581880
1,上证指数,1998/4/23,1337.49,1340.25,1321.04,1324.56,1065313100,8474093130
1,上证指数,1998/4/24,1324.46,1331.86,1313.61,1315.17,970462200,8403636250
1,上证指数,1998/4/27,1314.35,1318.8,1303.48,1310.38,1106460500,8617666250
1,上证指数,1998/4/28,1315.35,1333.09,1315.33,1332.99,958932900,8133031880
1,上证指数,1998/4/29,1337.89,1341.58,1328.56,1332.5,827067400,6997871880
1,上证指数,1998/4/30,1336.01,1343.46,1335.55,1343.45,885859300,7513220000
1,上证指数,1998/5/4,1353.06,1355.52,1345.36,1352.93,1103649200,8987361250
1,上证指数,1998/5/5,1355.05,1356.06,1346.59,1352.52,801924500,6797728750
1,上证指数,1998/5/6,1352.72,1355.66,1341.81,1348.41,763829500,7521260630
1,上证指数,1998/5/7,1348.89,1352.55,1326.65,1327.87,795819500,8208701880
1,上证指数,1998/5/8,1324.74,1357.6,1324.72,1357.6,1686123200,10333456250
1,上证指数,1998/5/11,1367.24,1368.03,1351.59,1354.61,1342161500,11724821250
1,上证指数,1998/5/12,1358.96,1360.06,1342.73,1349.65,867969600,7614443130
1,上证指数,1998/5/13,1351.18,1369.3,1351,1369.26,1020086200,9219003130
1,上证指数,1998/5/14,1373.17,1376.3,1360.89,1367.13,1236781400,9858010630
1,上证指数,1998/5/15,1373.43,1379.13,1361.84,1368.09,1021641900,8484025630
