指数代码,指数名称,交易日期,开盘,最高,最低,收盘,成交量,成交金额
1,上证指数,2007/3/23,3071.81,3085.32,3008.15,3074.29,11868641700,1.04609E+11
1,上证指数,2007/3/26,3083.94,3123.18,3069.47,3122.81,12266053700,1.09828E+11
1,上证指数,2007/3/27,3126.03,3145.04,3103.78,3138.83,12457893100,1.14055E+11
1,上证指数,2007/3/28,3140.68,3180.33,3052.08,3173.02,16726793900,1.51117E+11
1,上证指数,2007/3/29,3179.8,3273.73,3176.53,3197.54,14953966100,1.40363E+11
1,上证指数,2007/3/30,3178.5,3212.39,3157.03,3183.98,8942400600,82999416766
1,上证指数,2007/4/2,3196.59,3253.43,3196.59,3252.59,9735044600,93299356849
1,上证指数,2007/4/3,3265.68,3292.58,3251.52,3291.3,10860139100,1.07136E+11
1,上证指数,2007/4/4,3295.98,3308.15,3266.56,3291.54,11261610700,1.13258E+11
1,上证指数,2007/4/5,3286.16,3326.92,3259.63,3319.14,11452805100,1.14496E+11
1,上证指数,2007/4/6,3287.68,3334.22,3273.86,3323.59,11964488100,1.21981E+11
1,上证指数,2007/4/9,3333.42,3399.51,3333.26,3398.95,13731410400,1.39937E+11
1,上证指数,2007/4/10,3405.23,3444.37,3351.11,3444.29,14780728400,1.52942E+11
1,上证指数,2007/4/11,3454.42,3497.52,3428.78,3495.22,14757211400,1.56208E+11
1,上证指数,2007/4/12,3503.23,3532.86,3488.08,3531.03,13538987900,1.48368E+11
1,上证指数,2007/4/13,3537.22,3563.86,3504.16,3518.27,15069587600,1.66487E+11
1,上证指数,2007/4/16,3523.22,3597.22,3523.22,3596.44,13103910100,1.45536E+11
1,上证指数,2007/4/17,3611.63,3622.89,3510.5,3611.87,16066064600,1.76113E+11
1,上证指数,2007/4/18,3614.68,3623.87,3564.23,3612.4,15048542400,1.67419E+11
1,上证指数,2007/4/19,3610.02,3617.44,3358.93,3449.02,17272554100,1.87759E+11
1,上证指数,2007/4/20,3460.9,3591.46,3460.9,3584.2,13888929200,1.5613E+11
1,上证指数,2007/4/23,3615.79,3710.89,3615.79,3710.89,16349811600,1.83166E+11
1,上证指数,2007/4/24,3736.15,3762.39,3689.13,3720.53,17438934100,2.03918E+11
1,上证指数,2007/4/25,3708.57,3769.25,3653.99,3743.96,15176306100,1.75452E+11
1,上证指数,2007/4/26,3766.48,3784.68,3732.6,3783.06,11725696800,1.42166E+11
1,上证指数,2007/4/27,3788.75,3802.92,3720.6,3759.87,13217545600,1.62823E+11
1,上证指数,2007/4/30,3784.27,3851.35,3759.48,3841.27,14652571300,1.85962E+11
1,上证指数,2007/5/8,3937.94,3964.71,3901.33,3950.01,16056820000,2.05192E+11
1,上证指数,2007/5/9,3961.1,4015.22,3875.38,4013.09,20839744900,2.55329E+11
1,上证指数,2007/5/10,4021.42,4072.14,3991.48,4049.7,17111394000,2.07741E+11
1,上证指数,2007/5/11,4024.42,4039.67,3949.37,4021.68,14063821000,1.83255E+11
1,上证指数,2007/5/14,3970.66,4081.43,3940.36,4046.39,13932622100,1.85075E+11
1,上证指数,2007/5/15,4055.83,4069.85,3891.36,3899.18,15667755300,2.05494E+11
1,上证指数,2007/5/16,3890.81,3987.41,3845.23,3986.04,13171977400,1.72409E+11
1,上证指数,2007/5/17,4002.49,4064.28,3982.99,4048.29,13927798800,1.87795E+11
1,上证指数,2007/5/18,4041.39,4052.1,3999.16,4030.26,13075627400,1.73637E+11
1,上证指数,2007/5/21,3902.35,4083.42,3892.97,4072.22,15617106200,2.09602E+11
1,上证指数,2007/5/22,4091.14,4136.63,4086.82,4110.38,17356209000,2.33095E+11
1,上证指数,2007/5/23,4125.43,4175.44,4093.91,4173.71,16139947800,2.19308E+11
1,上证指数,2007/5/24,4188.68,4208.39,4089.39,4151.13,18098438800,2.51633E+11
1,上证指数,2007/5/25,4133.19,4190.47,4111.26,4179.78,15419286000,2.20998E+11
1,上证指数,2007/5/28,4221.58,4283.93,4215.24,4272.11,17861517400,2.58106E+11
1,上证指数,2007/5/29,4288.98,4335.96,4262.02,4334.92,17209764200,2.4863E+11
1,上证指数,2007/5/30,4087.41,4275.24,4015.51,4053.09,18559672900,2.71294E+11
1,上证指数,2007/5/31,4006.28,4178.11,3858.04,4109.65,17311531200,2.39522E+11
1,上证指数,2007/6/1,4120.63,4181.28,3966.98,4000.74,16093498500,2.28348E+11
1,上证指数,2007/6/4,3981.82,3987.27,3659.09,3670.4,11485935700,1.45978E+11
1,上证指数,2007/6/5,3564.43,3768.56,3404.15,3767.1,15713795900,1.79214E+11
1,上证指数,2007/6/6,3781.38,3821.7,3682.79,3776.32,14587385200,1.75206E+11
1,上证指数,2007/6/7,3787.7,3891.4,3779.5,3890.8,14236647500,1.77771E+11
1,上证指数,2007/6/8,3900.03,3935.79,3852.05,3913.14,13587719200,1.7939E+11
1,上证指数,2007/6/11,3942.01,4000.42,3930.74,3995.68,13384273900,1.79228E+11
1,上证指数,2007/6/12,4011.68,4073.18,3910,4072.14,14947239800,2.05009E+11
1,上证指数,2007/6/13,4110.74,4193.45,4102.04,4176.48,16694849900,2.20479E+11
1,上证指数,2007/6/14,4162.21,4179.73,4085.78,4115.21,13838560400,1.85907E+11
1,上证指数,2007/6/15,4085.66,4152.54,4067.36,4132.87,10866553200,1.52E+11
1,上证指数,2007/6/18,4195.39,4267.74,4193.31,4253.35,12897774800,1.82221E+11
1,上证指数,2007/6/19,4247.74,4280.85,4209.57,4269.52,12458181400,1.79302E+11
1,上证指数,2007/6/20,4269.45,4312,4164.27,4181.32,13521277500,1.9192E+11
1,上证指数,2007/6/21,4170.89,4256.54,4147.05,4230.82,11291985600,1.61783E+11
1,上证指数,2007/6/22,4230.97,4249.43,4024.49,4091.45,11969203700,1.67519E+11
1,上证指数,2007/6/25,4102.79,4131.13,3912.42,3941.08,10160665500,1.40594E+11
1,上证指数,2007/6/26,3863.25,3976.19,3818.85,3973.37,9381746900,1.22452E+11
1,上证指数,2007/6/27,3985.72,4090.72,3948.29,4078.6,9511348100,1.26426E+11
1,上证指数,2007/6/28,4080.19,4113.28,3912.81,3914.2,9783161000,1.27379E+11
1,上证指数,2007/6/29,3824.29,3919.34,3779.81,3820.7,8609998500,1.04761E+11
1,上证指数,2007/7/2,3800.23,3859.86,3724.19,3836.29,7425406000,89585502290
1,上证指数,2007/7/3,3854.72,3906.76,3821.46,3899.72,6974921700,85506976110
1,上证指数,2007/7/4,3906.01,3916.47,3800.28,3816.16,5647477700,72263450668
1,上证指数,2007/7/5,3769.64,3778.4,3614.53,3615.87,6340593600,73755081218
1,上证指数,2007/7/6,3599.82,3785.35,3563.54,3781.35,8073724100,92306322866
1,上证指数,2007/7/9,3809.67,3900.9,3782.73,3883.22,8348053900,99410612113
1,上证指数,2007/7/10,3895.91,3929.42,3841.8,3853.02,7656333400,93739498017
1,上证指数,2007/7/11,3837.8,3879.29,3812.14,3865.72,5135388000,62299661073
1,上证指数,2007/7/12,3874.04,3925.6,3861.04,3915.99,5515836300,70286328097
1,上证指数,2007/7/13,3920.83,3935.51,3878.18,3914.39,4602447100,56375761362
1,上证指数,2007/7/16,3920.65,3931.87,3820.57,3821.92,4761528000,58881864143
1,上证指数,2007/7/17,3809.56,3919.78,3767.22,3896.19,4871222300,60523645457
1,上证指数,2007/7/18,3880.85,3971.61,3861.91,3930.06,6287183400,80028948101
1,上证指数,2007/7/19,3918.54,3947.33,3887.59,3912.94,4873759500,62965662475
1,上证指数,2007/7/20,3918.41,4062.12,3918.41,4058.85,8311064600,1.04714E+11
1,上证指数,2007/7/23,4091.24,4220.32,4091.24,4213.36,12166896400,1.54333E+11
1,上证指数,2007/7/24,4238.32,4284.83,4192.72,4210.33,11098925200,1.41619E+11
1,上证指数,2007/7/25,4212.95,4325.38,4212.23,4323.97,9395004300,1.25683E+11
1,上证指数,2007/7/26,4347.78,4371.51,4304.19,4346.46,9921066900,1.32786E+11
1,上证指数,2007/7/27,4315.37,4357.34,4268.79,4345.36,10024581300,1.37559E+11
1,上证指数,2007/7/30,4348.61,4450.19,4345.79,4440.77,11258976800,1.5351E+11
1,上证指数,2007/7/31,4432.27,4476.63,4379.2,4471.03,10856141000,1.50412E+11
1,上证指数,2007/8/1,4488.77,4502.3,4284.87,4300.56,12629287400,1.71069E+11
1,上证指数,2007/8/2,4316.57,4431.85,4290.81,4407.73,9827857800,1.40923E+11
1,上证指数,2007/8/3,4440.98,4562.69,4438.96,4560.77,11511667200,1.73673E+11
1,上证指数,2007/8/6,4600.12,4629.97,4564.31,4628.11,11170797900,1.67699E+11
1,上证指数,2007/8/7,4642.01,4687.44,4581.29,4651.23,11618108500,1.80147E+11
1,上证指数,2007/8/8,4614.59,4711.32,4568.69,4663.16,11890916300,1.58919E+11
1,上证指数,2007/8/9,4658.59,4768.89,4658.59,4754.1,9766019800,1.38091E+11
1,上证指数,2007/8/10,4745.18,4769.62,4640.77,4749.37,10186705800,1.47223E+11
1,上证指数,2007/8/13,4768.62,4872.55,4728.89,4820.06,11418471400,1.61693E+11
1,上证指数,2007/8/14,4820.15,4876.85,4789.9,4872.78,8856820800,1.28066E+11
1,上证指数,2007/8/15,4875.51,4916.31,4762.72,4869.88,9050967500,1.31311E+11
1,上证指数,2007/8/16,4845.02,4845.02,4710.31,4765.45,9053841100,1.28304E+11
1,上证指数,2007/8/17,4733.14,4814.37,4646.43,4656.57,9115904800,1.33778E+11
1,上证指数,2007/8/20,4773.83,4906,4758.4,4904.85,9915293700,1.45314E+11
1,上证指数,2007/8/21,4944.21,4982.98,4917.82,4955.21,10420410900,1.55845E+11
1,上证指数,2007/8/22,4876.35,4999.19,4861.27,4980.07,10811093800,1.62198E+11
1,上证指数,2007/8/23,5002.84,5050.38,4968.33,5032.49,9930942800,1.53368E+11
1,上证指数,2007/8/24,5070.65,5125.36,5052.24,5107.67,10899563600,1.65331E+11
1,上证指数,2007/8/27,5144.82,5192.06,5092.08,5150.12,11615424400,1.76177E+11
1,上证指数,2007/8/28,5134.14,5209.51,5058.45,5194.69,10543673900,1.66942E+11
1,上证指数,2007/8/29,5147.71,5204.53,5063.41,5109.43,10082413900,1.61872E+11
1,上证指数,2007/8/30,5144.11,5186.53,5109.66,5167.88,10121058400,1.55043E+11
1,上证指数,2007/8/31,5184.09,5235.16,5158.37,5218.82,10355626100,1.56775E+11
1,上证指数,2007/9/3,5257.78,5327.54,5257.78,5321.06,12577964900,1.88862E+11
1,上证指数,2007/9/4,5333.4,5357.93,5265,5294.05,12042636800,1.86425E+11
1,上证指数,2007/9/5,5296.07,5337.93,5223.67,5310.72,9624062400,1.50817E+11
1,上证指数,2007/9/6,5336.67,5412.32,5314.34,5393.66,10698796600,1.65201E+11
1,上证指数,2007/9/7,5381.19,5405.36,5269.25,5277.18,11984102900,1.86646E+11
1,上证指数,2007/9/10,5208.32,5356.86,5169.9,5355.29,10236823500,1.53002E+11
1,上证指数,2007/9/11,5362.94,5395.04,5093.92,5113.97,11005526200,1.69973E+11
1,上证指数,2007/9/12,5092.58,5192.3,5025.34,5172.63,9705885500,1.49243E+11
1,上证指数,2007/9/13,5193.41,5276.77,5178.87,5273.59,8655021600,1.40653E+11
1,上证指数,2007/9/14,5290.26,5324.44,5201.85,5312.18,9467391200,1.52131E+11
1,上证指数,2007/9/17,5309.06,5427.17,5307.77,5421.39,10563860900,1.67122E+11
1,上证指数,2007/9/18,5446.73,5458.58,5339.92,5425.21,10269099400,1.67849E+11
1,上证指数,2007/9/19,5439.02,5447.36,5336.07,5395.27,8972550000,1.50249E+11
1,上证指数,2007/9/20,5408.48,5482.43,5396.11,5470.06,8654720500,1.43185E+11
1,上证指数,2007/9/21,5482.51,5489.07,5363.35,5454.67,9283880900,1.50684E+11
1,上证指数,2007/9/24,5469.84,5506.06,5404.42,5485.01,8179847100,1.4185E+11
1,上证指数,2007/9/25,5500.27,5509.23,5396.48,5425.88,9650957900,1.4171E+11
1,上证指数,2007/9/26,5407.83,5463.9,5320.02,5338.52,6360858500,1.05529E+11
1,上证指数,2007/9/27,5338.11,5411.19,5306.82,5409.4,5888430000,96153707825
1,上证指数,2007/9/28,5461.58,5560.42,5461.58,5552.3,8063128500,1.38812E+11
1,上证指数,2007/10/8,5683.31,5729.96,5620,5692.76,9598308300,1.5588E+11
1,上证指数,2007/10/9,5678.91,5725.41,5628.35,5715.89,8328903000,1.62493E+11
1,上证指数,2007/10/10,5742.65,5860.86,5727.24,5771.46,9244534400,1.65451E+11
1,上证指数,2007/10/11,5798.39,5914.77,5755.99,5913.23,9470965700,1.77989E+11
1,上证指数,2007/10/12,5950.9,5959.36,5658.81,5903.26,11914843200,2.19295E+11
1,上证指数,2007/10/15,5934.77,6039.04,5866.13,6030.09,9870744200,1.9347E+11
1,上证指数,2007/10/16,6056.95,6124.04,6040.71,6092.06,8815215900,1.63548E+11
1,上证指数,2007/10/17,6057.43,6088.89,5982.2,6036.28,7131258800,1.33701E+11
1,上证指数,2007/10/18,6031.92,6055.47,5804.97,5825.28,6980542500,1.30347E+11
1,上证指数,2007/10/19,5869.12,5932.11,5766.86,5818.05,5522489200,1.03272E+11
1,上证指数,2007/10/22,5742.79,5804.84,5654.91,5667.33,5443367400,95560238009
1,上证指数,2007/10/23,5660.07,5776.02,5574.84,5773.39,5845396800,1.01206E+11
1,上证指数,2007/10/24,5804.02,5906.69,5793.56,5843.11,6029283100,1.08657E+11
1,上证指数,2007/10/25,5794.22,5819.88,5546.04,5562.39,7171444800,1.19754E+11
1,上证指数,2007/10/26,5498.86,5628.83,5462.01,5589.63,5151917500,87405045004
1,上证指数,2007/10/29,5641.98,5750.25,5617.98,5748,5016440200,82105126005
1,上证指数,2007/10/30,5769.2,5899.65,5701.34,5897.19,5427882000,90650586733
1,上证指数,2007/10/31,5984.71,6002.12,5871.48,5954.77,7102956400,1.19458E+11
1,上证指数,2007/11/1,5978.94,6005.13,5912.5,5914.28,6488510300,1.10768E+11
1,上证指数,2007/11/2,5812.47,5860.59,5740.4,5777.81,5954159600,1.0603E+11
1,上证指数,2007/11/5,5748.18,5787.23,5603.47,5634.45,6413259700,1.54901E+11
1,上证指数,2007/11/6,5593.35,5649.75,5510.16,5536.57,4506803900,83589505632
1,上证指数,2007/11/7,5565.65,5610.95,5469.76,5601.78,4273032800,76304024265
1,上证指数,2007/11/8,5559.15,5559.15,5328.2,5330.02,4892466200,83761375819
1,上证指数,2007/11/9,5276.01,5382.7,5217.63,5315.54,4734126200,80762049341
1,上证指数,2007/11/12,5181.18,5250.09,5032.58,5187.73,5258270300,87430687546
1,上证指数,2007/11/13,5239.34,5311.7,5085.44,5158.12,4923731600,83044466204
1,上证指数,2007/11/14,5246.57,5414.61,5165.06,5412.69,5099288000,88064090042
1,上证指数,2007/11/15,5391.02,5453.74,5338.9,5365.27,4781941900,80951217498
1,上证指数,2007/11/16,5273.08,5335.51,5224.31,5316.27,3738733100,61636813375
1,上证指数,2007/11/19,5325.3,5333.09,5240.42,5269.82,4109773100,63156668426
1,上证指数,2007/11/20,5230.74,5338.17,5158.54,5293.7,4905739800,79327370645
1,上证指数,2007/11/21,5307.79,5344.93,5206.57,5214.23,4123160900,65960121678
1,上证指数,2007/11/22,5113.88,5154.86,4969.89,4984.16,4037033000,64731749519
1,上证指数,2007/11/23,4946.26,5034.23,4896.99,5032.13,3087296200,50207938676
1,上证指数,2007/11/26,5102.53,5124.89,4952.43,4958.85,3675579700,60055135786
1,上证指数,2007/11/27,4919.91,4947.08,4857.04,4861.11,3083386400,52767856410
1,上证指数,2007/11/28,4870.84,4907.76,4778.73,4803.39,3275675700,53258090310
1,上证指数,2007/11/29,4870.86,5011.19,4814.78,5003.33,5007154500,81196484473
1,上证指数,2007/11/30,4993.74,4993.74,4861.86,4871.78,4331466200,70500393745
1,上证指数,2007/12/3,4838.56,4899.67,4798.01,4868.61,5375077500,70035318108
1,上证指数,2007/12/4,4882.15,4971.4,4882.15,4915.89,4283576600,60774976314
1,上证指数,2007/12/5,4917.36,5052.75,4893.32,5042.65,5429978600,79741842419
1,上证指数,2007/12/6,5055.84,5065.51,4995.47,5035.07,4315931100,64467198004
1,上证指数,2007/12/7,5038.48,5096.8,5021.37,5091.76,4996157400,71663449290
1,上证指数,2007/12/10,5010.83,5168.76,4990.72,5161.92,6881788900,1.07482E+11
1,上证指数,2007/12/11,5180.54,5209.7,5103.75,5175.08,6684842700,1.06438E+11
1,上证指数,2007/12/12,5148.25,5149.93,5054.56,5095.54,7215622700,1.12955E+11
1,上证指数,2007/12/13,5078.18,5095.15,4954.36,4958.04,6728332400,1.05089E+11
1,上证指数,2007/12/14,4899.75,5011.2,4860.16,5007.91,5305272700,81629334280
1,上证指数,2007/12/17,5007.28,5007.35,4874.62,4876.76,6354672200,1.01523E+11
1,上证指数,2007/12/18,4856.47,4905.49,4812.16,4836.17,4055804700,64859941016
1,上证指数,2007/12/19,4878.07,4960.42,4868.35,4941.78,5627577500,86406307921
1,上证指数,2007/12/20,4965.29,5050.78,4923.3,5043.53,5774268900,87842464915
1,上证指数,2007/12/21,5017.19,5112.39,5013.76,5101.78,6614270500,1.03478E+11
1,上证指数,2007/12/24,5132.91,5284.34,5104.65,5234.26,8508042200,1.40185E+11
1,上证指数,2007/12/25,5233.18,5254.4,5178.8,5201.18,7102362400,1.25074E+11
1,上证指数,2007/12/26,5209.03,5262.59,5158.76,5233.35,7445862800,1.22852E+11
1,上证指数,2007/12/27,5248.22,5316.52,5203.5,5308.89,8732418400,1.47038E+11
1,上证指数,2007/12/28,5320.01,5336.5,5248.69,5261.56,7718703800,1.3368E+11
1,上证指数,2008/1/2,5265,5295.02,5201.89,5272.81,7656660900,1.33028E+11
1,上证指数,2008/1/3,5269.8,5321.46,5211.05,5319.86,9851032300,1.7043E+11
1,上证指数,2008/1/4,5328.41,5372.46,5318.46,5361.57,8087523800,1.45545E+11
1,上证指数,2008/1/7,5357.45,5403.35,5332.6,5393.34,9193300100,1.62226E+11
1,上证指数,2008/1/8,5414.56,5480.07,5344.65,5386.53,10247786300,1.84601E+11
1,上证指数,2008/1/9,5365.22,5437.76,5346.85,5435.81,7680586200,1.39449E+11
1,上证指数,2008/1/10,5449.16,5483.83,5407.31,5456.54,9655328500,1.74138E+11
1,上证指数,2008/1/11,5471.39,5500.06,5423.81,5484.68,8772475000,1.55875E+11
1,上证指数,2008/1/14,5507.58,5522.78,5456.93,5497.9,7871409000,1.42251E+11
1,上证指数,2008/1/15,5503.93,5505.03,5405.6,5443.79,8071950600,1.51531E+11
1,上证指数,2008/1/16,5395.28,5396.04,5288.77,5290.61,8927834100,1.61955E+11
1,上证指数,2008/1/17,5235.91,5312.29,5039.79,5151.63,9894195200,1.7474E+11
1,上证指数,2008/1/18,5141.37,5187.6,5093.13,5180.51,6863562500,1.18367E+11
1,上证指数,2008/1/21,5188.8,5200.93,4891.28,4914.44,7564395800,1.30342E+11
1,上证指数,2008/1/22,4818,4818,4511.95,4559.75,9249135100,1.54837E+11
1,上证指数,2008/1/23,4572.9,4705.07,4510.5,4703.05,8796397300,1.40348E+11
1,上证指数,2008/1/24,4753.44,4767.8,4625.46,4717.73,9003815800,1.49236E+11
1,上证指数,2008/1/25,4716.98,4806.89,4657.71,4761.69,7792837000,1.29423E+11
1,上证指数,2008/1/28,4720.56,4720.56,4409.08,4419.29,6935025700,1.08808E+11
1,上证指数,2008/1/29,4426.27,4517.6,4389.52,4457.94,5035622000,79564816502
1,上证指数,2008/1/30,4505.64,4554.34,4330.7,4417.85,5508003700,92566887231
1,上证指数,2008/1/31,4408.02,4487.32,4368.3,4383.39,4514155800,76189312077
1,上证指数,2008/2/1,4388.25,4411.7,4195.75,4320.77,5930714200,96452528217
1,上证指数,2008/2/4,4415.02,4672.21,4415.02,4672.17,6337457800,1.09153E+11
1,上证指数,2008/2/5,4622.54,4662.97,4550.43,4599.7,5261968400,93410147301
1,上证指数,2008/2/13,4525.03,4547.54,4454.64,4490.72,3691415100,61549818305
1,上证指数,2008/2/14,4527.05,4576.98,4507.94,4552.32,3491300500,57516976533
1,上证指数,2008/2/15,4523.79,4523.79,4431.46,4497.13,4138651600,66980796498
1,上证指数,2008/2/18,4546.75,4601.22,4517.6,4568.15,5582461000,92538618791
1,上证指数,2008/2/19,4582.28,4665.55,4544.94,4664.3,6066318800,1.03357E+11
1,上证指数,2008/2/20,4682.59,4695.8,4556.81,4567.03,6647465300,1.14783E+11
1,上证指数,2008/2/21,4534.17,4568.21,4452.68,4527.18,6130914800,1.00296E+11
1,上证指数,2008/2/22,4500.39,4500.39,4333.03,4370.28,6760198300,1.09825E+11
1,上证指数,2008/2/25,4370.19,4391.33,4182.77,4192.53,5881193500,93047459906
1,上证指数,2008/2/26,4302.73,4331.64,4123.31,4238.18,5568663100,89872770439
1,上证指数,2008/2/27,4256.53,4360.7,4222.46,4334.05,5052499100,82967322680
1,上证指数,2008/2/28,4343.28,4344.93,4265.5,4299.51,4792225300,75527784864
1,上证指数,2008/2/29,4293.53,4364.81,4275.9,4348.54,4783538300,75515513719
1,上证指数,2008/3/3,4323.7,4456.96,4279.35,4438.27,7851384000,1.2533E+11
1,上证指数,2008/3/4,4454.18,4472.15,4321.27,4335.45,8695651500,1.35912E+11
1,上证指数,2008/3/5,4316.25,4352.82,4210.96,4292.65,7410968000,1.13544E+11
1,上证指数,2008/3/6,4310.35,4427.5,4260.79,4360.99,8493214500,1.33187E+11
1,上证指数,2008/3/7,4315.81,4341.3,4265.83,4300.52,5674740200,92203521881
1,上证指数,2008/3/10,4265.61,4265.61,4120.53,4146.3,6568220500,97355257730
1,上证指数,2008/3/11,4121.65,4165.91,4063.47,4165.88,5133343900,79620807569
1,上证指数,2008/3/12,4254.67,4272.98,4068.78,4070.12,5722445800,88663903677
1,上证指数,2008/3/13,4033.32,4055.45,3902.25,3971.26,6365340000,96343796075
1,上证指数,2008/3/14,3956.75,4000.78,3891.7,3962.67,4140725700,64286805135
1,上证指数,2008/3/17,3941.26,3941.26,3813,3820.05,4910027300,73613176822
1,上证指数,2008/3/18,3789.57,3862.77,3607.25,3668.9,5786100100,79535892252
1,上证指数,2008/3/19,3746.05,3813.89,3677.82,3761.61,6158664300,88277827845
1,上证指数,2008/3/20,3721.5,3857.62,3516.33,3804.05,7326269400,1.06244E+11
1,上证指数,2008/3/21,3790.11,3838.06,3746.39,3796.58,6509346400,96409712714
1,上证指数,2008/3/24,3830.35,3840.48,3624.94,3626.19,5895967800,88537601512
1,上证指数,2008/3/25,3559.94,3659.21,3521.53,3629.62,5276533600,77829673385
1,上证指数,2008/3/26,3644.13,3698.32,3591.11,3606.86,4625181800,70507849558
1,上证指数,2008/3/27,3541.28,3541.28,3407.9,3411.49,5506986600,76938808898
1,上证指数,2008/3/28,3378.63,3590.75,3357.23,3580.15,6329168400,90291919934
1,上证指数,2008/3/31,3465.91,3555.82,3445.56,3472.71,4711346900,66825473192
1,上证指数,2008/4/1,3461.09,3493.13,3308.9,3329.16,5483137600,73093942424
1,上证指数,2008/4/2,3370.6,3464.53,3283.64,3347.88,6548728600,86430288912
1,上证指数,2008/4/3,3323.43,3456.95,3271.29,3446.24,5088922400,66413044115
1,上证指数,2008/4/7,3418.52,3613.48,3386.51,3599.62,6099453700,84589696329
1,上证指数,2008/4/8,3604.26,3656.96,3563.85,3612.54,6548482300,92719515541
1,上证指数,2008/4/9,3585.85,3606.89,3413.07,3413.91,5985204900,81203386708
1,上证指数,2008/4/10,3378.14,3474.31,3344.87,3471.74,4545515000,59699251838
1,上证指数,2008/4/11,3498.55,3517.82,3462.14,3492.89,4328424400,58985569091
1,上证指数,2008/4/14,3419.05,3427.88,3285.3,3296.67,5031170600,66952393944
1,上证指数,2008/4/15,3282.57,3349.76,3212.15,3348.35,4466845700,59030368638
1,上证指数,2008/4/16,3349.93,3363.22,3283.08,3291.6,4009118400,53205727027
1,上证指数,2008/4/17,3286.41,3352.95,3180.2,3222.74,4584330500,62507958589
1,上证指数,2008/4/18,3200.57,3203.71,3078.17,3094.67,4366534300,54581267300
1,上证指数,2008/4/21,3305.15,3305.17,3073.56,3116.98,5995529300,79571085168
1,上证指数,2008/4/22,3076.72,3148.73,2990.79,3147.79,4878741300,58797233750
1,上证指数,2008/4/23,3116.41,3296.72,3089.89,3278.33,6623512500,86113923587
1,上证指数,2008/4/24,3539.87,3593.2,3461.64,3583.03,14206628700,1.89595E+11
1,上证指数,2008/4/25,3572.55,3658.55,3527.84,3557.75,12962102100,1.84723E+11
1,上证指数,2008/4/28,3497.38,3530.91,3460.26,3474.72,7574497500,1.09162E+11
1,上证指数,2008/4/29,3457.35,3544.23,3453.28,3523.41,6717525000,99574311147
1,上证指数,2008/4/30,3545.57,3705.09,3543.02,3693.11,10761770800,1.56313E+11
1,上证指数,2008/5/5,3739.8,3768.22,3696.7,3761.01,9969691600,1.47567E+11
1,上证指数,2008/5/6,3735.85,3786.02,3680.99,3733.5,9893225000,1.48302E+11
1,上证指数,2008/5/7,3716.45,3774.07,3577.99,3579.15,9049714300,1.33547E+11
1,上证指数,2008/5/8,3538.92,3658.05,3523.03,3656.84,7517324200,1.08817E+11
1,上证指数,2008/5/9,3682.95,3693.16,3552.47,3613.49,8789842500,1.28934E+11
1,上证指数,2008/5/12,3548.61,3668.86,3521.88,3626.98,7989122000,1.16694E+11
1,上证指数,2008/5/13,3515.71,3615.06,3508.32,3560.24,9074717700,1.22656E+11
1,上证指数,2008/5/14,3549.67,3661.97,3549.67,3657.43,8859207800,1.22319E+11
1,上证指数,2008/5/15,3676.84,3706.72,3636.22,3637.32,8395532200,1.12578E+11
1,上证指数,2008/5/16,3637.64,3661.07,3582.5,3624.23,6481285300,89546567704
1,上证指数,2008/5/19,3615.59,3624.84,3563.61,3604.76,4845016500,67598479734
1,上证指数,2008/5/20,3601.55,3632.01,3432.38,3443.16,6637705300,88932320447
1,上证指数,2008/5/21,3414.34,3560.53,3355.08,3544.19,7364107600,96569945231
1,上证指数,2008/5/22,3493.07,3558.02,3469.79,3485.63,6850470300,93894974582
1,上证指数,2008/5/23,3473.8,3521.39,3435.84,3473.09,5995055900,76183956588
1,上证指数,2008/5/26,3442.29,3443.99,3361.99,3364.54,5277659600,67226185634
1,上证指数,2008/5/27,3355.11,3383.68,3333.95,3375.41,4249931100,55213458049
1,上证指数,2008/5/28,3382.77,3486.33,3354.25,3459.03,5247676000,68719496463
1,上证指数,2008/5/29,3447.77,3481.73,3400.77,3401.44,5143993300,67304826844
1,上证指数,2008/5/30,3414.25,3450.49,3390.88,3433.35,4849540700,64903877746
1,上证指数,2008/6/2,3426.2,3483.61,3400.72,3459.04,4918607800,61959616284
1,上证指数,2008/6/3,3456.58,3469.06,3409.23,3436.4,5664249400,69390159055
1,上证指数,2008/6/4,3424.04,3428.47,3341.74,3369.91,4803815600,59171321529
1,上证指数,2008/6/5,3355.93,3376.34,3326.54,3351.64,4183466300,53340180662
1,上证指数,2008/6/6,3362.01,3371.28,3312.72,3329.67,3476321700,42763182378
1,上证指数,2008/6/10,3202.11,3215.5,3045.06,3072.33,5090954600,60727533504
1,上证指数,2008/6/11,3042.16,3064.2,2992.35,3024.24,4693934500,54181027485
1,上证指数,2008/6/12,3011.56,3031.06,2900.12,2957.53,4953582400,56831225904
1,上证指数,2008/6/13,2960.91,2976.45,2865.5,2868.8,4106943000,45180876471
1,上证指数,2008/6/16,2876.29,2917.81,2811.72,2874.1,4038592400,43220736508
1,上证指数,2008/6/17,2873.13,2893.47,2769.12,2794.75,4329814700,43840532576
1,上证指数,2008/6/18,2772.37,2945.42,2729.71,2941.11,6634980300,69029288606
1,上证指数,2008/6/19,2921.72,2921.72,2742.15,2748.87,5679582700,59626570971
1,上证指数,2008/6/20,2811.08,2917.32,2695.63,2831.74,7415683000,79217445716
