,32,33,34,35,36,37,38,39,40,41
0,0.005232,0.004967,0.004565,0.003741,0.002971,0.002275,0.004165,0.003578,0.003630,0.003311
1,0.004967,0.006509,0.005392,0.004900,0.004045,0.003583,0.004266,0.005381,0.005145,0.003748
2,0.004565,0.005392,0.006362,0.004760,0.003821,0.003488,0.004528,0.005046,0.004880,0.004244
3,0.003741,0.004900,0.004760,0.005480,0.004240,0.004165,0.003418,0.005634,0.005222,0.003362
4,0.002971,0.004045,0.003821,0.004240,0.004902,0.004234,0.002519,0.004328,0.004367,0.002925
5,0.002275,0.003583,0.003488,0.004165,0.004234,0.005872,0.001841,0.005470,0.005008,0.002685
6,0.004165,0.004266,0.004528,0.003418,0.002519,0.001841,0.005182,0.003007,0.003014,0.003366
7,0.003578,0.005381,0.005046,0.005634,0.004328,0.005470,0.003007,0.008955,0.007489,0.003406
8,0.003630,0.005145,0.004880,0.005222,0.004367,0.005008,0.003014,0.007489,0.008139,0.003614
9,0.003311,0.003748,0.004244,0.003362,0.002925,0.002685,0.003366,0.003406,0.003614,0.003831
