20	13	243	231.5	6	7.4
30	20	229	222	8	15.2
40	26	240.8	225	5.5	18.8
50	31.5	237.5	203	3	27.8
53	33	216.5	183.5	2.6	29.9
54	33.5	218.2	192.5	2.5	33
55	34	222.4	190	2.48	34.15
56	34.5	208.6	181.6	2.48	36.4
57	35	214.4	183.2	2.55	38.9
60	36.5	206	169.5	3.3	44.3
70	41	154	114.8	16	78
80	45	45.5	28.8	71	137.5
