,32,33,34,35,36,37,38,39,40,41
0,0.006040,0.004106,0.004036,0.003872,0.004160,0.003386,0.004535,0.003092,0.003429,0.003755
1,0.004106,0.005509,0.003886,0.003717,0.003769,0.003272,0.004159,0.003395,0.003623,0.003672
2,0.004036,0.003886,0.005432,0.003689,0.003771,0.003434,0.004106,0.003531,0.003650,0.003707
3,0.003872,0.003717,0.003689,0.005820,0.004434,0.004009,0.003799,0.003295,0.003729,0.003907
4,0.004160,0.003769,0.003771,0.004434,0.006384,0.004166,0.004023,0.002944,0.003536,0.003955
5,0.003386,0.003272,0.003434,0.004009,0.004166,0.006113,0.003308,0.003718,0.003568,0.003864
6,0.004535,0.004159,0.004106,0.003799,0.004023,0.003308,0.006167,0.003251,0.003489,0.003771
7,0.003092,0.003395,0.003531,0.003295,0.002944,0.003718,0.003251,0.006020,0.003918,0.003629
8,0.003429,0.003623,0.003650,0.003729,0.003536,0.003568,0.003489,0.003918,0.005535,0.003711
9,0.003755,0.003672,0.003707,0.003907,0.003955,0.003864,0.003771,0.003629,0.003711,0.005343
