股票代码_StkCd,日期_Date,风险因子_流通市值加权_持有期收益_Beta_TMV_H
603303,2020/10/30,1.033
603303,2020/11/30,0.9325
603303,2020/12/31,0.8069
603303,2021/01/29,0.6078
603303,2021/02/26,0.7198
603303,2021/03/31,0.5178
603303,2021/04/30,0.6013
603303,2021/05/31,0.8082
603303,2021/06/30,0.557
603303,2021/07/30,1.2522
603303,2021/08/31,0.8095
603303,2021/09/30,0.3333
603303,2021/10/29,0.2806
603303,2021/11/30,0.5258
603303,2021/12/31,0.7598
603305,2018/07/31,0.1731
603305,2018/08/31,0.2758
603305,2018/09/28,0.0927
603305,2018/10/31,-0.5329
603305,2018/11/30,-0.3803
603305,2018/12/28,-0.285
603305,2019/01/31,-0.1738
603305,2019/02/28,1.2932
603305,2019/03/29,1.135
603305,2019/04/30,1.2975
603305,2019/05/31,1.2199
603305,2019/06/28,1.0338
603305,2019/07/31,1.013
603305,2019/08/30,0.8523
603305,2019/09/30,1.0198
603305,2019/10/31,1.3505
603305,2019/11/29,1.6159
603305,2019/12/31,1.7895
603305,2020/01/23,1.0637
603305,2020/02/28,-0.2938
603305,2020/03/31,0.6999
603305,2020/04/30,1.0935
603305,2020/05/29,0.9277
603305,2020/06/30,0.7908
603305,2020/07/31,0.8742
603305,2020/08/31,0.6322
603305,2020/09/30,0.9657
603305,2020/10/30,0.9377
603305,2020/11/30,0.6524
603305,2020/12/31,0.4905
603305,2021/01/29,1.4741
603305,2021/02/26,1.2779
603305,2021/03/31,1.1615
603305,2021/04/30,0.9541
603305,2021/05/31,0.9432
603305,2021/06/30,0.9696
603305,2021/07/30,-0.4213
603305,2021/08/31,-0.1075
603305,2021/09/30,-0.8087
603305,2021/10/29,-1.1657
603305,2021/11/30,-0.8277
603305,2021/12/31,-0.4194
603306,2015/09/30,0.5524
603306,2015/10/30,0.6434
603306,2015/11/30,0.6571
603306,2015/12/31,1.3718
603306,2016/01/29,1.3893
603306,2016/02/29,1.4103
603306,2016/03/24,1.4999
603306,2016/04/26,1.8296
603306,2016/05/31,1.6064
603306,2016/06/30,1.5222
603306,2016/07/29,1.4031
603306,2016/08/31,1.3343
603306,2016/09/30,1.309
603306,2016/10/31,1.2405
603306,2016/11/30,1.1155
603306,2016/12/30,1.1628
603306,2017/01/26,0.6868
603306,2017/02/28,0.4496
603306,2017/03/31,-0.7134
603306,2017/04/28,0.0587
603306,2017/05/31,0.5189
603306,2017/06/30,0.7018
603306,2017/07/31,0.8214
603306,2017/08/31,0.5841
603306,2017/09/29,0.7
603306,2017/10/31,0.5177
603306,2017/11/30,0.4021
603306,2017/12/29,0.7594
603306,2018/01/31,0.5946
603306,2018/02/28,1.2735
603306,2018/03/30,1.1056
603306,2018/04/27,0.9714
603306,2018/05/31,0.9674
603306,2018/06/29,0.7432
603306,2018/07/31,0.8066
603306,2018/08/31,0.8079
603306,2018/09/28,0.8973
603306,2018/10/31,1.1191
603306,2018/11/30,1.1398
603306,2018/12/28,1.1468
603306,2019/01/31,1.2995
603306,2019/02/28,1.0684
603306,2019/03/29,1.0629
603306,2019/04/30,1.0714
603306,2019/05/31,1.0985
603306,2019/06/28,1.0714
603306,2019/07/31,1.0433
603306,2019/08/30,1.0807
603306,2019/09/30,1.0565
603306,2019/10/31,0.8738
603306,2019/11/29,0.8787
603306,2019/12/31,0.9521
603306,2020/01/23,0.9192
603306,2020/02/28,0.631
603306,2020/03/31,0.5109
603306,2020/04/30,0.6994
603306,2020/05/29,0.4375
603306,2020/06/30,0.6836
603306,2020/07/31,1.121
603306,2020/08/31,1.0531
603306,2020/09/30,0.8872
603306,2020/10/30,0.8567
603306,2020/11/30,0.7873
603306,2020/12/31,0.8206
603306,2021/01/29,0.8506
603306,2021/02/26,0.7261
603306,2021/03/31,0.9732
603306,2021/04/30,0.9479
603306,2021/05/31,1.1046
603306,2021/06/30,1.0711
603306,2021/07/30,0.0496
603306,2021/08/31,-0.7238
603306,2021/09/30,-1.2482
603306,2021/10/29,-0.9172
603306,2021/11/30,-1.1737
603306,2021/12/31,-1.7316
603308,2015/01/30,-0.1906
603308,2015/02/27,-0.0958
603308,2015/03/31,-0.0448
603308,2015/04/30,0.1709
603308,2015/05/28,-0.0142
603308,2015/06/30,0.471
603308,2015/07/31,0.8362
603308,2015/08/31,0.9318
603308,2015/09/30,0.9192
603308,2015/10/30,1.0037
603308,2015/11/30,0.9061
603308,2015/12/31,1.5363
603308,2016/01/29,1.5514
603308,2016/02/29,1.5729
603308,2016/03/31,1.7586
603308,2016/04/29,1.9964
603308,2016/05/31,1.935
603308,2016/06/30,1.9062
603308,2016/07/29,1.79
603308,2016/08/31,1.7824
603308,2016/09/30,1.823
603308,2016/10/31,1.7022
603308,2016/11/23,1.6804
603308,2017/02/28,1.5346
603308,2017/03/31,2.4119
603308,2017/04/28,2.4016
603308,2017/05/31,1.0372
603308,2017/06/30,1.1774
603308,2017/07/31,1.3307
603308,2017/08/31,1.5274
603308,2017/09/29,1.5714
603308,2017/10/31,1.7304
603308,2017/11/30,1.7531
603308,2017/12/29,1.5233
603308,2018/01/31,-0.0748
603308,2018/02/28,-0.1304
603308,2018/03/30,-0.5409
603308,2018/04/27,-0.6914
603308,2018/05/31,-0.731
603308,2018/06/29,-0.0561
603308,2018/07/31,0.0465
603308,2018/08/31,0.3164
603308,2018/09/28,0.3763
603308,2018/10/31,0.3123
603308,2018/11/30,0.3118
603308,2018/12/28,0.3089
603308,2019/01/31,1.3469
603308,2019/02/28,1.486
603308,2019/03/29,1.6368
603308,2019/04/30,1.6897
603308,2019/05/31,1.5223
603308,2019/06/28,1.4837
603308,2019/07/31,1.4952
603308,2019/08/30,1.2926
603308,2019/09/30,1.3177
603308,2019/10/31,1.1982
603308,2019/11/29,1.2143
603308,2019/12/31,1.3965
603308,2020/01/23,1.2564
603308,2020/02/28,1.3067
603308,2020/03/31,2.1909
603308,2020/04/30,2.0461
603308,2020/05/29,2.2923
603308,2020/06/30,2.916
603308,2020/07/31,2.1924
603308,2020/08/31,2.1255
603308,2020/09/30,1.9999
603308,2020/10/30,2.0319
603308,2020/11/30,1.7263
603308,2020/12/31,1.51
603308,2021/01/29,1.5928
603308,2021/02/26,1.8919
603308,2021/03/31,1.5326
603308,2021/04/30,1.576
603308,2021/05/31,1.7408
603308,2021/06/30,1.5655
603308,2021/07/30,-0.1138
603308,2021/08/31,-0.1393
603308,2021/09/30,-0.0887
603308,2021/10/29,0.0826
603308,2021/11/30,0.1182
603308,2021/12/31,-0.2167
603309,2016/03/31,0.7874
603309,2016/04/29,0.6576
603309,2016/05/31,0.4722
603309,2016/06/30,0.3654
603309,2016/07/29,0.9107
603309,2016/08/31,0.5687
603309,2016/09/30,0.8172
603309,2016/10/31,0.7235
603309,2016/11/30,0.7298
603309,2016/12/30,0.6765
603309,2017/01/26,1.1077
603309,2017/02/28,0.9792
603309,2017/03/31,1.7063
603309,2017/04/28,1.7491
603309,2017/05/31,1.8669
603309,2017/06/30,1.9189
603309,2017/07/31,1.4743
603309,2017/08/31,1.7096
603309,2017/09/29,1.2978
603309,2017/10/31,1.1912
603309,2017/11/30,1.2579
603309,2017/12/29,1.3646
603309,2018/01/12,0.9059
603309,2018/05/31,0.8939
603309,2018/06/29,1.9087
603309,2018/07/31,1.8172
603309,2018/08/31,1.7031
603309,2018/09/28,1.6185
603309,2018/10/31,1.4535
603309,2018/11/30,1.2868
603309,2018/12/28,1.2909
603309,2019/01/31,1.2959
603309,2019/02/28,1.5035
603309,2019/03/29,1.7306
603309,2019/04/30,1.8983
603309,2019/05/31,1.7944
603309,2019/06/28,1.2853
603309,2019/07/31,1.3661
603309,2019/08/30,1.1805
603309,2019/09/30,1.29
603309,2019/10/31,1.2068
603309,2019/11/29,1.4559
603309,2019/12/31,1.3921
603309,2020/01/23,1.3037
603309,2020/02/28,1.559
603309,2020/03/31,0.345
603309,2020/04/30,-0.16
603309,2020/05/29,-0.2274
603309,2020/06/30,0.647
603309,2020/07/31,1.0461
603309,2020/08/31,1.0892
603309,2020/09/30,1.0663
603309,2020/10/30,1.0781
603309,2020/11/30,0.7909
603309,2020/12/31,0.6162
603309,2021/01/29,0.8166
603309,2021/02/26,0.8215
603309,2021/03/31,1.3733
603309,2021/04/30,1.3576
603309,2021/05/31,1.1695
603309,2021/06/30,0.8547
603309,2021/07/30,-0.4688
603309,2021/08/31,-0.985
603309,2021/09/30,-1.6028
603309,2021/10/29,-1.7058
603309,2021/11/30,-2.069
603309,2021/12/31,-1.7348
603311,2016/05/31,1.2376
603311,2016/06/30,1.3708
603311,2016/07/29,1.595
603311,2016/08/31,1.5336
603311,2016/09/30,1.561
603311,2016/10/31,1.4681
603311,2016/11/30,1.4341
603311,2016/12/30,1.4913
603311,2017/01/26,1.256
603311,2017/02/28,1.3279
603311,2017/03/31,1.564
603311,2017/04/28,2.1802
603311,2017/05/31,2.2216
603311,2017/06/30,2.3552
603311,2017/07/31,1.918
603311,2017/08/31,1.7646
603311,2017/09/29,2.2227
603311,2017/10/31,2.1855
603311,2017/11/30,2.3527
603311,2017/12/29,2.4881
603311,2018/01/31,1.6418
603311,2018/02/28,1.1543
603311,2018/03/30,0.9382
603311,2018/04/27,0.8764
603311,2018/05/31,0.8425
603311,2018/06/29,0.9252
603311,2018/07/31,1.3745
603311,2018/08/31,1.1487
603311,2018/09/28,1.2437
603311,2018/10/31,0.882
603311,2018/11/30,0.8817
603311,2018/12/28,0.8877
603311,2019/01/31,0.7996
603311,2019/02/28,0.9793
603311,2019/03/29,1.0233
603311,2019/04/30,0.9958
603311,2019/05/31,0.9909
603311,2019/06/28,0.8449
603311,2019/07/31,0.8549
603311,2019/08/30,0.8492
603311,2019/09/30,0.8162
603311,2019/10/31,1.0975
603311,2019/11/29,0.9263
603311,2019/12/31,0.811
603311,2020/01/23,0.8461
603311,2020/02/28,-0.1177
603311,2020/03/31,0.339
603311,2020/04/30,0.2767
603311,2020/05/29,-0.075
603311,2020/06/30,-0.1456
603311,2020/07/31,0.6453
603311,2020/08/31,0.5702
603311,2020/09/30,0.185
603311,2020/10/30,0.2265
603311,2020/11/30,0.1687
603311,2020/12/31,0.1484
603311,2021/01/29,0.1431
603311,2021/02/26,0.7072
603311,2021/03/31,0.1952
603311,2021/04/30,0.2018
603311,2021/05/31,0.1738
603311,2021/06/30,0.096
603311,2021/07/30,-0.7969
603311,2021/08/31,-0.4893
603311,2021/09/30,0.4607
603311,2021/10/29,0.4456
603311,2021/11/30,0.6453
603311,2021/12/31,1.9443
603313,2017/10/31,1.856
603313,2017/11/30,1.2815
603313,2017/12/29,0.7347
603313,2018/01/31,0.7811
603313,2018/02/28,0.8249
603313,2018/03/30,0.6912
603313,2018/04/27,0.7935
603313,2018/05/31,0.8101
603313,2018/06/29,1.1455
603313,2018/07/31,0.9365
603313,2018/08/31,1.077
603313,2018/09/28,1.4756
603313,2018/10/31,0.9268
603313,2018/11/30,0.956
603313,2018/12/28,0.958
603313,2019/01/31,1.1592
603313,2019/02/28,0.9101
603313,2019/03/29,1.1601
603313,2019/04/30,1.0977
603313,2019/05/31,1.123
603313,2019/06/28,0.8351
603313,2019/07/31,0.8999
603313,2019/08/30,0.8168
603313,2019/09/30,0.7129
603313,2019/10/31,1.0575
603313,2019/11/29,1.0122
603313,2019/12/31,1.347
603313,2020/01/23,1.1622
603313,2020/02/28,1.4289
603313,2020/03/31,1.6592
603313,2020/04/30,2.3798
603313,2020/05/29,2.4798
603313,2020/06/30,1.8134
603313,2020/07/31,0.8542
603313,2020/08/31,0.9122
603313,2020/09/30,1.3905
603313,2020/10/30,1.3499
603313,2020/11/30,1.2491
603313,2020/12/31,1.1492
603313,2021/01/29,1.2332
603313,2021/02/26,1.5713
603313,2021/03/31,0.8873
603313,2021/04/30,0.8704
603313,2021/05/31,0.879
603313,2021/06/30,1.0022
603313,2021/07/30,2.9734
603313,2021/08/31,1.7215
603313,2021/09/30,1.2368
603313,2021/10/29,1.1688
603313,2021/11/30,0.9931
603313,2021/12/31,1.0594
603315,2016/04/29,2.6886
603315,2016/05/31,1.5184
603315,2016/06/30,1.3848
603315,2016/07/29,1.5545
603315,2016/08/31,1.3409
603315,2016/09/30,1.3344
603315,2016/10/31,1.1754
603315,2016/11/30,1.1512
603315,2016/12/30,1.1256
603315,2017/01/26,-0.1129
603315,2017/02/28,0.2536
603315,2017/03/31,0.7404
603315,2017/04/28,1.159
603315,2017/05/31,1.3953
603315,2017/06/30,1.5158
603315,2017/07/31,1.3645
603315,2017/08/31,1.2653
603315,2017/09/29,1.4112
603315,2017/10/31,1.3896
603315,2017/11/30,0.8716
603315,2017/12/29,2.8771
603315,2018/01/31,2.3169
603315,2018/02/28,1.6401
603315,2018/03/30,1.365
603315,2018/04/04,1.0167
603315,2018/08/31,1.0725
603315,2018/09/28,1.1806
603315,2018/10/31,0.9831
603315,2018/11/30,0.9621
603315,2018/12/28,0.8838
603315,2019/01/31,1.0834
603315,2019/02/28,0.8711
603315,2019/03/29,1.0158
603315,2019/04/30,1.0183
603315,2019/05/31,0.9274
603315,2019/06/28,0.8244
603315,2019/07/31,0.8597
603315,2019/08/30,0.6251
603315,2019/09/30,0.5511
603315,2019/10/31,0.696
603315,2019/11/29,0.7062
603315,2019/12/31,0.8591
603315,2020/01/23,0.6697
603315,2020/02/28,1.1442
603315,2020/03/31,0.5932
603315,2020/04/30,0.6408
603315,2020/05/29,0.5811
603315,2020/06/30,1.4465
603315,2020/07/31,0.3186
603315,2020/08/31,0.5794
603315,2020/09/30,0.669
603315,2020/10/30,0.6674
603315,2020/11/30,0.6001
603315,2020/12/31,0.4595
603315,2021/01/29,0.6077
603315,2021/02/26,0.3223
603315,2021/03/31,0.1591
603315,2021/04/30,0.1904
603315,2021/05/31,0.1425
603315,2021/06/30,-0.1032
603315,2021/07/30,-1.7943
603315,2021/08/31,-0.7275
603315,2021/09/30,-1.8242
603315,2021/10/29,-1.8008
603315,2021/11/30,-1.9754
603315,2021/12/31,-1.9754
603316,2018/06/29,0.5894
603316,2018/07/31,1.4618
603316,2018/08/31,1.0917
603316,2018/09/28,1.05
603316,2018/10/31,0.8315
603316,2018/11/30,0.8556
603316,2018/12/28,0.7832
603316,2019/01/31,0.8153
603316,2019/02/28,1.1021
603316,2019/03/29,1.2802
603316,2019/04/30,1.2798
603316,2019/05/31,1.1776
603316,2019/06/28,1.0546
603316,2019/07/31,1.0607
603316,2019/08/30,0.8302
603316,2019/09/30,0.9118
603316,2019/10/31,0.8503
603316,2019/11/29,0.712
603316,2019/12/31,0.5111
603316,2020/01/23,0.704
603316,2020/02/28,0.3508
603316,2020/03/31,-1.0726
603316,2020/04/30,-0.2462
603316,2020/05/29,-0.6975
603316,2020/06/30,-1.6673
603316,2020/07/31,-0.5194
603316,2020/08/31,-0.2975
603316,2020/09/30,-0.1443
603316,2020/10/30,-0.1553
603316,2020/11/30,0.0412
603316,2020/12/31,0.0871
603316,2021/01/29,0.1831
603316,2021/02/26,-0.0683
603316,2021/03/31,0.9292
603316,2021/04/30,0.586
603316,2021/05/31,0.3996
603316,2021/06/30,0.7398
603316,2021/07/30,0.8758
603316,2021/08/31,0.9434
603316,2021/09/30,0.9684
603316,2021/10/29,1.0379
603316,2021/11/30,0.6224
603316,2021/12/31,1.2798
603317,2020/04/30,0.0983
603317,2020/05/29,0.0008
603317,2020/06/30,0.2047
603317,2020/07/31,-0.0769
603317,2020/08/31,0.1447
603317,2020/09/30,0.4534
603317,2020/10/30,0.4654
603317,2020/11/30,0.0601
603317,2020/12/31,0.2329
603317,2021/01/29,0.0965
603317,2021/02/26,0.2455
603317,2021/03/31,0.9078
603317,2021/04/30,1.0478
603317,2021/05/31,1.3765
603317,2021/06/30,1.3578
603317,2021/07/30,2.1629
603317,2021/08/31,1.1277
603317,2021/09/30,1.5613
603317,2021/10/29,1.3297
603317,2021/11/30,1.8642
603317,2021/12/31,1.2395
603318,2016/06/30,4.1958
603318,2016/07/29,1.9265
603318,2016/08/31,1.8579
603318,2016/09/30,1.4944
603318,2016/10/31,1.3907
603318,2016/11/30,1.3336
603318,2016/12/30,1.3446
603318,2017/01/26,1.2843
603318,2017/02/28,1.203
603318,2017/03/31,0.4945
603318,2017/04/28,1.1819
603318,2017/05/31,1.8275
603318,2017/06/30,1.8348
603318,2017/07/31,2.3731
603318,2017/08/31,2.7458
603318,2017/09/29,2.7721
603318,2017/10/31,2.7452
603318,2017/11/30,2.2949
603318,2017/12/29,1.5944
603318,2018/01/31,0.9012
603318,2018/02/02,0.6085
603318,2018/06/29,0.831
603318,2018/07/31,0.6615
603318,2018/08/31,0.6139
603318,2018/09/28,0.597
603318,2018/10/31,0.4079
603318,2018/11/30,0.2107
603318,2018/12/28,0.1885
603318,2019/01/31,0.2347
603318,2019/02/28,0.4116
603318,2019/03/29,0.7464
603318,2019/04/30,0.9225
603318,2019/05/31,0.9373
603318,2019/06/28,0.5921
603318,2019/07/31,0.6193
603318,2019/08/30,0.6065
603318,2019/09/30,0.7181
603318,2019/10/31,0.5544
603318,2019/11/29,1.3539
603318,2019/12/31,1.2776
603318,2020/01/23,1.5266
603318,2020/02/28,2.9807
603318,2020/03/31,2.1415
603318,2020/04/30,1.7131
603318,2020/05/29,2.4516
603318,2020/06/30,3.1277
603318,2020/07/31,3.876
603318,2020/08/31,3.9749
603318,2020/09/30,3.9209
603318,2020/10/30,3.9147
603318,2020/11/30,3.2372
603318,2020/12/31,3.3746
603318,2021/01/29,3.5457
603318,2021/02/26,3.5831
603318,2021/03/31,3.205
603318,2021/04/30,3.3198
603318,2021/05/31,3.3696
603318,2021/06/30,3.3443
603318,2021/07/30,1.4022
603318,2021/08/31,1.8734
603318,2021/09/30,1.3725
603318,2021/10/29,1.6133
603318,2021/11/30,2.2411
603318,2021/12/31,2.3888
603319,2017/11/30,-18.3238
603319,2017/12/29,2.1214
603319,2018/01/31,1.9775
603319,2018/02/28,1.0483
603319,2018/03/30,0.8704
603319,2018/04/27,0.7296
603319,2018/05/31,0.7072
603319,2018/06/29,0.5174
603319,2018/07/31,0.9165
603319,2018/08/31,0.8597
603319,2018/09/28,0.7235
603319,2018/10/31,0.414
603319,2018/11/30,0.4095
603319,2018/12/28,0.4052
603319,2019/01/31,0.303
603319,2019/02/28,0.8596
603319,2019/03/29,0.9086
603319,2019/04/30,0.8832
603319,2019/05/31,0.7974
603319,2019/06/28,0.7212
603319,2019/07/31,0.7344
603319,2019/08/30,0.7398
603319,2019/09/30,0.7971
603319,2019/10/31,0.9727
603319,2019/11/29,0.9327
603319,2019/12/31,1.0492
603319,2020/01/23,0.983
603319,2020/02/28,0.6016
603319,2020/03/31,0.5172
603319,2020/04/30,0.4698
603319,2020/05/29,0.4831
603319,2020/06/30,0.5845
603319,2020/07/31,0.0819
603319,2020/08/31,0.3992
603319,2020/09/30,0.5197
603319,2020/10/30,0.5572
603319,2020/11/30,0.647
603319,2020/12/31,0.6181
603319,2021/01/29,0.6813
603319,2021/02/26,0.6972
603319,2021/03/31,0.7902
603319,2021/04/30,0.9082
603319,2021/05/31,0.9683
603319,2021/06/30,0.9734
603319,2021/07/30,3.252
603319,2021/08/31,1.1008
603319,2021/09/30,1.5893
603319,2021/10/29,1.461
603319,2021/11/30,-0.436
603319,2021/12/31,-0.6264
603320,2018/05/31,1.4525
603320,2018/06/29,1.0203
603320,2018/07/31,0.2439
603320,2018/08/31,0.5171
603320,2018/09/28,0.416
603320,2018/10/31,-0.2809
603320,2018/11/30,-0.2631
603320,2018/12/28,-0.2268
603320,2019/01/31,-0.3877
603320,2019/02/28,0.1825
603320,2019/03/29,0.3249
603320,2019/04/30,0.3025
603320,2019/05/31,0.0293
603320,2019/06/28,-0.3716
603320,2019/07/31,-0.3411
603320,2019/08/30,-0.5816
603320,2019/09/30,-0.5464
603320,2019/10/31,-0.3575
603320,2019/11/29,-0.3121
603320,2019/12/31,-0.1701
603320,2020/01/23,0.0331
603320,2020/02/28,-1.0511
603320,2020/03/31,-1.5228
603320,2020/04/30,-1.5513
603320,2020/05/29,-0.9411
603320,2020/06/30,0.2121
603320,2020/07/31,0.5843
603320,2020/08/31,0.5668
603320,2020/09/30,0.7233
603320,2020/10/30,0.7203
603320,2020/11/30,0.6877
603320,2020/12/31,0.5964
603320,2021/01/29,0.6559
603320,2021/02/26,0.6466
603320,2021/03/31,0.8596
603320,2021/04/30,0.8078
603320,2021/05/31,0.8507
603320,2021/06/30,0.8529
603320,2021/07/30,0.2755
603320,2021/08/31,0.7315
603320,2021/09/30,0.2803
603320,2021/10/29,0.4295
603320,2021/11/30,0.0837
603320,2021/12/31,0.2459
603321,2018/09/28,1.0707
603321,2018/10/31,1.2946
603321,2018/11/30,1.3428
603321,2018/12/28,1.3176
603321,2019/01/31,1.894
603321,2019/02/28,0.9844
603321,2019/03/29,0.9395
603321,2019/04/30,0.9114
603321,2019/05/31,0.8474
603321,2019/06/28,0.8076
603321,2019/07/31,0.7703
603321,2019/08/30,0.6562
603321,2019/09/30,0.708
603321,2019/10/31,0.4939
603321,2019/11/29,0.5512
603321,2019/12/31,0.5371
603321,2020/01/23,0.3196
603321,2020/02/28,0.5369
603321,2020/03/31,0.7082
603321,2020/04/30,0.7486
603321,2020/05/29,0.7579
603321,2020/06/30,0.3416
603321,2020/07/31,0.8154
603321,2020/08/31,0.6989
603321,2020/09/30,0.7665
603321,2020/10/30,0.7583
603321,2020/11/30,0.824
603321,2020/12/31,0.8013
603321,2021/01/29,0.9627
603321,2021/02/26,0.8079
603321,2021/03/31,0.9671
603321,2021/04/30,0.963
603321,2021/05/31,0.9923
603321,2021/06/30,1.1295
603321,2021/07/30,1.0264
603321,2021/08/31,1.14
603321,2021/09/30,1.2154
603321,2021/10/29,1.2445
603321,2021/11/30,1.071
603321,2021/12/31,1.1582
603322,2017/07/31,9.9186
603322,2017/08/31,2.1141
603322,2017/09/29,1.163
603322,2017/10/31,1.1342
603322,2017/11/30,0.4535
603322,2017/12/29,1.2029
603322,2018/01/31,0.1499
603322,2018/02/28,-0.148
603322,2018/03/30,-0.0535
603322,2018/04/27,-0.8731
603322,2018/05/31,-0.9636
603322,2018/06/29,-0.501
603322,2018/07/31,-0.1383
603322,2018/08/31,-0.4678
603322,2018/09/28,-0.6117
603322,2018/10/31,-0.1475
603322,2018/11/30,-0.0927
603322,2018/12/28,-0.436
603322,2019/01/31,-0.5899
603322,2019/02/28,0.3574
603322,2019/03/29,0.4644
603322,2019/04/30,0.5007
603322,2019/05/31,0.5038
603322,2019/06/28,0.4093
603322,2019/07/31,0.516
603322,2019/08/30,0.5826
603322,2019/09/30,0.6893
603322,2019/10/31,0.4174
603322,2019/11/29,0.5271
603322,2019/12/31,1.272
603322,2020/01/23,1.6152
603322,2020/02/28,1.2144
603322,2020/03/31,0.4436
603322,2020/04/30,0.1502
603322,2020/05/29,0.0985
603322,2020/06/30,-0.1436
603322,2020/07/31,0.1201
603322,2020/08/31,0.0257
603322,2020/09/30,0.3146
603322,2020/10/30,0.2921
603322,2020/11/30,0.3298
603322,2020/12/31,0.3465
603322,2021/01/29,0.2339
603322,2021/02/26,0.2243
603322,2021/03/31,0.729
603322,2021/04/30,0.9568
603322,2021/05/31,1.0766
603322,2021/06/30,0.9212
603322,2021/07/30,0.7816
603322,2021/08/31,0.4671
603322,2021/09/30,0.2742
603322,2021/10/29,0.3487
603322,2021/11/30,-0.0295
603322,2021/12/31,0.2902
603323,2017/11/30,-2.4441
603323,2017/12/29,1.2157
603323,2018/01/31,2.1715
603323,2018/02/28,1.2931
603323,2018/03/30,1.3437
603323,2018/04/27,1.3915
603323,2018/05/31,1.3717
603323,2018/06/29,1.4643
603323,2018/07/31,2.0239
603323,2018/08/31,1.6931
603323,2018/09/28,1.5968
603323,2018/10/31,1.295
603323,2018/11/30,1.3003
603323,2018/12/28,1.3376
603323,2019/01/31,1.2658
603323,2019/02/28,1.3633
603323,2019/03/29,1.1639
603323,2019/04/30,1.137
603323,2019/05/31,1.224
603323,2019/06/28,1.0859
603323,2019/07/31,1.0524
603323,2019/08/30,1.1042
603323,2019/09/30,1.1416
603323,2019/10/31,1.5069
603323,2019/11/29,1.5236
603323,2019/12/31,1.6372
603323,2020/01/23,1.5319
603323,2020/02/28,1.1854
603323,2020/03/31,1.4407
603323,2020/04/30,1.391
603323,2020/05/29,1.2304
603323,2020/06/30,1.1753
603323,2020/07/31,1.016
603323,2020/08/31,0.9896
603323,2020/09/30,0.9536
603323,2020/10/30,0.9429
603323,2020/11/30,0.9688
603323,2020/12/31,0.9281
603323,2021/01/29,0.9204
603323,2021/02/26,0.8594
603323,2021/03/31,0.8085
603323,2021/04/30,0.8666
603323,2021/05/31,0.8337
603323,2021/06/30,0.8328
603323,2021/07/30,0.4542
603323,2021/08/31,0.541
603323,2021/09/30,0.4254
603323,2021/10/29,0.3635
603323,2021/11/30,0.28
603323,2021/12/31,0.3415
603326,2018/06/29,-0.1095
603326,2018/07/31,0.8056
603326,2018/08/31,0.5253
603326,2018/09/28,0.5723
603326,2018/10/31,0.2241
603326,2018/11/30,0.2641
603326,2018/12/28,0.1362
603326,2019/01/31,0.165
603326,2019/02/28,0.4118
603326,2019/03/29,0.6592
603326,2019/04/30,0.512
603326,2019/05/31,0.4189
603326,2019/06/28,0.3078
603326,2019/07/31,0.3082
603326,2019/08/30,0.1806
603326,2019/09/30,0.2151
603326,2019/10/31,0.2354
603326,2019/11/29,0.1816
603326,2019/12/31,0.4623
603326,2020/01/23,0.3489
603326,2020/02/28,0.4277
603326,2020/03/31,0.2796
603326,2020/04/30,0.0177
603326,2020/05/29,-0.0424
603326,2020/06/30,0.3142
603326,2020/07/31,0.8811
603326,2020/08/31,0.6917
603326,2020/09/30,1.4368
603326,2020/10/30,1.4132
603326,2020/11/30,1.4911
603326,2020/12/31,1.372
603326,2021/01/29,1.5822
603326,2021/02/26,1.7102
603326,2021/03/31,1.81
603326,2021/04/30,1.9683
603326,2021/05/31,1.9625
603326,2021/06/30,1.7928
603326,2021/07/30,1.4454
603326,2021/08/31,1.3578
603326,2021/09/30,0.0244
603326,2021/10/29,0.1999
603326,2021/11/30,-0.1373
603326,2021/12/31,0.6963
603327,2020/05/29,2.044
603327,2020/06/30,1.4771
603327,2020/07/31,1.2414
603327,2020/08/31,1.3698
603327,2020/09/30,1.4868
603327,2020/10/30,1.4777
603327,2020/11/30,1.3891
603327,2020/12/31,1.1111
603327,2021/01/29,1.4689
603327,2021/02/26,1.388
603327,2021/03/31,1.3347
603327,2021/04/30,1.415
603327,2021/05/31,1.5092
603327,2021/06/30,1.3169
603327,2021/07/30,0.4938
603327,2021/08/31,0.9981
603327,2021/09/30,0.6555
603327,2021/10/29,0.7609
603327,2021/11/30,0.401
603327,2021/12/31,1.1361
603328,2015/07/31,0.2049
603328,2015/08/31,0.4465
603328,2015/09/30,0.4287
603328,2015/10/30,0.5244
603328,2015/11/30,0.5131
603328,2015/12/31,1.0555
603328,2016/01/29,1.1417
603328,2016/02/29,1.1501
603328,2016/03/31,1.2494
603328,2016/04/29,1.6634
603328,2016/05/31,1.5656
603328,2016/06/30,1.4912
603328,2016/07/29,1.4426
603328,2016/08/31,1.3269
603328,2016/09/30,1.3593
603328,2016/10/31,1.3238
603328,2016/11/30,1.267
603328,2016/12/30,1.3352
603328,2017/01/26,1.3189
603328,2017/02/28,1.2062
603328,2017/03/31,0.4946
603328,2017/04/28,0.7141
603328,2017/05/31,1.1975
603328,2017/06/30,1.1582
603328,2017/07/31,0.9883
603328,2017/08/31,0.9146
603328,2017/09/29,0.5818
603328,2017/10/31,0.3466
603328,2017/11/30,0.6244
603328,2017/12/29,0.1646
603328,2018/01/31,-0.7223
603328,2018/02/28,-0.8475
603328,2018/03/30,-0.5347
