日期, 市场指数, 组合1, 组合2, 组合3, 组合4, 组合5, 无风险利率, 市场溢酬因子, 市值因子, 账面市值比因子 
20090109, 1904.860000, 1727.010000, 1281.300000, 1591.430000, 2469.130000, 1822.580000, 0.000043, 0.020400, 0.008300, 0.001000 
20090112, 1900.350000, 1715.860000, 1300.270000, 1590.850000, 2488.000000, 1829.900000, 0.000042, 0.004400, 0.010200, -0.002100 
20090113, 1863.370000, 1667.970000, 1273.800000, 1551.210000, 2407.010000, 1774.560000, 0.000041, -0.024900, -0.001900, 0.007400 
20090114, 1928.870000, 1750.080000, 1329.630000, 1607.210000, 2463.770000, 1817.240000, 0.000041, 0.042700, 0.002900, -0.002200 
20090115, 1920.210000, 1739.640000, 1334.240000, 1614.490000, 2456.650000, 1814.100000, 0.000040, 0.003300, 0.007900, -0.003100 
20090116, 1954.440000, 1775.220000, 1351.270000, 1628.800000, 2506.710000, 1818.730000, 0.000040, 0.014500, -0.010200, 0.001600 
20090119, 1986.670000, 1799.970000, 1360.710000, 1638.490000, 2489.740000, 1797.450000, 0.000039, 0.007600, -0.005900, 0.002700 
20090120, 1994.110000, 1809.350000, 1379.290000, 1642.010000, 2506.130000, 1827.450000, 0.000039, 0.008700, 0.004500, -0.001300 
20090121, 1985.020000, 1798.080000, 1372.670000, 1635.380000, 2487.050000, 1826.330000, 0.000039, -0.002600, 0.003200, -0.004600 
20090122, 2004.950000, 1864.160000, 1405.040000, 1661.630000, 2501.090000, 1865.830000, 0.000038, 0.012800, -0.000700, -0.001700 
20090123, 1990.660000, 1845.820000, 1399.630000, 1647.820000, 2499.350000, 1843.090000, 0.000038, -0.004600, -0.004500, 0.003700 
20090202, 2011.680000, 1853.840000, 1436.320000, 1680.250000, 2569.920000, 1867.560000, 0.000037, 0.018400, 0.010500, -0.003600 
20090203, 2060.810000, 1885.700000, 1478.230000, 1732.670000, 2636.200000, 1890.760000, 0.000037, 0.025700, 0.007000, -0.002300 
20090204, 2107.750000, 1913.870000, 1522.630000, 1755.010000, 2700.730000, 1909.480000, 0.000037, 0.025100, -0.000300, 0.001700 
20090205, 2098.020000, 1916.380000, 1504.890000, 1740.360000, 2674.160000, 1866.670000, 0.000037, -0.009600, -0.000100, 0.002500 
20090206, 2181.240000, 1992.630000, 1575.120000, 1795.740000, 2779.230000, 1915.150000, 0.000036, 0.041900, 0.001500, -0.000100 
20090209, 2224.710000, 2056.880000, 1646.630000, 1855.680000, 2874.590000, 1972.310000, 0.000036, 0.028200, -0.002900, -0.010500 
20090210, 2265.160000, 2096.390000, 1682.650000, 1888.620000, 2912.510000, 2022.340000, 0.000036, 0.017500, 0.007900, -0.005900 
20090211, 2260.820000, 2066.610000, 1682.360000, 1895.060000, 2918.210000, 2025.460000, 0.000036, 0.002600, 0.002300, -0.000500 
20090212, 2248.090000, 2009.780000, 1669.250000, 1895.770000, 2940.400000, 2074.290000, 0.000036, 0.002200, 0.014300, -0.002900 
20090213, 2320.790000, 2069.640000, 1727.870000, 1975.700000, 3024.630000, 2123.560000, 0.000036, 0.035600, -0.001300, -0.002600 
20090216, 2389.390000, 2151.630000, 1801.250000, 2006.380000, 3064.770000, 2130.070000, 0.000035, 0.024200, -0.002200, 0.009100 
20090217, 2319.440000, 2103.260000, 1760.870000, 1925.960000, 2988.450000, 2085.320000, 0.000035, -0.034700, -0.004500, -0.006600 
20090218, 2209.860000, 1960.640000, 1671.140000, 1842.140000, 2884.360000, 2038.030000, 0.000035, -0.044400, 0.007400, -0.009900 
20090219, 2227.130000, 1975.650000, 1704.840000, 1876.530000, 2932.610000, 2073.710000, 0.000035, 0.013900, 0.000500, 0.005600 
20090220, 2261.480000, 2009.770000, 1763.100000, 1919.000000, 3017.000000, 2122.490000, 0.000035, 0.024200, 0.007300, 0.002300 
20090223, 2305.780000, 2048.130000, 1811.880000, 1959.200000, 3131.680000, 2183.980000, 0.000035, 0.029700, 0.007600, -0.002300 
20090224, 2200.650000, 1933.330000, 1741.810000, 1871.510000, 3038.540000, 2105.500000, 0.000035, -0.045200, 0.001700, 0.002400 
20090225, 2206.570000, 1915.560000, 1732.160000, 1868.630000, 3046.620000, 2099.080000, 0.000035, 0.001700, 0.016900, 0.006900 
20090226, 2121.250000, 1843.690000, 1618.280000, 1767.020000, 2859.600000, 1970.100000, 0.000035, -0.057200, -0.009300, 0.005300 
20090227, 2082.850000, 1796.040000, 1532.120000, 1702.140000, 2750.940000, 1912.950000, 0.000035, -0.036000, -0.024500, -0.001300 
20090302, 2093.450000, 1799.450000, 1573.670000, 1718.850000, 2816.590000, 1959.590000, 0.000035, 0.015400, 0.007900, -0.000900 
20090303, 2071.430000, 1761.660000, 1565.910000, 1707.550000, 2805.770000, 2014.730000, 0.000035, -0.004400, 0.013600, 0.000800 
20090304, 2198.110000, 1882.190000, 1665.070000, 1815.310000, 2949.290000, 2100.060000, 0.000035, 0.065800, -0.003700, -0.004100 
20090305, 2221.080000, 1889.150000, 1687.930000, 1817.010000, 2929.320000, 2084.520000, 0.000035, 0.008700, 0.007700, 0.004500 
20090306, 2193.010000, 1881.740000, 1663.030000, 1796.270000, 2887.990000, 2047.410000, 0.000035, -0.007700, 0.002800, -0.002200 
20090309, 2118.750000, 1827.640000, 1580.670000, 1728.560000, 2789.540000, 1974.960000, 0.000035, -0.040000, -0.008200, 0.000700 
20090310, 2158.570000, 1883.090000, 1603.730000, 1774.710000, 2838.540000, 2015.860000, 0.000035, 0.020500, 0.007800, -0.000900 
20090311, 2139.030000, 1863.540000, 1600.130000, 1760.540000, 2831.930000, 2020.930000, 0.000034, -0.007500, 0.005000, -0.001400 
20090312, 2133.880000, 1843.220000, 1597.160000, 1756.870000, 2791.280000, 2022.830000, 0.000034, -0.000500, 0.005200, -0.000400 
20090313, 2128.850000, 1840.760000, 1589.600000, 1748.890000, 2765.450000, 2000.660000, 0.000034, -0.006100, -0.000800, -0.000500 
20090316, 2153.290000, 1848.920000, 1624.820000, 1763.160000, 2781.270000, 2012.050000, 0.000034, 0.015900, 0.002700, -0.002800 
20090317, 2218.330000, 1922.860000, 1693.660000, 1817.910000, 2862.580000, 2074.350000, 0.000034, 0.036000, -0.002500, -0.003100 
20090318, 2223.720000, 1952.080000, 1721.870000, 1833.310000, 2876.380000, 2092.920000, 0.000034, 0.006700, -0.000200, -0.002400 
20090319, 2265.760000, 2044.720000, 1764.710000, 1880.560000, 2970.010000, 2111.760000, 0.000034, 0.021800, -0.001400, -0.002500 
20090320, 2281.090000, 2096.670000, 1819.370000, 1868.280000, 2953.660000, 2079.460000, 0.000034, -0.002500, -0.008400, -0.002100 
20090323, 2325.480000, 2123.500000, 1871.250000, 1925.360000, 3022.860000, 2101.140000, 0.000034, 0.024600, -0.003000, -0.000800 
20090324, 2338.420000, 2131.010000, 1859.440000, 1935.610000, 3034.960000, 2134.650000, 0.000034, 0.006400, -0.000500, 0.005100 
20090325, 2291.550000, 2090.410000, 1818.860000, 1881.660000, 2930.110000, 2070.430000, 0.000034, -0.022700, 0.005800, -0.004400 
20090326, 2361.700000, 2147.570000, 1889.870000, 1967.240000, 2971.540000, 2089.420000, 0.000034, 0.030800, -0.002200, -0.000100 
20090327, 2374.440000, 2145.290000, 1909.010000, 2010.040000, 2976.740000, 2088.030000, 0.000034, 0.008500, -0.002100, 0.005400 
20090330, 2358.040000, 2110.010000, 1876.260000, 2006.120000, 2988.470000, 2103.850000, 0.000034, -0.002600, 0.009200, -0.002200 
20090331, 2373.210000, 2118.310000, 1872.130000, 2027.040000, 2996.200000, 2113.820000, 0.000034, 0.010300, -0.002300, -0.004700 
20090401, 2408.020000, 2208.410000, 1924.450000, 2063.860000, 3045.450000, 2131.290000, 0.000034, 0.015600, 0.000100, -0.002100 
20090402, 2425.290000, 2231.120000, 1947.060000, 2075.050000, 3062.030000, 2138.400000, 0.000034, 0.007700, -0.005200, -0.000300 
20090403, 2419.780000, 2222.230000, 1916.920000, 2038.480000, 3045.270000, 2110.500000, 0.000033, -0.004900, 0.001900, 0.001600 
20090407, 2439.180000, 2288.320000, 1912.190000, 2049.460000, 3067.640000, 2125.390000, 0.000033, 0.005400, 0.011900, -0.001300 
20090408, 2347.390000, 2213.590000, 1825.170000, 1994.800000, 2972.860000, 2066.970000, 0.000033, -0.037500, 0.004500, -0.001800 
20090409, 2379.880000, 2219.230000, 1846.780000, 2023.330000, 3027.190000, 2080.990000, 0.000033, 0.016800, 0.005700, 0.000200 
20090410, 2444.230000, 2324.200000, 1920.530000, 2090.880000, 3102.630000, 2126.690000, 0.000033, 0.032300, -0.003400, -0.007500 
20090413, 2513.700000, 2483.710000, 1983.210000, 2154.830000, 3143.850000, 2136.960000, 0.000033, 0.020900, -0.008800, 0.004700 
20090414, 2527.180000, 2470.400000, 1979.520000, 2161.110000, 3170.640000, 2148.610000, 0.000033, 0.011700, 0.004700, 0.004300 
20090415, 2536.060000, 2517.130000, 1999.450000, 2158.900000, 3205.580000, 2183.430000, 0.000033, 0.007600, 0.005800, 0.001700 
20090416, 2534.130000, 2464.510000, 2035.170000, 2170.660000, 3227.490000, 2215.450000, 0.000033, 0.001400, 0.006200, 0.000300 
20090417, 2503.930000, 2387.970000, 1971.060000, 2142.250000, 3274.470000, 2203.820000, 0.000033, -0.013100, -0.000200, 0.001100 
20090420, 2557.460000, 2458.610000, 2005.920000, 2191.450000, 3352.410000, 2234.830000, 0.000033, 0.024100, 0.001800, -0.001500 
20090421, 2535.830000, 2411.040000, 1995.580000, 2175.440000, 3348.560000, 2223.170000, 0.000033, -0.008500, 0.007200, 0.006400 
20090422, 2461.350000, 2304.990000, 1894.630000, 2092.670000, 3212.600000, 2145.860000, 0.000033, -0.041700, -0.006200, 0.008600 
20090423, 2463.950000, 2357.130000, 1907.350000, 2097.320000, 3250.210000, 2149.860000, 0.000033, 0.006500, -0.004500, -0.002700 
20090424, 2448.590000, 2352.450000, 1896.280000, 2075.330000, 3231.850000, 2133.860000, 0.000033, -0.008400, 0.002500, 0.001400 
20090427, 2405.350000, 2341.610000, 1833.750000, 2006.780000, 3096.550000, 2139.270000, 0.000033, -0.029300, -0.013500, 0.001400 
20090428, 2401.440000, 2355.880000, 1825.350000, 2010.760000, 3115.440000, 2280.120000, 0.000033, 0.005400, 0.008200, -0.004400 
20090429, 2468.190000, 2411.950000, 1867.530000, 2073.910000, 3170.630000, 2243.960000, 0.000033, 0.031600, -0.002100, 0.003500 
20090430, 2477.570000, 2420.380000, 1891.170000, 2093.630000, 3188.530000, 2248.930000, 0.000033, 0.009400, -0.000400, 0.000000 
20090504, 2559.910000, 2570.670000, 1969.060000, 2154.850000, 3286.950000, 2283.790000, 0.000033, 0.034600, -0.000600, 0.004000 
20090505, 2567.340000, 2556.680000, 1973.670000, 2180.990000, 3313.500000, 2266.390000, 0.000033, 0.007000, 0.008300, -0.001000 
20090506, 2592.520000, 2616.680000, 1994.600000, 2217.250000, 3361.790000, 2270.360000, 0.000033, 0.014400, 0.000700, -0.002300 
20090507, 2597.450000, 2655.520000, 2003.170000, 2194.910000, 3327.910000, 2225.140000, 0.000033, -0.002000, 0.000200, 0.002200 
20090508, 2625.640000, 2667.220000, 1982.530000, 2188.220000, 3294.140000, 2225.530000, 0.000033, 0.006700, 0.001500, 0.002900 
20090511, 2579.750000, 2570.770000, 1930.490000, 2121.580000, 3196.790000, 2214.260000, 0.000033, -0.028200, -0.010000, 0.003500 
20090512, 2618.170000, 2645.050000, 1975.660000, 2154.540000, 3242.330000, 2214.900000, 0.000033, 0.024200, 0.000400, 0.000800 
20090513, 2663.770000, 2736.900000, 2000.810000, 2170.520000, 3257.720000, 2211.270000, 0.000033, 0.008500, 0.000900, -0.001600 
20090514, 2639.890000, 2737.750000, 1976.740000, 2159.000000, 3254.430000, 2230.760000, 0.000033, -0.003700, 0.006800, -0.009700 
20090515, 2645.260000, 2762.990000, 1973.820000, 2162.470000, 3263.460000, 2268.300000, 0.000033, 0.003700, 0.007700, -0.003400 
20090518, 2652.780000, 2853.940000, 1984.980000, 2173.920000, 3300.180000, 2242.070000, 0.000033, 0.005500, 0.002600, -0.000400 
20090519, 2676.680000, 2867.620000, 2034.880000, 2191.510000, 3313.690000, 2237.670000, 0.000033, 0.009700, 0.002800, -0.000500 
20090520, 2651.410000, 2914.360000, 2006.550000, 2169.440000, 3246.200000, 2196.090000, 0.000033, -0.009200, 0.003600, -0.002000 
20090521, 2610.620000, 2832.280000, 1988.250000, 2119.600000, 3173.600000, 2165.600000, 0.000033, -0.021400, 0.000900, 0.000100 
20090522, 2597.600000, 2775.410000, 1974.560000, 2116.760000, 3166.830000, 2168.180000, 0.000033, -0.001500, 0.002900, 0.001900 
20090525, 2610.010000, 2793.050000, 1980.140000, 2123.150000, 3151.010000, 2168.330000, 0.000033, 0.003800, -0.003000, -0.005400 
20090526, 2588.570000, 2693.850000, 1952.410000, 2118.320000, 3175.820000, 2180.380000, 0.000033, -0.006600, 0.013300, -0.000800 
20090527, 2632.930000, 2720.260000, 1977.350000, 2137.030000, 3180.360000, 2160.150000, 0.000033, 0.009900, -0.004500, 0.000700 
20090601, 2721.280000, 2865.660000, 2063.800000, 2183.310000, 3226.870000, 2194.870000, 0.000034, 0.029100, -0.012500, -0.000600 
20090602, 2724.300000, 2840.340000, 2081.500000, 2199.520000, 3284.440000, 2214.570000, 0.000034, 0.003500, 0.001200, -0.004300 
20090603, 2778.590000, 2863.260000, 2138.230000, 2219.060000, 3281.740000, 2209.440000, 0.000034, 0.019200, -0.002800, -0.002100 
20090604, 2767.240000, 2854.700000, 2167.810000, 2213.500000, 3260.040000, 2206.450000, 0.000034, 0.003000, -0.002400, 0.008000 
20090605, 2753.890000, 2860.990000, 2171.570000, 2194.590000, 3342.520000, 2230.890000, 0.000034, -0.004300, -0.000400, -0.011700 
20090608, 2768.340000, 2827.340000, 2160.290000, 2180.980000, 3348.230000, 2232.300000, 0.000034, 0.000800, 0.008100, -0.006200 
20090609, 2787.890000, 2818.680000, 2150.620000, 2195.060000, 3391.010000, 2225.860000, 0.000034, 0.005900, 0.003500, -0.006100 
20090610, 2816.250000, 2859.520000, 2176.700000, 2237.250000, 3412.020000, 2253.600000, 0.000034, 0.010700, -0.001700, 0.008000 
20090611, 2797.320000, 2815.750000, 2137.060000, 2203.170000, 3410.260000, 2298.130000, 0.000034, -0.007500, 0.002700, -0.006700 
20090612, 2743.760000, 2763.210000, 2081.040000, 2160.020000, 3323.770000, 2279.650000, 0.000034, -0.019700, -0.000600, -0.001800 
20090615, 2789.550000, 2751.180000, 2073.040000, 2177.930000, 3403.820000, 2301.290000, 0.000034, 0.018500, 0.005800, -0.003200 
20090616, 2776.020000, 2743.430000, 2091.030000, 2177.450000, 3395.010000, 2302.950000, 0.000034, -0.001200, -0.000600, 0.001000 
20090617, 2810.120000, 2778.400000, 2119.390000, 2202.530000, 3434.070000, 2330.570000, 0.000034, 0.015500, -0.006000, -0.003100 
20090618, 2853.900000, 2881.660000, 2138.120000, 2233.550000, 3456.890000, 2370.550000, 0.000034, 0.012700, -0.007200, 0.000200 
20090619, 2880.490000, 2858.840000, 2128.090000, 2265.050000, 3446.430000, 2380.960000, 0.000034, 0.005800, -0.004000, 0.005700 
20090622, 2896.300000, 2836.080000, 2153.880000, 2250.100000, 3421.400000, 2333.300000, 0.000035, -0.002200, -0.004600, 0.006700 
20090623, 2892.700000, 2787.260000, 2162.810000, 2243.300000, 3413.790000, 2321.360000, 0.000035, -0.000900, -0.000300, 0.007200 
20090624, 2922.300000, 2883.910000, 2252.500000, 2279.780000, 3434.990000, 2339.260000, 0.000035, 0.012600, -0.006800, 0.002600 
20090625, 2925.050000, 2855.940000, 2247.510000, 2259.260000, 3416.400000, 2331.900000, 0.000035, -0.000600, 0.003900, -0.003400 
20090626, 2928.210000, 2879.710000, 2229.130000, 2254.030000, 3435.670000, 2349.130000, 0.000036, 0.003600, 0.007200, -0.004300 
20090629, 2975.310000, 2975.810000, 2234.980000, 2284.020000, 3486.020000, 2337.580000, 0.000036, 0.014100, -0.006500, -0.000100 
20090630, 2959.360000, 2974.640000, 2246.970000, 2267.790000, 3472.220000, 2327.490000, 0.000036, -0.005200, -0.001300, -0.006200 
20090701, 3008.150000, 3021.580000, 2274.980000, 2284.890000, 3483.160000, 2329.990000, 0.000036, 0.019100, -0.006800, 0.002200 
20090702, 3060.250000, 3127.420000, 2302.440000, 2312.050000, 3505.890000, 2351.640000, 0.000036, 0.012600, -0.002100, 0.006200 
20090703, 3088.370000, 3206.300000, 2293.010000, 2326.240000, 3536.690000, 2351.970000, 0.000036, 0.012400, -0.004500, 0.000200 
20090706, 3124.670000, 3234.490000, 2367.310000, 2348.110000, 3520.160000, 2342.210000, 0.000036, 0.012100, -0.011300, 0.010500 
20090707, 3089.450000, 3177.760000, 2360.130000, 2344.840000, 3549.170000, 2377.370000, 0.000037, -0.006500, 0.006400, -0.004900 
20090708, 3080.770000, 3248.540000, 2374.240000, 2349.290000, 3568.860000, 2395.410000, 0.000037, 0.003400, 0.004700, -0.001100 
20090709, 3123.030000, 3288.280000, 2409.560000, 2387.220000, 3674.860000, 2452.960000, 0.000037, 0.015700, 0.002600, 0.001600 
20090710, 3113.930000, 3265.520000, 2429.530000, 2391.400000, 3725.500000, 2443.760000, 0.000038, 0.001600, -0.000900, -0.003800 
20090713, 3080.560000, 3184.590000, 2388.740000, 2413.440000, 3752.270000, 2481.830000, 0.000038, -0.004700, 0.009400, -0.011300 
20090714, 3145.160000, 3260.830000, 2446.960000, 2457.830000, 3812.780000, 2500.750000, 0.000039, 0.023500, -0.004500, 0.005000 
20090715, 3188.550000, 3350.150000, 2522.250000, 2510.970000, 3806.660000, 2496.220000, 0.000039, 0.009600, -0.003600, 0.009500 
20090716, 3183.740000, 3330.600000, 2514.450000, 2477.630000, 3763.410000, 2458.330000, 0.000040, -0.000500, 0.004000, -0.000600 
20090717, 3189.740000, 3413.870000, 2582.240000, 2494.590000, 3763.870000, 2458.460000, 0.000040, 0.003500, 0.000600, 0.005200 
20090720, 3266.920000, 3581.330000, 2689.510000, 2561.120000, 3807.320000, 2488.050000, 0.000041, 0.018800, -0.004800, 0.008200 
20090721, 3213.210000, 3507.350000, 2628.530000, 2511.860000, 3760.090000, 2443.220000, 0.000043, -0.017000, -0.006900, -0.004700 
20090722, 3296.610000, 3718.370000, 2684.060000, 2552.640000, 3804.110000, 2457.320000, 0.000044, 0.017500, -0.003000, 0.007600 
20090723, 3328.490000, 3752.200000, 2690.190000, 2555.590000, 3833.790000, 2472.700000, 0.000044, 0.011900, -0.000600, 0.001500 
20090724, 3372.600000, 3883.180000, 2726.130000, 2558.570000, 3773.570000, 2457.700000, 0.000044, 0.000700, -0.009500, 0.010100 
20090727, 3435.210000, 3904.280000, 2864.140000, 2623.430000, 3842.010000, 2487.020000, 0.000045, 0.020900, -0.002400, 0.004300 
20090728, 3438.370000, 3835.430000, 2909.000000, 2664.670000, 3898.160000, 2492.430000, 0.000045, 0.005900, 0.004500, 0.004000 
20090729, 3266.430000, 3623.830000, 2712.320000, 2493.720000, 3681.830000, 2367.110000, 0.000045, -0.052600, -0.003900, 0.003600 
20090730, 3321.560000, 3662.930000, 2762.850000, 2522.030000, 3693.500000, 2372.220000, 0.000046, 0.019500, -0.000100, 0.008300 
20090731, 3412.060000, 3768.240000, 2889.340000, 2606.400000, 3768.410000, 2432.810000, 0.000046, 0.028000, -0.002500, 0.003100 
20090803, 3462.590000, 3822.990000, 3021.950000, 2671.350000, 3885.970000, 2457.060000, 0.000046, 0.015800, -0.000800, 0.007500 
20090804, 3471.440000, 3954.720000, 3059.870000, 2700.120000, 3982.380000, 2510.280000, 0.000046, 0.002100, -0.000300, 0.000800 
20090805, 3428.500000, 3815.040000, 3040.310000, 2721.620000, 4020.630000, 2555.800000, 0.000046, -0.007500, 0.007700, -0.005700 
20090806, 3356.330000, 3669.280000, 2919.750000, 2662.310000, 3971.910000, 2554.800000, 0.000047, -0.018700, 0.003600, -0.012000 
20090807, 3260.690000, 3523.220000, 2789.340000, 2569.600000, 3873.930000, 2534.760000, 0.000047, -0.029500, 0.006800, -0.009900 
20090810, 3249.760000, 3506.700000, 2824.030000, 2579.330000, 3911.400000, 2601.380000, 0.000047, 0.001000, 0.005400, -0.002400 
20090811, 3264.730000, 3539.940000, 2781.720000, 2579.150000, 3976.780000, 2587.210000, 0.000047, 0.004800, 0.000700, -0.003300 
20090812, 3112.720000, 3345.700000, 2616.200000, 2440.570000, 3809.690000, 2500.570000, 0.000047, -0.044400, -0.005500, -0.005200 
20090813, 3140.560000, 3408.870000, 2673.380000, 2443.010000, 3785.180000, 2474.070000, 0.000047, 0.007600, -0.005100, 0.007100 
20090814, 3046.970000, 3340.620000, 2583.000000, 2357.760000, 3586.960000, 2380.750000, 0.000047, -0.033400, -0.017700, 0.000300 
20090817, 2870.630000, 3073.620000, 2366.630000, 2219.680000, 3368.130000, 2261.630000, 0.000048, -0.063200, -0.000500, -0.005000 
20090818, 2910.880000, 3132.260000, 2449.040000, 2252.130000, 3421.600000, 2302.680000, 0.000048, 0.012900, -0.001400, 0.004200 
20090819, 2785.580000, 2965.380000, 2280.630000, 2140.200000, 3302.710000, 2278.040000, 0.000048, -0.047400, -0.003600, -0.013700 
20090820, 2911.580000, 3159.390000, 2380.700000, 2222.260000, 3399.910000, 2335.800000, 0.000048, 0.039900, -0.001100, 0.003400 
20090821, 2960.770000, 3251.190000, 2442.710000, 2259.110000, 3512.300000, 2394.050000, 0.000047, 0.021400, 0.006900, -0.001700 
20090824, 2993.430000, 3329.770000, 2480.210000, 2275.110000, 3576.920000, 2514.560000, 0.000047, 0.011100, 0.010000, -0.002800 
20090825, 2915.800000, 3248.490000, 2364.830000, 2201.560000, 3537.450000, 2499.960000, 0.000047, -0.029300, 0.011000, -0.006400 
20090826, 2967.590000, 3272.760000, 2409.220000, 2275.590000, 3647.700000, 2550.260000, 0.000047, 0.023400, 0.009500, 0.002700 
20090827, 2946.390000, 3212.280000, 2397.890000, 2281.600000, 3697.180000, 2622.920000, 0.000047, 0.001200, 0.010800, -0.006600 
20090828, 2860.690000, 3068.750000, 2324.790000, 2232.040000, 3628.850000, 2534.400000, 0.000047, -0.031100, 0.002600, -0.004700 
20090831, 2667.740000, 2791.590000, 2130.210000, 2077.570000, 3407.700000, 2404.860000, 0.000047, -0.071200, 0.004400, -0.013800 
20090901, 2683.720000, 2778.810000, 2090.410000, 2068.130000, 3404.100000, 2396.570000, 0.000048, 0.002100, -0.004400, 0.001800 
20090902, 2714.970000, 2847.900000, 2105.330000, 2078.380000, 3395.490000, 2411.540000, 0.000048, 0.012100, 0.000600, 0.001900 
20090903, 2845.020000, 3024.010000, 2272.590000, 2178.610000, 3521.390000, 2476.800000, 0.000048, 0.051400, -0.008600, 0.007900 
20090904, 2861.610000, 3025.630000, 2303.150000, 2191.240000, 3583.370000, 2558.450000, 0.000048, 0.010100, 0.004800, -0.006400 
20090907, 2881.120000, 3030.720000, 2336.700000, 2206.740000, 3671.890000, 2632.580000, 0.000048, 0.009500, 0.003700, -0.009100 
20090908, 2930.470000, 3128.100000, 2405.510000, 2245.620000, 3724.280000, 2625.570000, 0.000048, 0.019600, -0.006900, 0.002600 
20090909, 2946.260000, 3164.370000, 2465.250000, 2277.260000, 3698.140000, 2610.370000, 0.000048, 0.006200, -0.004600, 0.009800 
20090910, 2924.880000, 3131.210000, 2431.470000, 2254.720000, 3691.830000, 2570.900000, 0.000048, -0.009800, -0.000700, -0.000500 
20090911, 2989.790000, 3196.610000, 2456.850000, 2278.270000, 3724.690000, 2623.680000, 0.000048, 0.022700, -0.000400, -0.002400 
20090914, 3026.740000, 3233.830000, 2491.110000, 2317.340000, 3808.300000, 2666.800000, 0.000048, 0.018800, 0.005400, -0.005300 
20090915, 3033.730000, 3265.770000, 2537.110000, 2318.090000, 3807.610000, 2669.110000, 0.000048, 0.004500, 0.007500, 0.003200 
20090916, 2999.710000, 3227.540000, 2547.420000, 2283.810000, 3771.610000, 2656.360000, 0.000048, -0.008800, 0.014800, -0.006900 
20090917, 3060.260000, 3288.580000, 2584.250000, 2338.420000, 3827.610000, 2685.320000, 0.000048, 0.020000, 0.006000, 0.002700 
20090918, 2962.670000, 3176.500000, 2464.750000, 2271.820000, 3735.150000, 2684.470000, 0.000048, -0.034600, 0.003400, -0.008200 
20090921, 2967.010000, 3179.860000, 2450.550000, 2297.220000, 3780.730000, 2788.370000, 0.000048, 0.006900, 0.007800, -0.011100 
20090922, 2897.550000, 3058.530000, 2389.990000, 2247.670000, 3737.160000, 2746.320000, 0.000048, -0.022600, -0.001000, -0.007400 
20090923, 2842.720000, 2959.840000, 2326.310000, 2204.200000, 3637.470000, 2639.990000, 0.000048, -0.023600, -0.001000, 0.002500 
20090924, 2853.550000, 2975.390000, 2323.390000, 2180.770000, 3570.830000, 2585.880000, 0.000048, 0.000600, -0.004700, 0.004000 
20090925, 2838.840000, 2959.910000, 2274.110000, 2163.150000, 3573.910000, 2567.700000, 0.000048, -0.008000, -0.001500, -0.002100 
20090928, 2763.530000, 2861.120000, 2187.540000, 2114.440000, 3491.550000, 2559.340000, 0.000048, -0.026600, -0.006100, -0.008300 
20090929, 2754.540000, 2853.440000, 2171.340000, 2098.780000, 3426.770000, 2500.270000, 0.000048, -0.007200, -0.016000, 0.002400 
20090930, 2779.430000, 2888.720000, 2211.680000, 2110.420000, 3468.830000, 2548.490000, 0.000048, 0.010400, -0.001700, -0.001300 
20091009, 2911.720000, 3101.680000, 2373.700000, 2213.500000, 3599.270000, 2647.300000, 0.000049, 0.049800, -0.001600, 0.005900 
20091012, 2894.480000, 3047.200000, 2357.280000, 2198.770000, 3635.400000, 2645.650000, 0.000049, -0.001200, 0.009200, -0.005300 
20091013, 2936.190000, 3118.520000, 2394.530000, 2225.640000, 3673.180000, 2670.970000, 0.000049, 0.015200, 0.002500, 0.007000 
20091014, 2970.530000, 3183.670000, 2420.810000, 2246.670000, 3679.500000, 2673.780000, 0.000049, 0.009000, 0.000700, 0.004200 
20091015, 2979.790000, 3216.250000, 2425.600000, 2241.270000, 3655.980000, 2658.710000, 0.000049, 0.003100, 0.003700, 0.007100 
20091016, 2976.630000, 3252.590000, 2420.220000, 2244.670000, 3658.710000, 2680.660000, 0.000049, 0.001100, 0.001500, -0.004100 
20091019, 3038.270000, 3329.410000, 2503.500000, 2289.920000, 3743.900000, 2724.780000, 0.000049, 0.024100, -0.004400, 0.001400 
20091020, 3084.450000, 3360.260000, 2527.340000, 2318.890000, 3834.450000, 2729.120000, 0.000049, 0.014900, 0.002800, 0.000300 
20091021, 3070.590000, 3334.470000, 2517.950000, 2305.300000, 3786.690000, 2711.700000, 0.000049, -0.004100, -0.002800, 0.005100 
20091022, 3051.410000, 3309.170000, 2496.750000, 2295.340000, 3820.380000, 2705.490000, 0.000049, -0.004400, 0.009600, -0.002600 
20091023, 3107.850000, 3423.960000, 2543.110000, 2324.320000, 3863.620000, 2741.080000, 0.000049, 0.017700, -0.005400, 0.004500 
20091026, 3109.570000, 3407.140000, 2554.240000, 2314.620000, 3861.060000, 2812.290000, 0.000049, 0.000000, 0.002300, -0.002700 
20091027, 3021.460000, 3255.630000, 2453.390000, 2253.090000, 3751.490000, 2760.900000, 0.000049, -0.028100, 0.001400, -0.006300 
20091028, 3031.330000, 3301.630000, 2459.460000, 2265.540000, 3812.290000, 2770.620000, 0.000049, 0.004700, 0.002800, -0.000100 
20091029, 2960.470000, 3210.340000, 2371.030000, 2217.840000, 3773.260000, 2773.690000, 0.000049, -0.022100, 0.002600, -0.003800 
20091030, 2995.850000, 3237.780000, 2396.700000, 2237.510000, 3832.720000, 2854.180000, 0.000049, 0.013000, 0.001100, -0.003100 
