,date,close,dret,yearmonth
1342,2006-07-25,3.17,-0.0031,200607
1343,2006-07-26,3.22,0.0158,200607
1344,2006-07-27,3.18,-0.0124,200607
1345,2006-07-28,3.12,0.0126,200607
1346,2006-07-31,2.96,-0.0513,200607
1347,2006-08-01,2.91,-0.0169,200608
1348,2006-08-02,3.01,0.0344,200608
1349,2006-08-03,3.03,0.0066,200608
1350,2006-08-04,2.91,-0.0396,200608
1351,2006-08-07,2.76,-0.0515,200608
1352,2006-08-08,2.90,0.0507,200608
1353,2006-08-09,2.87,-0.0103,200608
1354,2006-08-10,2.97,0.0348,200608
1355,2006-08-11,2.96,-0.0034,200608
1356,2006-08-14,2.84,-0.0405,200608
1357,2006-08-15,2.95,0.0387,200608
1358,2006-08-16,2.98,0.0102,200608
1359,2006-08-17,2.93,-0.0168,200608
1360,2006-08-18,2.89,-0.0137,200608
1361,2006-08-21,2.89,0.0000,200608
1362,2006-08-22,2.88,-0.0035,200608
1363,2006-08-23,2.84,-0.0139,200608
1364,2006-08-24,2.84,0.0000,200608
1365,2006-08-25,2.82,-0.0070,200608
1366,2006-08-28,2.88,0.0213,200608
1367,2006-08-29,2.89,0.0035,200608
1368,2006-08-30,2.91,0.0069,200608
1369,2006-08-31,2.91,0.0000,200608
1370,2006-09-01,2.81,-0.0344,200609
1371,2006-09-04,2.87,0.0214,200609
1373,2006-09-06,2.88,0.0035,200609
1374,2006-09-07,2.82,-0.0208,200609
1375,2006-09-08,2.84,0.0071,200609
1376,2006-09-11,2.91,0.0246,200609
1377,2006-09-12,2.93,0.0069,200609
1378,2006-09-13,2.87,-0.0205,200609
1379,2006-09-14,2.88,0.0035,200609
1380,2006-09-15,2.91,0.0104,200609
1381,2006-09-18,2.95,0.0137,200609
1382,2006-09-19,2.95,0.0000,200609
1383,2006-09-20,3.06,0.0373,200609
1384,2006-09-21,3.05,-0.0033,200609
1385,2006-09-22,2.97,-0.0262,200609
1386,2006-09-25,2.97,0.0000,200609
1387,2006-09-26,2.92,-0.0168,200609
1388,2006-09-27,2.92,0.0000,200609
1389,2006-09-28,2.93,0.0034,200609
1390,2006-09-29,2.96,0.0102,200609
1392,2006-10-09,3.02,0.0203,200610
1393,2006-10-10,3.07,0.0166,200610
1394,2006-10-11,3.06,-0.0033,200610
1395,2006-10-12,3.01,-0.0163,200610
1396,2006-10-13,3.02,0.0033,200610
1397,2006-10-16,3.00,-0.0066,200610
1398,2006-10-17,3.00,0.0000,200610
1399,2006-10-18,3.03,0.0100,200610
1400,2006-10-19,3.03,0.0000,200610
1401,2006-10-20,3.06,0.0099,200610
1402,2006-10-23,2.94,-0.0392,200610
1403,2006-10-24,2.99,0.0170,200610
1404,2006-10-25,2.95,-0.0134,200610
1405,2006-10-26,2.91,-0.0136,200610
1406,2006-10-27,2.86,-0.0172,200610
1407,2006-10-30,2.90,0.0140,200610
1408,2006-10-31,2.90,0.0000,200610
1409,2006-11-01,2.90,0.0000,200611
1410,2006-11-02,2.87,-0.0103,200611
1411,2006-11-03,2.89,0.0070,200611
1412,2006-11-06,2.84,-0.0173,200611
1413,2006-11-07,2.82,-0.0070,200611
1414,2006-11-08,2.81,-0.0035,200611
1415,2006-11-09,2.85,0.0142,200611
1416,2006-11-10,2.79,-0.0211,200611
1417,2006-11-13,2.67,-0.0430,200611
1418,2006-11-14,2.70,0.0112,200611
1419,2006-11-15,2.81,0.0407,200611
1420,2006-11-16,2.82,0.0036,200611
1421,2006-11-17,2.92,0.0355,200611
1422,2006-11-20,2.87,-0.0171,200611
1423,2006-11-21,2.88,0.0035,200611
1424,2006-11-22,2.86,-0.0069,200611
1425,2006-11-23,2.87,0.0035,200611
1426,2006-11-24,2.89,0.0070,200611
1427,2006-11-27,3.01,0.0415,200611
1428,2006-11-28,2.97,-0.0133,200611
1429,2006-11-29,2.97,0.0000,200611
1430,2006-11-30,2.98,0.0034,200611
1431,2006-12-01,2.95,-0.0101,200612
1432,2006-12-04,3.02,0.0237,200612
1433,2006-12-05,3.06,0.0132,200612
1434,2006-12-06,3.04,-0.0065,200612
1435,2006-12-07,3.16,0.0395,200612
1436,2006-12-08,2.97,-0.0601,200612
1437,2006-12-11,3.07,0.0337,200612
1438,2006-12-12,3.03,-0.0130,200612
1439,2006-12-13,2.97,-0.0198,200612
1440,2006-12-14,2.99,0.0067,200612
1441,2006-12-15,3.01,0.0067,200612
1442,2006-12-18,3.03,0.0066,200612
1443,2006-12-19,3.01,-0.0066,200612
1444,2006-12-20,3.09,0.0266,200612
1445,2006-12-21,3.11,0.0065,200612
1446,2006-12-22,3.09,-0.0064,200612
1447,2006-12-25,3.25,0.0518,200612
1448,2006-12-26,3.24,-0.0031,200612
1449,2006-12-27,3.23,-0.0031,200612
1450,2006-12-28,3.07,-0.0495,200612
1451,2006-12-29,3.09,0.0065,200612
1453,2007-01-04,3.15,0.0194,200701
1454,2007-01-05,3.28,0.0413,200701
1455,2007-01-08,3.42,0.0427,200701
1456,2007-01-09,3.41,-0.0029,200701
1457,2007-01-10,3.57,0.0469,200701
1458,2007-01-11,3.54,-0.0084,200701
1459,2007-01-12,3.38,-0.0452,200701
1460,2007-01-15,3.64,0.0769,200701
1461,2007-01-16,3.85,0.0577,200701
1462,2007-01-17,3.70,-0.0390,200701
1463,2007-01-18,3.86,0.0432,200701
1464,2007-01-19,3.90,0.0104,200701
1465,2007-01-22,4.26,0.0923,200701
1466,2007-01-23,4.46,0.0469,200701
1467,2007-01-24,4.38,-0.0179,200701
1468,2007-01-25,4.06,-0.0731,200701
1469,2007-01-26,4.01,-0.0123,200701
1470,2007-01-29,4.20,0.0474,200701
1471,2007-01-30,4.06,-0.0333,200701
1472,2007-01-31,3.84,-0.0542,200701
1473,2007-02-01,3.90,0.0156,200702
1474,2007-02-02,3.92,0.0051,200702
1475,2007-02-05,4.04,0.0306,200702
1476,2007-02-06,4.19,0.0371,200702
1477,2007-02-07,4.16,-0.0072,200702
1478,2007-02-08,4.24,0.0192,200702
1479,2007-02-09,4.17,-0.0165,200702
1480,2007-02-12,4.34,0.0408,200702
1481,2007-02-13,4.53,0.0438,200702
1482,2007-02-14,4.96,0.0949,200702
1483,2007-02-15,5.21,0.0504,200702
1484,2007-02-16,5.15,-0.0115,200702
1485,2007-02-26,5.48,0.0641,200702
1486,2007-02-27,4.93,-0.1004,200702
1487,2007-02-28,5.15,0.0446,200702
1488,2007-03-01,4.90,-0.0485,200703
1489,2007-03-02,4.95,0.0102,200703
1490,2007-03-05,5.10,0.0303,200703
1491,2007-03-06,5.17,0.0137,200703
1492,2007-03-07,5.29,0.0232,200703
1493,2007-03-08,5.58,0.0548,200703
1494,2007-03-09,5.40,-0.0323,200703
1495,2007-03-12,5.48,0.0148,200703
1496,2007-03-13,5.54,0.0109,200703
1497,2007-03-14,5.52,-0.0036,200703
1498,2007-03-15,5.59,0.0127,200703
1499,2007-03-16,5.44,-0.0268,200703
1500,2007-03-19,5.35,-0.0165,200703
1501,2007-03-20,5.51,0.0299,200703
1502,2007-03-21,5.78,0.0490,200703
1503,2007-03-22,5.74,-0.0069,200703
1504,2007-03-23,5.84,0.0174,200703
1505,2007-03-26,6.04,0.0342,200703
1506,2007-03-27,6.17,0.0215,200703
1507,2007-03-28,6.01,-0.0259,200703
1508,2007-03-29,5.64,-0.0616,200703
1509,2007-03-30,5.74,0.0177,200703
1511,2007-04-02,5.95,0.0366,200704
1512,2007-04-03,6.10,0.0252,200704
1513,2007-04-04,6.15,0.0082,200704
1514,2007-04-05,6.33,0.0293,200704
1515,2007-04-06,6.58,0.0395,200704
1516,2007-04-09,6.69,0.0167,200704
1517,2007-04-10,6.69,0.0000,200704
1518,2007-04-11,7.36,0.1001,200704
1519,2007-04-12,8.10,0.1005,200704
1520,2007-04-13,8.91,0.1000,200704
1522,2007-04-16,9.38,0.0527,200704
1523,2007-04-17,9.38,0.0000,200704
1524,2007-04-18,9.45,0.0075,200704
1525,2007-04-19,8.61,-0.0889,200704
1526,2007-04-20,9.09,0.0557,200704
1527,2007-04-23,9.45,0.0396,200704
1528,2007-04-24,10.39,0.0995,200704
1529,2007-04-25,9.94,-0.0433,200704
1530,2007-04-26,9.96,0.0020,200704
1531,2007-04-27,10.31,0.0351,200704
1532,2007-04-30,10.95,0.0621,200704
1533,2007-05-08,11.53,0.0530,200705
1534,2007-05-09,11.26,-0.0234,200705
1535,2007-05-10,11.21,-0.0044,200705
1536,2007-05-11,11.80,0.0526,200705
1537,2007-05-14,11.58,-0.0186,200705
1538,2007-05-15,10.65,-0.0803,200705
1539,2007-05-16,10.99,0.0319,200705
1540,2007-05-17,11.44,0.0409,200705
1542,2007-05-21,11.33,-0.0096,200705
1543,2007-05-22,11.54,0.0185,200705
1544,2007-05-23,12.13,0.0511,200705
1545,2007-05-24,11.81,-0.0264,200705
1546,2007-05-25,12.14,0.0279,200705
1547,2007-05-28,12.77,0.0519,200705
1548,2007-05-29,13.05,0.0219,200705
1549,2007-05-30,11.75,-0.0996,200705
1550,2007-05-31,10.58,-0.0996,200705
1551,2007-06-01,9.52,-0.1002,200706
1552,2007-06-04,8.57,-0.0998,200706
1553,2007-06-05,8.39,-0.0210,200706
1554,2007-06-06,8.41,0.0024,200706
1555,2007-06-07,8.99,0.0690,200706
1556,2007-06-08,9.05,0.0067,200706
1557,2007-06-11,8.92,-0.0144,200706
1558,2007-06-12,9.75,0.0930,200706
1559,2007-06-13,9.98,0.0236,200706
1560,2007-06-14,9.53,-0.0451,200706
1561,2007-06-15,9.25,-0.0294,200706
1562,2007-06-18,9.46,0.0227,200706
1563,2007-06-19,9.70,0.0254,200706
1564,2007-06-20,9.33,-0.0381,200706
1565,2007-06-21,9.05,-0.0300,200706
1566,2007-06-22,8.17,-0.0972,200706
1567,2007-06-25,7.35,-0.1004,200706
1568,2007-06-26,7.36,0.0014,200706
1569,2007-06-27,7.62,0.0353,200706
1570,2007-06-28,6.88,-0.0971,200706
1571,2007-06-29,6.40,-0.0698,200706
1573,2007-07-02,6.82,0.0656,200707
1574,2007-07-03,6.94,0.0176,200707
1575,2007-07-04,6.59,-0.0504,200707
1576,2007-07-05,5.93,-0.1002,200707
1577,2007-07-06,6.48,0.0927,200707
1578,2007-07-09,6.94,0.0710,200707
1579,2007-07-10,6.68,-0.0231,200707
1580,2007-07-11,6.80,0.0180,200707
1581,2007-07-12,6.81,0.0015,200707
1582,2007-07-13,6.95,0.0206,200707
1583,2007-07-16,6.62,-0.0475,200707
1584,2007-07-17,6.89,0.0408,200707
1585,2007-07-18,7.27,0.0552,200707
1586,2007-07-19,7.21,-0.0083,200707
1587,2007-07-20,7.52,0.0430,200707
1588,2007-07-23,7.98,0.0612,200707
1589,2007-07-24,8.07,0.0113,200707
1590,2007-07-25,8.88,0.1004,200707
1591,2007-07-26,9.14,0.0293,200707
1592,2007-07-27,9.16,0.0022,200707
1593,2007-07-30,9.21,0.0055,200707
1594,2007-07-31,9.59,0.0413,200707
1595,2007-08-01,8.64,-0.0991,200708
1596,2007-08-02,8.84,0.0231,200708
1597,2007-08-03,8.74,-0.0113,200708
1598,2007-08-06,9.17,0.0492,200708
1599,2007-08-07,9.22,0.0055,200708
1600,2007-08-08,8.79,-0.0466,200708
1601,2007-08-09,9.03,0.0273,200708
1602,2007-08-10,9.33,0.0332,200708
1603,2007-08-13,10.15,0.0879,200708
1604,2007-08-14,9.96,-0.0187,200708
1605,2007-08-15,10.39,0.0432,200708
1606,2007-08-16,10.92,0.0510,200708
1607,2007-08-17,10.70,-0.0201,200708
1608,2007-08-20,10.89,0.0178,200708
1609,2007-08-21,10.62,-0.0248,200708
1610,2007-08-22,10.41,-0.0198,200708
1611,2007-08-23,10.50,0.0086,200708
1612,2007-08-24,10.20,-0.0286,200708
1613,2007-08-27,10.49,0.0284,200708
1614,2007-08-28,11.54,0.1001,200708
1615,2007-08-29,11.53,-0.0009,200708
1616,2007-08-30,11.91,0.0330,200708
1617,2007-08-31,12.18,0.0227,200708
1618,2007-09-03,12.28,0.0082,200709
1619,2007-09-04,11.84,-0.0358,200709
1620,2007-09-05,12.82,0.0828,200709
1621,2007-09-06,13.09,0.0211,200709
1622,2007-09-07,14.40,0.1001,200709
1623,2007-09-10,15.84,0.1000,200709
1624,2007-09-11,14.26,-0.0997,200709
1625,2007-09-12,14.76,0.0351,200709
1626,2007-09-13,14.36,-0.0271,200709
1627,2007-09-14,15.60,0.0864,200709
1628,2007-09-17,15.62,0.0013,200709
1629,2007-09-18,15.22,-0.0256,200709
1630,2007-09-19,14.53,-0.0453,200709
1631,2007-09-20,14.62,0.0062,200709
1632,2007-09-21,13.61,-0.0691,200709
1633,2007-09-24,13.98,0.0272,200709
1634,2007-09-25,13.98,0.0000,200709
1635,2007-09-26,13.70,-0.0200,200709
1636,2007-09-27,13.84,0.0102,200709
1637,2007-09-28,14.66,0.0592,200709
1639,2007-10-08,14.09,-0.0389,200710
1640,2007-10-09,13.89,-0.0142,200710
1641,2007-10-10,14.09,0.0144,200710
1642,2007-10-11,13.40,-0.0490,200710
1643,2007-10-12,12.55,-0.0634,200710
1644,2007-10-15,12.01,-0.0430,200710
1645,2007-10-16,12.31,0.0250,200710
1646,2007-10-17,12.10,-0.0171,200710
1647,2007-10-18,11.77,-0.0273,200710
1648,2007-10-19,11.76,-0.0008,200710
1649,2007-10-22,10.87,-0.0757,200710
1650,2007-10-23,10.59,-0.0258,200710
1651,2007-10-24,10.68,0.0085,200710
1652,2007-10-25,9.61,-0.1002,200710
1653,2007-10-26,9.52,-0.0094,200710
1654,2007-10-29,9.69,0.0179,200710
1656,2007-10-31,10.66,0.1001,200710
1657,2007-11-01,10.75,0.0084,200711
1658,2007-11-02,10.27,-0.0447,200711
1659,2007-11-05,10.60,0.0321,200711
1660,2007-11-06,10.51,-0.0085,200711
1661,2007-11-07,10.68,0.0162,200711
1662,2007-11-08,10.04,-0.0599,200711
1663,2007-11-09,9.72,-0.0319,200711
1664,2007-11-12,9.31,-0.0422,200711
1665,2007-11-13,9.45,0.0150,200711
1666,2007-11-14,9.85,0.0423,200711
1667,2007-11-15,9.82,-0.0030,200711
1668,2007-11-16,10.30,0.0489,200711
1669,2007-11-19,10.60,0.0291,200711
1670,2007-11-20,10.71,0.0104,200711
1671,2007-11-21,11.08,0.0345,200711
1672,2007-11-22,10.80,-0.0253,200711
1673,2007-11-23,10.83,0.0028,200711
1674,2007-11-26,10.32,-0.0471,200711
1675,2007-11-27,9.67,-0.0630,200711
1676,2007-11-28,9.70,0.0031,200711
1677,2007-11-29,10.09,0.0402,200711
1678,2007-11-30,9.80,-0.0287,200711
1679,2007-12-03,9.88,0.0082,200712
1680,2007-12-04,10.05,0.0172,200712
1681,2007-12-05,10.16,0.0109,200712
1682,2007-12-06,9.95,-0.0207,200712
1683,2007-12-07,10.32,0.0372,200712
1684,2007-12-10,10.64,0.0310,200712
1685,2007-12-11,10.71,0.0066,200712
1686,2007-12-12,10.87,0.0149,200712
1687,2007-12-13,10.62,-0.0230,200712
1688,2007-12-14,11.11,0.0461,200712
1689,2007-12-17,11.13,0.0018,200712
1690,2007-12-18,11.04,-0.0081,200712
1691,2007-12-19,11.43,0.0353,200712
1692,2007-12-20,11.29,-0.0122,200712
1693,2007-12-21,11.32,0.0027,200712
1694,2007-12-24,11.34,0.0018,200712
1695,2007-12-25,11.57,0.0203,200712
1696,2007-12-26,12.13,0.0484,200712
1697,2007-12-27,12.38,0.0206,200712
1698,2007-12-28,12.47,0.0073,200712
1700,2008-01-02,13.14,0.0537,200801
1701,2008-01-03,12.97,-0.0129,200801
1702,2008-01-04,12.70,-0.0208,200801
1703,2008-01-07,13.65,0.0748,200801
1704,2008-01-08,12.87,-0.0571,200801
