股票代码_Stkcd,日期_Date,收盘价_Clpr
000420,2000-01-04,6.7
000420,2000-01-05,6.75
000420,2000-01-06,6.97
000420,2000-01-07,7.21
000420,2000-01-10,7.54
000420,2000-01-11,7.08
000420,2000-01-12,6.81
000420,2000-01-13,7.01
000420,2000-01-14,7.27
000420,2000-01-17,7.3
000420,2000-01-18,7.27
000420,2000-01-19,7.37
000420,2000-01-20,7.43
000420,2000-01-21,7.48
000420,2000-01-24,7.28
000420,2000-01-25,7.34
000420,2000-01-26,7.2
000420,2000-01-27,7.14
000420,2000-01-28,7.37
000420,2000-02-14,7.85
000420,2000-02-15,7.6
000420,2000-02-16,7.5
000420,2000-02-17,7.77
000420,2000-02-18,7.78
000420,2000-02-21,
000420,2000-02-22,7.88
000420,2000-02-23,7.94
000420,2000-02-24,7.93
000420,2000-02-25,7.65
000420,2000-02-28,7.7
000420,2000-02-29,7.74
000420,2000-03-01,7.6
000420,2000-03-02,7.58
000420,2000-03-03,7.7
000420,2000-03-06,7.61
000420,2000-03-07,7.44
000420,2000-03-08,7.67
000420,2000-03-09,7.7
000420,2000-03-10,7.51
000420,2000-03-13,7.71
000420,2000-03-14,7.9
000420,2000-03-15,7.94
000420,2000-03-16,7.36
000420,2000-03-17,7.49
000420,2000-03-20,7.58
000420,2000-03-21,7.79
000420,2000-03-22,7.63
000420,2000-03-23,7.98
000420,2000-03-24,7.68
000420,2000-03-27,7.94
000420,2000-03-28,8.12
000420,2000-03-29,7.99
000420,2000-03-30,8.19
000420,2000-03-31,8.17
000420,2000-04-03,7.92
000420,2000-04-04,7.64
000420,2000-04-05,7.67
000420,2000-04-06,7.89
000420,2000-04-07,8.05
000420,2000-04-10,8.51
000420,2000-04-11,8.33
000420,2000-04-12,8.47
000420,2000-04-13,8.44
000420,2000-04-14,8.69
000420,2000-04-17,8.34
000420,2000-04-18,8.41
000420,2000-04-19,8.28
000420,2000-04-20,8.36
000420,2000-04-21,8.16
000420,2000-04-24,8.24
000420,2000-04-25,8.17
000420,2000-04-26,8.13
000420,2000-04-27,7.9
000420,2000-04-28,8
000420,2000-05-08,7.89
000420,2000-05-09,7.69
000420,2000-05-10,7.7
000420,2000-05-11,7.45
000420,2000-05-12,7.65
000420,2000-05-15,7.56
000420,2000-05-16,7.68
000420,2000-05-17,7.57
000420,2000-05-18,7.81
000420,2000-05-19,7.82
000420,2000-05-22,8.08
000420,2000-05-23,8.11
000420,2000-05-24,8.12
000420,2000-05-25,8.2
000420,2000-05-26,8.35
000420,2000-05-29,8.77
000420,2000-05-30,8.36
000420,2000-05-31,8.4
000420,2000-06-01,8.38
000420,2000-06-02,8.22
000420,2000-06-05,8.17
000420,2000-06-06,8.29
000420,2000-06-07,8.22
000420,2000-06-08,8.34
000420,2000-06-09,8.48
000420,2000-06-12,8.67
000420,2000-06-13,8.57
000420,2000-06-14,8.47
000420,2000-06-15,8.34
000420,2000-06-16,8.32
000420,2000-06-19,7.83
000420,2000-06-20,7.62
000420,2000-06-21,7.74
000420,2000-06-22,7.74
000420,2000-06-23,7.81
000420,2000-06-26,7.95
000420,2000-06-27,8.01
000420,2000-06-28,7.92
000420,2000-06-29,7.79
000420,2000-06-30,7.71
000420,2000-07-03,7.72
000420,2000-07-04,7.9
000420,2000-07-05,7.82
000420,2000-07-06,7.81
000420,2000-07-07,8.02
000420,2000-07-10,8.2
000420,2000-07-11,8.08
000420,2000-07-12,8.14
000420,2000-07-13,8.18
000420,2000-07-14,8.3
000420,2000-07-17,8.18
000420,2000-07-18,8.14
000420,2000-07-19,8.13
000420,2000-07-20,7.96
000420,2000-07-21,8.06
000420,2000-07-24,8.15
000420,2000-07-25,8.16
000420,2000-07-26,8.34
000420,2000-07-27,8.4
000420,2000-07-28,8.64
000420,2000-07-31,8.65
000420,2000-08-01,8.59
000420,2000-08-02,8.49
000420,2000-08-03,8.6
000420,2000-08-04,8.4
000420,2000-08-07,8.48
000420,2000-08-08,8.64
000420,2000-08-09,8.59
000420,2000-08-10,8.41
