_Stkcd,month,月收益率_Monret
5,2015/09/30,0.051
5,2015/10/30,0.6521
5,2015/11/30,-0.0872
5,2015/12/31,0.0773
5,2016/01/29,-0.3068
5,2016/02/29,-0.0043
5,2016/03/31,0.1068
5,2016/04/29,-0.0691
5,2016/05/31,-0.0266
5,2016/06/30,0.0849
5,2016/07/29,-0.0504
5,2016/08/31,0.0489
5,2016/09/30,-0.024
5,2016/10/31,0.0041
5,2016/11/30,0.0082
5,2016/12/30,-0.0889
5,2017/01/26,-0.0296
5,2017/02/28,0
5,2017/03/31,-0.0457
5,2017/04/28,-0.0703
5,2017/05/31,-0.1065
5,2017/06/30,0.0077
5,2017/07/31,-0.0573
5,2017/08/31,-0.0101
5,2017/09/29,0.0327
5,2017/10/31,-0.0634
5,2017/11/30,-0.1121
5,2017/12/29,-0.0143
5,2018/01/31,-0.0266
5,2018/02/28,-0.0521
5,2018/03/30,0.0105
5,2018/04/27,-0.0725
5,2018/05/31,-0.0391
5,2018/06/29,-0.1395
5,2018/07/31,0.0642
5,2018/08/31,-0.0603
5,2018/09/28,-0.0068
5,2018/10/31,-0.0714
5,2018/11/30,0.0989
5,2018/12/28,-0.1067
5,2019/01/31,0.056
5,2019/02/28,0.2155
5,2019/03/29,0.0959
5,2019/04/30,-0.1247
5,2019/05/31,-0.0818
5,2019/06/28,0.0033
5,2019/07/31,-0.0395
5,2019/08/30,0.0616
5,2019/09/30,0.0258
5,2019/10/31,-0.0503
5,2019/11/29,-0.0298
5,2019/12/31,0.0546
5,2020/01/23,-0.0388
5,2020/02/28,-0.0606
5,2020/03/31,-0.0179
5,2020/04/30,-0.0219
5,2020/05/29,-0.041
5,2020/06/30,0.0233
5,2020/07/31,0.1103
5,2020/08/31,0.0068
5,2020/09/30,-0.1224
5,2020/10/30,-0.0194
5,2020/11/30,0.0198
5,2020/12/31,-0.0194
5,2021/01/29,-0.1542
5,2021/02/26,0
5,2021/03/31,0.1308
5,2021/04/29,-0.0826
5,2021/05/31,-0.2117
5,2021/06/30,0.0743
5,2021/07/30,0.1117
5,2021/08/31,0.1435
5,2021/09/30,-0.1172
5,2021/10/29,0.0379
5,2021/11/30,0
5,2021/12/31,0.0502
6,2000/01/28,0.1617
6,2000/02/29,0.0491
6,2000/03/31,-0.0286
6,2000/04/28,0.0714
6,2000/05/31,-0.0108
6,2000/06/30,0.1331
6,2000/07/31,0.0468
6,2000/08/31,-0.1137
6,2000/09/29,-0.1154
6,2000/10/31,0.0429
6,2000/11/30,0.0691
6,2000/12/29,0.081
6,2001/01/19,0.0379
6,2001/02/28,-0.0452
6,2001/03/30,0.0695
6,2001/04/30,0.0236
6,2001/05/31,-0.0265
6,2001/06/28,-0.0007
6,2001/07/31,-0.0545
6,2001/08/31,0.0083
6,2001/09/28,-0.0466
6,2001/10/31,-0.0905
6,2001/11/30,0.0123
6,2001/12/31,-0.0296
6,2002/01/31,-0.0996
6,2002/02/28,0.0458
6,2002/03/29,0.0305
6,2002/04/30,0.0323
6,2002/05/31,-0.1128
6,2002/06/28,0.2967
6,2002/07/31,-0.1268
6,2002/08/30,0.0303
6,2002/09/27,-0.0656
6,2002/10/31,-0.0684
6,2002/11/29,-0.1035
6,2002/12/31,-0.0841
6,2003/01/29,0.1126
6,2003/02/28,0.0275
6,2003/03/31,-0.0493
6,2003/04/30,-0.1351
6,2003/05/30,0.0286
6,2003/06/30,-0.1291
6,2003/07/31,-0.0698
6,2003/08/29,0.0364
6,2003/09/30,-0.1038
6,2003/10/31,-0.1227
6,2003/11/28,0.035
6,2003/12/31,-0.015
6,2004/01/30,0.0914
6,2004/02/27,0.2949
6,2004/03/31,0.0013
6,2004/04/30,-0.2073
6,2004/05/31,-0.0238
6,2004/06/30,-0.1217
6,2004/07/30,-0.1168
6,2004/08/31,-0.0673
6,2004/09/30,0.0192
6,2004/10/29,-0.0094
6,2004/11/30,0.0929
6,2004/12/31,-0.1002
6,2005/01/31,0.0751
6,2005/02/28,0.0631
6,2005/03/31,-0.1314
6,2005/04/29,0.0415
6,2005/05/31,-0.0445
6,2005/06/30,-0.0233
6,2005/07/28,-0.0384
6,2005/08/31,0.0984
6,2005/09/30,-0.0145
6,2005/10/31,-0.0393
6,2005/11/30,0.0512
6,2005/12/02,0.0389
6,2006/01/25,0.3091
6,2006/02/28,0.1055
6,2006/03/31,0.0437
6,2006/04/28,0.1039
6,2006/05/31,0.1208
6,2006/06/30,0.0175
6,2006/07/31,0.0806
6,2006/08/31,0.0921
6,2006/09/29,-0.0811
6,2006/10/31,0.0453
6,2006/11/30,0.4
6,2006/12/29,0.0643
6,2007/01/31,-0.1104
6,2007/02/28,0.0813
6,2007/03/30,0.1039
6,2007/04/25,0.4206
6,2007/05/31,0.3312
6,2007/06/29,-0.0632
6,2007/07/31,0.2851
6,2007/08/31,-0.0297
6,2007/09/28,0.1433
6,2007/10/31,0.0521
6,2007/11/30,-0.2793
6,2007/12/28,-0.0286
6,2008/01/31,-0.0057
6,2008/02/29,0.015
6,2008/03/31,-0.0728
6,2008/04/30,0.1206
6,2008/05/30,-0.1537
6,2008/06/30,-0.3339
6,2008/07/31,0.1104
6,2008/08/29,-0.2608
6,2008/09/25,-0.2104
6,2008/10/31,-0.2084
6,2008/11/28,0.2608
6,2008/12/31,-0.01
6,2009/01/22,0.1116
6,2009/02/27,0.1752
6,2009/03/31,0.3975
6,2009/04/30,0.09
6,2009/05/27,0.16
6,2009/06/30,0.167
6,2009/07/31,0.0295
6,2009/08/31,-0.287
6,2009/09/30,0.0103
6,2009/10/30,0.1512
6,2009/11/30,0.1375
6,2009/12/31,-0.1162
6,2010/01/29,-0.1209
6,2010/02/26,0.0422
6,2010/03/31,0.1532
6,2010/04/30,-0.2047
6,2010/05/31,-0.1271
6,2010/06/30,-0.0549
6,2010/07/30,0.7306
6,2010/08/31,-0.084
6,2010/09/30,-0.0966
6,2010/10/29,-0.0135
6,2010/11/30,-0.0562
6,2010/12/31,0.0131
6,2011/01/31,0.0201
6,2011/02/28,0.0155
6,2011/03/31,0.0859
6,2011/04/29,-0.0089
6,2011/05/31,-0.0927
6,2011/06/30,0.0799
6,2011/07/29,-0.0052
6,2011/08/31,-0.0571
6,2011/09/30,-0.0716
6,2011/10/31,0.0514
6,2011/11/30,-0.1241
6,2011/12/30,-0.1202
6,2012/01/31,0.0707
6,2012/02/29,0.2005
6,2012/03/30,0.0455
6,2012/04/27,0.1525
6,2012/05/31,-0.0362
6,2012/06/29,-0.067
6,2012/07/31,-0.0595
6,2012/08/31,-0.022
6,2012/09/28,0
6,2012/10/31,0.0349
6,2012/11/30,-0.0699
6,2012/12/31,0.2824
6,2013/01/31,0.1172
6,2013/02/28,-0.0579
6,2013/03/29,-0.1363
6,2013/04/26,-0.0222
6,2013/05/31,0.1364
6,2013/06/28,-0.0854
6,2013/07/31,-0.0516
6,2013/08/30,0.1782
6,2013/09/30,-0.0294
6,2013/10/31,0.0303
6,2013/11/29,0.2164
6,2013/12/31,-0.1485
6,2014/01/30,-0.1136
6,2014/02/28,-0.016
6,2014/03/31,0.2535
6,2014/04/30,-0.1002
6,2014/05/30,-0.0289
6,2014/06/30,0.0053
6,2014/07/31,0.0852
6,2014/08/29,0.0805
6,2014/09/30,0.0912
6,2014/10/31,0.0717
6,2014/11/28,0.1051
6,2014/12/31,0.0159
6,2015/01/30,-0.078
6,2015/02/27,0.0108
6,2015/03/31,0.3394
6,2015/04/30,0.3273
6,2015/05/29,0.3356
6,2015/06/30,-0.1226
6,2015/07/31,-0.1363
6,2015/08/31,-0.0947
6,2015/09/30,-0.114
6,2015/10/30,0.2511
6,2015/11/30,-0.0561
6,2015/12/31,0.0369
6,2016/01/29,-0.3527
6,2016/02/29,-0.0134
6,2016/03/31,0.1293
6,2016/04/29,-0.0446
6,2016/05/31,-0.0694
6,2016/06/30,0.0149
6,2016/07/29,0.0081
6,2016/08/31,0.144
6,2016/09/30,0.1365
6,2016/10/31,0.0186
6,2016/11/30,-0.0244
6,2016/12/30,-0.0156
6,2017/01/26,-0.0825
6,2017/02/28,0.0127
6,2017/03/31,-0.0569
6,2017/04/28,0.0048
6,2017/05/31,0.0084
6,2017/06/30,0.0715
6,2017/07/31,-0.0341
6,2017/08/31,-0.0071
6,2017/09/08,0.1657
6,2017/10/31,
6,2017/11/30,
6,2017/12/29,
6,2018/01/31,
6,2018/02/28,
6,2018/03/30,-0.2518
6,2018/04/27,-0.0516
6,2018/05/31,-0.0086
6,2018/06/29,-0.1283
6,2018/07/31,0
6,2018/08/31,-0.0768
6,2018/09/28,0.0536
6,2018/10/31,-0.1105
6,2018/11/30,0.0631
6,2018/12/28,-0.039
6,2019/01/31,-0.0077
6,2019/02/28,0.1868
6,2019/03/29,0.1066
6,2019/04/30,-0.0963
6,2019/05/31,-0.1
6,2019/06/28,0.0282
6,2019/07/31,-0.0294
6,2019/08/30,0.0019
6,2019/09/30,-0.0509
6,2019/10/31,0.0398
6,2019/11/29,-0.021
6,2019/12/31,0.0469
6,2020/01/23,-0.0522
6,2020/02/28,-0.0886
6,2020/03/31,-0.0324
6,2020/04/30,0.1138
6,2020/05/29,-0.0361
6,2020/06/30,0.453
6,2020/07/31,0.2159
6,2020/08/31,-0.2283
6,2020/09/30,0.0063
6,2020/10/30,-0.1104
6,2020/11/30,0.0017
6,2020/12/31,-0.0209
6,2021/01/29,-0.1337
6,2021/02/26,0.0617
6,2021/03/31,0.0426
6,2021/04/30,0.0019
6,2021/05/31,-0.0241
6,2021/06/30,-0.0108
6,2021/07/30,-0.1178
6,2021/08/31,0.0249
6,2021/09/30,-0.0088
6,2021/10/29,-0.0713
6,2021/11/30,-0.0168
6,2021/12/31,0.0878
7,2000/01/28,0.155
7,2000/02/29,0.1591
7,2000/03/31,0.2185
7,2000/04/28,-0.1349
7,2000/05/31,-0.0257
7,2000/06/30,0.0727
7,2000/07/31,-0.0754
7,2000/08/31,0.0522
7,2000/09/29,0.0679
7,2000/10/31,0.1175
7,2000/11/30,0.1482
7,2000/12/29,-0.1545
7,2001/01/19,-0.0308
7,2001/02/28,-0.1808
7,2001/03/30,0.2301
7,2001/04/30,0.0108
7,2001/05/31,0.1028
7,2001/06/29,-0.0131
7,2001/07/31,-0.1218
7,2001/08/31,-0.0032
7,2001/09/28,-0.247
7,2001/10/31,-0.0563
7,2001/11/30,0.2126
7,2001/12/31,-0.1902
7,2002/01/31,-0.1833
7,2002/02/28,0.1024
7,2002/03/29,0.1438
7,2002/04/30,0.0901
7,2002/05/31,-0.0061
7,2002/06/27,0.1591
7,2002/07/31,-0.0824
7,2002/08/30,0.0135
7,2002/09/27,-0.0781
7,2002/10/31,-0.0207
7,2002/11/29,-0.1065
7,2002/12/31,-0.072
7,2003/01/29,0.1539
7,2003/02/28,0.0099
7,2003/03/31,-0.0666
7,2003/04/30,-0.062
7,2003/05/30,-0.0175
7,2003/06/30,-0.0876
7,2003/07/31,-0.0389
7,2003/08/29,0.0767
7,2003/09/30,-0.1196
7,2003/10/31,-0.1557
7,2003/11/28,-0.0108
7,2003/12/31,-0.1316
7,2004/01/30,0.2021
7,2004/02/27,0.1716
7,2004/03/31,0.2018
7,2004/04/30,-0.24
7,2004/05/31,0.0802
7,2004/06/30,-0.0803
7,2004/07/30,-0.1499
7,2004/08/31,-0.1376
7,2004/09/30,-0.0135
7,2004/10/29,-0.1503
7,2004/11/30,0.1233
7,2004/12/31,-0.1933
7,2005/01/31,0.1095
7,2005/02/28,0.096
7,2005/03/31,-0.146
7,2005/04/29,-0.2507
7,2005/05/31,0.4715
7,2005/06/30,-0.0749
7,2005/07/29,-0.0475
7,2005/08/31,0.132
7,2005/09/30,0.0233
7,2005/10/31,-0.1975
7,2005/11/30,0.0568
7,2005/12/30,-0.0388
7,2006/01/25,0.1149
7,2006/02/28,-0.0028
7,2006/03/31,-0.0838
7,2006/04/28,-0.2073
7,2006/05/31,0.3192
7,2006/06/30,0.0496
7,2006/07/19,0.05
7,2006/08/31,-0.3122
7,2006/09/29,0.0385
7,2006/10/31,-0.1148
7,2006/11/30,0.0669
7,2006/12/29,-0.051
7,2007/01/31,0.2025
7,2007/02/28,0.2955
7,2007/03/30,0.321
7,2007/04/27,0.3594
7,2007/05/31,0.2127
7,2007/06/29,-0.4385
7,2007/07/31,0.282
7,2007/08/31,0.4839
7,2007/09/28,-0.1574
7,2007/10/30,-0.0068
7,2007/11/30,-0.03
7,2007/12/28,0.0562
7,2008/01/31,-0.0585
7,2008/02/29,0.1808
7,2008/03/31,-0.0706
7,2008/04/30,0.0502
7,2008/05/30,0.1887
7,2008/06/30,-0.2155
7,2008/07/31,-0.0526
7,2008/08/29,-0.154
7,2008/09/26,-0.418
7,2008/10/31,-0.1465
7,2008/11/03,0.0495
7,2008/12/31,0.0189
7,2009/01/23,0.1111
7,2009/02/27,0.1806
7,2009/03/31,0.0729
7,2009/04/30,0.0592
7,2009/05/27,0.0166
7,2009/06/30,0.1202
7,2009/07/31,0.2455
7,2009/08/31,-0.0248
7,2009/09/30,-0.0195
7,2009/10/30,0.029
7,2009/11/30,0.1187
7,2009/12/31,-0.0676
7,2010/01/29,-0.0171
7,2010/02/26,0.1245
7,2010/03/31,-0.0283
7,2010/04/27,0.0887
7,2010/05/31,-0.1448
7,2010/06/30,0.0014
7,2010/07/30,0.0767
7,2010/08/31,0.0356
7,2010/09/30,0.0548
7,2010/10/29,0
7,2010/11/30,0.0628
7,2010/12/31,-0.0284
7,2011/01/31,-0.0234
7,2011/02/28,0.0383
7,2011/03/31,0.0092
7,2011/04/29,0.0457
7,2011/05/31,-0.1443
7,2011/06/30,0.0179
7,2011/07/29,0.0314
7,2011/08/31,-0.0061
7,2011/09/30,-0.0673
7,2011/10/31,0.0525
7,2011/11/30,0.0012
7,2011/12/30,-0.1806
7,2012/01/31,0.0653
7,2012/02/29,0.3096
7,2012/03/30,0.2571
7,2012/04/27,-0.0043
7,2012/05/31,0.3664
7,2012/06/29,-0.0548
7,2012/07/31,0.1139
7,2012/08/31,-0.0339
7,2012/09/14,-0.0363
7,2012/10/31,0.0448
7,2012/11/30,-0.2146
7,2012/12/31,0.1457
7,2013/01/31,0.264
7,2013/02/28,0.0738
7,2013/03/29,-0.1965
7,2013/04/26,0.0266
7,2013/05/31,0.0488
7,2013/06/28,-0.2201
7,2013/07/31,0.0815
7,2013/08/30,-0.0021
7,2013/09/30,-0.0622
7,2013/10/31,0.091
7,2013/11/29,-0.0321
7,2013/12/31,-0.0198
7,2014/01/30,-0.0288
7,2014/02/28,-0.0415
7,2014/03/31,-0.0596
7,2014/04/30,-0.0058
7,2014/05/26,-0.0472
7,2014/06/30,
7,2014/07/31,
7,2014/08/29,
7,2014/09/30,0.4457
7,2014/10/31,0.0246
7,2014/11/28,-0.0428
7,2014/12/31,-0.1054
7,2015/01/30,-0.0096
7,2015/02/27,-0.0885
7,2015/03/31,0.453
7,2015/04/30,0.3786
7,2015/05/20,0.1049
7,2015/06/30,
7,2015/07/31,
7,2015/08/31,
7,2015/09/30,
7,2015/10/29,
7,2015/11/30,-0.2513
7,2015/12/23,0.0893
7,2016/01/29,
7,2016/02/29,
7,2016/03/31,
7,2016/04/29,
7,2016/05/31,
7,2016/06/30,
7,2016/07/29,-0.2623
7,2016/08/31,0.2764
7,2016/09/30,0.0857
7,2016/10/31,0.0617
7,2016/11/30,-0.0128
7,2016/12/30,0.0055
7,2017/01/13,-0.071
7,2017/02/28,
7,2017/03/31,
7,2017/04/28,
7,2017/05/31,
7,2017/06/30,
7,2017/07/31,0.0565
7,2017/08/31,-0.0626
7,2017/09/29,0.0598
7,2017/10/30,
7,2017/11/30,
7,2017/12/29,
7,2018/01/31,
7,2018/02/28,
7,2018/03/30,-0.1399
7,2018/04/27,-0.0516
7,2018/05/31,0.0029
7,2018/06/29,-0.0176
7,2018/07/31,0.0007
7,2018/08/31,-0.0873
7,2018/09/28,-0.3598
7,2018/10/31,-0.0741
7,2018/11/30,-0.0138
7,2018/12/28,0.1273
7,2019/01/31,-0.4045
7,2019/02/28,0.4313
7,2019/03/29,0.0553
7,2019/04/30,-0.131
7,2019/05/31,0.1333
7,2019/06/28,-0.0434
7,2019/07/31,-0.0307
7,2019/08/30,0.2085
7,2019/09/30,0.0475
7,2019/10/31,0.068
7,2019/11/29,0.1184
7,2019/12/31,-0.0509
7,2020/01/23,-0.0411
7,2020/02/28,-0.0527
7,2020/03/31,-0.0626
7,2020/04/30,-0.0161
7,2020/05/29,0.0289
7,2020/06/30,0.0659
7,2020/07/31,-0.0149
7,2020/08/31,0.0558
7,2020/09/30,0.0352
7,2020/10/30,-0.0574
7,2020/11/30,0.0711
7,2020/12/31,-0.2655
7,2021/01/29,-0.6212
7,2021/02/26,0.5379
7,2021/03/31,-0.0468
7,2021/04/30,-0.0336
7,2021/05/31,-0.0107
7,2021/06/30,0.1108
7,2021/07/30,0.0608
7,2021/08/31,-0.0573
7,2021/09/30,0.0292
7,2021/10/29,0.0355
7,2021/11/30,0.3447
7,2021/12/31,0.034
