股票代码_Stkcd,日期_Date,收盘价_Clpr
20,2000/01/04,7.32
20,2000/01/05,7.58
20,2000/01/06,7.56
20,2000/01/07,7.78
20,2000/01/10,7.8
20,2000/01/11,7.76
20,2000/01/12,7.37
20,2000/01/13,7.32
20,2000/01/14,7.16
20,2000/01/17,7.28
20,2000/01/18,7.56
20,2000/01/19,7.7
20,2000/01/20,7.49
20,2000/01/21,7.32
20,2000/01/24,7.4
20,2000/01/25,7.29
20,2000/01/26,7.47
20,2000/01/27,7.19
20,2000/01/28,7.26
20,2000/02/14,7.62
20,2000/02/15,7.81
20,2000/02/16,8.2
20,2000/02/17,7.85
20,2000/02/18,7.7
20,2000/02/21,8.09
20,2000/02/22,8.1
20,2000/02/23,8.35
20,2000/02/24,8.39
20,2000/02/25,8.19
20,2000/02/28,8.25
20,2000/02/29,8.52
20,2000/03/01,8.95
20,2000/03/02,8.98
20,2000/03/03,8.98
20,2000/03/06,8.53
20,2000/03/07,8.2
20,2000/03/08,8.61
20,2000/03/09,8.6
20,2000/03/10,8.39
20,2000/03/13,8.66
20,2000/03/14,8.31
20,2000/03/15,8.42
20,2000/03/16,8
20,2000/03/17,8.07
20,2000/03/20,8.28
20,2000/03/21,8.47
20,2000/03/22,8.65
20,2000/03/23,8.81
20,2000/03/24,9.17
20,2000/03/27,9.63
20,2000/03/28,
20,2000/03/29,10.59
20,2000/03/30,11.65
20,2000/03/31,12.82
20,2000/04/03,12.4
20,2000/04/04,11.35
20,2000/04/05,11.5
20,2000/04/06,11.93
20,2000/04/07,12
20,2000/04/10,11.8
20,2000/04/11,12.98
20,2000/04/12,12.5
20,2000/04/13,13.22
20,2000/04/14,12.69
20,2000/04/17,11.91
20,2000/04/18,12.36
20,2000/04/19,12.1
20,2000/04/20,12.04
20,2000/04/21,12
20,2000/04/24,11.82
20,2000/04/25,11.56
20,2000/04/26,11.8
20,2000/04/27,11.35
20,2000/04/28,
20,2000/05/08,11.89
20,2000/05/09,11.37
20,2000/05/10,10.65
20,2000/05/11,10.13
20,2000/05/12,10.45
20,2000/05/15,10.15
20,2000/05/16,10.35
20,2000/05/17,10.27
20,2000/05/18,10.57
20,2000/05/19,10.62
20,2000/05/22,11.1
20,2000/05/23,10.88
20,2000/05/24,10.99
20,2000/05/25,11.45
20,2000/05/26,11.17
20,2000/05/29,11
20,2000/05/30,10.78
20,2000/05/31,10.8
20,2000/06/01,11.41
20,2000/06/02,11.28
20,2000/06/05,11.97
20,2000/06/06,12.3
20,2000/06/07,12.48
20,2000/06/08,12.9
20,2000/06/09,12.3
20,2000/06/12,12.21
20,2000/06/13,12.28
20,2000/06/14,11.9
20,2000/06/15,12.08
20,2000/06/16,11.93
20,2000/06/19,11.55
20,2000/06/20,11.49
20,2000/06/21,11.68
20,2000/06/22,11.68
20,2000/06/23,12.09
20,2000/06/26,12.15
20,2000/06/27,12.12
20,2000/06/28,11.84
20,2000/06/29,11.61
20,2000/06/30,11.56
20,2000/07/03,11.05
20,2000/07/04,11.09
20,2000/07/05,10.81
20,2000/07/06,10.74
20,2000/07/07,11.14
20,2000/07/10,11.28
20,2000/07/11,11.08
20,2000/07/12,10.93
20,2000/07/13,11.02
20,2000/07/14,10.92
20,2000/07/17,10.75
20,2000/07/18,10.91
20,2000/07/19,10.95
20,2000/07/20,11.36
20,2000/07/21,11.05
20,2000/07/24,10.9
20,2000/07/25,11.17
20,2000/07/26,11.85
20,2000/07/27,11.95
20,2000/07/28,12.07
20,2000/07/31,12.35
20,2000/08/01,12.9
20,2000/08/02,
20,2000/08/03,13.75
