code,date,close
600120,2010/10/29,9.27
600120,2010/11/30,9.21
600120,2010/12/31,8.64
600120,2011/01/31,8.04
600120,2011/02/28,8.81
600120,2011/03/31,8.85
600120,2011/04/29,9.15
600120,2011/05/31,8.45
600120,2011/06/30,8.61
600120,2011/07/29,8.92
600120,2011/08/31,9.03
600120,2011/09/30,7.55
600120,2011/10/31,8.19
600120,2011/11/30,8.22
600120,2011/12/30,7.13
600120,2012/01/31,6.78
600120,2012/02/29,7.56
600120,2012/03/30,8.05
600120,2012/04/27,12.97
600120,2012/05/31,10.49
600120,2012/06/29,9.14
600120,2012/07/31,8.85
600120,2012/08/31,9.19
600120,2012/09/28,8.45
600120,2012/10/31,8.38
600120,2012/11/30,7.03
600120,2012/12/31,8.55
600120,2013/01/31,9.14
600120,2013/02/28,9.97
600120,2013/03/29,11.86
600120,2013/04/26,11.95
600120,2013/05/31,14.16
600120,2013/06/28,11.11
600120,2013/07/31,12.68
600120,2013/08/30,14.98
600120,2013/09/30,13.18
600120,2013/10/31,12.94
600120,2013/11/29,13.41
600120,2013/12/31,12.55
600120,2014/01/30,11.77
600120,2014/02/28,11.99
600120,2014/03/31,11.25
600120,2014/04/30,11.2
600120,2014/05/30,10.86
600120,2014/06/30,11.3
600120,2014/07/31,12.04
600120,2014/08/29,12.51
600120,2014/09/30,13.09
600120,2014/10/31,16.21
600120,2014/11/28,18.27
600120,2014/12/31,18.72
600120,2015/01/30,22.05
600120,2015/02/27,25.02
600120,2015/03/31,32.67
600120,2015/04/30,31.61
600120,2015/05/29,39.15
600120,2015/06/30,33.89
600120,2015/07/31,27.19
600120,2015/08/31,20.02
600120,2015/09/30,18.04
600120,2015/10/09,19.86
600120,2015/11/30,19.86
600120,2015/12/31,19.86
600120,2016/01/29,19.86
600120,2016/02/29,19.86
600120,2016/03/31,19.86
600120,2016/04/29,19.86
600120,2016/05/31,19.86
600120,2016/06/30,21.71
600120,2016/07/29,36.15
600120,2016/08/31,36.12
600120,2016/09/30,29.71
600120,2016/10/31,32.02
600120,2016/11/30,29.71
600120,2016/12/30,28.92
600120,2017/01/26,28.13
600120,2017/02/28,29.22
600120,2017/03/31,27.61
600120,2017/04/28,26.53
600120,2017/05/31,25.47
600120,2017/06/30,26.88
600120,2017/07/31,26.95
600120,2017/08/31,25.81
600120,2017/09/29,27.75
600120,2017/10/31,26.68
600120,2017/11/30,25.21
600120,2017/12/29,24.61
600120,2018/01/31,23.55
600120,2018/02/28,20.59
600120,2018/03/30,21.61
600120,2018/04/27,20.16
600120,2018/05/31,19.47
600120,2018/06/29,13.55
600120,2018/07/31,13.65
600120,2018/08/31,12.43
600120,2018/09/28,12.8
600120,2018/10/31,11.62
600120,2018/11/30,13.31
600120,2018/12/28,12.56
600120,2019/01/31,12.61
600120,2019/02/28,15.99
600120,2019/03/29,17.9
600120,2019/04/30,16.54
600120,2019/05/31,16.77
600120,2019/06/28,12.74
600120,2019/07/31,12.79
600120,2019/08/30,12.33
600120,2019/09/30,11.69
600120,2019/10/31,8.09
600120,2019/11/29,8.02
600120,2019/12/31,8.73
600120,2020/01/23,9.21
600120,2020/02/28,9.32
600120,2020/03/31,8.55
600120,2020/04/30,9.55
600120,2020/05/29,6.29
600120,2020/06/30,6.87
600120,2020/07/31,7.31
600120,2020/08/31,7.09
600120,2020/09/30,7.07
600120,2020/10/30,6.94
600120,2020/11/30,6.74
600120,2020/12/31,5.97
600120,2021/01/29,5.62
600120,2021/02/26,5.62
600120,2021/03/31,5.57
600120,2021/04/30,5.58
600120,2021/05/31,5.81
600120,2021/06/30,4.28
600120,2021/07/30,3.79
600120,2021/08/31,4.13
600120,2021/09/30,4.26
600120,2021/10/29,4.07
600120,2021/11/30,4.4
600120,2021/12/31,4.42
600220,2000/01/28,19.58
600220,2000/02/29,20.74
600220,2000/03/31,24.04
600220,2000/04/27,26.68
600220,2000/05/31,27.88
600220,2000/06/30,15.88
600220,2000/07/31,17.23
600220,2000/08/31,16.11
600220,2000/09/29,16.52
600220,2000/10/31,16.99
600220,2000/11/30,17.17
600220,2000/12/29,16.7
600220,2001/01/19,16.41
600220,2001/02/28,14.91
600220,2001/03/30,15.56
600220,2001/04/30,15
600220,2001/05/31,14.98
600220,2001/06/29,14.7
600220,2001/07/31,13.25
600220,2001/08/31,12.55
600220,2001/09/28,12.59
600220,2001/10/31,11.5
600220,2001/11/30,11.43
600220,2001/12/31,10.56
600220,2002/01/31,9.71
600220,2002/02/28,10
600220,2002/03/29,10.7
600220,2002/04/30,11.52
600220,2002/05/31,9.95
600220,2002/06/28,11.1
600220,2002/07/31,10.74
600220,2002/08/30,11.26
600220,2002/09/27,10.52
600220,2002/10/31,9.9
600220,2002/11/29,9
600220,2002/12/31,8.4
600220,2003/01/29,9.52
600220,2003/02/28,9.45
600220,2003/03/31,9.5
600220,2003/04/30,9.65
600220,2003/05/30,9.55
600220,2003/06/30,9.81
600220,2003/07/31,6.85
600220,2003/08/29,6.94
600220,2003/09/30,6.92
600220,2003/10/31,6.32
600220,2003/11/28,6.49
600220,2003/12/31,6.47
600220,2004/01/30,7.06
600220,2004/02/27,8.39
600220,2004/03/31,8.98
600220,2004/04/30,8.45
600220,2004/05/31,8.58
600220,2004/06/30,3.54
600220,2004/07/30,3.82
600220,2004/08/31,3.4
600220,2004/09/29,3.8
600220,2004/10/29,3.19
600220,2004/11/30,3.3
600220,2004/12/31,3.15
600220,2005/01/31,2.86
600220,2005/02/28,3.35
600220,2005/03/31,2.53
600220,2005/04/29,2.31
600220,2005/05/30,2.04
600220,2005/06/30,2.01
600220,2005/07/29,1.77
600220,2005/08/31,2
600220,2005/09/30,1.94
600220,2005/10/31,1.94
600220,2005/11/30,1.91
600220,2005/12/30,2.07
600220,2006/01/20,2.42
600220,2006/02/17,2.35
600220,2006/03/31,2.27
600220,2006/04/28,2.37
600220,2006/05/31,6.86
600220,2006/06/30,5.71
600220,2006/07/31,4.77
600220,2006/08/31,5.35
600220,2006/09/29,4.94
600220,2006/10/27,4.42
600220,2006/11/30,4.4
600220,2006/12/29,4.14
600220,2007/01/31,5.37
600220,2007/02/28,6.8
600220,2007/03/30,8.46
600220,2007/04/30,10.74
600220,2007/05/31,11.51
600220,2007/06/29,8.26
600220,2007/07/31,11.91
600220,2007/08/31,11.41
600220,2007/09/28,10.59
600220,2007/10/31,9.29
600220,2007/11/30,9.53
600220,2007/12/28,11
600220,2008/01/31,9.09
600220,2008/02/29,11.2
600220,2008/03/31,14.88
600220,2008/04/30,8.37
600220,2008/05/30,7.83
600220,2008/06/27,6.5
600220,2008/07/31,7.3
600220,2008/08/29,5.44
600220,2008/09/26,4.74
600220,2008/10/31,3.15
600220,2008/11/27,3.59
600220,2008/12/31,3.73
600220,2009/01/23,4.42
600220,2009/02/27,4.55
600220,2009/03/31,6.03
600220,2009/04/30,5.66
600220,2009/05/27,6.36
600220,2009/06/30,6.16
600220,2009/07/31,6.31
600220,2009/08/31,4.73
600220,2009/09/30,4.94
600220,2009/10/30,5.16
600220,2009/11/30,6.29
600220,2009/12/31,5.79
600220,2010/01/28,5.32
600220,2010/02/26,5.59
600220,2010/03/31,6.89
600220,2010/04/30,6.13
600220,2010/05/31,5.93
600220,2010/06/30,5.05
600220,2010/07/30,5.48
600220,2010/08/31,6
600220,2010/09/30,6.16
600220,2010/10/29,6.6
600220,2010/11/30,5.53
600220,2010/12/31,5.18
600220,2011/01/31,4.88
600220,2011/02/28,5.78
600220,2011/03/31,5.48
600220,2011/04/29,5.15
600220,2011/05/31,5.1
600220,2011/06/30,5.04
600220,2011/07/29,4.92
600220,2011/08/31,4.55
600220,2011/09/30,4.01
600220,2011/10/31,4.04
600220,2011/11/30,3.7
600220,2011/12/30,2.85
600220,2012/01/31,2.95
600220,2012/02/29,3.28
600220,2012/03/30,3.32
600220,2012/04/27,3.49
600220,2012/05/31,3.45
600220,2012/06/29,3.03
600220,2012/07/31,2.77
600220,2012/08/31,2.67
600220,2012/09/28,2.65
600220,2012/10/31,2.85
600220,2012/11/30,2.56
600220,2012/12/31,2.81
600220,2013/01/31,2.87
600220,2013/02/28,2.88
600220,2013/03/29,2.55
600220,2013/04/26,2.36
600220,2013/05/31,2.57
600220,2013/06/28,2.19
600220,2013/07/31,2.29
600220,2013/08/30,2.36
600220,2013/09/30,2.5
600220,2013/10/31,2.51
600220,2013/11/29,2.53
600220,2013/12/31,2.42
600220,2014/01/30,2.51
600220,2014/02/28,2.65
600220,2014/03/31,3.5
600220,2014/04/30,3.03
600220,2014/05/30,2.96
600220,2014/06/30,2.97
600220,2014/07/31,3.48
600220,2014/08/29,3.3
600220,2014/09/30,3.82
600220,2014/10/31,3.99
600220,2014/11/28,4.04
600220,2014/12/31,3.9
600220,2015/01/30,3.8
600220,2015/02/27,4
600220,2015/03/31,5.29
600220,2015/04/30,7.25
600220,2015/05/29,8.67
600220,2015/06/30,8.29
600220,2015/07/31,6
600220,2015/08/31,5.91
600220,2015/09/30,4.68
600220,2015/10/30,6
600220,2015/11/30,5.39
600220,2015/12/31,5.74
600220,2016/01/29,3.91
600220,2016/02/29,3.79
600220,2016/03/31,4.36
600220,2016/04/29,4.23
600220,2016/05/31,4.14
600220,2016/06/30,4.56
600220,2016/07/29,4.28
600220,2016/08/31,4.42
600220,2016/09/30,4.38
600220,2016/10/31,4.5
600220,2016/11/30,4.58
600220,2016/12/30,4.34
600220,2017/01/26,4.21
600220,2017/02/28,4.28
600220,2017/03/31,4.1
600220,2017/04/28,3.89
600220,2017/05/31,3.43
600220,2017/06/30,3.43
600220,2017/07/31,3.47
600220,2017/08/31,3.48
600220,2017/09/29,3.57
600220,2017/10/31,3.5
600220,2017/11/30,3.22
600220,2017/12/29,3.06
600220,2018/01/31,3.02
600220,2018/02/28,2.75
600220,2018/03/30,2.74
600220,2018/04/27,2.63
600220,2018/05/31,2.46
600220,2018/06/29,2.12
600220,2018/07/31,2.19
600220,2018/08/31,2.17
600220,2018/09/28,2.19
600220,2018/10/31,2.04
600220,2018/11/30,2.2
600220,2018/12/28,2.1
600220,2019/01/31,2.19
600220,2019/02/28,2.75
600220,2019/03/29,3.21
600220,2019/04/30,2.76
600220,2019/05/31,2.64
600220,2019/06/28,2.41
600220,2019/07/31,2.27
600220,2019/08/30,2.27
600220,2019/09/30,2.15
600220,2019/10/31,2.19
600220,2019/11/29,2.14
600220,2019/12/31,2.28
600220,2020/01/23,2.17
600220,2020/02/28,2.63
600220,2020/03/31,2.19
600220,2020/04/30,2.15
600220,2020/05/29,2.65
600220,2020/06/30,2.78
600220,2020/07/31,3.24
