

     Angle,       PSD,
   24.0365,       632,
   24.0465,       635,
   24.0565,       595,
   24.0665,       624,
   24.0764,       651,
   24.0864,       615,
   24.0964,       597,
   24.1064,       595,
   24.1163,       611,
   24.1263,       663,
   24.1363,       638,
   24.1463,       625,
   24.1562,       589,
   24.1662,       602,
   24.1762,       608,
   24.1862,       620,
   24.1961,       616,
   24.2061,       601,
   24.2161,       623,
   24.2261,       629,
   24.2361,       620,
    24.246,       649,
    24.256,       575,
    24.266,       641,
    24.276,       689,
   24.2859,       640,
   24.2959,       630,
   24.3059,       629,
   24.3159,       620,
   24.3258,       577,
   24.3358,       621,
   24.3458,       657,
   24.3558,       666,
   24.3657,       612,
   24.3757,       631,
   24.3857,       676,
   24.3957,       678,
   24.4056,       775,
   24.4156,       804,
   24.4256,       836,
   24.4356,      1025,
   24.4456,      1304,
   24.4555,      1555,
   24.4655,      1503,
   24.4755,      1455,
   24.4855,      1499,
   24.4954,      1463,
   24.5054,      1350,
   24.5154,      1260,
   24.5254,      1113,
   24.5353,      1155,
   24.5453,      1047,
   24.5553,      1062,
   24.5653,       868,
   24.5752,       867,
   24.5852,       722,
   24.5952,       686,
   24.6052,       679,
   24.6151,       664,
   24.6251,       652,
   24.6351,       631,
   24.6451,       633,
   24.6551,       638,
    24.665,       652,
    24.675,       612,
    24.685,       586,
    24.695,       588,
   24.7049,       623,
   24.7149,       636,
   24.7249,       629,
   24.7349,       620,
   24.7448,       564,
   24.7548,       632,
   24.7648,       630,
   24.7748,       660,
   24.7847,       610,
   24.7947,       599,
   24.8047,       658,
   24.8147,       687,
   24.8246,       655,
   24.8346,       723,
   24.8446,       779,
   24.8546,       850,
   24.8646,       911,
   24.8745,       927,
   24.8845,      1109,
   24.8945,      1301,
   24.9045,      1367,
   24.9144,      1304,
   24.9244,      1129,
   24.9344,      1037,
   24.9444,      1051,
   24.9543,      1042,
   24.9643,      1034,
   24.9743,       989,
   24.9843,       875,
   24.9942,       831,
   25.0042,       789,
   25.0142,       760,
   25.0242,       704,
   25.0341,       728,
   25.0441,       685,
   25.0541,       720,
   25.0641,       764,
   25.0741,       768,
    25.084,       769,
    25.094,       934,
    25.104,      1067,
    25.114,      1294,
   25.1239,      1306,
   25.1339,      1149,
   25.1439,       942,
   25.1539,       894,
   25.1638,       872,
   25.1738,       913,
   25.1838,       915,
   25.1938,       894,
   25.2037,       788,
   25.2137,       727,
   25.2237,       726,
   25.2337,       634,
   25.2436,       631,
   25.2536,       628,
   25.2636,       645,
   25.2736,       631,
   25.2836,       605,
   25.2935,       623,
   25.3035,       652,
   25.3135,       617,
   25.3235,       669,
   25.3334,       587,
   25.3434,       608,
   25.3534,       627,
   25.3634,       610,
   25.3733,       620,
   25.3833,       576,
   25.3933,       630,
   25.4033,       638,
   25.4132,       616,
   25.4232,       614,
   25.4332,       598,
   25.4432,       590,
   25.4531,       591,
   25.4631,       598,
   25.4731,       607,
   25.4831,       615,
   25.4931,       625,
    25.503,       643,
    25.513,       640,
    25.523,       583,
    25.533,       616,
   25.5429,       633,
   25.5529,       613,
   25.5629,       640,
   25.5729,       693,
   25.5828,       654,
   25.5928,       676,
   25.6028,       682,
   25.6128,       709,
   25.6227,       760,
   25.6327,       794,
   25.6427,       792,
   25.6527,       819,
   25.6626,       885,
   25.6726,      1007,
   25.6826,       928,
   25.6926,       872,
   25.7026,       804,
   25.7125,       795,
   25.7225,       793,
   25.7325,       781,
   25.7425,       847,
   25.7524,       820,
   25.7624,       735,
   25.7724,       745,
   25.7824,       659,
   25.7923,       681,
   25.8023,       684,
   25.8123,       649,
   25.8223,       688,
   25.8322,       703,
   25.8422,       651,
   25.8522,       624,
   25.8622,       637,
   25.8722,       598,
   25.8821,       639,
   25.8921,       638,
   25.9021,       608,
   25.9121,       631,
    25.922,       629,
    25.932,       648,
    25.942,       636,
    25.952,       585,
   25.9619,       649,
   25.9719,       631,
   25.9819,       637,
   25.9919,       606,
   26.0018,       596,
   26.0118,       643,
   26.0218,       611,
   26.0318,       597,
   26.0417,       574,
   26.0517,       589,
   26.0617,       591,
   26.0717,       617,
   26.0817,       613,
   26.0916,       570,
   26.1016,       565,
   26.1116,       601,
   26.1216,       625,
   26.1315,       626,
   26.1415,       599,
   26.1515,       620,
   26.1615,       612,
   26.1714,       636,
   26.1814,       631,
   26.1914,       610,
   26.2014,       616,
   26.2113,       591,
   26.2213,       640,
   26.2313,       611,
   26.2413,       628,
   26.2512,       586,
   26.2612,       595,
   26.2712,       562,
   26.2812,       641,
   26.2912,       593,
   26.3011,       598,
   26.3111,       641,
   26.3211,       628,
   26.3311,       562,
    26.341,       662,
    26.351,       558,
    26.361,       597,
    26.371,       576,
   26.3809,       591,
   26.3909,       651,
   26.4009,       615,
   26.4109,       560,
   26.4208,       590,
   26.4308,       575,
   26.4408,       607,
   26.4508,       577,
   26.4607,       598,
   26.4707,       562,
   26.4807,       633,
   26.4907,       606,
   26.5007,       586,
   26.5106,       582,
   26.5206,       594,
   26.5306,       545,
   26.5406,       635,
   26.5505,       612,
   26.5605,       619,
   26.5705,       652,
   26.5805,       625,
   26.5904,       568,
   26.6004,       586,
   26.6104,       584,
   26.6204,       604,
   26.6303,       603,
   26.6403,       579,
   26.6503,       605,
   26.6603,       619,
   26.6702,       548,
   26.6802,       618,
   26.6902,       606,
   26.7002,       582,
   26.7102,       596,
   26.7201,       585,
   26.7301,       615,
   26.7401,       573,
   26.7501,       568,
     26.76,       578,
     26.77,       599,
     26.78,       620,
     26.79,       622,
   26.7999,       643,
   26.8099,       569,
   26.8199,       579,
   26.8299,       645,
   26.8398,       618,
   26.8498,       613,
   26.8598,       607,
   26.8698,       609,
   26.8797,       562,
   26.8897,       599,
   26.8997,       595,
   26.9097,       624,
   26.9197,       572,
   26.9296,       631,
   26.9396,       600,
   26.9496,       629,
   26.9596,       633,
   26.9695,       598,
   26.9795,       562,
   26.9895,       606,
   26.9995,       595,
   27.0094,       637,
   27.0194,       588,
   27.0294,       586,
   27.0394,       584,
   27.0493,       555,
   27.0593,       594,
   27.0693,       656,
   27.0793,       576,
   27.0892,       639,
   27.0992,       608,
   27.1092,       632,
   27.1192,       613,
   27.1292,       620,
   27.1391,       614,
   27.1491,       576,
   27.1591,       603,
   27.1691,       589,
    27.179,       601,
    27.189,       542,
    27.199,       593,
    27.209,       634,
   27.2189,       605,
   27.2289,       607,
   27.2389,       563,
   27.2489,       580,
   27.2588,       594,
   27.2688,       599,
   27.2788,       575,
   27.2888,       573,
   27.2987,       638,
   27.3087,       626,
   27.3187,       564,
   27.3287,       653,
   27.3387,       633,
   27.3486,       597,
   27.3586,       598,
   27.3686,       619,
   27.3786,       628,
   27.3885,       612,
   27.3985,       549,
   27.4085,       591,
   27.4185,       627,
   27.4284,       590,
   27.4384,       607,
   27.4484,       620,
   27.4584,       609,
   27.4683,       640,
   27.4783,       576,
   27.4883,       609,
   27.4983,       590,
   27.5082,       574,
   27.5182,       579,
   27.5282,       600,
   27.5382,       610,
   27.5482,       574,
   27.5581,       559,
   27.5681,       564,
   27.5781,       624,
   27.5881,       615,
    27.598,       580,
    27.608,       555,
    27.618,       564,
    27.628,       602,
   27.6379,       607,
   27.6479,       591,
   27.6579,       604,
   27.6679,       581,
   27.6778,       614,
   27.6878,       622,
   27.6978,       608,
   27.7078,       590,
   27.7177,       592,
   27.7277,       577,
   27.7377,       611,
   27.7477,       573,
   27.7577,       593,
   27.7676,       617,
   27.7776,       590,
   27.7876,       610,
   27.7976,       616,
   27.8075,       622,
   27.8175,       597,
   27.8275,       602,
   27.8375,       568,
   27.8474,       570,
   27.8574,       581,
   27.8674,       596,
   27.8774,       579,
   27.8873,       603,
   27.8973,       591,
   27.9073,       607,
   27.9173,       639,
   27.9272,       573,
   27.9372,       565,
   27.9472,       635,
   27.9572,       591,
   27.9672,       596,
   27.9771,       605,
   27.9871,       582,
   27.9971,       583,
   28.0071,       602,
    28.017,       610,
    28.027,       596,
    28.037,       577,
    28.047,       616,
   28.0569,       575,
   28.0669,       600,
   28.0769,       606,
   28.0869,       601,
   28.0968,       597,
   28.1068,       576,
   28.1168,       603,
   28.1268,       599,
   28.1367,       576,
   28.1467,       611,
   28.1567,       613,
   28.1667,       598,
   28.1767,       604,
   28.1866,       594,
   28.1966,       588,
   28.2066,       636,
   28.2166,       627,
   28.2265,       594,
   28.2365,       622,
   28.2465,       644,
   28.2565,       545,
   28.2664,       616,
   28.2764,       582,
   28.2864,       599,
   28.2964,       654,
   28.3063,       577,
   28.3163,       600,
   28.3263,       616,
   28.3363,       594,
   28.3463,       663,
   28.3562,       669,
   28.3662,       641,
   28.3762,       692,
   28.3862,       635,
   28.3961,       605,
   28.4061,       692,
   28.4161,       593,
   28.4261,       609,
    28.436,       647,
    28.446,       628,
    28.456,       630,
    28.466,       654,
   28.4759,       589,
   28.4859,       583,
   28.4959,       574,
   28.5059,       648,
   28.5158,       622,
   28.5258,       630,
   28.5358,       604,
   28.5458,       620,
   28.5558,       577,
   28.5657,       582,
   28.5757,       572,
   28.5857,       610,
   28.5957,       612,
   28.6056,       582,
   28.6156,       628,
   28.6256,       589,
   28.6356,       598,
   28.6455,       572,
   28.6555,       628,
   28.6655,       607,
   28.6755,       587,
   28.6854,       606,
   28.6954,       573,
   28.7054,       612,
   28.7154,       593,
   28.7253,       595,
   28.7353,       630,
   28.7453,       579,
   28.7553,       520,
   28.7653,       599,
   28.7752,       567,
   28.7852,       630,
   28.7952,       641,
   28.8052,       601,
   28.8151,       597,
   28.8251,       578,
   28.8351,       571,
   28.8451,       624,
    28.855,       626,
    28.865,       607,
    28.875,       606,
    28.885,       588,
   28.8949,       605,
   28.9049,       597,
   28.9149,       598,
   28.9249,       530,
   28.9348,       606,
   28.9448,       581,
   28.9548,       574,
   28.9648,       556,
   28.9748,       635,
   28.9847,       600,
   28.9947,       587,
   29.0047,       597,
   29.0147,       577,
   29.0246,       564,
   29.0346,       552,
   29.0446,       572,
   29.0546,       589,
   29.0645,       545,
   29.0745,       619,
   29.0845,       605,
   29.0945,       545,
   29.1044,       551,
   29.1144,       599,
   29.1244,       593,
   29.1344,       596,
   29.1443,       558,
   29.1543,       556,
   29.1643,       572,
   29.1743,       602,
   29.1843,       586,
   29.1942,       638,
   29.2042,       574,
   29.2142,       577,
   29.2242,       609,
   29.2341,       549,
   29.2441,       631,
   29.2541,       548,
   29.2641,       578,
    29.274,       615,
    29.284,       600,
    29.294,       597,
    29.304,       564,
   29.3139,       577,
   29.3239,       572,
   29.3339,       585,
   29.3439,       538,
   29.3538,       582,
   29.3638,       592,
   29.3738,       595,
   29.3838,       605,
   29.3938,       598,
   29.4037,       637,
   29.4137,       612,
   29.4237,       616,
   29.4337,       622,
   29.4436,       637,
   29.4536,       571,
   29.4636,       624,
   29.4736,       589,
   29.4835,       559,
   29.4935,       605,
   29.5035,       607,
   29.5135,       606,
   29.5234,       617,
   29.5334,       600,
   29.5434,       599,
   29.5534,       598,
   29.5633,       551,
   29.5733,       572,
   29.5833,       600,
   29.5933,       625,
   29.6033,       622,
   29.6132,       581,
   29.6232,       631,
   29.6332,       560,
   29.6432,       621,
   29.6531,       635,
   29.6631,       609,
   29.6731,       610,
   29.6831,       622,
    29.693,       626,
    29.703,       589,
    29.713,       594,
    29.723,       596,
   29.7329,       635,
   29.7429,       550,
   29.7529,       653,
   29.7629,       619,
   29.7728,       577,
   29.7828,       572,
   29.7928,       612,
   29.8028,       582,
   29.8128,       565,
   29.8227,       621,
   29.8327,       534,
   29.8427,       584,
   29.8527,       621,
   29.8626,       564,
   29.8726,       590,
   29.8826,       576,
   29.8926,       538,
   29.9025,       583,
   29.9125,       561,
   29.9225,       594,
   29.9325,       579,
   29.9424,       589,
   29.9524,       552,
   29.9624,       575,
   29.9724,       553,
   29.9823,       562,
   29.9923,       577,
   30.0023,       560,
   30.0123,       556,
   30.0223,       598,
   30.0322,       634,
   30.0422,       553,
   30.0522,       587,
   30.0622,       544,
   30.0721,       586,
   30.0821,       524,
   30.0921,       587,
   30.1021,       587,
    30.112,       595,
    30.122,       578,
    30.132,       574,
    30.142,       545,
   30.1519,       563,
   30.1619,       586,
   30.1719,       567,
   30.1819,       577,
   30.1918,       583,
   30.2018,       599,
   30.2118,       567,
   30.2218,       620,
   30.2318,       557,
   30.2417,       585,
   30.2517,       598,
   30.2617,       647,
   30.2717,       582,
   30.2816,       560,
   30.2916,       615,
   30.3016,       603,
   30.3116,       564,
   30.3215,       597,
   30.3315,       612,
   30.3415,       589,
   30.3515,       599,
   30.3614,       599,
   30.3714,       617,
   30.3814,       599,
   30.3914,       627,
   30.4013,       668,
   30.4113,       645,
   30.4213,       661,
   30.4313,       671,
   30.4413,       558,
   30.4512,       615,
   30.4612,       575,
   30.4712,       612,
   30.4812,       638,
   30.4911,       632,
   30.5011,       627,
   30.5111,       585,
   30.5211,       593,
    30.531,       600,
    30.541,       645,
    30.551,       620,
    30.561,       618,
   30.5709,       580,
   30.5809,       619,
   30.5909,       616,
   30.6009,       641,
   30.6108,       633,
   30.6208,       645,
   30.6308,       582,
   30.6408,       648,
   30.6508,       602,
   30.6607,       593,
   30.6707,       608,
   30.6807,       593,
   30.6907,       644,
   30.7006,       588,
   30.7106,       605,
   30.7206,       607,
   30.7306,       580,
   30.7405,       569,
   30.7505,       593,
   30.7605,       573,
   30.7705,       602,
   30.7804,       611,
   30.7904,       580,
   30.8004,       578,
   30.8104,       572,
   30.8204,       584,
   30.8303,       612,
   30.8403,       587,
   30.8503,       559,
   30.8603,       546,
   30.8702,       576,
   30.8802,       586,
   30.8902,       566,
   30.9002,       554,
   30.9101,       563,
   30.9201,       591,
   30.9301,       600,
   30.9401,       566,
     30.95,       568,
     30.96,       554,
     30.97,       571,
     30.98,       573,
   30.9899,       594,
   30.9999,       594,
   31.0099,       592,
   31.0199,       600,
   31.0299,       599,
   31.0398,       597,
   31.0498,       575,
   31.0598,       585,
   31.0698,       526,
   31.0797,       597,
   31.0897,       604,
   31.0997,       593,
   31.1097,       583,
   31.1196,       563,
   31.1296,       592,
   31.1396,       617,
   31.1496,       596,
   31.1595,       568,
   31.1695,       611,
   31.1795,       610,
   31.1895,       571,
   31.1994,       623,
   31.2094,       617,
   31.2194,       631,
   31.2294,       601,
   31.2394,       573,
   31.2493,       617,
   31.2593,       600,
   31.2693,       603,
   31.2793,       591,
   31.2892,       585,
   31.2992,       591,
   31.3092,       602,
   31.3192,       528,
   31.3291,       588,
   31.3391,       579,
   31.3491,       566,
   31.3591,       552,
    31.369,       592,
    31.379,       583,
    31.389,       557,
    31.399,       538,
   31.4089,       587,
   31.4189,       568,
   31.4289,       558,
   31.4389,       595,
   31.4489,       574,
   31.4588,       596,
   31.4688,       547,
   31.4788,       529,
   31.4888,       584,
   31.4987,       649,
   31.5087,       547,
   31.5187,       520,
   31.5287,       525,
   31.5386,       590,
   31.5486,       581,
   31.5586,       576,
   31.5686,       561,
   31.5785,       535,
   31.5885,       581,
   31.5985,       612,
   31.6085,       567,
   31.6184,       571,
   31.6284,       595,
   31.6384,       537,
   31.6484,       586,
   31.6584,       561,
   31.6683,       609,
   31.6783,       590,
   31.6883,       567,
   31.6983,       614,
   31.7082,       632,
   31.7182,       599,
   31.7282,       589,
   31.7382,       569,
   31.7481,       559,
   31.7581,       549,
   31.7681,       601,
   31.7781,       579,
    31.788,       589,
    31.798,       613,
    31.808,       590,
    31.818,       590,
   31.8279,       616,
   31.8379,       575,
   31.8479,       563,
   31.8579,       544,
   31.8679,       588,
   31.8778,       570,
   31.8878,       580,
   31.8978,       577,
   31.9078,       560,
   31.9177,       530,
   31.9277,       601,
   31.9377,       608,
   31.9477,       593,
   31.9576,       602,
   31.9676,       557,
   31.9776,       538,
   31.9876,       555,
   31.9975,       563,
   32.0075,       596,
   32.0175,       570,
   32.0275,       560,
   32.0374,       552,
   32.0474,       545,
   32.0574,       568,
   32.0674,       598,
   32.0774,       593,
   32.0873,       573,
   32.0973,       597,
   32.1073,       528,
   32.1173,       605,
   32.1272,       630,
   32.1372,       643,
   32.1472,       704,
   32.1572,       630,
   32.1671,       628,
   32.1771,       656,
   32.1871,       621,
   32.1971,       644,
    32.207,       591,
    32.217,       630,
    32.227,       585,
    32.237,       584,
   32.2469,       625,
   32.2569,       582,
   32.2669,       624,
   32.2769,       632,
   32.2869,       546,
   32.2968,       572,
   32.3068,       548,
   32.3168,       564,
   32.3268,       583,
   32.3367,       564,
   32.3467,       543,
   32.3567,       540,
   32.3667,       586,
   32.3766,       564,
   32.3866,       542,
   32.3966,       536,
   32.4066,       571,
   32.4165,       574,
   32.4265,       531,
   32.4365,       565,
   32.4465,       576,
   32.4564,       552,
   32.4664,       571,
   32.4764,       540,
   32.4864,       593,
   32.4964,       565,
   32.5063,       562,
   32.5163,       531,
   32.5263,       554,
   32.5363,       546,
   32.5462,       532,
   32.5562,       517,
   32.5662,       606,
   32.5762,       541,
   32.5861,       563,
   32.5961,       564,
   32.6061,       578,
   32.6161,       538,
    32.626,       573,
    32.636,       560,
    32.646,       541,
    32.656,       514,
   32.6659,       581,
   32.6759,       592,
   32.6859,       554,
   32.6959,       567,
   32.7059,       580,
   32.7158,       574,
   32.7258,       574,
   32.7358,       541,
   32.7458,       551,
   32.7557,       558,
   32.7657,       571,
   32.7757,       603,
   32.7857,       551,
   32.7956,       561,
   32.8056,       545,
   32.8156,       545,
   32.8256,       572,
   32.8355,       608,
   32.8455,       553,
   32.8555,       593,
   32.8655,       583,
   32.8754,       556,
   32.8854,       593,
   32.8954,       624,
   32.9054,       562,
   32.9154,       584,
   32.9253,       594,
   32.9353,       571,
   32.9453,       576,
   32.9553,       569,
   32.9652,       570,
   32.9752,       576,
   32.9852,       528,
   32.9952,       509,
   33.0051,       565,
   33.0151,       541,
   33.0251,       601,
   33.0351,       594,
    33.045,       527,
    33.055,       571,
    33.065,       565,
    33.075,       564,
   33.0849,       590,
   33.0949,       589,
   33.1049,       581,
   33.1149,       568,
   33.1249,       571,
   33.1348,       543,
   33.1448,       545,
   33.1548,       570,
   33.1648,       558,
   33.1747,       611,
   33.1847,       579,
   33.1947,       597,
   33.2047,       572,
   33.2146,       550,
   33.2246,       570,
   33.2346,       568,
   33.2446,       568,
   33.2545,       547,
   33.2645,       574,
   33.2745,       588,
   33.2845,       591,
   33.2945,       541,
   33.3044,       592,
   33.3144,       561,
   33.3244,       591,
   33.3344,       530,
   33.3443,       516,
   33.3543,       552,
   33.3643,       540,
   33.3743,       535,
   33.3842,       531,
   33.3942,       569,
   33.4042,       551,
   33.4142,       547,
   33.4241,       513,
   33.4341,       525,
   33.4441,       531,
   33.4541,       515,
    33.464,       563,
    33.474,       569,
    33.484,       536,
    33.494,       538,
    33.504,       539,
   33.5139,       608,
   33.5239,       549,
   33.5339,       573,
   33.5439,       564,
   33.5538,       552,
   33.5638,       550,
   33.5738,       552,
   33.5838,       559,
   33.5937,       557,
   33.6037,       553,
   33.6137,       534,
   33.6237,       560,
   33.6336,       559,
   33.6436,       548,
   33.6536,       583,
   33.6636,       579,
   33.6735,       547,
   33.6835,       561,
   33.6935,       598,
   33.7035,       568,
   33.7135,       580,
   33.7234,       527,
   33.7334,       592,
   33.7434,       557,
   33.7534,       570,
   33.7633,       543,
   33.7733,       611,
   33.7833,       531,
   33.7933,       558,
   33.8032,       557,
   33.8132,       551,
   33.8232,       548,
   33.8332,       576,
   33.8431,       523,
   33.8531,       568,
   33.8631,       560,
   33.8731,       579,
    33.883,       546,
    33.893,       571,
    33.903,       551,
    33.913,       546,
    33.923,       528,
   33.9329,       497,
   33.9429,       564,
   33.9529,       536,
   33.9629,       596,
   33.9728,       563,
   33.9828,       577,
   33.9928,       554,
   34.0028,       592,
   34.0127,       581,
   34.0227,       579,
   34.0327,       618,
   34.0427,       576,
   34.0526,       603,
   34.0626,       557,
   34.0726,       618,
   34.0826,       602,
   34.0925,       650,
   34.1025,       705,
   34.1125,       727,
   34.1225,       699,
   34.1325,       716,
   34.1424,       679,
   34.1524,       696,
   34.1624,       681,
   34.1724,       688,
   34.1823,       657,
   34.1923,       678,
   34.2023,       688,
   34.2123,       712,
   34.2222,       752,
   34.2322,       704,
   34.2422,       762,
   34.2522,       702,
   34.2621,       669,
   34.2721,       688,
   34.2821,       644,
   34.2921,       651,
    34.302,       698,
    34.312,       692,
    34.322,       635,
    34.332,       653,
    34.342,       647,
   34.3519,       621,
   34.3619,       581,
   34.3719,       581,
   34.3819,       636,
   34.3918,       607,
   34.4018,       562,
   34.4118,       561,
   34.4218,       550,
   34.4317,       529,
   34.4417,       596,
   34.4517,       541,
   34.4617,       574,
   34.4716,       544,
   34.4816,       544,
   34.4916,       538,
   34.5016,       584,
   34.5115,       582,
   34.5215,       533,
   34.5315,       544,
   34.5415,       566,
   34.5515,       556,
   34.5614,       565,
   34.5714,       537,
   34.5814,       571,
   34.5914,       570,
   34.6013,       518,
   34.6113,       563,
   34.6213,       556,
   34.6313,       538,
   34.6412,       536,
   34.6512,       530,
   34.6612,       544,
   34.6712,       549,
   34.6811,       552,
   34.6911,       604,
   34.7011,       569,
   34.7111,       537,
    34.721,       569,
    34.731,       543,
    34.741,       535,
    34.751,       510,
    34.761,       536,
   34.7709,       539,
   34.7809,       550,
   34.7909,       544,
   34.8009,       551,
   34.8108,       530,
   34.8208,       524,
   34.8308,       508,
   34.8408,       549,
   34.8507,       543,
   34.8607,       552,
   34.8707,       513,
   34.8807,       549,
   34.8906,       554,
   34.9006,       536,
   34.9106,       563,
   34.9206,       562,
   34.9305,       571,
   34.9405,       565,
   34.9505,       516,
   34.9605,       540,
   34.9705,       552,
   34.9804,       514,
   34.9904,       512,
   35.0004,       577,
   35.0104,       541,
   35.0203,       556,
   35.0303,       553,
   35.0403,       509,
   35.0503,       580,
   35.0602,       529,
   35.0702,       540,
   35.0802,       521,
   35.0902,       542,
   35.1001,       566,
   35.1101,       536,
   35.1201,       597,
   35.1301,       570,
     35.14,       581,
     35.15,       528,
     35.16,       569,
     35.17,       606,
     35.18,       560,
   35.1899,       557,
   35.1999,       538,
   35.2099,       547,
   35.2199,       541,
   35.2298,       571,
   35.2398,       554,
   35.2498,       567,
   35.2598,       556,
   35.2697,       557,
   35.2797,       557,
   35.2897,       553,
   35.2997,       550,
   35.3096,       518,
   35.3196,       508,
   35.3296,       531,
   35.3396,       496,
   35.3495,       559,
   35.3595,       549,
   35.3695,       523,
   35.3795,       500,
   35.3895,       524,
   35.3994,       546,
   35.4094,       542,
   35.4194,       527,
   35.4294,       565,
   35.4393,       542,
   35.4493,       537,
   35.4593,       522,
   35.4693,       581,
   35.4792,       503,
   35.4892,       548,
   35.4992,       546,
   35.5092,       551,
   35.5191,       563,
   35.5291,       547,
   35.5391,       568,
   35.5491,       527,
   35.5591,       555,
    35.569,       543,
    35.579,       560,
    35.589,       548,
    35.599,       557,
   35.6089,       530,
   35.6189,       522,
   35.6289,       528,
   35.6389,       508,
   35.6488,       579,
   35.6588,       510,
   35.6688,       516,
   35.6788,       510,
   35.6887,       537,
   35.6987,       532,
   35.7087,       488,
   35.7187,       536,
   35.7286,       544,
   35.7386,       555,
   35.7486,       523,
   35.7586,       538,
   35.7686,       494,
   35.7785,       519,
   35.7885,       573,
   35.7985,       518,
   35.8085,       541,
   35.8184,       535,
   35.8284,       533,
   35.8384,       485,
   35.8484,       541,
   35.8583,       517,
   35.8683,       586,
   35.8783,       555,
   35.8883,       514,
   35.8982,       510,
   35.9082,       514,
   35.9182,       496,
   35.9282,       540,
   35.9381,       539,
   35.9481,       570,
   35.9581,       483,
   35.9681,       510,
   35.9781,       511,
    35.988,       503,
    35.998,       551,
    36.008,       504,
    36.018,       543,
   36.0279,       553,
   36.0379,       561,
   36.0479,       575,
   36.0579,       567,
   36.0678,       565,
   36.0778,       530,
   36.0878,       537,
   36.0978,       565,
   36.1077,       636,
   36.1177,       620,
   36.1277,       577,
   36.1377,       604,
   36.1476,       670,
   36.1576,       676,
   36.1676,       695,
   36.1776,       715,
   36.1876,       737,
   36.1975,       758,
   36.2075,       723,
   36.2175,       694,
   36.2275,       721,
   36.2374,       764,
   36.2474,       773,
   36.2574,       645,
   36.2674,       638,
   36.2773,       693,
   36.2873,       666,
   36.2973,       661,
   36.3073,       605,
   36.3172,       630,
   36.3272,       678,
   36.3372,       584,
   36.3472,       591,
   36.3571,       539,
   36.3671,       524,
   36.3771,       548,
   36.3871,       538,
   36.3971,       519,
    36.407,       544,
    36.417,       498,
    36.427,       538,
    36.437,       563,
   36.4469,       550,
   36.4569,       537,
   36.4669,       549,
   36.4769,       531,
   36.4868,       546,
   36.4968,       547,
   36.5068,       528,
   36.5168,       529,
   36.5267,       510,
   36.5367,       534,
   36.5467,       537,
   36.5567,       508,
   36.5666,       538,
   36.5766,       520,
   36.5866,       570,
   36.5966,       489,
   36.6066,       519,
   36.6165,       499,
   36.6265,       497,
   36.6365,       520,
   36.6465,       538,
   36.6564,       537,
   36.6664,       502,
   36.6764,       522,
   36.6864,       515,
   36.6963,       579,
   36.7063,       534,
   36.7163,       540,
   36.7263,       549,
   36.7362,       510,
   36.7462,       523,
   36.7562,       547,
   36.7662,       522,
   36.7761,       526,
   36.7861,       549,
   36.7961,       517,
   36.8061,       539,
   36.8161,       531,
    36.826,       498,
    36.836,       533,
    36.846,       537,
    36.856,       530,
   36.8659,       504,
   36.8759,       539,
   36.8859,       526,
   36.8959,       480,
   36.9058,       538,
   36.9158,       513,
   36.9258,       503,
   36.9358,       552,
   36.9457,       505,
   36.9557,       537,
   36.9657,       518,
   36.9757,       508,
   36.9856,       518,
   36.9956,       506,
   37.0056,       502,
   37.0156,       523,
   37.0256,       548,
   37.0355,       583,
   37.0455,       510,
   37.0555,       542,
   37.0655,       522,
   37.0754,       544,
   37.0854,       571,
   37.0954,       587,
   37.1054,       542,
   37.1153,       552,
   37.1253,       601,
   37.1353,       566,
   37.1453,       552,
   37.1552,       557,
   37.1652,       530,
   37.1752,       529,
   37.1852,       527,
   37.1951,       564,
   37.2051,       532,
   37.2151,       542,
   37.2251,       595,
   37.2351,       528,
    37.245,       523,
    37.255,       544,
    37.265,       517,
    37.275,       544,
   37.2849,       492,
   37.2949,       518,
   37.3049,       527,
   37.3149,       526,
   37.3248,       524,
   37.3348,       504,
   37.3448,       527,
   37.3548,       495,
   37.3647,       527,
   37.3747,       509,
   37.3847,       511,
   37.3947,       511,
   37.4046,       526,
   37.4146,       504,
   37.4246,       518,
   37.4346,       482,
   37.4446,       506,
   37.4545,       498,
   37.4645,       533,
   37.4745,       534,
   37.4845,       558,
   37.4944,       535,
   37.5044,       503,
   37.5144,       503,
   37.5244,       495,
   37.5343,       517,
   37.5443,       489,
   37.5543,       525,
   37.5643,       534,
   37.5742,       513,
   37.5842,       550,
   37.5942,       532,
   37.6042,       513,
   37.6141,       501,
   37.6241,       532,
   37.6341,       502,
   37.6441,       563,
   37.6541,       501,
    37.664,       576,
    37.674,       530,
    37.684,       534,
    37.694,       530,
   37.7039,       524,
   37.7139,       497,
   37.7239,       511,
   37.7339,       506,
   37.7438,       487,
   37.7538,       575,
   37.7638,       504,
   37.7738,       513,
   37.7837,       493,
   37.7937,       538,
   37.8037,       484,
   37.8137,       494,
   37.8236,       523,
   37.8336,       532,
   37.8436,       499,
   37.8536,       495,
   37.8636,       580,
   37.8735,       583,
   37.8835,       594,
   37.8935,       637,
   37.9035,       544,
   37.9134,       575,
   37.9234,       563,
   37.9334,       598,
   37.9434,       558,
   37.9533,       621,
   37.9633,       591,
   37.9733,       608,
   37.9833,       571,
   37.9932,       576,
   38.0032,       585,
   38.0132,       523,
   38.0232,       528,
   38.0332,       565,
   38.0431,       555,
   38.0531,       521,
   38.0631,       511,
   38.0731,       570,
    38.083,       541,
    38.093,       563,
