

     Angle,       PSD,
    38.103,       515,
    38.113,       529,
   38.1229,       482,
   38.1329,       517,
   38.1429,       502,
   38.1529,       517,
   38.1628,       530,
   38.1728,       554,
   38.1828,       531,
   38.1928,       497,
   38.2027,       521,
   38.2127,       479,
   38.2227,       525,
   38.2327,       549,
   38.2427,       535,
   38.2526,       512,
   38.2626,       569,
   38.2726,       484,
   38.2826,       494,
   38.2925,       479,
   38.3025,       486,
   38.3125,       495,
   38.3225,       513,
   38.3324,       500,
   38.3424,       539,
   38.3524,       514,
   38.3624,       513,
   38.3723,       500,
   38.3823,       523,
   38.3923,       513,
   38.4023,       510,
   38.4122,       481,
   38.4222,       511,
   38.4322,       494,
   38.4422,       557,
   38.4522,       502,
   38.4621,       485,
   38.4721,       497,
   38.4821,       518,
   38.4921,       541,
    38.502,       522,
    38.512,       506,
    38.522,       544,
    38.532,       473,
   38.5419,       520,
   38.5519,       529,
   38.5619,       556,
   38.5719,       541,
   38.5818,       510,
   38.5918,       533,
   38.6018,       523,
   38.6118,       496,
   38.6217,       492,
   38.6317,       545,
   38.6417,       502,
   38.6517,       490,
   38.6617,       562,
   38.6716,       493,
   38.6816,       539,
   38.6916,       535,
   38.7016,       506,
   38.7115,       509,
   38.7215,       542,
   38.7315,       502,
   38.7415,       495,
   38.7514,       500,
   38.7614,       507,
   38.7714,       509,
   38.7814,       497,
   38.7913,       527,
   38.8013,       491,
   38.8113,       525,
   38.8213,       514,
   38.8312,       511,
   38.8412,       562,
   38.8512,       480,
   38.8612,       526,
   38.8712,       525,
   38.8811,       544,
   38.8911,       495,
   38.9011,       521,
   38.9111,       508,
    38.921,       501,
    38.931,       498,
    38.941,       539,
    38.951,       513,
   38.9609,       534,
   38.9709,       486,
   38.9809,       487,
   38.9909,       520,
   39.0008,       510,
   39.0108,       527,
   39.0208,       510,
   39.0308,       547,
   39.0407,       571,
   39.0507,       536,
   39.0607,       557,
   39.0707,       522,
   39.0807,       523,
   39.0906,       511,
   39.1006,       487,
   39.1106,       493,
   39.1206,       532,
   39.1305,       517,
   39.1405,       561,
   39.1505,       512,
   39.1605,       520,
   39.1704,       500,
   39.1804,       519,
   39.1904,       545,
   39.2004,       550,
   39.2103,       508,
   39.2203,       547,
   39.2303,       528,
   39.2403,       531,
   39.2502,       537,
   39.2602,       522,
   39.2702,       602,
   39.2802,       589,
   39.2902,       591,
   39.3001,       534,
   39.3101,       572,
   39.3201,       544,
   39.3301,       512,
     39.34,       535,
     39.35,       522,
     39.36,       582,
     39.37,       563,
   39.3799,       538,
   39.3899,       550,
   39.3999,       511,
   39.4099,       545,
   39.4198,       537,
   39.4298,       536,
   39.4398,       508,
   39.4498,       492,
   39.4597,       515,
   39.4697,       568,
   39.4797,       482,
   39.4897,       562,
   39.4997,       516,
   39.5096,       525,
   39.5196,       503,
   39.5296,       526,
   39.5396,       508,
   39.5495,       517,
   39.5595,       526,
   39.5695,       513,
   39.5795,       529,
   39.5894,       488,
   39.5994,       555,
   39.6094,       486,
   39.6194,       509,
   39.6293,       465,
   39.6393,       495,
   39.6493,       529,
   39.6593,       543,
   39.6692,       479,
   39.6792,       527,
   39.6892,       488,
   39.6992,       501,
   39.7092,       518,
   39.7191,       505,
   39.7291,       535,
   39.7391,       519,
   39.7491,       508,
    39.759,       529,
    39.769,       523,
    39.779,       521,
    39.789,       541,
   39.7989,       517,
   39.8089,       535,
   39.8189,       520,
   39.8289,       521,
   39.8388,       512,
   39.8488,       481,
   39.8588,       517,
   39.8688,       512,
   39.8787,       518,
   39.8887,       513,
   39.8987,       529,
   39.9087,       511,
   39.9187,       515,
   39.9286,       530,
   39.9386,       527,
   39.9486,       517,
   39.9586,       496,
   39.9685,       507,
   39.9785,       499,
   39.9885,       492,
   39.9985,       532,
   40.0084,       501,
   40.0184,       511,
   40.0284,       488,
   40.0384,       500,
   40.0483,       504,
   40.0583,       485,
   40.0683,       503,
   40.0783,       485,
   40.0882,       518,
   40.0982,       518,
   40.1082,       510,
   40.1182,       512,
   40.1282,       474,
   40.1381,       549,
   40.1481,       493,
   40.1581,       512,
   40.1681,       573,
    40.178,       539,
    40.188,       516,
    40.198,       561,
    40.208,       513,
   40.2179,       535,
   40.2279,       552,
   40.2379,       488,
   40.2479,       488,
   40.2578,       524,
   40.2678,       508,
   40.2778,       505,
   40.2878,       511,
   40.2977,       489,
   40.3077,       515,
   40.3177,       473,
   40.3277,       511,
   40.3377,       526,
   40.3476,       547,
   40.3576,       488,
   40.3676,       502,
   40.3776,       475,
   40.3875,       521,
   40.3975,       532,
   40.4075,       505,
   40.4175,       495,
   40.4274,       562,
   40.4374,       523,
   40.4474,       457,
   40.4574,       549,
   40.4673,       506,
   40.4773,       514,
   40.4873,       527,
   40.4973,       519,
   40.5073,       511,
   40.5172,       487,
   40.5272,       541,
   40.5372,       493,
   40.5472,       536,
   40.5571,       476,
   40.5671,       519,
   40.5771,       489,
   40.5871,       492,
    40.597,       505,
    40.607,       492,
    40.617,       472,
    40.627,       486,
   40.6369,       513,
   40.6469,       535,
   40.6569,       484,
   40.6669,       469,
   40.6768,       493,
   40.6868,       458,
   40.6968,       498,
   40.7068,       533,
   40.7168,       484,
   40.7267,       498,
   40.7367,       493,
   40.7467,       493,
   40.7567,       502,
   40.7666,       507,
   40.7766,       501,
   40.7866,       531,
   40.7966,       501,
   40.8065,       512,
   40.8165,       530,
   40.8265,       536,
   40.8365,       494,
   40.8464,       516,
   40.8564,       514,
   40.8664,       484,
   40.8764,       522,
   40.8863,       491,
   40.8963,       527,
   40.9063,       549,
   40.9163,       499,
   40.9263,       532,
   40.9362,       534,
   40.9462,       526,
   40.9562,       504,
   40.9662,       516,
   40.9761,       499,
   40.9861,       518,
   40.9961,       504,
   41.0061,       497,
    41.016,       511,
    41.026,       496,
    41.036,       490,
    41.046,       528,
   41.0559,       505,
   41.0659,       471,
   41.0759,       519,
   41.0859,       510,
   41.0958,       548,
   41.1058,       488,
   41.1158,       549,
   41.1258,       481,
   41.1358,       508,
   41.1457,       479,
   41.1557,       496,
   41.1657,       486,
   41.1757,       477,
   41.1856,       490,
   41.1956,       473,
   41.2056,       510,
   41.2156,       511,
   41.2255,       507,
   41.2355,       517,
   41.2455,       503,
   41.2555,       501,
   41.2654,       511,
   41.2754,       555,
   41.2854,       494,
   41.2954,       469,
   41.3053,       535,
   41.3153,       510,
   41.3253,       477,
   41.3353,       551,
   41.3453,       565,
   41.3552,       500,
   41.3652,       475,
   41.3752,       489,
   41.3852,       534,
   41.3951,       496,
   41.4051,       461,
   41.4151,       520,
   41.4251,       524,
    41.435,       527,
    41.445,       503,
    41.455,       515,
    41.465,       517,
   41.4749,       528,
   41.4849,       539,
   41.4949,       542,
   41.5049,       492,
   41.5148,       478,
   41.5248,       492,
   41.5348,       504,
   41.5448,       521,
   41.5548,       502,
   41.5647,       543,
   41.5747,       537,
   41.5847,       529,
   41.5947,       545,
   41.6046,       461,
   41.6146,       499,
   41.6246,       561,
   41.6346,       485,
   41.6445,       506,
   41.6545,       500,
   41.6645,       528,
   41.6745,       501,
   41.6844,       491,
   41.6944,       500,
   41.7044,       476,
   41.7144,       489,
   41.7243,       524,
   41.7343,       536,
   41.7443,       483,
   41.7543,       528,
   41.7643,       482,
   41.7742,       492,
   41.7842,       510,
   41.7942,       495,
   41.8042,       495,
   41.8141,       540,
   41.8241,       504,
   41.8341,       501,
   41.8441,       525,
    41.854,       487,
    41.864,       494,
    41.874,       502,
    41.884,       500,
   41.8939,       499,
   41.9039,       488,
   41.9139,       463,
   41.9239,       528,
   41.9338,       479,
   41.9438,       502,
   41.9538,       486,
   41.9638,       514,
   41.9738,       525,
   41.9837,       511,
   41.9937,       479,
   42.0037,       516,
   42.0137,       514,
   42.0236,       500,
   42.0336,       491,
   42.0436,       491,
   42.0536,       429,
   42.0635,       541,
   42.0735,       492,
   42.0835,       499,
   42.0935,       509,
   42.1034,       531,
   42.1134,       500,
   42.1234,       536,
   42.1334,       515,
   42.1433,       513,
   42.1533,       500,
   42.1633,       509,
   42.1733,       501,
   42.1833,       519,
   42.1932,       495,
   42.2032,       493,
   42.2132,       501,
   42.2232,       477,
   42.2331,       513,
   42.2431,       495,
   42.2531,       516,
   42.2631,       519,
    42.273,       517,
    42.283,       544,
    42.293,       509,
    42.303,       509,
   42.3129,       530,
   42.3229,       500,
   42.3329,       529,
   42.3429,       531,
   42.3528,       486,
   42.3628,       489,
   42.3728,       499,
   42.3828,       525,
   42.3928,       518,
   42.4027,       523,
   42.4127,       524,
   42.4227,       498,
   42.4327,       535,
   42.4426,       515,
   42.4526,       482,
   42.4626,       573,
   42.4726,       500,
   42.4825,       488,
   42.4925,       495,
   42.5025,       497,
   42.5125,       489,
   42.5224,       536,
   42.5324,       553,
   42.5424,       470,
   42.5524,       504,
   42.5623,       503,
   42.5723,       531,
   42.5823,       507,
   42.5923,       556,
   42.6023,       500,
   42.6122,       540,
   42.6222,       516,
   42.6322,       514,
   42.6422,       527,
   42.6521,       522,
   42.6621,       491,
   42.6721,       455,
   42.6821,       557,
    42.692,       518,
    42.702,       507,
    42.712,       559,
    42.722,       521,
   42.7319,       509,
   42.7419,       529,
   42.7519,       517,
   42.7619,       537,
   42.7718,       516,
   42.7818,       552,
   42.7918,       507,
   42.8018,       549,
   42.8118,       534,
   42.8217,       536,
   42.8317,       567,
   42.8417,       547,
   42.8517,       516,
   42.8616,       568,
   42.8716,       536,
   42.8816,       531,
   42.8916,       539,
   42.9015,       517,
   42.9115,       533,
   42.9215,       542,
   42.9315,       517,
   42.9414,       572,
   42.9514,       518,
   42.9614,       498,
   42.9714,       480,
   42.9814,       529,
   42.9913,       523,
   43.0013,       518,
   43.0113,       529,
   43.0213,       489,
   43.0312,       514,
   43.0412,       510,
   43.0512,       497,
   43.0612,       516,
   43.0711,       523,
   43.0811,       533,
   43.0911,       526,
   43.1011,       487,
    43.111,       531,
    43.121,       482,
    43.131,       522,
    43.141,       455,
   43.1509,       524,
   43.1609,       526,
   43.1709,       513,
   43.1809,       494,
   43.1909,       536,
   43.2008,       527,
   43.2108,       488,
   43.2208,       511,
   43.2308,       507,
   43.2407,       557,
   43.2507,       509,
   43.2607,       520,
   43.2707,       499,
   43.2806,       537,
   43.2906,       509,
   43.3006,       528,
   43.3106,       510,
   43.3205,       510,
   43.3305,       515,
   43.3405,       538,
   43.3505,       521,
   43.3604,       475,
   43.3704,       496,
   43.3804,       490,
   43.3904,       483,
   43.4004,       516,
   43.4103,       511,
   43.4203,       492,
   43.4303,       538,
   43.4403,       518,
   43.4502,       491,
   43.4602,       500,
   43.4702,       498,
   43.4802,       504,
   43.4901,       478,
   43.5001,       522,
   43.5101,       502,
   43.5201,       488,
     43.53,       505,
     43.54,       520,
     43.55,       508,
     43.56,       498,
   43.5699,       503,
   43.5799,       525,
   43.5899,       528,
   43.5999,       473,
   43.6099,       512,
   43.6198,       483,
   43.6298,       499,
   43.6398,       521,
   43.6498,       483,
   43.6597,       542,
   43.6697,       504,
   43.6797,       535,
   43.6897,       475,
   43.6996,       540,
   43.7096,       503,
   43.7196,       532,
   43.7296,       549,
   43.7395,       545,
   43.7495,       522,
   43.7595,       552,
   43.7695,       532,
   43.7794,       571,
   43.7894,       567,
   43.7994,       543,
   43.8094,       591,
   43.8194,       556,
   43.8293,       552,
   43.8393,       548,
   43.8493,       520,
   43.8593,       529,
   43.8692,       517,
   43.8792,       535,
   43.8892,       516,
   43.8992,       501,
   43.9091,       576,
   43.9191,       533,
   43.9291,       536,
   43.9391,       537,
    43.949,       525,
    43.959,       510,
    43.969,       532,
    43.979,       489,
   43.9889,       547,
   43.9989,       511,
   44.0089,       513,
   44.0189,       555,
   44.0289,       512,
   44.0388,       547,
   44.0488,       588,
   44.0588,       578,
   44.0688,       619,
   44.0787,       622,
   44.0887,       627,
   44.0987,       591,
   44.1087,       541,
   44.1186,       568,
   44.1286,       572,
   44.1386,       558,
   44.1486,       532,
   44.1585,       535,
   44.1685,       566,
   44.1785,       640,
   44.1885,       554,
   44.1984,       619,
   44.2084,       608,
   44.2184,       583,
   44.2284,       603,
   44.2384,       599,
   44.2483,       547,
   44.2583,       568,
   44.2683,       546,
   44.2783,       557,
   44.2882,       583,
   44.2982,       536,
   44.3082,       529,
   44.3182,       550,
   44.3281,       581,
   44.3381,       547,
   44.3481,       582,
   44.3581,       538,
    44.368,       514,
    44.378,       533,
    44.388,       540,
    44.398,       522,
   44.4079,       496,
   44.4179,       520,
   44.4279,       546,
   44.4379,       485,
   44.4479,       515,
   44.4578,       546,
   44.4678,       502,
   44.4778,       523,
   44.4878,       522,
   44.4977,       532,
   44.5077,       581,
   44.5177,       520,
   44.5277,       465,
   44.5376,       567,
   44.5476,       525,
   44.5576,       539,
   44.5676,       540,
   44.5775,       534,
   44.5875,       503,
   44.5975,       488,
   44.6075,       524,
   44.6174,       495,
   44.6274,       524,
   44.6374,       552,
   44.6474,       507,
   44.6574,       507,
   44.6673,       476,
   44.6773,       524,
   44.6873,       509,
   44.6973,       503,
   44.7072,       533,
   44.7172,       461,
   44.7272,       508,
   44.7372,       512,
   44.7471,       542,
   44.7571,       521,
   44.7671,       538,
   44.7771,       553,
    44.787,       529,
    44.797,       491,
    44.807,       499,
    44.817,       477,
   44.8269,       521,
   44.8369,       505,
   44.8469,       477,
   44.8569,       531,
   44.8669,       571,
   44.8768,       516,
   44.8868,       530,
   44.8968,       531,
   44.9068,       513,
   44.9167,       544,
   44.9267,       507,
   44.9367,       552,
   44.9467,       530,
   44.9566,       580,
   44.9666,       595,
   44.9766,       608,
   44.9866,       611,
   44.9965,       553,
   45.0065,       661,
   45.0165,       652,
   45.0265,       574,
   45.0364,       543,
   45.0464,       525,
   45.0564,       513,
   45.0664,       557,
   45.0764,       563,
   45.0863,       525,
   45.0963,       531,
   45.1063,       528,
   45.1163,       573,
   45.1262,       555,
   45.1362,       586,
   45.1462,       526,
   45.1562,       540,
   45.1661,       527,
   45.1761,       514,
   45.1861,       505,
   45.1961,       508,
    45.206,       546,
    45.216,       531,
    45.226,       521,
    45.236,       515,
   45.2459,       510,
   45.2559,       502,
   45.2659,       526,
   45.2759,       542,
   45.2859,       497,
   45.2958,       509,
   45.3058,       507,
   45.3158,       465,
   45.3258,       491,
   45.3357,       526,
   45.3457,       520,
   45.3557,       509,
   45.3657,       467,
   45.3756,       531,
   45.3856,       540,
   45.3956,       557,
   45.4056,       511,
   45.4155,       516,
   45.4255,       554,
   45.4355,       539,
   45.4455,       460,
   45.4555,       519,
   45.4654,       527,
   45.4754,       505,
   45.4854,       495,
   45.4954,       516,
   45.5053,       518,
   45.5153,       496,
   45.5253,       505,
   45.5353,       515,
   45.5452,       545,
   45.5552,       501,
   45.5652,       496,
   45.5752,       473,
   45.5851,       511,
   45.5951,       497,
   45.6051,       504,
   45.6151,       485,
    45.625,       512,
    45.635,       526,
    45.645,       509,
    45.655,       452,
    45.665,       527,
   45.6749,       516,
   45.6849,       463,
   45.6949,       497,
   45.7049,       469,
   45.7148,       467,
   45.7248,       475,
   45.7348,       481,
   45.7448,       498,
   45.7547,       528,
   45.7647,       527,
   45.7747,       494,
   45.7847,       504,
   45.7946,       511,
   45.8046,       553,
   45.8146,       521,
   45.8246,       473,
   45.8345,       539,
   45.8445,       569,
   45.8545,       542,
   45.8645,       527,
   45.8745,       476,
   45.8844,       454,
   45.8944,       509,
   45.9044,       474,
   45.9144,       519,
   45.9243,       506,
   45.9343,       515,
   45.9443,       495,
   45.9543,       488,
   45.9642,       529,
   45.9742,       496,
   45.9842,       500,
   45.9942,       531,
   46.0041,       494,
   46.0141,       525,
   46.0241,       496,
   46.0341,       473,
    46.044,       502,
    46.054,       492,
    46.064,       482,
    46.074,       543,
    46.084,       504,
   46.0939,       506,
   46.1039,       496,
   46.1139,       500,
   46.1239,       517,
   46.1338,       471,
   46.1438,       480,
   46.1538,       505,
   46.1638,       488,
   46.1737,       476,
   46.1837,       556,
   46.1937,       486,
   46.2037,       487,
   46.2136,       530,
   46.2236,       511,
   46.2336,       492,
   46.2436,       535,
   46.2535,       469,
   46.2635,       504,
   46.2735,       538,
   46.2835,       531,
   46.2935,       513,
   46.3034,       539,
   46.3134,       512,
   46.3234,       543,
   46.3334,       517,
   46.3433,       471,
   46.3533,       503,
   46.3633,       539,
   46.3733,       459,
   46.3832,       463,
   46.3932,       497,
   46.4032,       487,
   46.4132,       534,
   46.4231,       493,
   46.4331,       508,
   46.4431,       547,
   46.4531,       532,
    46.463,       535,
    46.473,       515,
    46.483,       526,
    46.493,       529,
    46.503,       518,
   46.5129,       479,
   46.5229,       509,
   46.5329,       547,
   46.5429,       508,
   46.5528,       449,
   46.5628,       499,
   46.5728,       541,
   46.5828,       504,
   46.5927,       502,
   46.6027,       491,
   46.6127,       515,
   46.6227,       545,
   46.6326,       490,
   46.6426,       531,
   46.6526,       553,
   46.6626,       483,
   46.6725,       513,
   46.6825,       476,
   46.6925,       477,
   46.7025,       498,
   46.7125,       530,
   46.7224,       551,
   46.7324,       503,
   46.7424,       476,
   46.7524,       474,
   46.7623,       557,
   46.7723,       512,
   46.7823,       519,
   46.7923,       539,
   46.8022,       508,
   46.8122,       499,
   46.8222,       489,
   46.8322,       522,
   46.8421,       496,
   46.8521,       533,
   46.8621,       512,
   46.8721,       518,
    46.882,       473,
    46.892,       493,
    46.902,       465,
    46.912,       518,
    46.922,       451,
   46.9319,       505,
   46.9419,       515,
   46.9519,       480,
   46.9619,       519,
   46.9718,       503,
   46.9818,       513,
   46.9918,       523,
   47.0018,       482,
   47.0117,       476,
   47.0217,       522,
   47.0317,       475,
   47.0417,       471,
   47.0516,       492,
   47.0616,       511,
   47.0716,       524,
   47.0816,       498,
   47.0915,       518,
   47.1015,       456,
   47.1115,       518,
   47.1215,       485,
   47.1315,       479,
   47.1414,       477,
   47.1514,       519,
   47.1614,       543,
   47.1714,       530,
   47.1813,       534,
   47.1913,       503,
   47.2013,       565,
   47.2113,       498,
   47.2212,       502,
   47.2312,       508,
   47.2412,       491,
   47.2512,       502,
   47.2611,       531,
   47.2711,       527,
   47.2811,       498,
   47.2911,       472,
    47.301,       522,
    47.311,       496,
    47.321,       507,
    47.331,       533,
    47.341,       544,
   47.3509,       553,
   47.3609,       515,
   47.3709,       526,
   47.3809,       475,
   47.3908,       507,
   47.4008,       488,
   47.4108,       483,
   47.4208,       520,
   47.4307,       525,
   47.4407,       516,
   47.4507,       532,
   47.4607,       527,
   47.4706,       515,
   47.4806,       508,
   47.4906,       511,
   47.5006,       527,
   47.5105,       504,
   47.5205,       550,
   47.5305,       527,
   47.5405,       491,
   47.5505,       491,
   47.5604,       497,
   47.5704,       497,
   47.5804,       528,
   47.5904,       486,
   47.6003,       508,
   47.6103,       509,
   47.6203,       506,
   47.6303,       529,
   47.6402,       516,
   47.6502,       514,
   47.6602,       520,
   47.6702,       506,
   47.6801,       517,
   47.6901,       507,
   47.7001,       502,
   47.7101,       481,
   47.7201,       500,
     47.73,       513,
     47.74,       510,
     47.75,       523,
     47.76,       487,
   47.7699,       529,
   47.7799,       522,
   47.7899,       556,
   47.7999,       540,
   47.8098,       550,
   47.8198,       520,
   47.8298,       500,
   47.8398,       555,
   47.8497,       538,
   47.8597,       485,
   47.8697,       465,
   47.8797,       507,
   47.8896,       549,
   47.8996,       510,
   47.9096,       491,
   47.9196,       525,
   47.9296,       546,
   47.9395,       512,
   47.9495,       522,
   47.9595,       467,
   47.9695,       471,
   47.9794,       528,
   47.9894,       537,
   47.9994,       536,
   48.0094,       514,
   48.0193,       492,
   48.0293,       524,
   48.0393,       506,
   48.0493,       525,
   48.0592,       506,
   48.0692,       525,
   48.0792,       538,
   48.0892,       501,
   48.0991,       506,
   48.1091,       490,
   48.1191,       496,
   48.1291,       440,
   48.1391,       497,
    48.149,       486,
    48.159,       515,
    48.169,       560,
    48.179,       529,
   48.1889,       523,
   48.1989,       496,
   48.2089,       512,
   48.2189,       511,
   48.2288,       541,
   48.2388,       505,
   48.2488,       524,
   48.2588,       513,
   48.2687,       571,
   48.2787,       498,
   48.2887,       495,
   48.2987,       519,
   48.3086,       508,
   48.3186,       485,
   48.3286,       504,
   48.3386,       470,
   48.3486,       514,
   48.3585,       515,
   48.3685,       487,
   48.3785,       499,
   48.3885,       478,
   48.3984,       478,
   48.4084,       502,
   48.4184,       513,
   48.4284,       491,
   48.4383,       481,
   48.4483,       499,
   48.4583,       479,
   48.4683,       482,
   48.4782,       489,
   48.4882,       521,
   48.4982,       533,
   48.5082,       541,
   48.5181,       479,
   48.5281,       510,
   48.5381,       467,
   48.5481,       485,
   48.5581,       465,
    48.568,       491,
    48.578,       543,
    48.588,       511,
    48.598,       519,
   48.6079,       467,
   48.6179,       497,
   48.6279,       492,
   48.6379,       492,
   48.6478,       519,
   48.6578,       490,
   48.6678,       508,
   48.6778,       516,
   48.6877,       496,
   48.6977,       518,
   48.7077,       509,
   48.7177,       495,
   48.7276,       550,
   48.7376,       531,
   48.7476,       507,
   48.7576,       553,
   48.7676,       468,
   48.7775,       532,
   48.7875,       486,
   48.7975,       486,
   48.8075,       523,
   48.8174,       480,
   48.8274,       488,
   48.8374,       489,
   48.8474,       532,
   48.8573,       534,
   48.8673,       491,
   48.8773,       538,
   48.8873,       522,
   48.8972,       486,
   48.9072,       490,
   48.9172,       419,
   48.9272,       533,
   48.9371,       478,
   48.9471,       483,
   48.9571,       523,
   48.9671,       516,
   48.9771,       498,
    48.987,       519,
    48.997,       523,
    49.007,       461,
    49.017,       492,
   49.0269,       483,
   49.0369,       488,
   49.0469,       512,
   49.0569,       474,
   49.0668,       504,
   49.0768,       519,
   49.0868,       451,
   49.0968,       493,
   49.1067,       501,
   49.1167,       494,
   49.1267,       500,
   49.1367,       509,
   49.1466,       490,
   49.1566,       501,
   49.1666,       459,
   49.1766,       527,
   49.1866,       478,
   49.1965,       524,
   49.2065,       521,
   49.2165,       507,
   49.2265,       483,
   49.2364,       453,
   49.2464,       503,
   49.2564,       499,
   49.2664,       473,
   49.2763,       529,
   49.2863,       467,
   49.2963,       530,
   49.3063,       510,
   49.3162,       515,
   49.3262,       535,
   49.3362,       495,
   49.3462,       481,
   49.3561,       536,
   49.3661,       474,
   49.3761,       485,
   49.3861,       527,
   49.3961,       430,
    49.406,       479,
    49.416,       477,
    49.426,       516,
    49.436,       491,
   49.4459,       516,
   49.4559,       519,
   49.4659,       537,
   49.4759,       498,
   49.4858,       504,
   49.4958,       492,
   49.5058,       468,
   49.5158,       477,
   49.5257,       502,
   49.5357,       518,
   49.5457,       526,
   49.5557,       494,
   49.5656,       471,
   49.5756,       535,
   49.5856,       478,
   49.5956,       451,
   49.6056,       499,
   49.6155,       471,
   49.6255,       466,
   49.6355,       496,
   49.6455,       497,
   49.6554,       477,
   49.6654,       477,
   49.6754,       476,
   49.6854,       516,
   49.6953,       530,
   49.7053,       484,
   49.7153,       468,
   49.7253,       494,
   49.7352,       521,
   49.7452,       539,
   49.7552,       528,
   49.7652,       469,
   49.7751,       505,
   49.7851,       488,
   49.7951,       495,
   49.8051,       523,
   49.8151,       533,
    49.825,       496,
    49.835,       519,
    49.845,       477,
    49.855,       515,
   49.8649,       483,
   49.8749,       524,
   49.8849,       546,
   49.8949,       495,
   49.9048,       496,
   49.9148,       476,
   49.9248,       501,
   49.9348,       495,
   49.9447,       502,
   49.9547,       508,
   49.9647,       487,
   49.9747,       481,
   49.9846,       535,
   49.9946,       524,
   50.0046,       512,
   50.0146,       507,
   50.0246,       527,
   50.0345,       494,
   50.0445,       519,
   50.0545,       488,
   50.0645,       542,
   50.0744,       494,
   50.0844,       526,
   50.0944,       537,
   50.1044,       531,
   50.1143,       557,
   50.1243,       536,
   50.1343,       533,
   50.1443,       494,
   50.1542,       490,
   50.1642,       513,
   50.1742,       505,
   50.1842,       508,
   50.1942,       506,
   50.2041,       514,
   50.2141,       535,
   50.2241,       488,
   50.2341,       497,
    50.244,       473,
    50.254,       532,
    50.264,       482,
    50.274,       480,
   50.2839,       509,
   50.2939,       485,
   50.3039,       494,
   50.3139,       497,
   50.3238,       486,
   50.3338,       484,
   50.3438,       488,
   50.3538,       519,
   50.3637,       471,
   50.3737,       535,
   50.3837,       496,
   50.3937,       516,
   50.4037,       524,
   50.4136,       487,
   50.4236,       485,
   50.4336,       491,
   50.4436,       485,
   50.4535,       472,
   50.4635,       506,
   50.4735,       528,
   50.4835,       490,
   50.4934,       508,
   50.5034,       500,
   50.5134,       510,
   50.5234,       534,
   50.5333,       476,
   50.5433,       535,
   50.5533,       502,
   50.5633,       548,
   50.5732,       513,
   50.5832,       491,
   50.5932,       523,
   50.6032,       483,
   50.6132,       473,
   50.6231,       494,
   50.6331,       475,
   50.6431,       522,
   50.6531,       528,
    50.663,       504,
    50.673,       482,
    50.683,       493,
    50.693,       504,
   50.7029,       530,
   50.7129,       481,
   50.7229,       529,
   50.7329,       521,
   50.7428,       472,
   50.7528,       475,
   50.7628,       505,
   50.7728,       462,
   50.7827,       491,
   50.7927,       480,
   50.8027,       504,
   50.8127,       501,
   50.8227,       481,
   50.8326,       502,
   50.8426,       454,
   50.8526,       489,
   50.8626,       485,
   50.8725,       523,
   50.8825,       539,
   50.8925,       500,
   50.9025,       523,
   50.9124,       524,
   50.9224,       502,
   50.9324,       521,
   50.9424,       482,
   50.9523,       509,
   50.9623,       520,
   50.9723,       536,
   50.9823,       526,
   50.9922,       567,
   51.0022,       604,
   51.0122,       599,
   51.0222,       631,
   51.0322,       587,
   51.0421,       575,
   51.0521,       568,
   51.0621,       566,
   51.0721,       534,
    51.082,       519,
    51.092,       462,
    51.102,       547,
    51.112,       556,
   51.1219,       528,
   51.1319,       561,
   51.1419,       528,
   51.1519,       567,
   51.1618,       560,
   51.1718,       555,
   51.1818,       566,
   51.1918,       534,
   51.2017,       518,
   51.2117,       537,
   51.2217,       524,
   51.2317,       507,
   51.2417,       514,
   51.2516,       492,
   51.2616,       518,
   51.2716,       531,
   51.2816,       464,
   51.2915,       481,
   51.3015,       516,
   51.3115,       495,
   51.3215,       507,
   51.3314,       481,
   51.3414,       533,
   51.3514,       485,
   51.3614,       520,
   51.3713,       516,
   51.3813,       477,
   51.3913,       520,
   51.4013,       485,
   51.4112,       512,
   51.4212,       494,
   51.4312,       540,
   51.4412,       518,
   51.4512,       538,
   51.4611,       535,
   51.4711,       527,
   51.4811,       522,
   51.4911,       579,
    51.501,       518,
    51.511,       565,
    51.521,       532,
    51.531,       506,
   51.5409,       503,
   51.5509,       502,
   51.5609,       493,
   51.5709,       489,
   51.5808,       479,
   51.5908,       567,
   51.6008,       499,
   51.6108,       492,
   51.6207,       504,
   51.6307,       544,
   51.6407,       542,
   51.6507,       511,
   51.6607,       516,
   51.6706,       499,
   51.6806,       478,
   51.6906,       462,
   51.7006,       508,
   51.7105,       541,
   51.7205,       507,
   51.7305,       489,
   51.7405,       511,
   51.7504,       511,
   51.7604,       505,
   51.7704,       499,
   51.7804,       479,
   51.7903,       494,
   51.8003,       496,
   51.8103,       447,
   51.8203,       518,
   51.8302,       507,
   51.8402,       492,
   51.8502,       494,
   51.8602,       491,
   51.8702,       511,
   51.8801,       538,
   51.8901,       509,
   51.9001,       538,
   51.9101,       526,
     51.92,       574,
     51.93,       515,
     51.94,       547,
     51.95,       496,
   51.9599,       482,
   51.9699,       511,
   51.9799,       562,
   51.9899,       544,
   51.9998,       510,
   52.0098,       518,
   52.0198,       542,
   52.0298,       486,
   52.0397,       514,
   52.0497,       578,
   52.0597,       503,
   52.0697,       508,
   52.0797,       518,
   52.0896,       503,
   52.0996,       486,
   52.1096,       497,
   52.1196,       531,
   52.1295,       550,
   52.1395,       507,
   52.1495,       496,
   52.1595,       481,
   52.1694,       542,
   52.1794,       506,
