,yyyymm,Ret,Rfree,ExRet,DP,EP,VOL,BILL,BOND,TERM,CREDIT,PPIG,IPG,MA112,MA312,MOM6,DPL1,EPL1,VOLL1,BILLL1,BONDL1,TERML1,CREDITL1,PPIGL1,IPGL1,MA112L1,MA312L1,MOM6L1
561,197310,0.000312,0.006017,-0.005705,-3.488871,-2.624724,0.104205,0.019175,0.000442,-0.0140,0.0071,-0.856531,0.673574,0,0,1,-3.501315,-2.646184,0.108028,0.026000,0.002658,-0.0164,0.0060,-1.684211,0.896154,0.0,0.0,0.0
562,197311,-0.107220,0.006525,-0.113745,-3.356964,-2.484074,0.124800,0.006408,0.001617,-0.0010,0.0055,0.431965,0.528926,0,0,0,-3.488871,-2.624724,0.104205,0.019175,0.000442,-0.0140,0.0071,-0.856531,0.673574,0.0,0.0,1.0
563,197312,0.017971,0.006208,0.011763,-3.362489,-2.481121,0.126359,0.009967,0.001958,-0.0057,0.0042,1.935484,-0.238676,0,0,0,-3.356964,-2.484074,0.124800,0.006408,0.001617,-0.0010,0.0055,0.431965,0.528926,0.0,0.0,0.0
564,197401,-0.008120,0.006475,-0.014595,-3.346493,-2.462887,0.123235,0.004183,0.002900,-0.0005,0.0043,3.375527,-0.703132,0,0,0,-3.362489,-2.481121,0.126359,0.009967,0.001958,-0.0057,0.0042,1.935484,-0.238676,0.0,0.0,0.0
565,197402,0.001992,0.005933,-0.003941,-3.336997,-2.451186,0.111721,0.005417,0.003200,-0.0029,0.0037,2.040816,-0.310452,0,0,0,-3.346493,-2.462887,0.123235,0.004183,0.002900,-0.0005,0.0043,3.375527,-0.703132,0.0,0.0,0.0
566,197403,-0.021818,0.006633,-0.028451,-3.307611,-2.419624,0.119219,-0.002350,0.005892,0.0071,0.0018,1.200000,0.031441,0,0,0,-3.336997,-2.451186,0.111721,0.005417,0.003200,-0.0029,0.0037,2.040816,-0.310452,0.0,0.0,0.0
567,197404,-0.037649,0.006942,-0.044591,-3.261980,-2.364751,0.118345,0.004492,0.008117,0.0020,0.0009,0.790514,-0.345532,0,0,0,-3.307611,-2.419624,0.119219,-0.002350,0.005892,0.0071,0.0018,1.200000,0.031441,0.0,0.0,0.0
568,197405,-0.026896,0.006858,-0.033754,-3.222089,-2.315810,0.123029,0.006467,0.006625,-0.0023,0.0027,1.568627,0.788295,0,0,0,-3.261980,-2.364751,0.118345,0.004492,0.008117,0.0020,0.0009,0.790514,-0.345532,0.0,0.0,0.0
569,197406,-0.012816,0.006583,-0.019399,-3.201584,-2.286437,0.125793,0.003908,0.005975,-0.0011,0.0035,0.386100,-0.108570,0,0,0,-3.222089,-2.315810,0.123029,0.006467,0.006625,-0.0023,0.0027,1.568627,0.788295,0.0,0.0,0.0
570,197407,-0.076698,0.006292,-0.082990,-3.112066,-2.191442,0.139386,0.000017,0.006550,0.0033,0.0049,3.846154,0.049229,0,0,0,-3.201584,-2.286437,0.125793,0.003908,0.005975,-0.0011,0.0035,0.386100,-0.108570,0.0,0.0,0.0
571,197408,-0.082177,0.007467,-0.089644,-3.008987,-2.083005,0.157705,-0.003100,0.008692,0.0100,0.0045,3.518519,-0.970681,0,0,0,-3.112066,-2.191442,0.139386,0.000017,0.006550,0.0033,0.0049,3.846154,0.049229,0.0,0.0,0.0
572,197409,-0.117511,0.006717,-0.124228,-2.873517,-1.942297,0.184945,0.010758,0.005775,-0.0059,0.0087,0.000000,0.049257,0,0,0,-3.008987,-2.083005,0.157705,-0.003100,0.008692,0.0100,0.0045,3.518519,-0.970681,0.0,0.0,0.0
573,197410,0.168113,0.006217,0.161896,-3.023633,-2.101422,0.245656,0.001950,0.000692,-0.0011,0.0132,1.788909,-0.373009,0,0,0,-2.873517,-1.942297,0.184945,0.010758,0.005775,-0.0059,0.0087,0.000000,0.049257,0.0,0.0,0.0
574,197411,-0.045688,0.006225,-0.051913,-2.968058,-2.054925,0.223393,-0.004250,-0.002200,0.0025,0.0118,0.878735,-3.278370,0,0,0,-3.023633,-2.101422,0.245656,0.001950,0.000692,-0.0011,0.0132,1.788909,-0.373009,0.0,0.0,0.0
575,197412,-0.018021,0.005958,-0.023979,-2.946775,-2.042782,0.223412,-0.003850,-0.003583,0.0013,0.0129,-0.174216,-3.540536,0,0,0,-2.968058,-2.054925,0.223393,-0.004250,-0.002200,0.0025,0.0118,0.878735,-3.278370,0.0,0.0,0.0
576,197501,0.123610,0.005217,0.118393,-3.056152,-2.175255,0.265196,-0.006800,-0.000450,0.0081,0.0087,0.174520,-1.371837,0,0,0,-2.946775,-2.042782,0.223412,-0.003850,-0.003583,0.0013,0.0129,-0.174216,-3.540536,0.0,0.0,0.0
577,197502,0.067460,0.004583,0.062877,-3.107892,-2.250332,0.288882,-0.014442,-0.001583,0.0162,0.0074,-0.348432,-2.299905,1,0,1,-3.056152,-2.175255,0.265196,-0.006800,-0.000450,0.0081,0.0087,0.174520,-1.371837,0.0,0.0,0.0
578,197503,0.024014,0.004575,0.019439,-3.122977,-2.289002,0.289677,-0.020692,0.001675,0.0274,0.0043,-0.524476,-1.072246,1,1,1,-3.107892,-2.250332,0.288882,-0.014442,-0.001583,0.0162,0.0074,-0.348432,-2.299905,1.0,0.0,1.0
579,197504,0.049424,0.004675,0.044749,-3.165533,-2.354702,0.293937,-0.018733,0.004175,0.0303,0.0043,1.054482,0.078858,1,1,1,-3.122977,-2.289002,0.289677,-0.020692,0.001675,0.0274,0.0043,-0.524476,-1.072246,1.0,1.0,1.0
580,197505,0.051193,0.004358,0.046835,-3.205074,-2.417766,0.302728,-0.015267,0.002358,0.0275,0.0054,0.695652,-0.229113,1,1,1,-3.165533,-2.354702,0.293937,-0.018733,0.004175,0.0303,0.0043,1.054482,0.078858,1.0,1.0,1.0
581,197506,0.046220,0.004450,0.041770,-3.244843,-2.481446,0.314813,-0.016567,0.000050,0.0290,0.0064,0.172712,0.658299,1,1,1,-3.205074,-2.417766,0.302728,-0.015267,0.002358,0.0275,0.0054,0.695652,-0.229113,1.0,1.0,1.0
582,197507,-0.065504,0.005108,-0.070612,-3.174792,-2.419805,0.310763,-0.013333,0.001600,0.0295,0.0055,1.206897,0.968075,1,1,1,-3.244843,-2.481446,0.314813,-0.016567,0.000050,0.0290,0.0064,0.172712,0.658299,1.0,1.0,1.0
583,197508,-0.015663,0.005367,-0.021030,-3.153496,-2.406991,0.286698,-0.004250,0.003192,0.0231,0.0051,0.511073,1.037457,1,1,1,-3.174792,-2.419805,0.310763,-0.013333,0.001600,0.0295,0.0055,1.206897,0.968075,1.0,1.0,1.0
584,197509,-0.032250,0.005350,-0.037600,-3.118236,-2.380286,0.255851,0.000950,0.004783,0.0218,0.0033,0.677966,1.235999,1,1,1,-3.153496,-2.406991,0.286698,-0.004250,0.003192,0.0231,0.0051,0.511073,1.037457,1.0,1.0,1.0
585,197510,0.064855,0.004967,0.059888,-3.180753,-2.431549,0.218492,0.002117,0.000283,0.0177,0.0067,0.673401,0.442033,1,1,1,-3.118236,-2.380286,0.255851,0.000950,0.004783,0.0218,0.0033,0.677966,1.235999,1.0,1.0,1.0
586,197511,0.030089,0.004567,0.025522,-3.207867,-2.447475,0.212848,-0.001233,0.001625,0.0242,0.0040,-0.501672,0.215738,1,1,1,-3.180753,-2.431549,0.218492,0.002117,0.000283,0.0177,0.0067,0.673401,0.442033,1.0,1.0,1.0
587,197512,-0.010485,0.004533,-0.015018,-3.199006,-2.427490,0.210122,-0.004375,-0.002050,0.0257,0.0074,0.336134,1.244502,1,1,0,-3.207867,-2.447475,0.212848,-0.001233,0.001625,0.0242,0.0040,-0.501672,0.215738,1.0,1.0,1.0
588,197601,0.120143,0.004058,0.116085,-3.309916,-2.510413,0.208868,-0.003350,-0.002400,0.0258,0.0058,0.335008,1.448484,1,1,1,-3.199006,-2.427490,0.210122,-0.004375,-0.002050,0.0257,0.0074,0.336134,1.244502,1.0,1.0,0.0
589,197602,-0.005756,0.004067,-0.009823,-3.297542,-2.470864,0.186543,-0.007892,-0.002517,0.0315,0.0053,0.000000,1.003192,1,1,1,-3.309916,-2.510413,0.208868,-0.003350,-0.002400,0.0258,0.0058,0.335008,1.448484,1.0,1.0,1.0
590,197603,0.032640,0.004167,0.028473,-3.326867,-2.473779,0.189664,-0.007275,-0.003250,0.0304,0.0060,0.166945,0.089541,1,1,1,-3.297542,-2.470864,0.186543,-0.007892,-0.002517,0.0315,0.0053,0.000000,1.003192,1.0,1.0,1.0
591,197604,-0.009610,0.004050,-0.013660,-3.309508,-2.440266,0.175259,-0.005667,-0.002292,0.0297,0.0043,1.000000,0.563153,1,1,1,-3.326867,-2.473779,0.189664,-0.007275,-0.003250,0.0304,0.0060,0.166945,0.089541,1.0,1.0,1.0
592,197605,-0.008116,0.004333,-0.012449,-3.288774,-2.403836,0.159674,-0.006442,0.000233,0.0335,0.0037,0.330033,0.466592,1,1,1,-3.309508,-2.440266,0.175259,-0.005667,-0.002292,0.0297,0.0043,1.000000,0.563153,1.0,1.0,1.0
593,197606,0.043959,0.004508,0.039451,-3.322661,-2.422456,0.158856,-0.003017,-0.001117,0.0287,0.0055,0.657895,0.019702,1,1,1,-3.288774,-2.403836,0.159674,-0.006442,0.000233,0.0335,0.0037,0.330033,0.466592,1.0,1.0,1.0
594,197607,-0.007202,0.004358,-0.011560,-3.306626,-2.403615,0.137762,-0.000975,-0.001117,0.0264,0.0051,0.653595,0.598676,1,1,1,-3.322661,-2.422456,0.158856,-0.003017,-0.001117,0.0287,0.0055,0.657895,0.019702,1.0,1.0,1.0
595,197608,0.001599,0.004283,-0.002684,-3.293604,-2.387840,0.132674,-0.002025,-0.002167,0.0267,0.0055,-0.324675,0.704456,1,1,1,-3.306626,-2.403615,0.137762,-0.000975,-0.001117,0.0264,0.0051,0.653595,0.598676,1.0,1.0,1.0
596,197609,0.024421,0.004233,0.020188,-3.308170,-2.399702,0.129841,-0.001842,-0.002392,0.0267,0.0057,0.651466,0.282695,1,1,1,-3.293604,-2.387840,0.132674,-0.002025,-0.002167,0.0267,0.0055,-0.324675,0.704456,1.0,1.0,1.0
597,197610,-0.020211,0.004100,-0.024311,-3.268516,-2.364729,0.113689,-0.001325,-0.002258,0.0271,0.0053,0.161812,0.038342,1,1,1,-3.308170,-2.399702,0.129841,-0.001842,-0.002392,0.0267,0.0057,0.651466,0.282695,1.0,1.0,1.0
598,197611,-0.001041,0.003958,-0.004999,-3.243835,-2.344591,0.103179,-0.002058,-0.004517,0.0257,0.0076,0.161551,1.474498,1,1,1,-3.268516,-2.364729,0.113689,-0.001325,-0.002258,0.0271,0.0053,0.161812,0.038342,1.0,1.0,1.0
599,197612,0.053775,0.003625,0.050150,-3.278402,-2.383574,0.118842,-0.003150,-0.006617,0.0246,0.0077,0.806452,1.046401,1,1,1,-3.243835,-2.344591,0.103179,-0.002058,-0.004517,0.0257,0.0076,0.161551,1.474498,1.0,1.0,1.0
600,197701,-0.049654,0.003850,-0.053504,-3.215092,-2.326020,0.093339,-0.006242,-0.002000,0.0329,0.0032,0.480000,-0.547516,0,1,0,-3.278402,-2.383574,0.118842,-0.003150,-0.006617,0.0246,0.0077,0.806452,1.046401,1.0,1.0,1.0
601,197702,-0.015638,0.003892,-0.019530,-3.181869,-2.298456,0.096914,-0.003333,-0.000675,0.0313,0.0029,1.114650,1.524955,0,1,0,-3.215092,-2.326020,0.093339,-0.006242,-0.002000,0.0329,0.0032,0.480000,-0.547516,0.0,1.0,0.0
602,197703,-0.012502,0.003833,-0.016335,-3.156543,-2.278691,0.089628,-0.002658,-0.000808,0.0305,0.0038,0.944882,1.239543,0,0,0,-3.181869,-2.298456,0.096914,-0.003333,-0.000675,0.0313,0.0029,1.114650,1.524955,0.0,1.0,0.0
603,197704,0.000641,0.003783,-0.003142,-3.143312,-2.267717,0.086383,-0.003025,-0.000692,0.0311,0.0033,1.248050,0.940766,0,0,0,-3.156543,-2.278691,0.089628,-0.002658,-0.000808,0.0305,0.0038,0.944882,1.239543,0.0,0.0,0.0
604,197705,-0.015064,0.004133,-0.019197,-3.106208,-2.232803,0.088897,-0.003358,-0.000825,0.0311,0.0040,0.462250,0.834229,0,0,0,-3.143312,-2.267717,0.086383,-0.003025,-0.000692,0.0311,0.0033,1.248050,0.940766,0.0,0.0,0.0
605,197706,0.047776,0.004183,0.043593,-3.137487,-2.266232,0.090278,0.001042,-0.001483,0.0258,0.0041,-0.306748,0.721997,0,0,0,-3.106208,-2.232803,0.088897,-0.003358,-0.000825,0.0311,0.0040,0.462250,0.834229,0.0,0.0,0.0
606,197707,-0.015453,0.004325,-0.019778,-3.110484,-2.240639,0.093263,0.001967,0.000225,0.0266,0.0026,0.153846,0.140243,0,0,0,-3.137487,-2.266232,0.090278,0.001042,-0.001483,0.0258,0.0041,-0.306748,0.721997,0.0,0.0,0.0
607,197708,-0.012310,0.004575,-0.016885,-3.078685,-2.210229,0.097138,0.003700,-0.000875,0.0235,0.0044,-0.153610,0.028131,0,0,0,-3.110484,-2.240639,0.093263,0.001967,0.000225,0.0266,0.0026,0.153846,0.140243,0.0,0.0,0.0
608,197709,-0.000825,0.004842,-0.005667,-3.065776,-2.198676,0.088601,0.006408,0.000267,0.0215,0.0028,0.461538,0.481529,0,0,0,-3.078685,-2.210229,0.097138,0.003700,-0.000875,0.0235,0.0044,-0.153610,0.028131,0.0,0.0,0.0
609,197710,-0.041984,0.005133,-0.047117,-3.008885,-2.148713,0.096479,0.009000,0.001950,0.0200,0.0023,0.459418,0.191890,0,0,0,-3.065776,-2.198676,0.088601,0.006408,0.000267,0.0215,0.0028,0.461538,0.481529,0.0,0.0,0.0
610,197711,0.036752,0.005083,0.031669,-3.023136,-2.169766,0.109399,0.011467,0.001317,0.0161,0.0031,0.304878,0.105508,0,0,0,-3.008885,-2.148713,0.096479,0.009000,0.001950,0.0200,0.0023,0.459418,0.191890,0.0,0.0,0.0
611,197712,0.005570,0.005058,0.000512,-3.013770,-2.167084,0.091959,0.009742,0.003233,0.0193,0.0016,0.607903,0.167029,0,0,0,-3.023136,-2.169766,0.109399,0.011467,0.001317,0.0161,0.0031,0.304878,0.105508,0.0,0.0,0.0
612,197801,-0.060643,0.005367,-0.066010,-2.941047,-2.102679,0.095934,0.008008,0.004100,0.0209,0.0025,0.906344,-1.379500,0,0,0,-3.013770,-2.167084,0.091959,0.009742,0.003233,0.0193,0.0016,0.607903,0.167029,0.0,0.0,0.0
613,197802,-0.016260,0.005375,-0.021635,-2.906820,-2.076688,0.096159,0.010192,0.004308,0.0178,0.0025,1.047904,0.495056,0,0,0,-2.941047,-2.102679,0.095934,0.008008,0.004100,0.0209,0.0025,0.906344,-1.379500,0.0,0.0,0.0
614,197803,0.026925,0.005242,0.021683,-2.922377,-2.100397,0.101378,0.008808,0.004717,0.0186,0.0016,0.888889,1.906160,0,0,0,-2.906820,-2.076688,0.096159,0.010192,0.004308,0.0178,0.0025,1.047904,0.495056,0.0,0.0,0.0
615,197804,0.088964,0.005242,0.083722,-2.996730,-2.172946,0.133333,0.005800,0.004858,0.0209,0.0018,1.321586,2.071725,1,0,1,-2.922377,-2.100397,0.101378,0.008808,0.004717,0.0186,0.0016,0.888889,1.906160,0.0,0.0,0.0
616,197805,0.013719,0.005342,0.008377,-2.993405,-2.167835,0.132846,0.004342,0.005533,0.0223,0.0017,0.724638,0.370941,1,0,1,-2.996730,-2.172946,0.133333,0.005800,0.004858,0.0209,0.0018,1.321586,2.071725,1.0,0.0,1.0
617,197806,-0.016578,0.005608,-0.022186,-2.968166,-2.140852,0.121559,0.004333,0.005908,0.0224,0.0011,0.719424,0.688973,1,1,1,-2.993405,-2.167835,0.132846,0.004342,0.005533,0.0223,0.0017,0.724638,0.370941,1.0,0.0,1.0
618,197807,0.056974,0.005842,0.051132,-3.013233,-2.183320,0.136581,0.006108,0.004458,0.0185,0.0030,0.571429,-0.046361,1,1,1,-2.968166,-2.140852,0.121559,0.004333,0.005908,0.0224,0.0011,0.719424,0.688973,1.0,1.0,1.0
619,197808,0.033641,0.005900,0.027741,-3.031442,-2.198966,0.144299,0.007392,0.002217,0.0142,0.0026,0.000000,0.375487,1,1,1,-3.013233,-2.183320,0.136581,0.006108,0.004458,0.0185,0.0030,0.571429,-0.046361,1.0,1.0,1.0
620,197809,-0.005163,0.006542,-0.011705,-3.016823,-2.181837,0.145868,0.006767,0.003117,0.0152,0.0009,0.852273,0.252520,1,1,1,-3.031442,-2.198966,0.144299,0.007392,0.002217,0.0142,0.0026,0.000000,0.375487,1.0,1.0,1.0
621,197810,-0.089570,0.006658,-0.096228,-2.917466,-2.064139,0.163085,0.012767,0.005117,0.0104,0.0000,1.126761,0.802127,0,1,0,-3.016823,-2.181837,0.145868,0.006767,0.003117,0.0152,0.0009,0.852273,0.252520,1.0,1.0,1.0
622,197811,0.026771,0.007200,0.019571,-2.930667,-2.059436,0.159474,0.012642,0.003083,0.0078,0.0026,0.417827,0.757607,0,1,0,-2.917466,-2.064139,0.163085,0.012767,0.005117,0.0104,0.0000,1.126761,0.802127,0.0,1.0,0.0
623,197812,0.016627,0.007567,0.009060,-2.942153,-2.053458,0.163474,0.017025,0.004392,0.0034,0.0018,0.832178,0.534604,1,0,1,-2.930667,-2.059436,0.159474,0.012642,0.003083,0.0078,0.0026,0.417827,0.757607,0.0,1.0,0.0
624,197901,0.042697,0.007792,0.034905,-2.972619,-2.066552,0.156981,0.018917,0.002608,-0.0022,0.0039,1.513067,-0.643021,1,1,0,-2.942153,-2.053458,0.163474,0.017025,0.004392,0.0034,0.0018,0.832178,0.534604,1.0,0.0,1.0
625,197902,-0.028649,0.007767,-0.036416,-2.926970,-2.004105,0.161464,0.019192,0.004092,-0.0027,0.0018,1.490515,0.537277,0,1,0,-2.972619,-2.066552,0.156981,0.018917,0.002608,-0.0022,0.0039,1.513067,-0.643021,1.0,1.0,0.0
626,197903,0.057361,0.007900,0.049461,-2.972286,-2.033181,0.172475,0.016500,0.002900,-0.0030,0.0035,1.201602,0.313143,1,1,0,-2.926970,-2.004105,0.161464,0.019192,0.004092,-0.0027,0.0018,1.490515,0.537277,0.0,1.0,0.0
627,197904,0.004183,0.007883,-0.003700,-2.965024,-2.017952,0.141802,0.015442,0.004200,-0.0026,0.0016,1.451187,-1.128094,1,1,1,-2.972286,-2.033181,0.172475,0.016500,0.002900,-0.0030,0.0035,1.201602,0.313143,1.0,1.0,0.0
628,197905,-0.016818,0.008008,-0.024826,-2.929480,-1.974649,0.142923,0.012600,0.001875,-0.0043,0.0047,0.780234,0.803308,1,1,1,-2.965024,-2.017952,0.141802,0.015442,0.004200,-0.0026,0.0016,1.451187,-1.128094,1.0,1.0,1.0
629,197906,0.040324,0.007550,0.032774,-2.958629,-1.996227,0.151514,0.011433,-0.000825,-0.0084,0.0052,0.645161,-0.005627,1,1,1,-2.929480,-1.974649,0.142923,0.012600,0.001875,-0.0043,0.0047,0.780234,0.803308,1.0,1.0,1.0
630,197907,0.012051,0.007700,0.004351,-2.956780,-1.989553,0.135261,0.003992,0.000667,-0.0011,0.0025,1.538462,-0.135795,1,1,1,-2.958629,-1.996227,0.151514,0.011433,-0.000825,-0.0084,0.0052,0.645161,-0.005627,1.0,1.0,1.0
631,197908,0.061865,0.007933,0.053932,-2.998053,-2.026128,0.145472,0.003933,0.001333,-0.0017,0.0016,0.505051,-0.663745,1,1,1,-2.956780,-1.989553,0.135261,0.003992,0.000667,-0.0011,0.0025,1.538462,-0.135795,1.0,1.0,1.0
632,197909,0.001416,0.008550,-0.007134,-2.987715,-2.011205,0.144117,0.004700,0.002775,-0.0025,0.0017,1.633166,0.110985,1,1,1,-2.998053,-2.026128,0.145472,0.003933,0.001333,-0.0017,0.0016,0.505051,-0.663745,1.0,1.0,1.0
633,197910,-0.065560,0.009750,-0.075310,-2.908208,-1.934903,0.135430,0.010092,0.012267,0.0008,-0.0021,1.483313,0.548456,1,1,1,-2.987715,-2.011205,0.144117,0.004700,0.002775,-0.0025,0.0017,1.633166,0.110985,1.0,1.0,1.0
634,197911,0.052777,0.009825,0.042952,-2.941586,-1.971449,0.144839,0.021400,0.008667,-0.0161,0.0067,0.609013,-0.088657,1,1,1,-2.908208,-1.934903,0.135430,0.010092,0.012267,0.0008,-0.0021,1.483313,0.548456,1.0,1.0,1.0
635,197912,0.018340,0.010033,0.008307,-2.949920,-1.982902,0.145459,0.019675,0.008017,-0.0167,0.0062,0.968523,0.128779,1,1,1,-2.941586,-1.971449,0.144839,0.021400,0.008667,-0.0161,0.0067,0.609013,-0.088657,1.0,1.0,1.0
636,198001,0.061308,0.010000,0.051308,-2.997135,-2.029331,0.152192,0.019708,0.016317,-0.0090,-0.0005,2.158273,0.457001,1,1,1,-2.949920,-1.982902,0.145459,0.019675,0.008017,-0.0167,0.0062,0.968523,0.128779,1.0,1.0,1.0
637,198002,0.002611,0.010717,-0.008106,-2.984012,-2.015429,0.142772,0.017100,0.021200,-0.0014,0.0052,1.995305,0.002990,1,1,1,-2.997135,-2.029331,0.152192,0.019708,0.016317,-0.0090,-0.0005,2.158273,0.457001,1.0,1.0,1.0
638,198003,-0.097518,0.012667,-0.110185,-2.867997,-1.898656,0.157300,0.022750,0.023692,-0.0047,0.0057,0.690449,-0.328752,0,1,0,-2.984012,-2.015429,0.142772,0.017100,0.021200,-0.0014,0.0052,1.995305,0.002990,1.0,1.0,1.0
639,198004,0.042394,0.011000,0.031394,-2.900299,-1.946634,0.171125,0.041383,0.006108,-0.0444,0.0128,0.342857,-2.054777,0,1,1,-2.867997,-1.898656,0.157300,0.022750,0.023692,-0.0047,0.0057,0.690449,-0.328752,0.0,1.0,0.0
640,198005,0.055560,0.007150,0.048410,-2.937869,-1.999867,0.185142,0.018267,0.001092,-0.0283,0.0062,0.569476,-2.431002,1,0,1,-2.900299,-1.946634,0.171125,0.041383,0.006108,-0.0444,0.0128,0.342857,-2.054777,0.0,1.0,1.0
641,198006,0.029722,0.005892,0.023830,-2.956592,-2.034259,0.181306,-0.027075,-0.003083,0.0148,0.0052,0.453001,-1.234209,1,1,1,-2.937869,-1.999867,0.185142,0.018267,0.001092,-0.0283,0.0062,0.569476,-2.431002,1.0,0.0,1.0
642,198007,0.068200,0.006717,0.061483,-3.012335,-2.103986,0.201621,-0.040517,0.002225,0.0367,0.0033,1.803833,-0.772030,1,1,1,-2.956592,-2.034259,0.181306,-0.027075,-0.003083,0.0148,0.0052,0.453001,-1.234209,1.0,1.0,1.0
643,198008,0.013454,0.007608,0.005846,-3.010936,-2.116566,0.184106,-0.029633,0.006883,0.0334,0.0024,1.328904,0.359186,1,1,1,-3.012335,-2.103986,0.201621,-0.040517,0.002225,0.0367,0.0033,1.803833,-0.772030,1.0,1.0,1.0
644,198009,0.027935,0.008558,0.019377,-3.028628,-2.148229,0.193700,-0.018608,0.009233,0.0272,0.0017,0.218579,1.621926,1,1,1,-3.010936,-2.116566,0.184106,-0.029633,0.006883,0.0334,0.0024,1.328904,0.359186,1.0,1.0,1.0
645,198010,0.017809,0.009683,0.008126,-3.039592,-2.160034,0.176424,-0.007217,0.012192,0.0204,0.0000,1.199564,1.261715,1,1,1,-3.028628,-2.148229,0.193700,-0.018608,0.009233,0.0272,0.0017,0.218579,1.621926,1.0,1.0,1.0
646,198011,0.109910,0.011442,0.098468,-3.132155,-2.253429,0.197095,0.006350,0.010250,0.0068,0.0067,0.431034,1.726207,1,1,1,-3.039592,-2.160034,0.176424,-0.007217,0.012192,0.0204,0.0000,1.199564,1.261715,1.0,1.0,1.0
647,198012,-0.030634,0.012908,-0.043542,-3.092812,-2.214911,0.201543,0.025833,0.005592,-0.0174,0.0122,0.643777,0.565638,1,1,1,-3.132155,-2.253429,0.197095,0.006350,0.010250,0.0068,0.0067,0.431034,1.726207,1.0,1.0,1.0
648,198101,-0.043370,0.012517,-0.055887,-3.039518,-2.173502,0.195053,0.040558,0.005983,-0.0338,0.0070,1.492537,-0.571743,1,1,1,-3.092812,-2.214911,0.201543,0.025833,0.005592,-0.0174,0.0122,0.643777,0.565638,1.0,1.0,1.0
649,198102,0.021267,0.012325,0.008942,-3.046276,-2.192134,0.201803,0.033342,0.012375,-0.0219,0.0052,0.945378,-0.458957,1,1,1,-3.039518,-2.173502,0.195053,0.040558,0.005983,-0.0338,0.0070,1.492537,-0.571743,1.0,1.0,1.0
650,198103,0.038285,0.011133,0.027152,-3.075285,-2.233004,0.180372,0.029433,0.008800,-0.0231,0.0085,0.936524,0.529430,1,1,1,-3.046276,-2.192134,0.201803,0.033342,0.012375,-0.0219,0.0052,0.945378,-0.458957,1.0,1.0,1.0
651,198104,-0.020211,0.011408,-0.031619,-3.045727,-2.199488,0.172346,0.016667,0.015067,-0.0004,0.0056,1.030928,-0.444550,1,1,1,-3.075285,-2.233004,0.180372,0.029433,0.008800,-0.0231,0.0085,0.936524,0.529430,1.0,1.0,1.0
652,198105,0.006539,0.013583,-0.007044,-3.038283,-2.188138,0.154610,0.019558,0.006467,-0.0104,0.0167,0.306122,0.595380,1,1,0,-3.045727,-2.199488,0.172346,0.016667,0.015067,-0.0004,0.0056,1.030928,-0.444550,1.0,1.0,1.0
653,198106,-0.008255,0.012275,-0.020530,-3.022065,-2.168082,0.146844,0.039225,0.007883,-0.0326,0.0071,0.203459,0.471850,1,1,0,-3.038283,-2.188138,0.154610,0.019558,0.006467,-0.0104,0.0167,0.306122,0.595380,1.0,1.0,0.0
654,198107,0.000714,0.012458,-0.011744,-3.013094,-2.160110,0.122427,0.017142,0.012017,-0.0103,0.0068,0.507614,0.656276,0,1,1,-3.022065,-2.168082,0.146844,0.039225,0.007883,-0.0326,0.0071,0.203459,0.471850,1.0,1.0,0.0
655,198108,-0.055540,0.012925,-0.068465,-2.942269,-2.090279,0.137654,0.013600,0.016975,-0.0050,0.0044,0.000000,-0.013540,0,0,0,-3.013094,-2.160110,0.122427,0.017142,0.012017,-0.0103,0.0068,0.507614,0.656276,0.0,1.0,1.0
656,198109,-0.050466,0.012250,-0.062716,-2.880266,-2.029251,0.145806,0.013883,0.018200,-0.0069,0.0067,-0.202020,-0.595284,0,0,0,-2.942269,-2.090279,0.137654,0.013600,0.016975,-0.0050,0.0044,0.000000,-0.013540,0.0,0.0,0.0
657,198110,0.052115,0.011283,0.040832,-2.922636,-2.075266,0.158218,0.002092,0.007125,-0.0086,0.0156,0.101215,-0.674533,0,0,0,-2.880266,-2.029251,0.145806,0.013883,0.018200,-0.0069,0.0067,-0.202020,-0.595284,0.0,0.0,0.0
658,198111,0.043827,0.009050,0.034777,-2.952997,-2.109244,0.134309,-0.011108,-0.009192,-0.0134,0.0202,-0.101112,-1.144683,0,0,0,-2.922636,-2.075266,0.158218,0.002092,0.007125,-0.0086,0.0156,0.101215,-0.674533,0.0,0.0,0.0
659,198112,-0.027059,0.009042,-0.036101,-2.916914,-2.076752,0.133015,-0.035517,0.001083,0.0248,0.0089,0.000000,-1.091841,0,0,0,-2.952997,-2.109244,0.134309,-0.011108,-0.009192,-0.0134,0.0202,-0.101112,-1.144683,0.0,0.0,0.0
660,198201,-0.015367,0.010233,-0.025600,-2.894700,-2.071058,0.122884,-0.031750,0.007483,0.0330,0.0103,0.910931,-1.993282,0,0,0,-2.916914,-2.076752,0.133015,-0.035517,0.001083,0.0248,0.0089,0.000000,-1.091841,0.0,0.0,0.0
661,198202,-0.050441,0.011233,-0.061674,-2.827747,-2.020757,0.133439,-0.015167,0.005192,0.0174,0.0125,0.100301,1.982534,0,0,0,-2.894700,-2.071058,0.122884,-0.031750,0.007483,0.0330,0.0103,0.910931,-1.993282,0.0,0.0,0.0
