,yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx,PPIG,IPG,DP,EP,VOL,BILL,BOND,TERM,CREDIT,MA112,MA312,MOM6,ExRet
718,193011,16.57,0.9792,1.023,0.504671,0.0174,0.0447,0.0625,0.0322,0.137753,0.001167,-0.006061,0.0042,-0.0012,0.007160,,-0.019736,-0.024113,-2.097902,-2.324527,-2.828613,-2.784854,0.232826,-0.007908,-0.000975,0.0148,0.0125,0,0,0,-0.020903
719,193012,15.34,0.9800,0.970,0.554745,0.0140,0.0452,0.0671,0.0330,0.113886,0.001233,-0.018293,-0.0070,-0.0090,0.008166,,-0.071479,-0.077707,-2.142857,-2.381567,-2.750667,-2.760923,0.248646,-0.009583,-0.000092,0.0190,0.0122,0,0,0,-0.072712
720,193101,16.09,0.9667,0.9400,0.539152,0.0148,0.0442,0.0641,0.0343,0.089711,0.001033,-0.012422,-0.0121,0.0203,0.005224,,0.059527,0.056729,-1.459854,-0.487934,-2.812065,-2.840073,0.248608,-0.007492,0.001242,0.0195,0.0099,0,0,0,0.058494
721,193102,17.93,0.9533,0.9100,0.479668,0.0124,0.0443,0.0638,0.0338,0.082533,0.000883,-0.012579,0.0085,0.0068,0.002885,,0.110943,0.105279,-2.222222,0.490326,-2.934301,-2.980786,0.279325,-0.008100,0.000750,0.0214,0.0105,0,0,0,0.110060
722,193103,16.69,0.9400,0.8800,0.529125,0.0106,0.0439,0.0644,0.0332,0.073969,0.001150,-0.006369,0.0104,0.0094,0.004169,,-0.068939,-0.073451,-0.757576,1.951735,-2.876685,-2.942643,0.278092,-0.007983,0.000175,0.0226,0.0107,0,0,0,-0.070089
723,193104,15.09,0.9267,0.8500,0.603214,0.0138,0.0440,0.0672,0.0327,0.077769,0.001242,-0.006410,0.0086,0.0067,0.006709,,-0.092955,-0.095460,-1.526718,0.478593,-2.790158,-2.876551,0.306680,-0.003475,-0.000233,0.0189,0.0113,0,0,0,-0.094197
724,193105,13.02,0.9133,0.8200,0.709949,0.0149,0.0437,0.0715,0.0317,0.071367,0.000733,-0.012903,0.0145,0.0134,0.006911,,-0.137674,-0.143020,-2.325581,-1.428940,-2.657178,-2.764938,0.352457,-0.001117,-0.001133,0.0168,0.0120,0,0,0,-0.138407
725,193106,14.83,0.9000,0.7900,0.607271,0.0088,0.0436,0.0736,0.0319,0.063746,0.000458,-0.013072,0.0004,0.0052,0.023333,,0.146492,0.139763,-1.587302,-2.416091,-2.802013,-2.932374,0.349121,-0.005942,-0.000858,0.0231,0.0117,0,0,0,0.146034
726,193107,13.73,0.8867,0.7600,0.673610,0.0055,0.0436,0.0708,0.0325,0.033994,0.000342,0.000000,-0.0042,0.0052,0.007039,,-0.075465,-0.078570,0.000000,-1.483759,-2.739832,-2.894020,0.362417,-0.008125,-0.000242,0.0270,0.0111,0,0,0,-0.075807
727,193108,13.86,0.8733,0.7300,0.654185,0.0041,0.0440,0.0747,0.0326,0.020145,0.000350,0.000000,0.0012,0.0012,0.004542,,0.007779,0.002304,0.000000,-3.518482,-2.764483,-2.943718,0.361156,-0.008342,-0.000125,0.0285,0.0114,0,0,0,0.007429
728,193109,9.71,0.8600,0.7000,0.944002,0.0042,0.0455,0.0807,0.0353,0.030352,0.000375,-0.006623,-0.0281,-0.0014,0.023459,,-0.287461,-0.291524,-0.806452,-4.686853,-2.423979,-2.629831,0.420459,-0.007317,0.002333,0.0311,0.0102,0,0,0,-0.287836
729,193110,10.53,0.8467,0.6700,0.877176,0.0045,0.0499,0.0904,0.0385,0.011253,0.001417,-0.006667,-0.0330,-0.0363,0.042502,,0.076738,0.072834,-1.626016,-3.826118,-2.520637,-2.754706,0.417948,-0.005917,0.005025,0.0340,0.0114,0,0,0,0.075321
730,193111,9.50,0.8333,0.6400,0.971556,0.0170,0.0494,0.0893,0.0385,0.003378,0.001475,-0.013423,0.0027,-0.0189,0.011435,,-0.100909,-0.109396,0.000000,-1.136667,-2.433653,-2.697579,0.447316,0.006617,0.004500,0.0215,0.0109,0,0,0,-0.102384
731,193112,8.12,0.8200,0.6100,1.170732,0.0177,0.0532,0.1042,0.0407,-0.012944,0.002008,-0.006803,-0.0220,-0.0286,0.021195,,-0.137557,-0.145471,-2.479339,-0.574868,-2.292781,-2.588626,0.471223,0.007008,0.006058,0.0230,0.0125,0,0,0,-0.139565
732,193201,7.89,0.7933,0.5933,1.191378,0.0241,0.0520,0.0913,0.0390,-0.011577,0.002067,-0.020548,0.0034,-0.0052,0.017377,,-0.018803,-0.021067,-1.694915,-2.888870,-2.297150,-2.587651,0.456489,0.012633,0.003967,0.0149,0.0130,0,0,0,-0.020870
733,193202,8.29,0.7667,0.5767,1.119843,0.0248,0.0523,0.0887,0.0367,-0.015728,0.002017,-0.013986,0.0413,-0.0238,0.026715,,0.053581,0.045233,-1.724138,-2.381567,-2.380710,-2.665483,0.435736,0.012300,0.001425,0.0119,0.0156,0,0,0,0.051564
734,193203,7.31,0.7400,0.5600,1.185862,0.0242,0.0498,0.0883,0.0370,-0.008416,0.001875,-0.007092,-0.0018,0.0356,0.013409,,-0.118907,-0.125245,0.000000,-1.219834,-2.290348,-2.569062,0.453814,0.010567,0.001408,0.0128,0.0128,0,0,0,-0.120782
735,193204,5.83,0.7133,0.5433,1.553728,0.0225,0.0517,0.1046,0.0336,-0.015475,0.000925,-0.007143,0.0604,-0.0176,0.019851,,-0.205295,-0.207637,-0.877193,-6.789711,-2.100870,-2.373111,0.494459,0.008142,-0.002067,0.0111,0.0181,0,0,0,-0.206220
736,193205,4.47,0.6867,0.5267,1.942333,0.0111,0.0536,0.1100,0.0349,-0.034051,0.000258,-0.014388,-0.0188,0.0107,0.023184,,-0.232123,-0.240123,-1.769912,-3.312129,-1.873246,-2.138513,0.528631,-0.002942,-0.001033,0.0238,0.0187,0,0,0,-0.232381
737,193206,4.43,0.6600,0.5100,2.028478,0.0031,0.0541,0.1100,0.0347,-0.040689,0.000283,-0.007299,0.0065,-0.0009,0.034303,,0.002768,-0.006507,-0.900901,-3.423116,-1.903915,-2.161744,0.476631,-0.010467,-0.001467,0.0316,0.0194,0,0,0,0.002485
738,193207,6.10,0.6333,0.4933,1.612544,0.0034,0.0526,0.1079,0.0320,-0.029177,0.000183,0.000000,0.0481,0.0043,0.020111,,0.391838,0.390006,0.909091,-2.837606,-2.265100,-2.514927,0.591095,-0.009992,-0.004125,0.0286,0.0206,0,0,0,0.391655
739,193208,8.39,0.6067,0.4767,1.187808,0.0022,0.0491,0.0822,0.0321,-0.015063,0.000117,-0.007353,0.0003,0.0436,0.040019,,0.401979,0.394164,0.900901,2.920478,-2.626761,-2.867908,0.733717,-0.011033,-0.003983,0.0299,0.0170,1,0,1,0.401862
740,193209,8.08,0.5800,0.4600,1.214366,0.0014,0.0470,0.0761,0.0319,0.000705,0.000025,-0.007407,0.0057,0.0301,0.043299,,-0.029526,-0.034118,0.892857,6.382052,-2.634119,-2.865921,0.640396,-0.011600,-0.003900,0.0305,0.0151,1,1,1,-0.029551
741,193210,6.96,0.5533,0.4433,1.403877,0.0003,0.0464,0.0787,0.0322,-0.002873,0.000008,-0.007463,-0.0017,0.0074,0.035645,,-0.142069,-0.143263,-1.769912,3.334216,-2.532034,-2.753688,0.664033,-0.012350,-0.003075,0.0319,0.0142,0,1,1,-0.142077
742,193211,6.55,0.5267,0.4267,1.542147,0.0001,0.0463,0.0824,0.0322,-0.003321,0.000008,-0.007519,0.0032,0.0073,0.023317,,-0.052228,-0.058702,-0.900901,0.000000,-2.520589,-2.731139,0.646420,-0.011142,-0.002550,0.0321,0.0141,0,1,1,-0.052236
743,193212,6.89,0.5000,0.4100,1.442084,0.0001,0.0459,0.0842,0.0315,-0.005032,0.000033,-0.007576,0.0131,0.0139,0.010223,,0.061569,0.053749,-1.818182,-1.935980,-2.623218,-2.821669,0.618927,-0.009675,-0.002483,0.0314,0.0144,1,1,1,0.061536
744,193301,6.94,0.4950,0.4125,1.426929,0.0004,0.0444,0.0801,0.0308,-0.006490,0.000058,-0.015267,0.0148,0.0547,0.005917,,0.013938,0.012575,-2.777778,-1.974200,-2.640499,-2.822821,0.617167,-0.007400,-0.002500,0.0304,0.0136,1,1,1,0.013880
745,193302,5.66,0.4900,0.4150,1.690990,0.0007,0.0448,0.0837,0.0325,-0.005817,0.000008,-0.015504,-0.0258,-0.0523,0.015667,,-0.179558,-0.186035,-1.904762,0.671320,-2.446774,-2.612901,0.662746,-0.005092,-0.000450,0.0318,0.0123,0,1,0,-0.179566
746,193303,5.85,0.4850,0.4175,1.476534,0.0001,0.0468,0.0891,0.0321,-0.021883,0.001117,-0.007874,0.0097,0.0047,0.037454,,0.038627,0.032581,0.970874,-5.999181,-2.490048,-2.639912,0.633700,-0.003683,-0.000442,0.0320,0.0147,0,0,0,0.037510
747,193304,8.32,0.4800,0.4200,1.119015,0.0134,0.0478,0.0912,0.0325,-0.006368,0.000375,0.000000,-0.0032,-0.0095,0.029151,,0.414312,0.412291,0.000000,7.091454,-2.852631,-2.986163,0.709323,0.010375,0.000050,0.0191,0.0153,1,1,1,0.413937
748,193305,9.64,0.4750,0.4225,0.928385,0.0045,0.0463,0.0774,0.0308,-0.003001,0.000242,0.000000,0.0303,0.0588,0.011964,,0.174816,0.170167,3.846154,16.555864,-3.010362,-3.127487,0.688589,0.002025,-0.001308,0.0263,0.0155,1,1,1,0.174574
749,193306,10.91,0.4700,0.4250,0.833503,0.0029,0.0446,0.0707,0.0306,0.000762,0.000058,0.007937,0.0050,0.0190,0.019819,,0.137498,0.133994,3.703704,15.340897,-3.144702,-3.245346,0.737334,0.000442,-0.001167,0.0277,0.0140,1,1,1,0.137440
750,193307,9.95,0.4650,0.4275,0.901179,0.0007,0.0436,0.0662,0.0309,0.002714,0.000158,0.031496,-0.0017,0.0161,0.032868,,-0.084736,-0.085471,6.250000,9.360324,-3.063290,-3.147374,0.626225,-0.001533,-0.000775,0.0302,0.0127,1,1,1,-0.084894
751,193308,11.09,0.4600,0.4300,0.798750,0.0019,0.0430,0.0677,0.0308,0.002147,0.000008,0.007634,0.0044,0.0093,0.011879,,0.123272,0.119807,0.840336,-4.053483,-3.182573,-3.250014,0.525388,-0.000308,-0.000767,0.0289,0.0122,1,1,1,0.123264
752,193309,9.83,0.4550,0.4325,0.867997,0.0001,0.0436,0.0727,0.0308,-0.000458,0.000033,0.000000,0.0023,-0.0014,0.014250,,-0.118045,-0.121112,1.666667,-5.633540,-3.072897,-3.123612,0.557415,-0.002000,-0.000675,0.0307,0.0128,1,1,1,-0.118078
753,193310,8.96,0.4500,0.4350,0.927858,0.0004,0.0434,0.0749,0.0315,0.003463,0.000075,0.000000,-0.0091,0.0040,0.027676,,-0.090623,-0.091588,0.819672,-4.976376,-2.991278,-3.025179,0.538801,-0.001708,0.000083,0.0311,0.0119,1,1,1,-0.090698
754,193311,9.88,0.4450,0.4375,0.833503,0.0009,0.0454,0.0798,0.0327,0.005924,0.000183,0.000000,-0.0149,-0.0248,0.009582,,0.108553,0.102070,0.000000,-5.758796,-3.100194,-3.117191,0.559180,-0.001275,0.001242,0.0318,0.0127,1,1,1,0.108370
755,193312,10.10,0.4400,0.4400,0.829026,0.0022,0.0450,0.0775,0.0336,0.006196,0.000242,0.000000,-0.0113,0.0257,0.005591,,0.026694,0.024430,-0.813008,0.555700,-3.133516,-3.133516,0.546562,-0.000150,0.001967,0.0314,0.0114,1,1,0,0.026452
756,193401,11.17,0.4408,0.4442,0.762917,0.0029,0.0435,0.0701,0.0321,0.003558,0.000600,0.000000,0.0257,0.0257,0.006639,,0.115033,0.113644,1.639344,3.313782,-3.232396,-3.224712,0.583138,0.000342,0.000358,0.0292,0.0114,1,1,1,0.114433
757,193402,10.76,0.4417,0.4483,0.790644,0.0072,0.0420,0.0627,0.0317,0.005595,0.000517,0.007576,0.0081,0.0146,0.005567,,-0.032840,-0.037272,2.419355,4.814135,-3.192960,-3.178128,0.530056,0.004100,0.000025,0.0245,0.0103,1,1,0,-0.033357
758,193403,10.75,0.4425,0.4525,0.802512,0.0062,0.0413,0.0626,0.0307,0.009606,0.000200,0.000000,0.0197,0.0187,0.006373,,0.005355,0.002464,0.000000,4.591179,-3.190221,-3.167873,0.518018,0.002592,-0.000858,0.0245,0.0106,1,1,1,0.005155
759,193404,10.46,0.4433,0.4567,0.801075,0.0024,0.0407,0.0601,0.0300,0.007829,0.000125,0.000000,0.0126,0.0104,0.001899,,-0.025490,-0.026944,0.000000,0.000000,-3.161067,-3.131287,0.377342,-0.000292,-0.001350,0.0276,0.0107,1,1,1,-0.025615
760,193405,9.61,0.444200,0.460800,0.856383,0.0015,0.0401,0.0605,0.0292,0.007652,0.000133,0.000000,0.0131,0.0090,0.007363,,-0.078497,-0.082255,0.000000,1.951735,-3.074285,-3.037595,0.342493,-0.000942,-0.002017,0.0277,0.0109,0,0,0,-0.078630
761,193406,9.81,0.445000,0.465000,0.840731,0.0016,0.0393,0.0606,0.0289,0.005983,0.000125,0.007519,0.0067,0.0158,0.006895,,0.024080,0.021102,1.574803,-1.914372,-3.093083,-3.049120,0.301459,-0.000733,-0.002175,0.0273,0.0104,0,0,0,0.023955
762,193407,8.68,0.445800,0.469200,0.914253,0.0015,0.0389,0.0613,0.0288,0.002910,0.000125,0.000000,0.0040,0.0047,0.011531,,-0.119846,-0.121723,0.000000,-6.829311,-2.968906,-2.917748,0.314162,-0.000900,-0.002100,0.0273,0.0101,0,0,0,-0.119971
763,193408,9.15,0.446700,0.473300,0.866896,0.0015,0.0393,0.0649,0.0299,0.019959,0.000158,0.000000,-0.0118,0.0047,0.006501,,0.058650,0.051629,2.325581,-1.047398,-3.019622,-2.961780,0.290781,-0.000867,-0.000925,0.0284,0.0094,0,0,0,0.058492
764,193409,9.10,0.447500,0.477500,0.870364,0.0019,0.0396,0.0657,0.0310,0.019441,0.000175,0.014925,-0.0146,-0.0061,0.004831,,-0.000216,-0.003127,1.515152,-5.819752,-3.012353,-2.947466,0.248151,-0.000617,0.000158,0.0291,0.0086,0,0,0,-0.000391
765,193410,8.81,0.448300,0.481700,0.862254,0.0021,0.0390,0.0640,0.0300,0.023899,0.000225,-0.007353,0.0182,0.0102,0.004358,,-0.032663,-0.033732,-1.492537,4.495567,-2.978180,-2.906321,0.227181,-0.000558,-0.000717,0.0279,0.0090,0,0,0,-0.032888
766,193411,9.54,0.449200,0.485800,0.782009,0.0027,0.0386,0.0637,0.0299,0.020713,0.000208,0.000000,0.0037,0.0129,0.002025,,0.086059,0.080682,0.000000,1.073599,-3.055781,-2.977452,0.219042,-0.000108,-0.000583,0.0272,0.0087,0,0,0,0.085851
767,193412,9.50,0.450000,0.490000,0.773741,0.0025,0.0381,0.0623,0.0293,0.020815,0.000192,-0.007407,0.0112,0.0101,0.002609,,-0.000681,-0.004415,0.757576,6.384695,-3.049799,-2.964642,0.209631,-0.000333,-0.000825,0.0268,0.0088,0,0,0,-0.000873
768,193501,9.10,0.450000,0.570000,0.791622,0.0023,0.0377,0.0598,0.0281,0.021000,0.000167,0.014925,0.0182,0.0211,0.002214,,-0.042368,-0.043755,2.255639,7.998411,-3.006782,-2.770393,0.183341,-0.000483,-0.001692,0.0258,0.0096,0,0,1,-0.042535
769,193502,8.74,0.450000,0.650000,0.786286,0.0020,0.0369,0.0595,0.0275,0.014711,0.000158,0.007353,0.0092,0.0141,0.003280,,-0.036840,-0.042660,0.735294,1.852347,-2.966418,-2.598693,0.184788,-0.000350,-0.001942,0.0255,0.0094,0,0,0,-0.036998
770,193503,8.47,0.450000,0.730000,0.800754,0.0019,0.0367,0.0620,0.0274,0.012048,0.000125,0.000000,0.0041,0.0043,0.003973,,-0.031454,-0.035324,0.000000,-0.454665,-2.935038,-2.451241,0.194230,-0.000092,-0.001767,0.0255,0.0093,0,0,0,-0.031579
771,193504,9.28,0.446667,0.756667,0.737323,0.0015,0.0366,0.0613,0.0269,0.019096,0.000125,0.007299,0.0079,0.0112,0.003162,,0.096493,0.095347,0.729927,-1.826966,-3.033803,-2.506694,0.219919,-0.000417,-0.002008,0.0254,0.0097,1,0,1,0.096368
772,193505,9.58,0.443333,0.783333,0.729393,0.0015,0.0365,0.0594,0.0276,0.019300,0.000125,0.000000,-0.0057,0.0042,0.002878,,0.038135,0.033059,0.000000,0.000000,-3.073112,-2.503875,0.205316,-0.000417,-0.001175,0.0261,0.0089,1,0,1,0.038010
773,193506,10.23,0.440000,0.810000,0.681818,0.0015,0.0361,0.0577,0.0270,0.019346,0.000125,-0.007246,0.0092,0.0112,0.002810,,0.070533,0.067124,0.000000,1.395724,-3.146305,-2.536046,0.222123,-0.000408,-0.001617,0.0255,0.0091,1,1,1,0.070408
774,193507,11.08,0.440000,0.793333,0.639309,0.0015,0.0356,0.0567,0.0268,0.017410,0.000125,0.000000,0.0046,0.0111,0.001680,,0.083814,0.082471,-0.724638,0.000000,-3.226122,-2.636654,0.209087,-0.000408,-0.001650,0.0253,0.0088,1,1,1,0.083689
775,193508,11.32,0.440000,0.776667,0.633687,0.0015,0.0360,0.0558,0.0281,0.004982,0.000133,0.000000,-0.0133,-0.0042,0.003775,,0.026569,0.022105,1.459854,3.670697,-3.247552,-2.679315,0.197480,-0.000408,-0.000200,0.0266,0.0079,1,1,1,0.026436
776,193509,11.59,0.440000,0.760000,0.611734,0.0016,0.0359,0.0553,0.0282,0.008027,0.000167,0.000000,0.0009,0.0000,0.002429,,0.025526,0.022175,0.000000,2.653948,-3.271123,-2.724580,0.206637,-0.000283,0.000133,0.0266,0.0077,1,1,1,0.025359
777,193510,12.46,0.450000,0.760000,0.577501,0.0020,0.0352,0.0554,0.0279,0.002951,0.000167,0.000000,0.0061,0.0042,0.003259,,0.071803,0.070634,0.000000,3.018040,-3.321031,-2.796960,0.220798,0.000125,0.000008,0.0259,0.0073,1,1,1,0.071636
778,193511,12.95,0.460000,0.760000,0.566952,0.0020,0.0347,0.0543,0.0280,0.002219,0.000133,0.007299,0.0010,0.0069,0.003150,,0.051943,0.045620,0.000000,2.091077,-3.337625,-2.835533,0.208455,0.000183,0.000267,0.0260,0.0067,1,1,1,0.051810
779,193512,13.43,0.470000,0.760000,0.559911,0.0016,0.0344,0.0530,0.0276,0.008689,0.000125,0.000000,0.0070,0.0083,0.002897,,0.039887,0.036744,0.719424,1.229836,-3.352514,-2.871928,0.222639,-0.000142,0.000008,0.0260,0.0068,1,1,1,0.039762
780,193601,14.31,0.480000,0.770000,0.539835,0.0015,0.0337,0.0500,0.0285,0.008908,0.000167,0.000000,0.0055,0.0082,0.001867,,0.071832,0.070187,-0.714286,-1.619859,-3.394928,-2.922323,0.233300,-0.000175,0.000875,0.0270,0.0052,1,1,1,0.071665
781,193602,14.55,0.490000,0.780000,0.529076,0.0020,0.0332,0.0480,0.0281,0.013760,0.000167,0.000000,0.0081,0.0054,0.002223,,0.022461,0.018857,0.000000,-2.468310,-3.390941,-2.926052,0.228097,0.000325,0.000425,0.0261,0.0051,1,1,1,0.022294
782,193603,14.92,0.500000,0.790000,0.527696,0.0020,0.0329,0.0486,0.0275,0.013456,0.000167,-0.007246,0.0106,0.0082,0.005004,,0.024029,0.021457,-1.438849,1.266151,-3.395850,-2.938425,0.225411,0.000317,-0.000183,0.0255,0.0054,1,1,1,0.023862
783,193604,13.77,0.516667,0.820000,0.566349,0.0020,0.0329,0.0491,0.0274,0.019253,0.000167,0.000000,0.0035,0.0026,0.005761,,-0.077588,-0.078356,0.000000,6.250094,-3.282849,-2.820943,0.218571,0.000275,-0.000325,0.0254,0.0055,1,1,1,-0.077755
784,193605,14.40,0.533333,0.850000,0.540487,0.0020,0.0327,0.0494,0.0273,0.018628,0.000167,0.000000,0.0040,0.0040,0.002908,,0.053106,0.046971,-1.459854,1.959868,-3.295837,-2.829747,0.223988,0.000233,-0.000400,0.0253,0.0054,1,1,1,0.052939
785,193606,14.84,0.550000,0.880000,0.523178,0.0020,0.0324,0.0490,0.0273,0.020813,0.000167,0.007299,0.0021,0.0082,0.001568,,0.032542,0.029509,1.481481,1.923584,-3.295163,-2.825160,0.210242,0.000192,-0.000425,0.0253,0.0051,1,1,1,0.032375
786,193607,15.85,0.570000,0.900000,0.500425,0.0020,0.0323,0.0484,0.0271,0.021747,0.000125,0.007246,0.0060,0.0011,0.001569,,0.073442,0.072356,1.459854,1.885918,-3.325288,-2.868530,0.206490,0.000150,-0.000650,0.0251,0.0052,1,1,1,0.073317
787,193608,15.99,0.590000,0.920000,0.496121,0.0015,0.0321,0.0474,0.0264,0.019666,0.000167,0.007194,0.0111,0.0067,0.002620,,0.014124,0.008930,0.719424,1.481878,-3.299596,-2.855345,0.201987,-0.000350,-0.001208,0.0249,0.0057,1,1,1,0.013957
788,193609,16.01,0.610000,0.940000,0.491598,0.0020,0.0318,0.0462,0.0268,0.021398,0.000133,0.000000,-0.0031,0.0067,0.001184,,0.004817,0.001617,0.000000,1.825299,-3.267510,-2.835089,0.194495,0.000117,-0.000692,0.0248,0.0050,1,1,1,0.004684
789,193610,17.21,0.646667,0.966667,0.465707,0.0016,0.0318,0.0454,0.0269,0.021804,0.000108,0.000000,0.0006,0.0025,0.002224,,0.076281,0.075272,0.000000,1.434063,-3.281414,-2.879392,0.196115,-0.000250,-0.000508,0.0253,0.0049,1,1,1,0.076173
790,193611,17.28,0.683333,0.993333,0.450278,0.0013,0.0315,0.0452,0.0257,0.022841,0.000092,0.000000,0.0205,0.0109,0.002830,,0.010666,-0.000321,1.428571,2.826301,-3.230323,-2.856239,0.181181,-0.000492,-0.001517,0.0244,0.0058,1,1,1,0.010574
791,193612,17.18,0.720000,1.020000,0.458588,0.0011,0.0310,0.0453,0.0255,0.025225,0.000100,0.000000,0.0038,0.0010,0.001498,,-0.003830,-0.007289,2.112676,3.092349,-3.172250,-2.823943,0.168135,-0.000650,-0.001542,0.0244,0.0055,1,1,1,-0.003930
792,193701,17.83,0.730000,1.050000,0.446574,0.0012,0.0310,0.0449,0.0258,0.025003,0.000142,0.007143,-0.0013,0.0024,0.001573,,0.036648,0.035916,2.068966,-0.333422,-3.195593,-2.832092,0.155406,-0.000525,-0.001017,0.0246,0.0052,1,1,1,0.036506
793,193702,18.09,0.740000,1.080000,0.440776,0.0017,0.0322,0.0453,0.0253,0.025208,0.000125,0.000000,0.0086,-0.0046,0.001307,,0.018483,0.015350,0.675676,1.338148,-3.196464,-2.818398,0.153966,0.000000,-0.001283,0.0236,0.0069,1,1,1,0.018358
794,193703,17.92,0.750000,1.110000,0.458666,0.0015,0.0332,0.0468,0.0285,0.033507,0.000317,0.007092,-0.0411,-0.0114,0.003114,,-0.003511,-0.006242,1.342282,2.310837,-3.173599,-2.781557,0.146543,-0.000158,0.001833,0.0270,0.0047,1,1,1,-0.003828
795,193704,16.43,0.780000,1.130000,0.490618,0.0038,0.0342,0.0484,0.0284,0.028107,0.000467,0.007042,0.0039,0.0068,0.005467,,-0.080646,-0.081490,0.662252,0.000000,-3.047570,-2.676891,0.147649,0.001992,0.001650,0.0246,0.0058,0,1,0,-0.081113
796,193705,16.26,0.810000,1.150000,0.489382,0.0056,0.0333,0.0484,0.0282,0.028278,0.000342,0.006993,0.0053,0.0040,0.003593,0.003398,-0.005699,-0.011686,-0.657895,0.322663,-2.999429,-2.648946,0.130498,0.003492,0.001375,0.0226,0.0051,0,1,0,-0.006041
797,193706,15.40,0.840000,1.170000,0.504961,0.0041,0.0328,0.0493,0.0285,0.031266,0.000300,0.000000,-0.0018,0.0053,0.002984,0.004206,-0.053803,-0.057853,-0.662252,-1.286502,-2.908721,-2.577364,0.138190,0.001817,0.001575,0.0244,0.0043,0,0,0,-0.054103
798,193707,16.98,0.816667,1.186670,0.464649,0.0036,0.0325,0.0491,0.0277,0.027225,0.000233,0.006944,0.0138,0.0039,0.002982,0.003630,0.098991,0.098012,1.333333,0.651634,-3.034560,-2.660885,0.147433,0.001183,0.000725,0.0241,0.0048,1,0,0,0.098758
799,193708,16.04,0.793333,1.203330,0.481935,0.0028,0.0324,0.0492,0.0286,0.031064,0.000242,0.000000,-0.0104,-0.0017,0.002141,0.003325,-0.051183,-0.056291,-0.657895,-0.647416,-3.006598,-2.589993,0.160841,0.000275,0.001442,0.0258,0.0038,0,0,0,-0.051425
800,193709,13.76,0.770000,1.220000,0.553147,0.0029,0.0328,0.0516,0.0284,0.035847,0.000258,0.006897,0.0045,0.0025,0.015821,0.003339,-0.139610,-0.143683,0.000000,-3.256996,-2.883131,-2.422915,0.209610,0.000300,0.001108,0.0255,0.0044,0,0,0,-0.139868
801,193710,12.36,0.780000,1.190000,0.617418,0.0031,0.0327,0.0552,0.0283,0.040959,0.000167,0.000000,0.0042,0.0067,0.031722,0.003605,-0.102722,-0.103703,-2.649007,-7.408083,-2.762927,-2.340512,0.219176,0.000375,0.000892,0.0252,0.0044,0,0,0,-0.102889
802,193711,11.11,0.790000,1.160000,0.692420,0.0020,0.0324,0.0582,0.0278,0.042031,0.000075,-0.006849,0.0096,0.0067,0.021973,0.002711,-0.084289,-0.100254,-2.040816,-9.818134,-2.643568,-2.259426,0.245813,-0.000783,0.000217,0.0258,0.0046,0,0,0,-0.084364
803,193712,10.55,0.800000,1.130000,0.707489,0.0009,0.0321,0.0573,0.0273,0.031775,0.000092,-0.006897,0.0082,0.0067,0.006955,0.002833,-0.045828,-0.053019,-2.083333,-8.870381,-2.579269,-2.233908,0.261008,-0.001867,-0.000433,0.0264,0.0048,0,0,0,-0.045920
804,193801,10.69,0.793333,1.076670,0.701567,0.0011,0.0317,0.0589,0.0271,0.038802,0.000083,-0.013889,0.0057,0.0038,0.009751,0.002773,0.012163,0.011096,-0.709220,-2.212955,-2.600821,-2.295436,0.252149,-0.001658,-0.000742,0.0260,0.0046,0,0,0,0.012080
805,193802,11.34,0.786667,1.023330,0.659519,0.0010,0.0320,0.0597,0.0268,0.032248,0.000067,-0.007042,0.0052,0.0010,0.007772,0.002129,0.065757,0.061131,-1.428571,-0.905214,-2.668287,-2.405274,0.269253,-0.001700,-0.001167,0.0258,0.0052,0,0,0,0.065690
806,193803,8.50,0.780000,0.970000,0.892370,0.0008,0.0322,0.0630,0.0273,0.033845,0.000067,0.000000,-0.0037,-0.0087,0.015068,0.002965,-0.254106,-0.257951,-0.724638,0.000000,-2.388528,-2.170525,0.359918,-0.001842,-0.000567,0.0265,0.0049,0,0,0,-0.254173
807,193804,9.70,0.766667,0.903333,0.790793,0.0008,0.0330,0.0647,0.0259,0.027161,0.000075,0.007092,0.0210,0.0138,0.018893,0.004161,0.142667,0.140966,-1.459854,-1.826966,-2.537829,-2.373790,0.382357,-0.001592,-0.001758,0.0251,0.0071,0,0,0,0.142592
808,193805,9.27,0.753333,0.836667,0.819566,0.0009,0.0322,0.0606,0.0257,0.029977,0.000042,-0.007042,0.0044,0.0010,0.007651,0.005274,-0.039973,-0.046036,0.000000,-2.324527,-2.510031,-2.405113,0.394758,-0.001100,-0.001750,0.0248,0.0065,0,0,0,-0.040015
809,193806,11.56,0.740000,0.770000,0.659546,0.0005,0.0326,0.0625,0.0259,0.016745,0.000042,0.000000,0.0004,0.0095,0.011809,0.006086,0.253519,0.249304,0.000000,0.952627,-2.748656,-2.708916,0.467015,-0.001200,-0.001333,0.0254,0.0067,0,0,1,0.253477
810,193807,12.40,0.713333,0.720000,0.625354,0.0005,0.0322,0.0563,0.0257,0.017056,0.000058,0.000000,0.0043,0.0066,0.006830,0.005685,0.074738,0.073872,0.740741,5.660120,-2.855503,-2.846201,0.458240,-0.000942,-0.001367,0.0252,0.0065,1,0,1,0.074680
