,yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx,PPIG,IPG,DP,EP,VOL,BILL,BOND,TERM,CREDIT,MA112,MA312,MOM6,ExRet
1162,196711,94.00,2.92000,5.32000,0.543383,0.0456,0.0607,0.0672,0.0567,0.002773,0.003942,0.002967,-0.0196,-0.0272,0.000955,0.002849,0.006435,0.000533,0.000000,1.430064,-3.471711,-2.871821,0.129766,0.002050,0.007192,0.0111,0.0040,1,1,1,0.002493
1163,196712,96.47,2.92000,5.33000,0.525792,0.0473,0.0619,0.0693,0.0556,0.014361,0.004142,0.002959,0.0192,0.0127,0.000271,0.002952,0.027079,0.025857,0.898204,1.077094,-3.497648,-2.895881,0.139446,0.004242,0.005250,0.0083,0.0063,1,1,1,0.022937
1164,196801,92.24,2.93000,5.36667,0.556302,0.0497,0.0617,0.0684,0.0536,0.012854,0.004167,0.005900,0.0328,0.0361,0.000483,0.002504,-0.041875,-0.043523,0.296736,-0.107792,-3.449391,-2.844186,0.125936,0.006633,0.002517,0.0039,0.0081,0,1,0,-0.046042
1165,196802,89.36,2.94000,5.40333,0.566211,0.0500,0.0610,0.0680,0.0542,0.010451,0.004150,0.002933,-0.0033,0.0037,0.000820,0.002556,-0.026900,-0.031973,0.591716,0.358534,-3.414264,-2.805658,0.132950,0.006700,0.002475,0.0042,0.0068,0,0,0,-0.031050
1166,196803,90.20,2.95000,5.44000,0.566810,0.0498,0.0611,0.0685,0.0560,0.012677,0.004308,0.002924,-0.0212,-0.0197,0.001396,0.003403,0.009696,0.008585,0.294118,0.312163,-3.420224,-2.808250,0.121574,0.006150,0.003400,0.0062,0.0051,0,0,0,0.005388
1167,196804,97.59,2.96333,5.48333,0.522352,0.0517,0.0621,0.0697,0.0547,0.008140,0.004483,0.002915,0.0227,0.0048,0.001608,0.003699,0.084092,0.082642,0.000000,0.144691,-3.494461,-2.879062,0.136307,0.007292,0.001517,0.0030,0.0074,1,0,1,0.079609
1168,196805,98.68,2.97667,5.52667,0.530033,0.0538,0.0627,0.0703,0.0547,0.010646,0.004717,0.002907,0.0043,0.0032,0.000387,0.002965,0.016374,0.011104,0.293255,1.121593,-3.501077,-2.882297,0.125296,0.008108,0.000975,0.0009,0.0080,1,1,1,0.011657
1169,196806,99.58,2.99000,5.57000,0.530742,0.0566,0.0628,0.0707,0.0534,0.012090,0.004600,0.005797,0.0230,0.0122,0.000499,0.002627,0.009916,0.008695,0.000000,0.367441,-3.505688,-2.883566,0.121894,0.009192,-0.000550,-0.0032,0.0094,1,1,1,0.005316
1170,196807,97.74,3.00333,5.60000,0.539638,0.0552,0.0624,0.0698,0.0517,0.013885,0.004425,0.005764,0.0289,0.0341,0.000757,0.002616,-0.017444,-0.018664,0.292398,-0.153347,-3.482589,-2.859544,0.111398,0.006142,-0.002350,-0.0035,0.0107,1,1,1,-0.021869
1171,196808,98.86,3.01667,5.63000,0.531802,0.0531,0.0602,0.0682,0.0520,0.018035,0.004242,0.002865,-0.0003,0.0206,0.000316,0.002882,0.016415,0.011259,-0.291545,0.279122,-3.489551,-2.865595,0.114868,0.003125,-0.002100,-0.0011,0.0082,1,1,1,0.012173
1172,196809,102.67,3.03000,5.66000,0.509195,0.0509,0.0597,0.0679,0.0531,0.018287,0.004325,0.002857,-0.0102,-0.0053,0.000268,0.002412,0.039351,0.038210,0.584795,0.378706,-3.522957,-2.898096,0.116871,0.000242,-0.001117,0.0022,0.0066,1,1,1,0.035026
1173,196810,103.41,3.04333,5.69333,0.500320,0.0519,0.0609,0.0684,0.0543,0.019410,0.004458,0.005698,-0.0132,-0.0160,0.000268,0.002547,0.008587,0.006751,0.000000,0.198402,-3.525749,-2.899406,0.110047,0.000600,0.000133,0.0024,0.0066,1,1,1,0.004129
1174,196811,108.37,3.05667,5.72667,0.483717,0.0535,0.0619,0.0701,0.0566,0.021189,0.004542,0.002833,-0.0269,-0.0226,0.000263,0.002462,0.053580,0.048659,0.290698,1.293558,-3.568225,-2.940417,0.127104,0.001542,0.002442,0.0031,0.0053,1,1,1,0.049038
1175,196812,103.86,3.07000,5.76000,0.504901,0.0545,0.0645,0.0723,0.0598,0.031961,0.004967,0.002825,-0.0363,-0.0233,0.000334,0.002348,-0.040826,-0.042141,0.289855,0.315796,-3.521366,-2.892106,0.132077,0.001942,0.005292,0.0053,0.0047,1,1,1,-0.045793
1176,196901,103.01,3.08000,5.78000,0.503673,0.0596,0.0659,0.0732,0.0617,0.036525,0.005117,0.002817,-0.0206,0.0139,0.000607,0.002197,-0.007547,-0.008612,0.578035,0.605055,-3.509896,-2.880422,0.119658,0.006217,0.006517,0.0021,0.0042,1,1,1,-0.012664
1177,196902,98.13,3.09000,5.80000,0.526397,0.0614,0.0666,0.0730,0.0618,0.041317,0.005100,0.005618,0.0042,-0.0160,0.000596,0.002336,-0.042321,-0.047384,0.574713,0.639799,-3.458122,-2.828435,0.125237,0.007067,0.005983,0.0004,0.0048,0,1,0,-0.047421
1178,196903,101.51,3.10000,5.82000,0.557040,0.0612,0.0685,0.0751,0.0620,0.039508,0.005017,0.008380,0.0010,-0.0200,0.000542,0.002297,0.034847,0.033599,0.571429,0.784245,-3.488755,-2.858857,0.134337,0.005917,0.005683,0.0008,0.0065,1,0,0,0.029830
1179,196904,103.69,3.11000,5.82667,0.548422,0.0602,0.0689,0.0754,0.0593,0.044291,0.005092,0.005540,0.0427,0.0335,0.000550,0.001884,0.022771,0.021449,0.284091,-0.367895,-3.506783,-2.878960,0.112151,0.004208,0.002600,-0.0009,0.0096,1,0,1,0.017679
1180,196905,103.46,3.12000,5.83333,0.555804,0.0611,0.0679,0.0752,0.0635,0.044006,0.005033,0.002755,-0.0490,-0.0227,0.000427,0.001577,0.003854,-0.001862,0.566572,-0.378057,-3.501352,-2.875597,0.107621,0.004500,0.006067,0.0024,0.0044,1,1,0,-0.001179
1181,196906,97.71,3.13000,5.84000,0.596777,0.0604,0.0698,0.0770,0.0623,0.045153,0.005367,0.005495,0.0214,0.0035,0.000752,0.001193,-0.054357,-0.055686,0.563380,0.976882,-3.440971,-2.817273,0.123700,0.003483,0.004125,0.0019,0.0075,0,0,0,-0.059724
1182,196907,91.83,3.13667,5.85667,0.639018,0.0644,0.0708,0.0784,0.0621,0.051161,0.005833,0.005464,0.0079,0.0005,0.002306,0.001561,-0.058632,-0.059919,0.280112,0.528099,-3.376777,-2.752358,0.138601,0.006717,0.003058,-0.0023,0.0087,0,0,0,-0.064465
1183,196908,95.51,3.14333,5.87333,0.622789,0.0700,0.0697,0.0786,0.0630,0.046915,0.005817,0.005435,-0.0069,-0.0020,0.000918,0.001477,0.045728,0.040180,-0.279330,0.229830,-3.413948,-2.788809,0.149207,0.010908,0.003042,-0.0070,0.0067,0,0,0,0.039911
1184,196909,93.12,3.15000,5.89000,0.640888,0.0698,0.0714,0.0805,0.0677,0.048391,0.005908,0.002703,-0.0531,-0.0244,0.000892,0.002175,-0.023941,-0.025285,0.280112,-0.022583,-3.386487,-2.760633,0.143632,0.009133,0.006525,-0.0021,0.0037,0,0,0,-0.029849
1185,196910,97.24,3.15333,5.85333,0.608769,0.0709,0.0733,0.0822,0.0653,0.048630,0.005833,0.005391,0.0365,0.0127,0.000754,0.001845,0.046900,0.044661,0.279330,0.029290,-3.428723,-2.810171,0.157493,0.008650,0.003208,-0.0056,0.0080,0,0,0,0.041067
1186,196911,93.81,3.15667,5.81667,0.641512,0.0700,0.0735,0.0825,0.0676,0.047904,0.006033,0.005362,-0.0243,-0.0471,0.000509,0.001541,-0.029152,-0.034433,0.557103,-0.942708,-3.391754,-2.780544,0.148655,0.006375,0.004592,-0.0024,0.0059,0,0,0,-0.035185
1187,196912,92.06,3.16000,5.78000,0.651082,0.0724,0.0772,0.0865,0.0687,0.034274,0.006517,0.005333,-0.0068,-0.0134,0.001164,0.000822,-0.016922,-0.018365,0.554017,-0.268294,-3.371869,-2.768037,0.140007,0.007283,0.004950,-0.0037,0.0085,0,0,0,-0.023439
1188,197001,85.02,3.16333,5.73000,0.700347,0.0782,0.0791,0.0886,0.0693,0.034473,0.006558,0.002653,-0.0021,0.0141,0.001067,0.000908,-0.075398,-0.076809,0.550964,-1.851712,-3.291261,-2.697171,0.164555,0.011533,0.004917,-0.0089,0.0098,0,0,0,-0.081956
1189,197002,89.50,3.16667,5.68000,0.670148,0.0787,0.0793,0.0878,0.0651,0.035855,0.005942,0.005291,0.0587,0.0401,0.001059,0.000379,0.059521,0.053615,0.547945,-0.066028,-3.341558,-2.757287,0.170778,0.010592,0.000442,-0.0136,0.0142,0,0,0,0.053579
1190,197003,89.63,3.17000,5.63000,0.690327,0.0713,0.0784,0.0863,0.0661,0.035842,0.005525,0.005263,-0.0068,-0.0045,0.000964,-0.000431,0.002806,0.001232,0.000000,-0.129838,-3.341958,-2.767581,0.159186,0.002350,0.001100,-0.0052,0.0123,0,0,0,-0.002719
1191,197004,81.52,3.17333,5.59333,0.736751,0.0663,0.0783,0.0870,0.0699,0.035712,0.005425,0.007853,-0.0413,-0.0250,0.001615,0.000494,-0.088831,-0.090035,0.272480,-0.256936,-3.246067,-2.679274,0.183086,-0.003158,0.004017,0.0036,0.0084,0,0,0,-0.094256
1192,197005,76.55,3.17667,5.55667,0.774228,0.0651,0.0811,0.0898,0.0743,0.038661,0.005700,0.002597,-0.0468,-0.0163,0.008152,-0.000238,-0.054689,-0.061112,0.000000,-0.116716,-3.182111,-2.622945,0.201478,-0.004692,0.007517,0.0092,0.0068,0,0,0,-0.060389
1193,197006,72.72,3.18000,5.52000,0.793381,0.0684,0.0848,0.0925,0.0709,0.042291,0.005567,0.005181,0.0486,0.0001,0.002652,-0.000252,-0.049032,-0.050902,0.271739,-0.323274,-3.129735,-2.578239,0.199552,-0.002058,0.003400,0.0025,0.0139,0,0,0,-0.054599
1194,197007,78.05,3.18333,5.46667,0.738708,0.0668,0.0844,0.0940,0.0687,0.043074,0.005375,0.005155,0.0319,0.0556,0.002126,0.000328,0.075523,0.073219,0.542005,0.245308,-3.199422,-2.658680,0.205663,-0.003858,0.000650,0.0019,0.0157,0,0,0,0.070148
1195,197008,81.52,3.18667,5.41333,0.709278,0.0645,0.0813,0.0944,0.0694,0.038729,0.005342,0.000000,-0.0019,0.0100,0.001887,0.001518,0.049778,0.043782,-0.539084,-0.178250,-3.241872,-2.711984,0.207128,-0.005700,0.000817,0.0049,0.0119,0,0,0,0.044436
1196,197009,84.21,3.19000,5.36000,0.712915,0.0641,0.0809,0.0939,0.0680,0.037942,0.005100,0.005128,0.0228,0.0139,0.001058,0.000876,0.034702,0.033021,0.542005,-0.689242,-3.273293,-2.754350,0.211022,-0.005625,-0.000608,0.0039,0.0129,0,0,0,0.029602
1197,197010,83.25,3.17333,5.28333,0.717698,0.0612,0.0803,0.0933,0.0693,0.036962,0.004925,0.005102,-0.0109,-0.0096,0.001043,0.000624,-0.009032,-0.011639,0.000000,-2.000488,-3.267067,-2.757292,0.197321,-0.007717,0.000358,0.0081,0.0110,0,0,1,-0.013957
1198,197011,87.20,3.15667,5.20667,0.682920,0.0591,0.0805,0.0938,0.0637,0.035225,0.004400,0.005076,0.0791,0.0584,0.000885,0.000571,0.054387,0.048836,0.000000,-0.605583,-3.318687,-2.818264,0.206451,-0.008908,-0.004917,0.0046,0.0168,1,1,1,0.049987
1199,197012,92.15,3.14000,5.13000,0.646426,0.0528,0.0764,0.0912,0.0648,0.031462,0.004058,0.005051,-0.0084,0.0372,0.000535,0.001513,0.058684,0.057358,0.000000,2.296511,-3.379195,-2.888312,0.221561,-0.013575,-0.003492,0.0120,0.0116,1,1,1,0.054626
1200,197101,95.88,3.13000,5.16000,0.624410,0.0487,0.0736,0.0874,0.0612,0.030593,0.003700,0.000000,0.0506,0.0532,0.000541,0.001698,0.042828,0.041500,0.539084,0.769267,-3.422064,-2.922161,0.209777,-0.015217,-0.006417,0.0125,0.0124,1,1,1,0.039128
1201,197102,96.75,3.12000,5.19000,0.617070,0.0444,0.0708,0.0839,0.0629,0.025801,0.003083,0.002513,-0.0163,-0.0366,0.000451,0.001895,0.013317,0.008152,1.072386,-0.190719,-3.434297,-2.925397,0.193060,-0.016658,-0.004533,0.0185,0.0079,1,1,1,0.010234
1202,197103,100.31,3.11000,5.22000,0.633811,0.0370,0.0721,0.0846,0.0593,0.026399,0.002817,0.002506,0.0526,0.0258,0.000493,0.002105,0.039068,0.037624,0.265252,-0.108117,-3.473643,-2.955768,0.206180,-0.021200,-0.007567,0.0223,0.0128,1,1,1,0.036251
1203,197104,103.95,3.10667,5.25333,0.608654,0.0338,0.0725,0.0845,0.0619,0.026557,0.003217,0.002500,-0.0283,-0.0236,0.000308,0.002043,0.036965,0.035789,0.264550,0.561413,-3.510359,-2.985048,0.187415,-0.021692,-0.004300,0.0281,0.0106,1,1,1,0.033748
1204,197105,99.63,3.10333,5.28667,0.631410,0.0386,0.0753,0.0862,0.0624,0.029723,0.003450,0.004988,-0.0006,-0.0161,0.000539,0.001825,-0.037150,-0.042138,0.527704,0.507432,-3.468988,-2.936275,0.181069,-0.014683,-0.002808,0.0238,0.0129,1,1,1,-0.040600
1205,197106,99.70,3.10000,5.32000,0.643221,0.0414,0.0764,0.0875,0.0641,0.027278,0.003958,0.007444,-0.0159,0.0107,0.000925,0.001378,0.002439,0.001061,0.262467,0.419356,-3.470764,-2.930692,0.164212,-0.009633,-0.000542,0.0227,0.0123,1,1,1,-0.001519
1206,197107,95.58,3.09667,5.35667,0.667731,0.0475,0.0764,0.0876,0.0643,0.025796,0.004500,0.002463,0.0030,-0.0025,0.000518,0.001536,-0.040827,-0.041901,0.261780,-0.290252,-3.429636,-2.881621,0.151659,-0.001925,0.000025,0.0168,0.0121,1,1,0,-0.045327
1207,197108,99.03,3.09333,5.39333,0.638258,0.0540,0.0759,0.0876,0.0610,0.026782,0.004117,0.002457,0.0471,0.0554,0.002451,0.001428,0.042036,0.036549,0.522193,-0.580398,-3.466175,-2.910260,0.148857,0.005450,-0.002575,0.0070,0.0149,1,1,1,0.037919
1208,197109,98.34,3.09000,5.43000,0.646085,0.0494,0.0744,0.0859,0.0598,0.027934,0.003908,0.000000,0.0204,-0.0102,0.000524,0.001167,-0.005038,-0.006387,-0.519481,1.625211,-3.460260,-2.896492,0.138125,0.002075,-0.003092,0.0104,0.0146,1,1,0,-0.008946
1209,197110,94.23,3.08333,5.52000,0.683194,0.0469,0.0739,0.0848,0.0588,0.029244,0.003717,0.002451,0.0167,0.0282,0.000662,0.000981,-0.040129,-0.042015,0.000000,0.748587,-3.419728,-2.837361,0.149376,0.000767,-0.003217,0.0119,0.0151,0,1,0,-0.043846
1210,197111,93.99,3.07667,5.61000,0.689489,0.0446,0.0726,0.0838,0.0596,0.029452,0.003517,0.000000,-0.0047,0.0029,0.001866,0.001428,0.002898,-0.002029,0.000000,0.424550,-3.419341,-2.818638,0.130747,-0.000325,-0.002075,0.0150,0.0130,0,0,0,-0.000619
1211,197112,102.09,3.07000,5.70000,0.643900,0.0422,0.0725,0.0838,0.0597,0.034023,0.003342,0.004890,0.0044,0.0223,0.001183,0.002254,0.087880,0.086486,0.783290,1.154360,-3.504177,-2.885389,0.141310,-0.001842,-0.001550,0.0175,0.0128,1,0,1,0.084538
1212,197201,103.94,3.07000,5.73667,0.635357,0.0401,0.0719,0.0823,0.0606,0.033075,0.002817,0.000000,-0.0063,-0.0033,0.000494,0.002350,0.019088,0.017814,0.518135,2.405643,-3.522136,-2.896935,0.132721,-0.003225,-0.000600,0.0205,0.0113,1,1,1,0.016271
1213,197202,106.57,3.07000,5.77333,0.617586,0.0338,0.0727,0.0823,0.0602,0.033030,0.002667,0.004866,0.0088,0.0107,0.000284,0.002296,0.030221,0.025416,1.030928,0.966150,-3.547124,-2.915553,0.138837,-0.008642,-0.000775,0.0264,0.0125,1,1,1,0.027554
1214,197203,107.20,3.07000,5.81000,0.645902,0.0320,0.0724,0.0824,0.0613,0.031723,0.003108,0.002421,-0.0082,0.0024,0.000545,0.002240,0.007315,0.006132,0.000000,0.691111,-3.553019,-2.915116,0.127349,-0.010025,0.000158,0.0293,0.0111,1,1,1,0.004207
1215,197204,107.67,3.07000,5.86333,0.636784,0.0373,0.0730,0.0824,0.0615,0.032492,0.003092,0.002415,0.0027,0.0035,0.000383,0.002029,0.005476,0.004658,0.255102,1.057068,-3.557393,-2.910353,0.115956,-0.005017,0.000392,0.0242,0.0115,1,1,1,0.002384
1216,197205,109.53,3.07000,5.91667,0.632442,0.0371,0.0730,0.0823,0.0597,0.030657,0.003075,0.002410,0.0270,0.0163,0.000769,0.001828,0.022019,0.016763,0.508906,-0.051864,-3.574521,-2.918425,0.110482,-0.005092,-0.001183,0.0226,0.0133,1,1,1,0.018944
1217,197206,107.14,3.07000,5.97000,0.654015,0.0369,0.0723,0.0820,0.0607,0.034199,0.003258,0.002404,-0.0065,-0.0068,0.000365,0.001541,-0.020156,-0.021378,0.506329,0.283751,-3.552459,-2.887389,0.116892,-0.004917,0.000100,0.0238,0.0116,1,1,1,-0.023414
1218,197207,107.39,3.07333,6.02667,0.657050,0.0391,0.0721,0.0823,0.0593,0.033325,0.003317,0.004796,0.0216,0.0030,0.000595,0.001349,0.003245,0.002126,0.755668,-0.043748,-3.553705,-2.880272,0.103294,-0.002017,-0.000883,0.0202,0.0128,1,1,1,-0.000072
1219,197208,111.09,3.07667,6.08333,0.630467,0.0398,0.0719,0.0819,0.0595,0.031849,0.003350,0.002387,0.0029,0.0072,0.000595,0.001069,0.039425,0.034649,0.250000,1.329239,-3.586493,-2.904788,0.102350,-0.000133,-0.000558,0.0197,0.0124,1,1,1,0.036075
1220,197209,110.55,3.08000,6.14000,0.637385,0.0402,0.0722,0.0809,0.0606,0.032870,0.003883,0.002381,-0.0083,0.0031,0.000466,0.000884,-0.003277,-0.004516,0.249377,0.763766,-3.580538,-2.890643,0.101713,0.001033,0.000475,0.0204,0.0116,1,1,1,-0.007160
1221,197210,111.58,3.10333,6.23333,0.635884,0.0466,0.0721,0.0806,0.0591,0.032353,0.003950,0.004751,0.0234,0.0101,0.000858,0.000909,0.010878,0.009503,-0.248756,1.336658,-3.582266,-2.884831,0.091130,0.007458,-0.001050,0.0125,0.0130,1,1,1,0.006928
1222,197211,116.67,3.12667,6.32667,0.596733,0.0474,0.0712,0.0799,0.0577,0.030952,0.003983,0.002364,0.0226,0.0249,0.000488,0.000484,0.050297,0.045173,0.498753,1.182804,-3.619381,-2.914575,0.108279,0.008025,-0.002292,0.0103,0.0135,1,1,1,0.046314
1223,197212,118.05,3.15000,6.42000,0.595675,0.0478,0.0708,0.0793,0.0599,0.034203,0.004225,0.002358,-0.0229,-0.0004,0.000517,0.000311,0.013663,0.012622,1.985112,1.145377,-3.623706,-2.911690,0.081427,0.007958,-0.000108,0.0121,0.0109,1,1,1,0.009438
1224,197301,116.03,3.15667,6.54667,0.608196,0.0507,0.0715,0.0790,0.0685,0.035647,0.004508,0.002353,-0.0321,-0.0054,0.000516,-0.000120,-0.016752,-0.018044,1.216545,0.650423,-3.604331,-2.874892,0.080582,0.009975,0.007833,0.0178,0.0030,1,1,1,-0.021260
1225,197302,111.68,3.16333,6.67333,0.636184,0.0541,0.0722,0.0797,0.0688,0.036300,0.004667,0.007042,0.0014,0.0023,0.001265,-0.000207,-0.033818,-0.038229,1.923077,1.482309,-3.564012,-2.817519,0.081883,0.011683,0.007417,0.0147,0.0034,1,1,1,-0.038485
1226,197303,111.52,3.17000,6.80000,0.676018,0.0560,0.0729,0.0803,0.0686,0.036706,0.005075,0.009324,0.0082,0.0045,0.001558,-0.000696,-0.001093,-0.002089,2.358491,0.046992,-3.560472,-2.797281,0.079632,0.011583,0.006608,0.0126,0.0043,0,1,1,-0.006168
1227,197304,106.97,3.18667,6.94333,0.697720,0.0609,0.0726,0.0809,0.0687,0.037833,0.005217,0.006928,0.0046,0.0061,0.001518,0.000165,-0.040064,-0.041236,0.460829,-0.138082,-3.513572,-2.734767,0.092146,0.014517,0.006108,0.0078,0.0039,0,0,0,-0.045281
1228,197305,104.95,3.20333,7.08667,0.713216,0.0626,0.0729,0.0806,0.0703,0.039602,0.005300,0.006881,-0.0105,-0.0039,0.003077,-0.000073,-0.013950,-0.019002,2.064220,0.643459,-3.489293,-2.695268,0.089227,0.014092,0.006825,0.0077,0.0026,0,0,0,-0.019250
1229,197306,104.26,3.22000,7.23000,0.720974,0.0636,0.0737,0.0813,0.0710,0.039013,0.005992,0.006834,-0.0021,-0.0056,0.002165,0.000744,-0.005178,-0.006522,2.247191,0.068586,-3.477506,-2.668649,0.083807,0.012867,0.006667,0.0074,0.0027,0,0,0,-0.011170
1230,197307,108.22,3.23667,7.38333,0.693977,0.0719,0.0745,0.0824,0.0760,0.037350,0.006675,0.002262,-0.0433,-0.0476,0.001868,0.000239,0.039128,0.037679,-1.318681,0.413397,-3.509621,-2.684941,0.096790,0.018433,0.010275,0.0041,-0.0015,0,0,0,0.032453
1231,197308,104.25,3.25333,7.53667,0.724337,0.0801,0.0768,0.0853,0.0728,0.037389,0.007225,0.018059,0.0391,0.0356,0.001096,0.000252,-0.031544,-0.036505,5.790646,-0.166444,-3.467113,-2.627011,0.093939,0.023275,0.005967,-0.0073,0.0040,0,0,0,-0.038769
1232,197309,108.43,3.27000,7.69000,0.678809,0.0867,0.0763,0.0863,0.0703,0.034361,0.006908,0.002217,0.0318,0.0356,0.000935,-0.000055,0.042219,0.041038,-1.684211,0.896154,-3.501315,-2.646184,0.108028,0.026000,0.002658,-0.0164,0.0060,0,0,0,0.035311
1233,197310,108.29,3.30667,7.84667,0.672082,0.0829,0.0760,0.0841,0.0689,0.034660,0.006017,0.008850,0.0215,-0.0066,0.001345,-0.000887,0.000312,-0.001560,-0.856531,0.673574,-3.488871,-2.624724,0.104205,0.019175,0.000442,-0.0140,0.0071,0,0,1,-0.005705
1234,197311,95.96,3.34333,8.00333,0.781879,0.0722,0.0767,0.0842,0.0712,0.038736,0.006525,0.006579,-0.0183,0.0078,0.004370,-0.001325,-0.107220,-0.113046,0.431965,0.528926,-3.356964,-2.484074,0.124800,0.006408,0.001617,-0.0010,0.0055,0,0,0,-0.113745
1235,197312,97.55,3.38000,8.16000,0.755588,0.0783,0.0768,0.0848,0.0726,0.013007,0.006208,0.006536,-0.0082,-0.0089,0.005358,-0.000640,0.017971,0.016534,1.935484,-0.238676,-3.362489,-2.481121,0.126359,0.009967,0.001958,-0.0057,0.0042,0,0,0,0.011763
1236,197401,96.57,3.40000,8.22667,0.751446,0.0745,0.0783,0.0848,0.0740,0.011627,0.006475,0.008658,-0.0083,-0.0053,0.003410,-0.000937,-0.008120,-0.009749,3.375527,-0.703132,-3.346493,-2.462887,0.123235,0.004183,0.002900,-0.0005,0.0043,0,0,0,-0.014595
1237,197402,96.22,3.42000,8.29333,0.747098,0.0777,0.0785,0.0853,0.0748,0.010919,0.005933,0.012876,-0.0024,0.0009,0.001878,-0.000957,0.001992,-0.003695,2.040816,-0.310452,-3.336997,-2.451186,0.111721,0.005417,0.003200,-0.0029,0.0037,0,0,0,-0.003941
1238,197403,93.98,3.44000,8.36000,0.815184,0.0712,0.0801,0.0862,0.0783,0.010400,0.006633,0.012712,-0.0292,-0.0307,0.001694,-0.001167,-0.021818,-0.023154,1.200000,0.031441,-3.307611,-2.419624,0.119219,-0.002350,0.005892,0.0071,0.0018,0,0,0,-0.028451
1239,197404,90.31,3.46000,8.48667,0.824858,0.0796,0.0825,0.0887,0.0816,0.009657,0.006942,0.004184,-0.0253,-0.0341,0.001729,-0.001047,-0.037649,-0.039359,0.790514,-0.345532,-3.261980,-2.364751,0.118345,0.004492,0.008117,0.0020,0.0009,0,0,0,-0.044591
1240,197405,87.28,3.48000,8.61333,0.860416,0.0833,0.0837,0.0905,0.0810,0.009247,0.006858,0.012500,0.0123,0.0105,0.002099,-0.001238,-0.026896,-0.033127,1.568627,0.788295,-3.222089,-2.315810,0.123029,0.006467,0.006625,-0.0023,0.0027,0,0,0,-0.033754
1241,197406,86.00,3.50000,8.74000,0.860159,0.0823,0.0847,0.0927,0.0812,0.008028,0.006583,0.008230,0.0045,-0.0285,0.002300,-0.001692,-0.012816,-0.014583,0.386100,-0.108570,-3.201584,-2.286437,0.125793,0.003908,0.005975,-0.0011,0.0035,0,0,0,-0.019399
1242,197407,79.31,3.53000,8.86333,0.911239,0.0790,0.0872,0.0948,0.0823,0.006840,0.006292,0.008163,-0.0029,-0.0211,0.004918,-0.001999,-0.076698,-0.078500,3.846154,0.049229,-3.112066,-2.191442,0.139386,0.000017,0.006550,0.0033,0.0049,0,0,0,-0.082990
1243,197408,72.15,3.56000,8.98667,1.017124,0.0755,0.0900,0.0977,0.0855,0.006556,0.007467,0.012146,-0.0232,-0.0268,0.004791,-0.002310,-0.082177,-0.089737,3.518519,-0.970681,-3.008987,-2.083005,0.157705,-0.003100,0.008692,0.0100,0.0045,0,0,0,-0.089644
1244,197409,63.54,3.59000,9.11000,1.135440,0.0896,0.0924,0.1018,0.0837,0.005138,0.006717,0.012000,0.0247,0.0174,0.007812,-0.001700,-0.117511,-0.119578,0.000000,0.049257,-2.873517,-1.942297,0.184945,0.010758,0.005775,-0.0059,0.0087,0,0,0,-0.124228
1245,197410,73.90,3.59333,9.03667,1.037084,0.0806,0.0927,0.1048,0.0795,0.003639,0.006217,0.009881,0.0489,0.0885,0.010085,-0.001895,0.168113,0.164814,1.788909,-0.373009,-3.023633,-2.101422,0.245656,0.001950,0.000692,-0.0011,0.0132,0,0,0,0.161896
1246,197411,69.97,3.59667,8.96333,1.115637,0.0746,0.0889,0.1060,0.0771,0.007815,0.006225,0.007828,0.0295,0.0117,0.003514,-0.001822,-0.045688,-0.053816,0.878735,-3.278370,-2.968058,-2.054925,0.223393,-0.004250,-0.002200,0.0025,0.0118,0,0,0,-0.051913
1247,197412,68.56,3.60000,8.89000,1.120018,0.0747,0.0889,0.1063,0.0760,0.008773,0.005958,0.007767,0.0171,-0.0075,0.003814,-0.000830,-0.018021,-0.020305,-0.174216,-3.540536,-2.946775,-2.042782,0.223412,-0.003850,-0.003583,0.0013,0.0129,0,0,0,-0.023979
1248,197501,76.98,3.62333,8.74333,0.980830,0.0715,0.0883,0.1081,0.0796,0.008511,0.005217,0.003854,0.0225,0.0596,0.004017,-0.001230,0.123610,0.121698,0.174520,-1.371837,-3.056152,-2.175255,0.265196,-0.006800,-0.000450,0.0081,0.0087,0,0,0,0.118393
1249,197502,81.59,3.64667,8.59667,0.933902,0.0626,0.0862,0.1065,0.0788,0.011653,0.004583,0.007678,0.0131,0.0137,0.002179,-0.000708,0.067460,0.059497,-0.348432,-2.299905,-3.107892,-2.250332,0.288882,-0.014442,-0.001583,0.0162,0.0074,1,0,1,0.062877
1250,197503,83.36,3.67000,8.45000,0.972466,0.0550,0.0867,0.1048,0.0824,0.020468,0.004575,0.003810,-0.0267,-0.0247,0.002403,-0.000704,0.024014,0.022122,-0.524476,-1.072246,-3.122977,-2.289002,0.289677,-0.020692,0.001675,0.0274,0.0043,1,1,1,0.019439
1251,197504,87.30,3.68333,8.28667,0.909489,0.0549,0.0895,0.1058,0.0852,0.022496,0.004675,0.003795,-0.0182,-0.0052,0.002314,-0.000673,0.049424,0.047293,1.054482,0.078858,-3.165533,-2.354702,0.293937,-0.018733,0.004175,0.0303,0.0043,1,1,1,0.044749
1252,197505,91.15,3.69667,8.12333,0.897524,0.0561,0.0890,0.1069,0.0836,0.022954,0.004358,0.005671,0.0212,0.0106,0.001807,-0.000410,0.051193,0.044794,0.695652,-0.229113,-3.205074,-2.417766,0.302728,-0.015267,0.002358,0.0275,0.0054,1,1,1,0.046835
