指数代码_IdxCd,交易日期_TrdDt,开盘价(元/点)_OpPr,最高价(元/点)_HiPr,最低价(元/点)_LoPr,收盘价(元/点)_ClPr,成交量_TrdVol,成交金额(元)_TrdSum
300,2005/1/4,994.77,994.77,980.66,982.79,741286900,4431977418
300,2005/1/5,981.58,997.32,979.88,992.56,711910900,4529208214
300,2005/1/6,993.33,993.79,980.33,983.17,628802900,3921015420
300,2005/1/7,983.04,995.71,979.81,983.96,729869400,4737469399
300,2005/1/10,983.76,993.96,979.79,993.88,579169800,3762932890
300,2005/1/11,994.19,999.55,991.09,997.13,584908000,3704076709
300,2005/1/12,996.65,996.98,989.26,996.75,501452500,3093299668
300,2005/1/13,996.08,999.47,992.7,996.88,604406600,3842173302
300,2005/1/14,996.62,1006.46,987.23,988.31,729784200,4162921211
300,2005/1/17,979.11,981.52,965.08,967.45,728818900,4249807837
300,2005/1/18,967.37,974.87,960.29,974.69,731184800,4117944082
300,2005/1/19,974.33,974.33,965.26,967.21,633809100,3427951271
300,2005/1/20,963.21,963.21,952.23,956.25,772710600,4399350604
300,2005/1/21,954.46,984.27,943.44,982.6,1445006000,8152086067
300,2005/1/24,1001.85,1001.85,986.24,998.13,1435946200,8360161498
300,2005/1/25,995.64,997.95,985.24,997.77,986252900,6157022374
300,2005/1/26,995.78,999.47,988.48,989.93,766329000,4719440425
300,2005/1/27,987.34,987.7,973.77,974.63,694536500,4094398877
300,2005/1/28,974.63,975.62,965.21,969.21,574880700,3280950331
300,2005/1/31,965.79,965.79,953.14,954.88,678870600,3863573594
300,2005/2/1,953.33,965.48,952.74,955.95,743306700,4275706846
300,2005/2/2,956.7,1006.93,956.7,1006.91,1705733800,10202904264
300,2005/2/3,1005.56,1014.19,992.16,993.22,1697454000,10057310335
300,2005/2/4,992.25,1021.03,989.94,1016.86,1573621500,9549870633
300,2005/2/16,1023.32,1033.25,1018.49,1023.58,1213129300,7438168198
300,2005/2/17,1024.43,1024.43,1010.48,1020.61,896829800,5513063259
300,2005/2/18,1020.12,1021.2,1005.63,1006.05,813993900,4817732089
300,2005/2/21,1006.69,1025.66,1006.69,1025.63,988609400,6052394872
300,2005/2/22,1026.84,1048.68,1024.53,1046.74,1793784200,10922776830
300,2005/2/23,1046.81,1049.61,1036.62,1043.94,1869693000,11231940742
300,2005/2/24,1042.25,1045.96,1034.73,1045.46,1468178900,8993752186
300,2005/2/25,1046.27,1059.48,1045.98,1046.76,1817000400,11489961151
300,2005/2/28,1046.21,1048.28,1035.04,1039.99,1297104600,8190101348
300,2005/3/1,1039.35,1042.74,1031.17,1035.93,996209000,6288790666
300,2005/3/2,1036.37,1045.76,1021,1021.32,1422513600,8971307887
300,2005/3/3,1019.88,1028.4,1014.75,1027.71,920308600,5582811955
300,2005/3/4,1027.93,1031.85,1022.18,1023.67,817364100,5383868109
300,2005/3/7,1024.48,1031.34,1024.48,1029.87,793295000,5316473234
300,2005/3/8,1033.79,1049.29,1032.85,1048.99,1429579400,9851274640
300,2005/3/9,1051.26,1054.64,1041.98,1046.54,1532748800,9877624291
300,2005/3/10,1046.69,1046.69,1019.63,1022.41,1329595300,8380547671
300,2005/3/11,1021.08,1028.12,1016.93,1027.43,1147638100,7654557046
300,2005/3/14,1027.17,1041.57,1014.92,1031.03,1446608900,10229428920
300,2005/3/15,1030.86,1030.94,1011.64,1013.52,1200749300,8091209214
300,2005/3/16,1011.85,1012.2,995.97,1003.07,1062278300,7153745871
300,2005/3/17,1001.97,1004.82,992.12,992.86,996901100,6535061285
300,2005/3/18,991.89,996.4,975.7,978.66,965206000,6314991217
300,2005/3/21,977.3,983.18,973,981.89,725256500,4594519993
300,2005/3/22,981.71,982.14,959.56,964.02,1137571700,6955307694
300,2005/3/23,962.82,975.36,955.99,959.01,1093005400,7092055433
300,2005/3/24,957.43,965.06,948.53,964.8,926071500,6446642565
300,2005/3/25,964.25,966.97,959.06,962.96,710732300,4258127223
300,2005/3/28,961.65,961.65,948.81,960.7,666924600,4141656397
300,2005/3/29,960.42,968.12,954.74,955.19,757737900,4842151125
300,2005/3/30,952.71,952.71,936.37,937.03,895016400,5459378777
300,2005/3/31,934.85,942.37,928.34,942.2,785944600,4555322825
300,2005/4/1,941.43,989.9,937.55,978.14,1634750500,10109402829
300,2005/4/4,968.49,974.06,956.13,962.17,1143509300,7296500041
300,2005/4/5,960.54,967.75,953.59,955.6,953453700,6069513997
300,2005/4/6,955.6,977.86,948.95,973.67,1428242100,9727656052
300,2005/4/7,975.97,1000.27,974.31,984.73,2075421200,13260560596
300,2005/4/8,984.66,1003.7,979.53,1003.45,1476252600,9151349808
300,2005/4/11,1003.88,1008.74,992.77,995.42,1593606600,10436232248
300,2005/4/12,993.71,993.71,978.2,978.7,1022619300,6479563495
300,2005/4/13,987.95,1006.5,987.95,1000.9,1607168700,10029602129
300,2005/4/14,1004.64,1006.42,985.58,986.98,1294571000,7813424514
300,2005/4/15,982.61,982.61,971.93,974.08,1040895500,6541675456
300,2005/4/18,970.91,970.91,958.65,963.77,859840000,5329138712
300,2005/4/19,962.92,968.87,957.91,965.89,921262300,5768907755
300,2005/4/20,964.15,964.15,946.2,950.87,885070500,5300003714
300,2005/4/21,948.86,955.55,938.6,943.98,994614500,6140646108
300,2005/4/22,942.91,947.91,934.96,939.1,1069188400,6373550345
300,2005/4/25,935.99,935.99,920.16,930.07,1147047800,6667303132
300,2005/4/26,928.43,939.7,924.65,937.08,1169047100,7029373085
300,2005/4/27,938.57,938.91,925.9,926.6,1078061100,6432845906
300,2005/4/28,923.53,945.5,914.83,942.07,1434348600,8315813742
300,2005/4/29,940.81,942.45,929.81,932.39,1123541900,6853192443
300,2005/5/9,934.65,937.39,909.17,909.17,852911500,4889696446
300,2005/5/10,905.54,913.39,892.31,913.08,1049433100,5960910722
300,2005/5/11,911.84,917.22,900.44,901.85,904204700,5128333208
300,2005/5/12,899.97,900.06,883.51,885.82,1022872000,6107327165
300,2005/5/13,883.5,898.5,875.58,887.54,1124490600,6228419643
300,2005/5/16,885.39,885.39,869.33,875.27,822428800,4630088469
300,2005/5/17,873.08,888.28,868.21,881.46,877227300,4635198616
300,2005/5/18,881.14,890.4,871.82,883.2,787861000,4615409280
300,2005/5/19,882.84,888.02,871.29,884.17,814958300,4263472583
300,2005/5/20,883.51,891.02,879.18,882.76,722667600,3835476288
300,2005/5/23,880.28,880.28,862.1,863.34,727979500,3725791093
300,2005/5/24,861.2,871.77,855.59,868.46,920692900,4777971875
300,2005/5/25,867.66,876.3,861.66,868.45,723855600,3742173189
300,2005/5/26,867.76,872.84,854.96,857.33,662278600,3470051082
300,2005/5/27,855.6,864.96,848.4,849.51,774998300,4240678764
300,2005/5/30,847.63,858.46,842.1,855.61,697158300,3712116331
300,2005/5/31,856.56,863.2,853.29,855.95,704782100,3601006687
300,2005/6/1,855.21,857.66,836.04,837.53,790230200,4274074912
300,2005/6/2,835.47,835.49,812.99,818.38,950865700,5220786229
300,2005/6/3,816.55,823.86,807.97,818.03,793605600,4164754479
300,2005/6/6,816.73,839.15,807.78,839,900918500,4685006534
300,2005/6/7,841.58,858.09,835.18,837.28,1306706800,7248577634
300,2005/6/8,848.54,908.83,844.47,905.77,3290783900,17414544247
300,2005/6/9,907.57,925.37,895.04,912.6,3314184000,17782386004
300,2005/6/10,911.94,911.94,889.1,894.56,2239150200,12006754528
300,2005/6/13,895,900.18,877.69,892.96,1562800200,7944060172
300,2005/6/14,895.39,905.41,882.86,883.54,1434357000,7692070462
300,2005/6/15,881.21,881.25,865.14,866.83,1145405600,6272310250
300,2005/6/16,866.66,879.49,861.83,879.24,1104968500,6115269193
300,2005/6/17,883.61,888.08,876.04,880.35,1496300900,8285455982
300,2005/6/20,881.62,906.48,872.56,906.25,1899208200,10290889580
300,2005/6/21,906.31,906.31,894.39,896.17,1277478400,6890936652
300,2005/6/22,894.77,901.24,891.93,900.65,1047813400,5882401451
300,2005/6/23,900.06,904.9,892.83,893.57,950930800,5465028353
300,2005/6/24,892.06,898.67,888.4,898.3,891873900,4732186046
300,2005/6/27,904.21,920.65,904.21,916.04,1654540200,8903493734
300,2005/6/28,913.48,913.48,901.21,903.72,1040221900,5536098456
300,2005/6/29,906.75,907.57,898.08,898.9,1080674600,5751998008
300,2005/6/30,897.1,897.1,876.88,878.69,1085547200,5597946269
300,2005/7/1,875.93,875.93,858.37,859.49,1009459697,5086726820
300,2005/7/4,855.32,856.1,842.81,855.93,884027653,4026099534
300,2005/7/5,853.68,856.74,845.36,849.68,799268838,4529674417
300,2005/7/6,850.25,854.45,838.61,842.56,689831392,3627265630
300,2005/7/7,841.75,848.02,839.28,844.73,596246491,2901826588
300,2005/7/8,842.62,842.62,827.23,829.49,722100042,3447787083
300,2005/7/11,837.86,850.66,822.52,824.1,843900554,4092653674
300,2005/7/12,821.91,854.29,818.86,851.82,1498987066,7519245269
300,2005/7/13,850.47,851.95,841.86,846.23,939884217,4674024437
300,2005/7/14,844.94,856.1,843.18,849.59,936196801,4742557429
300,2005/7/15,849.87,854.6,837.78,841,888956339,4203939701
300,2005/7/18,839.22,840,829.68,833,850000637,3767754660
300,2005/7/19,831.5,840.14,829.28,835.61,789181779,3622924794
300,2005/7/20,835.3,844.71,832.14,842.64,852647308,3953440082
300,2005/7/21,842.75,843.99,835.76,843.99,836610097,4118496717
300,2005/7/22,847.54,867.16,842.99,859.69,2163097613,10210013616
300,2005/7/25,858.33,860.95,854.28,856.86,1181607969,5762385031
300,2005/7/26,856.19,880.03,856.19,876.48,2182677591,10513580671
300,2005/7/27,876.94,894.03,876.04,894.01,2040953728,9688109273
300,2005/7/28,893.88,901,888.5,890.88,2062252706,10326374188
300,2005/7/29,889.41,892.29,883.38,888.16,1339740598,6409062024
300,2005/8/1,887.72,897.28,885.85,891.61,1180830918,5451576867
300,2005/8/2,892.13,903.65,888.4,903.6,1429254743,6441958706
300,2005/8/3,905.18,919.28,903.76,909.57,2578629807,11911777040
300,2005/8/4,907.42,909.83,901.63,904.15,1451925560,6682690057
300,2005/8/5,904.04,923.81,903.94,923.8,1912376473,9585685726
300,2005/8/8,926.57,933.15,923.57,927.47,2160894430,11135756693
300,2005/8/9,926.97,933.39,919.11,933.09,1953290746,9704541246
300,2005/8/10,933.26,940.37,926.27,940.37,2151576251,10214864206
300,2005/8/11,940.78,953.99,939.39,953.99,2707366644,14042061872
300,2005/8/12,954.72,959.27,933.99,938.32,2916814435,14457553256
300,2005/8/15,937.71,954.5,936.11,954.5,2043081347,10503460782
300,2005/8/16,955.27,959.34,939.92,945.06,2386181791,12606079730
300,2005/8/17,943.4,953.34,930.33,953.01,2145776865,10910460911
300,2005/8/18,954.15,956.84,919.12,920.67,3185532658,15916423709
300,2005/8/19,918.09,927.32,910.08,923.04,2224267940,10881501177
300,2005/8/22,923.11,933.35,919.22,931.67,1603100973,7745835021
300,2005/8/23,931.81,931.81,915.03,923.41,1540648815,7508824639
300,2005/8/24,923.56,935.23,923.56,930.65,1595974747,7736512283
300,2005/8/25,930.98,933.2,920.61,930.12,1629205702,7604864624
300,2005/8/26,930.25,930.33,921.84,928.26,1542980361,7186198527
300,2005/8/29,928.34,928.34,913.77,917.37,1546226094,7137708170
300,2005/8/30,916.09,920.21,912.84,914.88,1243817039,5858436210
300,2005/8/31,915.12,928.21,911.5,927.92,1462362986,7034282250
300,2005/9/1,928.52,944.95,926.06,944.56,2230638364,10558677965
300,2005/9/2,945.98,947.92,941.31,947.87,1861443797,8864773608
300,2005/9/5,949.08,952.99,944.63,952.72,1784331803,8242226133
300,2005/9/6,953.41,956.3,934.97,936.61,2122225535,10583985179
300,2005/9/7,934.99,952.9,932.65,952.76,1960846569,9956808193
300,2005/9/8,954.27,958.87,947.71,955.28,2242439335,11753260243
300,2005/9/9,955.11,959.9,946.02,949.07,1621931001,7924193974
300,2005/9/12,949.78,952.55,945.4,949.51,1167261344,5610130326
300,2005/9/13,949.58,963.92,948.13,963.77,1657943068,7999031246
300,2005/9/14,964.97,970.26,961.64,970.19,1995829050,9942627972
300,2005/9/15,970.58,970.96,965.66,969.6,1637767923,8098160518
300,2005/9/16,969.62,970.37,964.28,967.5,1397857095,6989327513
300,2005/9/19,967.44,971.99,964.26,971.14,1473742101,7427481654
300,2005/9/20,971.38,971.65,957.12,961.92,1863660434,9189438331
300,2005/9/21,961.37,961.37,943.82,944.41,1854189548,8760459022
300,2005/9/22,942.73,942.73,914.23,923.27,1811552476,8625589892
300,2005/9/23,921.51,927.42,914.81,916.15,1154764377,5549882042
300,2005/9/26,915.84,919.65,913.61,918.49,883624097,4398425669
300,2005/9/27,918.87,921.13,903.39,904.21,1108605626,5576097392
300,2005/9/28,903.33,910.33,901.38,903.72,885030980,4331475905
300,2005/9/29,904.28,915.98,904.28,915.98,1193897751,5798238295
300,2005/9/30,916.59,918.66,913.45,917.39,900143263,4529466676
300,2005/10/10,917.21,917.21,906.88,907.32,715845087,3665624376
300,2005/10/11,906.63,919.8,904.04,919.72,775829492,4032539378
300,2005/10/12,920.45,926.09,917.38,923.49,1220885175,6653231000
300,2005/10/13,923.43,926.01,916.27,916.5,1082890379,6021814326
300,2005/10/14,916.34,917.89,902.81,904.83,1012394049,5568049025
300,2005/10/17,903.27,903.27,892.36,897.62,1055250559,5516482064
300,2005/10/18,897.37,903,895.62,902.37,1136631672,5849997730
300,2005/10/19,902.04,907.88,897.04,898.74,1103304752,5474099406
300,2005/10/20,898.89,900.13,889.57,899.91,1260872463,6082545635
300,2005/10/21,899.64,907.79,897.99,904.41,1136458825,5645096184
300,2005/10/24,905.13,908.45,900.23,906.65,921898223,4674775354
300,2005/10/25,905.97,905.97,893.61,894.27,1121340120,5687104900
300,2005/10/26,892.62,892.62,873.89,875.82,1216712296,5911800808
300,2005/10/27,873.47,879.67,869.72,875.85,1190858810,5881848405
300,2005/10/28,875.86,880.21,859.69,867.73,1197337573,5565266453
300,2005/10/31,866.62,878.41,866.15,876.28,1044365130,4954801462
300,2005/11/1,875.96,875.96,862.69,872.87,1008274541,4762514458
300,2005/11/2,873.39,884.94,873.39,882.48,1310497257,6115386842
300,2005/11/3,882.19,885.68,872.11,874.58,1217918241,5843191842
300,2005/11/4,873.35,878.36,869.68,878.36,956731049,4570236086
300,2005/11/7,877.62,877.62,870.08,877.28,771325916,3758294613
300,2005/11/8,876.43,881.89,870.96,881.52,1012876111,4617261094
300,2005/11/9,881.51,884.94,878.68,879.25,1177440511,5544780425
300,2005/11/10,878.63,878.63,862.09,862.97,1085377097,5071603818
300,2005/11/11,861.22,867.33,857.79,864.79,921971970,4221479222
300,2005/11/14,864.08,864.25,858.34,862.15,627167374,2924317719
300,2005/11/15,862.07,867.46,853.86,856.63,825247790,4158739868
300,2005/11/16,855.45,863.17,847.49,863.12,906613777,4185382359
300,2005/11/17,863.08,865.79,859,862.66,881163679,4120494742
300,2005/11/18,862.58,886.58,862.4,882.24,1759780298,8353934317
300,2005/11/21,882.79,886.11,880.3,883.87,1025996306,4897254555
300,2005/11/22,883.93,883.93,869.53,869.62,1059723590,4500600972
300,2005/11/23,868,876.82,866.19,876.23,991691966,3944070407
300,2005/11/24,875.83,885.75,874.88,881.49,1462900765,6102429919
300,2005/11/25,881.25,884.16,877.26,884.11,1300354588,5127946933
300,2005/11/28,883.24,886.74,877.64,880.17,973973492,4239101597
300,2005/11/29,879.25,879.25,870.56,871.31,841499373,3597357382
300,2005/11/30,870.45,873.93,866.98,873.83,804073745,3676845309
300,2005/12/1,873.47,877.31,870.7,873.07,706923415,3355702993
300,2005/12/2,872.93,875.83,866.37,869.94,849202059,3937214093
300,2005/12/5,869.43,869.43,858.86,859.61,1028689689,4606548004
300,2005/12/6,858.11,867.19,855.72,866.08,1030351365,4737134619
300,2005/12/7,865.72,874,865.02,873.84,984295499,4368779146
300,2005/12/8,874.13,877.97,870.12,874.06,1025917366,5018813137
300,2005/12/9,873.69,887.57,871.26,887.36,1271952575,5793086795
300,2005/12/12,887.06,890.69,884.26,888.52,1069927987,5082260512
300,2005/12/13,888,889.22,880.74,889.1,1054723734,5148218278
300,2005/12/14,888.6,899.01,884.37,898.15,1386837599,6757243552
300,2005/12/15,898.38,904.01,895.17,896.43,1625978156,7498123901
300,2005/12/16,895.83,902.75,894.1,902.56,1145210671,5418465602
300,2005/12/19,902.05,904.47,898.79,902.91,993632645,4380561278
300,2005/12/20,902.75,907.32,899.66,907.32,1029465843,4665761570
300,2005/12/21,907.05,910.93,902.11,903.14,1027397532,4892864878
300,2005/12/22,902.37,909.06,900.66,908.75,894702543,4441384591
300,2005/12/23,908.96,915.89,908.51,915.89,1190699809,5799046691
300,2005/12/26,916.67,925,916.41,922.38,1534264931,7501782773
300,2005/12/27,922.44,922.44,916,919.36,1205035824,5640640118
300,2005/12/28,919.05,920.98,915.12,920.92,1213103150,5731256513
300,2005/12/29,921.14,932.03,921.14,932.03,1725495871,8798040548
300,2005/12/30,933.45,934,921.83,923.45,1560025063,8517980122
300,2006/1/4,926.56,941.43,926.41,941.43,2112689900,11442608327
300,2006/1/5,943.85,959.63,942.31,959.13,2731174300,14693493720
300,2006/1/6,961.91,975.63,956.04,970.03,3028636800,16170989866
300,2006/1/9,971.09,976.27,966.05,975.25,2432955200,12626400277
300,2006/1/10,975.28,978.28,964.43,978.15,2273530200,12344022953
300,2006/1/11,977.64,983.39,963.39,973.48,2652413800,13488346780
300,2006/1/12,972.39,984.08,968.54,983.72,2189668000,11028175836
300,2006/1/13,985.04,988.11,973.68,978.81,2228186100,11215633222
300,2006/1/16,977.89,977.89,960.88,961.44,2030521500,9896151721
300,2006/1/17,959.39,965.98,952.23,964.29,1603727600,8076118846
300,2006/1/18,964.16,984.67,963.08,983.62,2082351800,10389841771
300,2006/1/19,985.23,992.27,978.28,991.22,2645560900,12714862349
300,2006/1/20,991.57,994.5,987.06,993.34,2614706200,12929890431
300,2006/1/23,993.74,997.33,989.34,996.16,2254601900,11459294356
300,2006/1/24,997.79,1006.15,993.39,999.09,2419799100,13914239772
300,2006/1/25,998.84,1009.65,989.51,1009.6,2180075800,11644197379
300,2006/2/6,1013.42,1033.35,1012.81,1033.23,2503877100,13466978183
300,2006/2/7,1034.68,1038.5,1019.94,1029.94,3295478700,17669257813
300,2006/2/8,1028.44,1033.4,1022.94,1033.07,2698672900,13692515175
300,2006/2/9,1033.19,1033.19,1017.05,1019.6,2383960100,12115067169
300,2006/2/10,1019.42,1032.6,1018.48,1032.34,2202445300,11411753871
300,2006/2/13,1034.38,1034.64,1021.84,1031.61,2215729800,11454695538
300,2006/2/14,1032.64,1038.81,1030.46,1038.53,1855622000,9730559347
300,2006/2/15,1040.33,1048.34,1038.74,1041.66,2478462800,12747811508
300,2006/2/16,1041.66,1041.66,1019.21,1020.12,2615989200,13407183725
300,2006/2/17,1020.06,1028.57,1015.99,1020.37,2102687500,10774127956
300,2006/2/20,1020.74,1030.05,1020.01,1021.64,1881888300,10303300141
300,2006/2/21,1020.98,1038.94,1014.66,1038.82,2367803900,13180216400
300,2006/2/22,1039.65,1046.45,1036.38,1037.88,2538070400,13435059019
300,2006/2/23,1038.25,1041.59,1029.25,1041.37,1978503700,10259755542
300,2006/2/24,1041.97,1049.69,1041.97,1049.44,1967610400,10286380796
300,2006/2/27,1055.95,1057.22,1045.97,1047.85,2287209900,12520438962
300,2006/2/28,1046.71,1053.72,1033.66,1053.01,1935326700,10427830678
300,2006/3/1,1051.76,1057.69,1049.64,1056.62,1942573000,10518419421
300,2006/3/2,1055.86,1056.05,1034.68,1038.67,2487786100,13748692907
300,2006/3/3,1037.99,1043.42,1029.56,1041.68,2120053900,11437141697
300,2006/3/6,1041.75,1044.42,1036.11,1038.87,1787096300,9091203924
300,2006/3/7,1037.93,1037.98,1013.14,1014.97,1933651600,9676508800
300,2006/3/8,1012.58,1014.97,999.93,1009.27,1746305500,8818082801
300,2006/3/9,1006.97,1010.91,1002.2,1004.34,1273509900,6640051345
300,2006/3/10,1004.75,1011.76,1004.69,1008.9,1188798300,6337829115
300,2006/3/13,1008.8,1020.88,1008.51,1019.86,1176591100,6101943506
300,2006/3/14,1020.47,1021.65,1012.11,1018.27,1134803000,5861599356
300,2006/3/15,1018.15,1028.96,1017.08,1028.96,1484206800,7822300458
300,2006/3/16,1028.96,1029.81,1025.52,1027.62,1478433900,7936360041
300,2006/3/17,1027.64,1029.56,1021.08,1024.02,1500192400,7945174864
300,2006/3/20,1024.5,1037.91,1019.65,1037.66,1538991200,8246315688
300,2006/3/21,1037.95,1047.05,1036.23,1040.76,1907766200,10271579935
300,2006/3/22,1041.14,1047.94,1036.71,1047.67,1864057500,10034541922
300,2006/3/23,1047.35,1049.33,1042.83,1048.54,2046788500,10825049824
300,2006/3/24,1049.12,1051.76,1041.23,1042.6,2009823700,11031900342
300,2006/3/27,1042.63,1050.71,1037.08,1050.71,1713407000,9201788180
300,2006/3/28,1050.07,1056.52,1048.64,1055.98,2227399900,10630507500
300,2006/3/29,1058.74,1074.04,1057.68,1065.29,3052634500,15882110482
300,2006/3/30,1065.84,1067.99,1055.14,1055.63,2201249400,12089930817
300,2006/3/31,1053.85,1061.47,1050.22,1061.09,2227619000,12045672446
300,2006/4/3,1061.96,1079.37,1061.96,1079.32,2772976100,15703156870
300,2006/4/4,1080.86,1089.37,1076.2,1089.37,3114875700,17525218334
300,2006/4/5,1091.17,1100.56,1089.55,1099.97,3293691400,18539588008
300,2006/4/6,1102.54,1109.68,1097.32,1103.24,3616704900,19687813538
300,2006/4/7,1102.94,1105.1,1091.89,1103.15,3257086000,17760103659
300,2006/4/10,1104.32,1118.08,1100.69,1117.91,3206752000,17246470925
300,2006/4/11,1120.16,1126.09,1112.01,1123.31,3560752000,19796708290
300,2006/4/12,1123.78,1123.78,1116.15,1117.07,3033384500,15991141463
300,2006/4/13,1116.84,1122.39,1093.51,1093.92,3382414600,17190084945
300,2006/4/14,1091.69,1118.66,1091.67,1118.61,3352796200,16782531968
300,2006/4/17,1120.19,1129.15,1114.53,1124.41,3570454800,18349161711
300,2006/4/18,1127.51,1135.45,1119.27,1131.28,3231722300,17403457422
300,2006/4/19,1135.61,1140.41,1125.2,1138.24,3432289800,19364959974
300,2006/4/20,1139.64,1142.54,1127.09,1134.38,3788565100,21561233693
300,2006/4/21,1133.2,1152.89,1127.65,1149.16,4077291000,22750697130
300,2006/4/24,1156.91,1160.58,1135.75,1142.7,4593621900,26245896335
300,2006/4/25,1139.49,1149.54,1123.1,1141.93,3861112500,22885232669
300,2006/4/26,1142.9,1162.02,1142.07,1155.73,4182430100,25476171649
300,2006/4/27,1157.38,1159.9,1145.26,1155.27,3198045100,18862520936
300,2006/4/28,1143.59,1173.88,1133.19,1172.35,4080185800,24343009251
300,2006/5/8,1179.58,1218.86,1179.58,1218.44,4491282100,26536314891
300,2006/5/9,1226.32,1252.76,1222.68,1251.61,5599386100,33111916341
300,2006/5/10,1257.98,1273.68,1243.47,1265.93,5566704300,33568258225
300,2006/5/11,1267.22,1294.87,1254.35,1255.04,6113372500,37299607468
300,2006/5/12,1255.23,1296.38,1252.68,1296.26,5492033100,34261843942
300,2006/5/15,1312.14,1352.41,1301.8,1352.15,7353400500,45768188032
300,2006/5/16,1368.13,1387.4,1322.14,1331.13,7965817000,50916396723
300,2006/5/17,1331.69,1356.13,1306.87,1335.52,6182328700,39133826398
300,2006/5/18,1322.65,1340.52,1301.11,1331.2,5205636300,31832852065
300,2006/5/19,1334.07,1371.22,1329.32,1366.1,6712386900,36222359895
300,2006/5/22,1366.32,1387.57,1360.35,1373.67,6626217200,38198875541
300,2006/5/23,1365.1,1365.1,1316.55,1317.65,5687238800,32747751170
300,2006/5/24,1325.68,1351.31,1277.33,1308.24,5117663200,31096815588
300,2006/5/25,1304.69,1316.47,1285.73,1307.7,3404643600,20482556624
300,2006/5/26,1312.24,1331.45,1309.46,1331.02,3638566500,21741991960
300,2006/5/29,1339.9,1366.84,1330.63,1366.29,4448001100,27100627303
300,2006/5/30,1375.3,1384.68,1360.55,1378.76,4476102700,28992430923
300,2006/5/31,1377.45,1386.94,1355.01,1365.45,4733588300,29359692213
300,2006/6/1,1364.18,1403.27,1362.94,1402.88,5349345300,31383492665
300,2006/6/2,1406.62,1411.78,1382,1390.12,6410916200,37407323630
300,2006/6/5,1391.46,1403.3,1362.72,1403.16,5510181900,29784741526
300,2006/6/6,1400.27,1413.11,1391.89,1399.14,4683527800,26497855270
300,2006/6/7,1398.18,1398.18,1319.7,1320.23,5204764700,31076290204
300,2006/6/8,1309.07,1331.88,1286.9,1325.98,4567750900,26462585864
300,2006/6/9,1320.81,1329.84,1293.05,1294.18,3739262300,21631040581
300,2006/6/12,1283.83,1308.12,1275.4,1297.67,2503333100,15025360038
300,2006/6/13,1296.41,1312.13,1284.62,1298.28,2782303100,16716170449
300,2006/6/14,1291.69,1291.69,1269.52,1283.88,2880166100,15982326444
300,2006/6/15,1283.72,1300.11,1280.5,1285.38,2324130200,12947893429
300,2006/6/16,1290,1318.02,1290,1318.01,2840803200,16152374694
300,2006/6/19,1306.26,1341.99,1294.9,1334.89,3072625800,18672646769
300,2006/6/20,1333.62,1341.24,1323.78,1338.22,2779705800,16416714736
300,2006/6/21,1336.84,1347,1320.41,1333.53,3244547900,18271592334
300,2006/6/22,1331.93,1341.73,1326.15,1331.55,2595315700,14642393269
300,2006/6/23,1329.11,1340.27,1319.51,1339.45,2565164400,15125536432
300,2006/6/26,1341.61,1363.57,1341.61,1363.41,2959592000,18564767865
300,2006/6/27,1365.04,1368.41,1354.09,1363.9,2645473400,16022196955
300,2006/6/28,1361.79,1366.34,1353.63,1362.88,2579165700,14836163873
300,2006/6/29,1365.25,1395.24,1365.25,1395.12,4243920100,24225652463
300,2006/6/30,1402.6,1408.79,1384.99,1393.96,3839674500,22942443838
300,2006/7/3,1398.74,1420.33,1393.92,1420.33,3829738500,24423131531
300,2006/7/4,1423.08,1426.1,1401.15,1411.01,4274980300,28116073765
300,2006/7/5,1409.9,1409.9,1377.22,1393.01,3344600500,21154127198
300,2006/7/6,1391.64,1418.76,1390.19,1418.67,3248073400,21637516912
300,2006/7/7,1423.72,1426.4,1405.99,1410.43,3355617600,22529571028
300,2006/7/10,1410.5,1413.58,1397.44,1412.12,2760736900,18616784852
300,2006/7/11,1414.14,1418.82,1406.5,1418.58,2853737900,18958953195
300,2006/7/12,1419.07,1430.94,1416.74,1419.2,3629341700,24831173387
300,2006/7/13,1415.88,1418.13,1344.15,1346.09,4897067300,31700087656
300,2006/7/14,1333.74,1367.74,1327.59,1357.13,3265910500,21065092098
300,2006/7/17,1354.14,1372.25,1348.43,1372.25,2420555200,16046823874
300,2006/7/18,1370.9,1373.59,1359.91,1373.42,2272454400,14797115329
300,2006/7/19,1370.29,1370.29,1330.28,1336.64,2522764700,15923621350
300,2006/7/20,1335.41,1346.85,1329.18,1345.19,1845062100,11505538297
300,2006/7/21,1344.6,1357.34,1344.57,1356.03,2039364800,12442432415
300,2006/7/24,1340.28,1359.56,1327.9,1358.12,1996619000,12517728783
300,2006/7/25,1359.32,1378.84,1359.32,1374.17,2202350900,14089738586
300,2006/7/26,1377.78,1380.8,1367.05,1371.3,1963344200,12059952444
300,2006/7/27,1370.75,1379.25,1347.29,1355.55,2381875500,14751696304
300,2006/7/28,1354.92,1359.74,1327.66,1341.39,2155750500,13809393177
300,2006/7/31,1338.04,1338.04,1293.53,1294.33,2218121100,13115400910
300,2006/8/1,1292.71,1302.89,1278.54,1282.06,1744388700,10137959452
300,2006/8/2,1281.89,1288.61,1258.01,1275.09,1781328400,10180840409
300,2006/8/3,1277.63,1281.79,1261.69,1271.74,1294047300,8115991949
300,2006/8/4,1272.36,1278.25,1239.38,1241.91,1605362800,9762333439
