15.8	18.3
5.8	8.1
1.6	4
4.8	7.4
14.3	17.4
28.4	32.7
46.7	51.8
66.1	72.5
84.2	92.4
99.1	107.1
109.5	118.6
113.8	123.2
112.7	120
104.4	110.6
89.2	95.8
70.4	76.2
51	54.8
30.9	34.7
16.3	18.3
5.3	8.3
1.7	4.1
4.6	7.3
13.6	18.1
26.7	32.5
45	52.7
65.4	73.4
85	94
99.4	108.7
109	119.9
114.4	122.9
113.2	119.9
101.4	110.1
87.6	94
68.8	75.5
49.6	52.8
31.1	33.8
