,32,33,34,35,36,37,38,39,40,41
0,0.002982,0.002933,0.002293,0.002490,0.002215,0.001889,0.002385,0.001690,0.001999,0.001689
1,0.002933,0.005200,0.003327,0.004154,0.003705,0.003369,0.002790,0.003521,0.003392,0.002389
2,0.002293,0.003327,0.003204,0.003204,0.002776,0.002528,0.002355,0.002504,0.002600,0.002005
3,0.002490,0.004154,0.003204,0.005766,0.004034,0.004055,0.002457,0.003905,0.003371,0.002277
4,0.002215,0.003705,0.002776,0.004034,0.005739,0.004158,0.002097,0.002556,0.002689,0.002422
5,0.001889,0.003369,0.002528,0.004055,0.004158,0.005510,0.001959,0.004368,0.003678,0.002088
6,0.002385,0.002790,0.002355,0.002457,0.002097,0.001959,0.003056,0.002088,0.002244,0.001624
7,0.001690,0.003521,0.002504,0.003905,0.002556,0.004368,0.002088,0.007112,0.005053,0.001685
8,0.001999,0.003392,0.002600,0.003371,0.002689,0.003678,0.002244,0.005053,0.005279,0.001984
9,0.001689,0.002389,0.002005,0.002277,0.002422,0.002088,0.001624,0.001685,0.001984,0.002254
