yearmonth,32,33,34,35,36,37,38,39,40,41
201801,0.357418,-0.100832,-0.529310,0.206624,0.313503,0.215825,0.027382,-0.051563,-0.018484,0.579437
201802,0.343466,-0.107641,-0.511672,0.218861,0.292094,0.218012,-0.028617,-0.031151,0.000443,0.606204
201803,0.338885,-0.107499,-0.508307,0.215658,0.296732,0.220088,-0.023731,-0.030823,0.000237,0.598761
201804,0.353566,-0.098111,-0.505363,0.218864,0.297915,0.200788,-0.017132,-0.037368,0.000196,0.586645
201805,0.345865,-0.100208,-0.507768,0.224891,0.297851,0.200657,-0.017752,-0.035562,0.002350,0.589675
201806,0.384866,-0.082042,-0.488653,0.183324,0.237131,0.185046,-0.005226,-0.025877,0.005488,0.605943
201807,0.391269,-0.080177,-0.489227,0.183422,0.231653,0.182378,-0.007683,-0.026653,0.005282,0.609736
201808,0.399716,-0.093724,-0.484552,0.214368,0.244513,0.194553,-0.015039,-0.025195,0.002995,0.562365
201809,0.383295,-0.090471,-0.483764,0.219049,0.248331,0.197293,-0.016866,-0.024788,0.001052,0.566871
201810,0.386205,-0.056534,-0.477041,0.210599,0.216955,0.193424,-0.046902,-0.014240,0.008957,0.578576
201811,0.369988,-0.062585,-0.483508,0.201299,0.217061,0.201981,-0.031472,-0.012032,0.011045,0.588222
201812,0.360260,-0.055717,-0.492730,0.191561,0.220942,0.209313,-0.003557,-0.015066,0.004874,0.580120
201901,0.380383,-0.046979,-0.484305,0.186089,0.213735,0.211826,0.004961,-0.011030,0.005233,0.540086
201902,0.349648,-0.049117,-0.475523,0.194656,0.206550,0.226335,-0.019112,-0.009467,0.012034,0.563997
201903,0.323786,-0.095042,-0.445090,0.199750,0.244371,0.205611,0.030489,-0.049400,-0.027520,0.613045
201904,0.315797,-0.105272,-0.448098,0.198372,0.241313,0.205501,0.053926,-0.058240,-0.022050,0.618752
201905,0.322345,-0.099396,-0.446637,0.195837,0.227522,0.205731,0.043953,-0.053710,-0.020713,0.625068
201906,0.337673,-0.094487,-0.444229,0.195604,0.219514,0.199929,0.037540,-0.054901,-0.021831,0.625188
201907,0.324847,-0.100400,-0.447041,0.187987,0.223082,0.205538,0.034879,-0.051826,-0.014669,0.637603
201908,0.327922,-0.094073,-0.449770,0.188309,0.227018,0.205752,0.035725,-0.053649,-0.014256,0.627022
201909,0.332197,-0.094038,-0.442877,0.185591,0.219070,0.198557,0.041969,-0.056970,-0.013954,0.630457
201910,0.312971,-0.095887,-0.442665,0.188874,0.232936,0.202601,0.046567,-0.056950,-0.019744,0.631297
201911,0.315453,-0.094780,-0.434505,0.189074,0.230695,0.199387,0.038408,-0.057549,-0.019018,0.632835
201912,0.307343,-0.098166,-0.433008,0.187505,0.236339,0.202202,0.043537,-0.056461,-0.019410,0.630120
202001,0.291571,-0.130699,-0.429365,0.181216,0.254573,0.209464,0.054305,-0.054710,-0.014983,0.638629
202002,0.278928,-0.130947,-0.430323,0.179192,0.263169,0.210400,0.061827,-0.051387,-0.014448,0.633589
202003,0.260776,-0.134033,-0.431639,0.178240,0.272550,0.214493,0.068385,-0.046338,-0.012292,0.629858
202004,0.291532,-0.126641,-0.419731,0.172350,0.250162,0.208255,0.058661,-0.052205,-0.015554,0.633170
202005,0.274905,-0.130701,-0.425538,0.164165,0.263653,0.212560,0.067203,-0.050913,-0.013698,0.638364
202006,0.286116,-0.131372,-0.415995,0.156685,0.248387,0.208695,0.068717,-0.052572,-0.012760,0.644100
202007,0.283038,-0.125429,-0.401637,0.123813,0.251594,0.199674,0.086061,-0.055484,-0.015840,0.654210
202008,0.276133,-0.169838,-0.409517,0.078208,0.245856,0.204056,0.132913,-0.039909,0.000577,0.681521
202009,0.278601,-0.170039,-0.415280,0.080961,0.234760,0.204968,0.132248,-0.034453,0.003952,0.684282
202010,0.275254,-0.179491,-0.399075,0.085137,0.231075,0.203750,0.133975,-0.036547,0.000311,0.685612
202011,0.272752,-0.180693,-0.397584,0.080989,0.232708,0.204703,0.134238,-0.035513,0.001749,0.686653
202012,0.252133,-0.192857,-0.393436,0.088032,0.238755,0.210882,0.130133,-0.032824,0.007488,0.691693
202101,0.230089,-0.192715,-0.395508,0.086009,0.232884,0.213297,0.150417,-0.025343,0.013418,0.687452
202102,0.208332,-0.190851,-0.390246,0.086652,0.245894,0.218800,0.153583,-0.022796,0.012958,0.677673
202103,0.190192,-0.187291,-0.387244,0.090706,0.249594,0.221333,0.153710,-0.020704,0.013269,0.676437
202104,0.259741,-0.173947,-0.371678,0.090231,0.215190,0.209743,0.151761,-0.024437,0.018065,0.625330
202105,0.247857,-0.173530,-0.369182,0.091230,0.220622,0.209740,0.159832,-0.023381,0.020669,0.616142
202106,0.243391,-0.171958,-0.363927,0.094276,0.215337,0.208788,0.154785,-0.024254,0.022205,0.621357
202107,0.230934,-0.169614,-0.358271,0.096893,0.220491,0.210802,0.156293,-0.024615,0.020626,0.616459
202108,0.183667,-0.127263,-0.365629,0.098386,0.233636,0.224875,0.141061,-0.010958,0.016320,0.605905
202109,0.168070,-0.131609,-0.363961,0.108840,0.229364,0.223263,0.152967,0.003024,0.023780,0.586262
202110,0.276713,-0.103869,-0.339442,0.122798,0.161306,0.201308,0.179989,-0.002541,0.046363,0.457378
202111,0.241393,-0.099477,-0.334135,0.118430,0.184464,0.215605,0.182043,0.001634,0.040941,0.449100
202112,0.232124,-0.102502,-0.321871,0.121676,0.192262,0.216764,0.182928,0.000367,0.033049,0.445204
