,code,name,date,close,yearmonth
0,1,上证指数,2010/01/29,2989.29,201001
1,1,上证指数,2010/02/26,3051.94,201002
2,1,上证指数,2010/03/31,3109.11,201003
3,1,上证指数,2010/04/30,2870.61,201004
4,1,上证指数,2010/05/31,2592.15,201005
...,...,...,...,...,...
1579,41,上证公用,2021/08/31,2067.54,202108
1580,41,上证公用,2021/09/30,2609.22,202109
1581,41,上证公用,2021/10/29,2354.39,202110
1582,41,上证公用,2021/11/30,2215.75,202111
1583,41,上证公用,2021/12/31,2573.07,202112
